sex	reps
Macho y hembr	2
Male 1; Female	5
Male holo.	1
Male; female;;;	1
Microconque	116
No aplica	32681
SV 34.5;  + ser-sec 4th right toe	1
SV 46	3
adult female:20; adult male:25	1
adult male:2; adult female:2; adult:15	1
adult worker, alate queen, dealate queen	1
adult worker, male	1
alate queen, major, minor worker, brood	8
alevin	8
dealate queen, males, workers, brood	3
female 4|unknown 3	2
female: 14 | male: 3	1
female: 27 | male: 25	1
female: 7 | male: 10	1
female: 85 | male: 34	1
females	346
femelle?	6
hembras y macho	1
juv; C&S; SV 24.3	1
larvae, stage 46, SV 21.3; C&S	1
left middle leg of worker	1
machos (1)	46
machos (16), hembras (10)	1
major worker mesosoma	1
male 13|female 11	1
male 14|female 32	1
male 25|female 5	1
male 3|female 12	1
male 5|female 16	1
male 6|female 37	1
male 7|female 18	1
male worker	3
male, major, minor worker	14
recorded as unknown; recorded as unknown	1
teneral:7; adult female:5; adult male:2; adult:15	1
young, SV 15.5; C&S	1
02 F; 03 M; 06 total	1
04 F; 07 M; 11 total	1
1 Female, 4 Indeterminate	1
1 Hembra ovígera, 1 no sexado	2
1 Indeterminate	162
1 M e 1 F	1
1 Male;2 Females	2
1 dealate queen, 19 workers	2
1 dækvinge	1
1 female, 2 male	2
1 fêmea, 2 tritoninfas, 2 deutoninfas	1
1 hann, 1 hunn.	2
1 male|	1
10 Males, 4 Females	1
10 hermafroditas	19
10 machos, 4 hembras	1
101m 74f	1
103 H, 5 M	1
106u	2
10M 2H 1O	1
10m 24f	1
11 female, 9 male	1
11 male; 13 female	2
11H	4
11m7f	1
12 H, 5 M, 15 I	1
12f + 1m	2
13 Hembras y 24 Machos	1
14 males, 40 females	1
14M 1O	1
14m 8f	3
15 H, 10 M	3
15 female	9
150 undetermined	5
15m 14f	3
16 Indeterminate	5
165 hembras y 1 macho	1
17 machos y 13 hembras	1
17M 7H	1
17aQ, 3w	1
18M 13H	1
1M 17H	1
1M 6H 1O	1
1dQ, >10w	2
1f 1n	29
1female / 1male	2
1m 1f-frag	1
1m,11f	2
1w major (missing gaster)	14
1w med	3
1w, 1l, 1p destructive	1
1w, 1l, 7p	1
1w, 1wp, 1mp	2
2 H, 1 M, 1 I	2
2 female, 18 male	1
2 machos, 1 fêmea	26
2 machos, 1 tritoninfa	1
2 machos; 1 hembra	8
20 Hembras	2
21M 40H	1
22 worker	1
23 machos y 23 hembras	1
25 hembras, 35 machos	1
25m 4f	1
26m 12f	1
27 female, 2 male	1
27 hembras, 4 machos	2
27 hermafroditas	1
28m 29f	1
2M, 1H	13
2aQ, 1w	6
2f + 4m	2
2m, 13w	1
2m,2u	1
2w, 1gyn	1
2w, 2dq	2
3 Hembras y 9 Machos	5
3 machos, 3 fêmeas	5
3 males, 6 workers	1
3 right legs of male	1
30 machos, 30 fêmeas	2
30w, 13p	1
31 hembras	18
31 undetermined	88
31f	2
32 male, 0 female	1
35 H 3 M	1
35 MACHOS 23 HEMBRAS	1
38H, 26M	1
38w, brood	3
39 H, 10 M	1
394 hembras, 478 machos	1
3m 10f 5n	1
3machos, 4 hembras	1
3w 1l 3p	1
3w, 5s	1
4 females; 2 males	7
41 Hembras y 23 Machos	1
41u	6
44 Hembras	3
45 I	1
4m 10f	8
5 Hembras y 5 Machos	8
5 Machos, 3 Hembras ovígeras, 6 Hembras	1
5 machos y 9 hembras	1
5 male6 female	2
55 hembras	9
560 H, 240 M	1
6 H,  5 M	1
6 MACHOS 7 HEMBRAS	3
6 machos, 7 hembras.	1
62 undetermined	22
66M 43H	1
6m 7f	22
6m,1f	53
6undef	2
7 females, 4 males	2
7 males, 20 females, 3 juveniles	1
7M 14H 4O	1
7m4f	1
8aq, 1m	1
8m 3f 6n	1
9, w, l,	1
>10w, 2aq, >50m	1
>50w, 1dq, 1m	1
>5w, 4p, 2l	1
? M	1
C&S M juv	1
Dos hembras capturadas de noche en la carretera. S	1
F; SV 70.5; C&S;  + skull	1
F; SV 77.0 ; skel	1
F; double check sex on skin if possible	1
F; with eggs, SV 51.7; C&S	1
F;M	4
Females, 9; Male	2
HEMBRAS 62, MACHOS 16	1
Herbarium Lichenum Fenniae I (26-50)	26
Lichenes Arctici	2
Lichenes Exsiccati Fasc. II (41-60)	20
M; SV 24.6; C&S	1
M; SV 47.7; C&S	1
M; SV 55.0; C&S	2
Macho y Hembra	187
No se registro	134
SV 22; C&S	3
SV 30.5; C&S	1
SV 47	1
Salvatierra, L.	1
Sub-male	7
Vegetativo	16
adult female:2; adult male:2; adult:50	1
adult male:18; adult female:18; adult:5	1
adult male:21; adult female:3	1
adult male:2; undetergent:1	6
female (364 mm), male (312 mm)	2
female + juveniles	5
female Female	9
female paratype	4
female ripe	1
female: 14 | male: 4	1
hembra inmadura	6
intercaste, dealate queen, worker	1
larvae, 17 days	1
larvae, stage 31, SV 29.8; C&S	1
larvae, stage 58	1
machos (1), hembras (6)	3
machos y hembras	566
macroconch male	1
male 13|female 12	2
male 15|female 14	1
male 30|female 28	1
male 3|female 13	2
male 42|female 61	1
male 45|female 46	1
male; female; male; male; female; female	1
male; male; female; female; female; male	2
none on pin	1
right middle & hind legs of worker	3
stage 40 larvae; SV 28.7 TL 80.3; C&S	1
teneral:4; adult female:4; adult:16	1
undetergent:1; adult male:6; adult female:1; adult:1	1
worker, brood, coccoidea	1
worker, ergatoid queen?	1
(unsexed)	2
0 males, 0 females	398
01.02.2002	1
06 F; 02 M; 08 total	5
1 H, 1 I	1
1 MACHO 1 HEMBRA 1 JUVENI	3
1 Subadult Female, 3 Immatures	1
1 macho e 1 fêmea	2
1 macho, 2 hembras, 3 juveniles	1
1 macho, 2 indeterminados	1
1 male, 2 Females, 3 Immatures	1
1 male5 female	16
10 sex not recorded+	1
11 H, 3 M, 2 I	1
12Males	1
13 Hembras y 10 Machos	1
13 hembras, 15 machos	2
13 male; 10 female	2
132w, brood	1
135m 151f	1
140w, 1l	1
143 H, 9 M, 6 I	1
14f	25
15 H, 9M, 2 I	1
15 hembras, 11 machos	4
151 female	1
15dq, 23w	1
16 Hembras y 17 Machos	2
17 machos, 23 fêmeas imaturos	1
18 hembras, 23 machos	1
19 H, 17 M	1
1F	148
1Female	37
1M 9H	1
1Q, 3w, 4m	1
1Q, 7w, 13s, 1m	1
1aQ, 1w, 1p, 7l	1
1dQ (voucher no longer on pin)	1
1dQ, 4w, l	2
1f 1n?	2
1m 16f	2
1m 2f 3n	1
1w (missing middle left leg)	1
1w, 1aq	77
1w, 1m, 1aq	20
1w, 1s, 1aq, 1m	1
1w, 2p, 1l	1
2 Males, 2 Females, 1 Sub-adult Female	1
2 Males, 2 Females, 1 Sub-female	1
2 adult workers	1
2 fêmeas adultas; 1 fêmea sub-adulta	1
2 male; 18 female	1
20 hembras, 13 machos	1
20w	96
21 H, 27 M	1
23 hembras, 25 machos	1
23m 18f	1
23m 56f	1
24u	41
261 hembras	1
26m 33f	3
27 H, 14 M	1
27 machos, 15 fêmeas	1
29 H, 25 M	1
2Qa, 2w	1
2dQ, many w	2
2m macr 1f	1
2w, 2l	1
2w, 2l (destructive extraction)	2
3 hembras y 1 macho	23
343w, brood	1
3H, 5M	12
3Q, w	1
3m 1n	3
3w (1w head removed)	1
4 Females, 1 Sub-adult Female	1
4 No identificados	1
4 ind.	2
4 machos: 1 hembra	1
40 hembras, 33 machos	1
41m 14f 2n	1
438	1
45 hembras, 18 machos	1
47 hembras, 35 machos, 1 Indiferenciado	1
49 H, 5 M	1
4M 15H	1
4M 2H 3O	2
4MACHO;10HEMBRA	1
5 fêmeas 4 machos	1
51 H, 13 M	1
53 H, 24 M	1
5w minor	1
6 Hembras ovígeras, 19 Hembras	1
6 Hembras, 1 Macho	2
6 fêmeas	11
60M+81F	1
62 HEMBRAS, 13 MACHOS	1
62u	2
6M + 9F	1
6M 3HQ	1
70w, 2p, 10l	1
75 H, 13 M	1
77m 40f	1
7F, 5M	1
8 H, 2 M, 294 I	1
8 MACHOS 11 HEMBRAS	1
8 male2 female	1
82w, brood	1
87 H, 32 M	1
8M 2H 1O	1
9 hembras, 16 machos	1
9 hembras, 9 machos	9
91 H, 15 M	1
97 H, 40 M	1
9M 3H 7O	1
9m 1f	3
9m 25f	1
>15m	1
>5w, 3m, 1aQ	1
Adult Male	210
Agujero n° 8.	1
C&S F; SV 34.0	1
C&S feet;  + ser-sec vert col	2
F pregnant	1
F; SV 27.3; C&S	1
F; SV 72.2; skel	1
F; SV 74.0; C&S;  + skull	2
F; with eggs	2
Female: 1	586
Female; Male; Female	9
HEMBRAS 48, MACHOS 8	1
Hembra, Desconocido	1
Ind.	9
Inflorescencias masculina	1
Lichenes Rariores 276-300	11
Lichenes Rariores Et Critici Exsiccati	86
Lichens of Eastern North America Exsiccati	17
M; SV 55.0 ; skel	2
M; SV 55.0; skel	1
M; skel, shell  + soft-parts	2
Macho jovem	1
SV 47.0; C&S	1
SV 48	2
Stage 60, from batch of KU 206509	1
adult female:2; adult male:3; adult:1	1
adult male:15; adult female:5	3
female 2|unknown 1	3
female: 104 | male: 135	1
female: 14 | male: 5	2
female: 9 | male: 1	1
female; unknown	51
head, skin	1
juv, SV 65.0; skel	1
kastrerad hane	81
larvae, stage 42, SV 38.5; C&S	1
major, minor worker, pharate queen, brood	1
male , unknown	8
male 13|female 13	2
male 1|female 10	3
male 245|female 94	1
male 29|female 14	1
male 2|female	2
male 2|female 2|male 1	1
male 36|female 1	1
male 7|female 96	1
male 87|female 36	1
male, female	22
male; male; female; male; unknown	1
male; male; male; female; female	713
queen, male	31
right middle and front legs of worker	2
skin only	1
stage 39 larvae; SV 23.3 TL 54.0; C&S	1
sÃ¤ck	27
teneral:2; adult male:2; adult female:3; adult:9	1
teneral:7; adult male:1	1
workers, brood, acari	2
(Female)Male	2
01 macho, 02 fêmeas	1
02 F; 00 M; 03 total	4
0f	3
1 Indeterminado	2
1 M, 8 H	1
1 Macho, 1 Hembra, y 1 Sin determinar	1
1 Male, 3 Indeterminate	6
1 hann, flere obs.	1
1 macho, 2 fêmeas, 9 jovens	1
1 ninfa, 1 larva	2
1+1M	1
10 MACHOS 20 HEMBRAS	2
100w, 2m, 20p, 5l	1
106w	1
107 H, 23 M	1
107 H, 61 M	1
10m 28f	1
1104 trito, 2 deutoninfas	1
11J	3
12 Males, 1 Female	1
13 hembras y 6 machos	2
14 Hembras, 2 Machos	2
14 hembras, 4 machos	1
15 hembras y 2 machos	1
15H	3
15m 18f	1
16w, 10m	1
17 male, 14 female	1
17H, 7M	1
19M 3H 3O	1
1H 3O 1J	1
1Q, 3m	1
1f 5n	3
1m 4f	146
1m fragmen	2
1m,15f	1
1m6ff	1
1w, 1Q ergatoid (missing gaster)	1
2 MACHOS 12 HEMBRAS	4
2 hembras, 21 machos	2
2 im 4n	1
20 hembras, 7 machos	1
20 male; 2 female	1
20, 1aq, 2m	1
21 Hembras y 14 Machos	1
21 male; 1 female	1
235 H, 128 M, 1 I	1
25 machos, 28 hembras	1
25 workers	4
257 trito, 2 deutoninfas	1
26 im	1
269 H, 107 M, 41 I	1
27 hembras, 29 machos, 62 Indiferenciados	1
29 Hembras y 7 Machos	1
2H, 12M	1
2M 2H 8O	1
2M, 1J	2
2Q, 2w	6
2m 2f brach 2m 3f macr	1
2w, 2m	18
3 Female, 2 Male, 7 Indeterminate	1
3 Males, 1 Immature	1
3 hembras, 2 juveniles	1
3 sex not recorded 1 male	8
30 H, 20 M, 111 I	1
30 H, 4 M	2
31 H, 1 M	1
32 machos	1
33 H, 3 M	2
34m,15f	1
35 Hembras y 84 Machos	1
35f	4
38 male	2
39 H, 18 M	1
3Females 4Males	1
3Q, 1w, 1m	2
3m 1f apt 20n	1
4 dealate queens, 101 workers	1
4 females; 13 males	2
4 hembras y 3 indeterminados	1
4 juveniel	1
4 male1 female	33
41w	3
45u	5
47w, 7mp, 11l	1
4M 3H	15
4M, 10H	1
4m 14f	1
4m, 6w	1
5 Hembras, 3 Machos, 4 No identificados	1
5 male	124
52 hembras y 76 machos	1
53 H, 22 M, 6 I	1
53 hembras, 3 machos	1
58 Machos,  89 Fêmeas	1
5M 3O 4J	1
5M 6H 3O	1
5l, 1p	1
6 hembras, 3 machos	43
6 males, 7 females	1
6 worker	7
68 Hembras	1
6H, 3M	8
6M 2H 2O	1
6M 4O	3
6m,5f	15
70 male	1
73 hembras, 30 machos	1
73f	2
77 Hembras y 20 Machos	1
7H, 5M, 5J	1
7M 13H	2
8aq, 11m, 33w	1
8w, >15p, 1l	1
9 MACHOS 2 HEMBRAS	3
9 hembras y 7 machos	1
; Male	132
>10w, 10aq, 20m	1
C&S F, SV 34.6	1
Cryptogram Germany Fasc. 61 (326-350)	25
Desconocido	2247675
F+W	272
F; SV 18.8; C&S	1
F; SV 23.6; C&S	1
F; SV 59.5; C&S	1
F; SV 61.5; skel	1
Female: 18; Male: 7	1
Female: 2	4
Fêmea.	1
HEMBRAS 32, MACHOS 13	2
HEMBRAS 53, MACHOS 27	2
HEMBRAS 9, MACHOS 0	1
Lichens Fenniae Exsiccati Fasc. V	7
M+F	9342
M; SV 17.40; C&S	1
M; SV 19.8; C&S	1
M; SV 36.18; C&S	1
M; SV 37.4; C&S	1
M; SV 52.2, TL 101.7, ser-sec head , hyoid;  + arm	1
M; SV 61.; skel	1
Mâle : internuptial	2
TL 4-5 ft	1
adult female:4; adult male:20	1
adult male:2; undetergent:3	2
adult male:7; adult female:6; adult:2	1
enorme antall	1
female (?)	184
female 2|unknown 2	3
female: 12 | male: 11	1
female: 14 | male: 6	2
female: 7 | male: 13	1
h. & 3 m.	1
hind right leg of mounted worker	1
machos (6), hembras (9)	1
male 11|female 10	1
male 13|female 14	1
male 180|female 33	1
male 1|female 11	2
male 3|female 15	1
male 42|female 63	1
male 70|female 91	1
meta-young, stage 64, SV 19.0; C&S	1
nymph unsexed	2151
skull, shell;  + soft-parts	1
stage I; C&S	2
subf	14
teneral:1; undetergent:1; adult male:5; adult female:1	1
teneral:4; adult female:30; adult male:243	1
teneral:5; adult female:1; adult male:1; adult:20	1
worker/queen/brood	2
workers, males, alate queen, brood	1
workers/brood	20
# males: 5; # females: 22	1
+ ser-sec head	24
02 M; 04 F; 06 total	1
03 machos, 01 fêmea	2
1 H, 9 I	1
1 M, 8 I	1
1 fêmea e 1 protoninfa	1
1 fêmea ninfa	1
1 hembra y 3 machos	14
1 male pharate adult, 2 females pharate adult	7
1 male2 sex not recorded	1
10 Hembras y 6 Machos	1
10w, 2m, 2p	1
11 Hembras ovígeras	1
11m, 60, brood	1
12 Hembras y 2 Machos	1
12 MACHOS 18 HEMBRAS	2
12 MACHOS 7 HEMBRAS	1
12 Machos, 7 Hembras	1
12M 1H 12O	1
13 hembras, 6 machos, 1 juvenil	1
13w, 6p	1
14m 15f 8e	1
15n 1 exuv	1
16 hembras y 22 machos	1
165 H, 14 M, 8 I	1
17m 6f	1
18 HEMBRAS, 3 MACHOS	1
18 hembras, 3 machos	5
18f	16
1Female 2Males	1
1H	848
1M 9J	1
1dQ (PPND extraction of voucher)	9
1dQ (gaster detached)	28
1f,3m	2
1m (head detached)	13
1m 2f apt.	2
1m 4f apt	3
1m partial destructive extraction of DNA. Genitalia saved.	2
1m, 1aQ	1
1m-	1
1teneral w	2
1w (head missing)	2
1w, 9wp, 5l	1
1we	1
2 Female / 1 Male	1
2 MACHOS	247
2 fêmeas com jovens	1
2 machos, 2 hembras, 1 indeterminado	2
20 hembras y 23 machos	1
20M 8H 15O 16J	1
22 H, 11 M	1
22 Machos	3
24 H, 60 M	1
24w	14
28 Hembras 19 Machos	1
285 H, 58 M	1
28u	20
2f + 6	1
2m, 4f	2
2mm 3f	1
2w major, 4w	6
3 H, 3 I	2
3 Hembras, 3 Machos	1
3 hembras, 5 machos	41
30 hembras, 9 machos	2
30H, 29M	1
31w, 1m(1), 2w, 1dq(2)	1
32J	2
32m 41f	1
336w	1
337 undetermined	1
36 female, 9 male	1
38 male10 female	1
3H, 9M	2
3M 1H 1O	8
3aQ	116
4 MACHOS 4 HEMBRAS	12
4 females; 5 males	5
4 males, 4 females	8
4 tuberulate males	1
40m 20f	1
43 hembras, 9 machos	1
43 males, 27 females	1
46 male	1
47m 69f	1
49M, 61H	1
4e	1
4m,13f	1
4m,2f,1u	1
4w, 1p, 3l	1
50++im	1
56f	4
57 H, 46 M	1
57 hembras, 2 machos	1
5F	5
5m 4f macr 1m brach	1
5mi	6
5n 2æg	1
6 Hembras y 7 Machos	11
6 Machos, 4 hembras	1
6 indivíduos	13
60 sex not recorded	3
62w	1
66u	7
67 H, 16 M	1
68m 141f	1
69n I+II	1
7 FÍmeas	1
7 Hembras y 11 Machos	4
7 females, 7 males	2
70J	1
75 hermafroditas	2
79 hembras, 17 machos	1
7M 34H	1
7m 12f	5
8 Hembras y 21 Machos	3
8 Hembras y 3 Machos	10
8 machos, 6 hembras	1
83 H, 56 M	1
83 female	1
8m 12f 1n	1
8m, many w, brood	1
9 Hembras	27
9 machos, 10 hembras	1
9m 5f	9
>80w(1), 2w(2)	1
ALATE QUEEN	1
Alate queen, worker	8
F ?	1
F; C&S  + ser-sec Vert col	1
F; SV 17.0; C&S	1
F; SV 45.5; C&S	1
F; SV 50.3; C&S	1
F; SV 79.6;  + skull	1
F; TL 1524 , T 202	1
F; TL 1559 , T 70 +  , 6  +  8 embryos	1
F; TL 1566 , T 237	1
F; with eggs; SV 31.9; C&S	1
FEMALE (2)	2
Females	903
HEMBRAS 167, MACHOS 15	1
HEMBRAS 63, MACHOS 10	1
HEMBRAS 9, MACHOS 1	1
Lichenes Bohemoslovakiae 131-140	8
Lichenes Bohemoslovakiae Exs. 11-20	11
Lichenes Slovakiae Exsiccati Fasc. I (1-25)	25
Lichens Fenniae Exsiccati Fasc. III	18
M Yg	2
M; SV 22.4; C&S;  + skin	1
M; SV 23.4; C&S	1
M; SV 33.7; C&S	1
M; SV 63.4 ; skel   + hyoid; C&S	1
M; SV 83.5; C&S;  + skull	1
Male, 3; Female	1
Mâle : hémipénis sortis	2
No Data	2
Oliveira; Aquino	1
Pimpão, D.; Sotero, C.	1
SV 36; C&S	2
SV 52; C&S	2
Skel	11
Un macho dos hembras	1
Weber	38
adult female:10; adult male:40	1
adult male:2; undetergent:4	1
adult male:9; adult female:2; undetergent:2	1
adult-worker	3682
dealate queen, male, major, minor worker	1
exuvium	19
female , female 1	1
female 2|unknown 3	2
female male	1
female: 12 | male: 12	2
female: 12 | male: 5	1
female: 7 | male: 1	4
female: 7 | male: 14	1
female: 82 | male: 44	1
female: 9 | male: 3	2
hatchling, egg shell	2
juv, ser-sec	3
larvae, stage 41, SV 22.1; C&S	1
larvae, stage 42, SV 22.8 TL 53.4; C&S	1
machos (4), hembras (13)	1
male 110|female 55	1
male 11|female 11	1
male 15|female 17	1
male 16|female 108	2
male 1|female 12	3
male 3|female 16	2
male 3|female 5|unknown	1
male 9|female 113	1
male |female	384
male: 100 | female: 10	1
male; female; Female	2
meta young	8
noen ind.	4
original data specifies sex as male	2
per.	7
skin removed	12
subf, subm	1
teneral:1; adult female:45; adult male:85	1
teneral:3; adult male:3; adult female:1	1
worker, brood, fungus garden	2
workers, brood, 1 male	2
young (efts)	1
♀ / ♂	7
+20w, 1dq	1
, Macho	9549
1 Femenino, el resto sin información	3
1 Macho; 5 Fêmeas	1
1 Male, 1 Sub-female	1
1 adulto	8
1 hann, 2 hunner	1
1 hembra y 11 machos	1
1 hembra, 1 machos	2
1 macho , 1 hembra , 1 sexo no identificados	1
1 macho, 1 hembra, 3 indeterminados	1
1 macho, 2 protoninfas	1
1 machos, 2 hembras, 1 juvenil	1
1 male, 29 females	2
1 male; 3 female	66
10 MACHOS 4 HEMBRAS	1
10 females, 8 males	1
11 Hembras y 8 Machos	1
110m 113f	1
118J	1
