sex	reps
adult male:350; adult female:350	1
adult worker, brood	3
adult worker, queen	3
adult:6	5
alados, obreras	18
embryo	43
female (subsequently considered to be male)	2
female 1|unknown 1	58
female: 11 | male: 3	2
female: 36 | male: 77	1
female: 8 | male: 3	1
frozen specimens both males	2
larvae, day 7	1
larvae, stage 38, SV 24.0 TL 60.6; C&S	1
larvae, stage 46, SV 16.8; C&S	1
male 14|female 17	1
male 16|female 19	1
male 1|female 31	1
male 1|female 6|unknown 11	1
male 26|female 1	2
male 2|female 14	1
male 318|female 90	1
male 3|female 35	1
male 3|female 6	7
male 4|female 18	1
male 4|female 56	1
male 56|female 42	1
male 57|female 25	1
male 7|female 2|male 9|female 8	1
male and female	11
skel, shell  + soft-parts, head (wet)	1
unknown 10|unknown 1	2
unknown 8|unknown 2	2
worker gaster	1
worker, pupa	4
workers, queens	1
0+	3
00 F; 00 M; 04 total	212
00 F; 36 M; 36 total	2
00 M; 00 F; 13 total	3
00 M; 01 F; 01 total	298
04 F; 01 M; 07 total	1
06 F; 05 M; 12 total	1
1 Hembra y 5 Machos	28
1 MACHO 1 HEMBRA	291
1 MACHO 5 HEMBRAS 3 JUVEN	1
1 apterous male, 1 apterous female	13
1 dealate queen, 18 workers	3
1 deuto e 3 protoninfas	2
1 hembra y 7 machos	1
1 hembra; 1 juvenil	1
10 Males, 3 Females	2
10 hembras, 30 machos	1
10 machos, 3 hembras	2
10m 11f +n	1
11 male, 30 females	1
11m 11f	12
11m 1f-	1
12 Hembras y 6 Machos	1
12 Machos, 16 Hembras	1
12 male, 12 female	1
12 worker	9
12m 17f +n	1
12m 20f1nV	1
12w, 20m	1
13 M; 00 F; 13 total	1
13F, 11M	1
13n IV	1
14 H, 10 M	2
15 H, 4 M, 5 I	1
17 hembras, 11 machos	1
17 machos y 12 hembras	2
17m 2f 2n	1
17m,2f	1
18 hembras, 27 machos	1
18m 18f	2
18m 56f	1
19 machos, 2 fêmeas, 1 ninfa	1
199f	2
19u,1m	1
1H, 3M, 6J	1
1Q brachypterous	4
1aq	330
1aq, 1s, 1w	3
1dQ, 50w, 30p	1
1dq, 3w, 1wT. Caespitum	1
1im	1
1n V	5
1w (ND extraction of voucher)	3
1w (missing gaster, missing head)	1
1w major, 1w (missing gasters)	1
2 Machos	740
2 hembras, 1 ND	1
2 machos, 1 hembra	71
20 H, 2 M, 5 I	1
20H, 3M, 7J	1
21 H, 1 M	1
21 male; 11 female	1
22 H, 11 M, 1 I	1
22 MACHOS 22 HEMBRAS	1
22 Machos, 8 Hembras ovígeras, 10 Hembras	1
22 hembras, 13 machos	2
23 H, 3 M, 3I	1
24 H, 26 M	1
24 MACHOS 6 HEMBRAS	1
24 sex not recorded	14
24m 22f	2
25 hembras, 25 machos	1
26 hembras, 34 machos, 81 Indiferenciado	1
26w	12
27 Males, 4 Females, 1 Immature	1
29w(1), 3w(2)	1
2M 5H 4O	1
2dQ, 1w	23
2m 1n 1exu	1
2m 20f	1
2m 5f 74n	1
2w, 6p, 3mp	1
3 Fêmeas, 1 Macho	5
3 Males, 4 Sub-males, 1 Immature	1
3 machos, 4 fêmeas juvenis	1
30 hembras	44
30 hembras, 50 machos	1
32 male; 17 female	1
32m 43f	1
36n V 9exV	1
37w, brood	1
3F, 14M	1
3H	108
3M 1H 3O	3
3M 6H 4O 2J	1
3Q, 4w, 1m	1
3m (1m gaster detached)	1
3m 5f 2n	1
3m 7n	1
3ma, 15mi	1
3w (missing gaster)	1
4 Males, 5 Females, 1 Immature	1
41 Hembras y 13 Machos	1
45m 16f	1
48 male; 30 female	1
4Q, 3m	1
4f 1n	1
4m 1f 1n	1
4m,15f	1
5 H, 1 I	2
5 hembras.	1
5 im 2n	1
5 machos y 8 hembras	1
5 machos, 2 fêmeas, 3 deuto e 1 tritoninfa	1
54 hembras	2
58 Machos,  89 FÍmeas	1
58f	4
5M, 5H	1
5f + 6m	1
5w, 2m	2
6 Females, 18 Immatures	1
6 MACHOS 6 HEMBRAS	2
6 Machos, 7 Hembras ovígeras	1
64w	1
67 Hembras	1
69 H, 69 M	1
7 Hembras y 15 Machos	1
7 male1 female	8
77m 46f	1
7F	1
7M 1H 1O	2
7m 14f	3
7m 8f apt	1
7m,30f	1
8 Hembras y 7 Machos	3
8 Mlaes, 2 Females	1
8 male	55
9 females, 1 juvenile	2
96 male; 13 female	1
9H, 3M	1
9m 7f	12
9m,1f	10
9mi	4
>10w, >10aq, >10m	1
>10w, >20l, >5p	1
>10w, >3m, 3aQ, >1l, >1p	1
C	157
Cuatro machos	1
F; SV 36.7; C&S	1
F; SV 39.53; C&S;  + eggs	1
F; SV 40; C&S	3
F; SV 53.5; C&S;  + skull	1
F; SV 54.3; C&S	1
F; SV 59.8; C&S	2
F; SV ca 43; skel	1
F; skin only;  + skel	5
FEMAMLE	1
Female With Unripe Eggs	4
Female; Female; Female; Female	1
Females Full Of Eggs	2
HEMBRA GRAVIDA	2
HEMBRAS 44, MACHOS 19	1
HEMBRAS 8, MACHOS 0	1
HEMBRAS 93, MACHOS 35	1
Herbarium Lichenum Fenniae VI (276-300)	24
Indeterminate	90
Lichens de la Normandie V	50
M; C&S;  + ser-sec vert col	1
M; SV 28.05; C&S	1
M; SV 37.7; C&S	1
M; SV 55.3; C&S	2
M; SV 80.0; C&S;  + skull	1
M; skel; C&S hyoid	1
MACHO INMADURO	1
Male Spawner	2
Masculina	1237
Multiple animals of mixed sex	258
No definido (larvas)	1
SV 115; C&S	1
adult male:17; undetergent:8	1
adult:7	1
dealate queen, ergatoid queen, worker	1
dealate queen, worker, brood, Hemiptera	2
female 1|unknown 2	5
female 3|unknown 6	1
female: 15 | male: 26	1
female: 8 | male: 4	2
female; male; male; female;;	1
larvae, day 8	1
male 10|female 10	2
male 14|female 18	1
male 14|female 56	1
male 15|female 8	2
male 2|female 15	1
male 3|female 7	9
male 44|female 130	1
male; male; female; female; male	25
males: 3, females:9	1
males: 4, females:0	135
mixed	6463
nykl. eks.	1
stage 65 larvae; ser-sec	1
subimago unsexed	5
teneral:1; adult female:1; adult male:1; adult:10	1
teneral:1; adult female:31; adult male:60	1
unknown 8|unknown 3	1
unknown; female; male	1
"2 Macho; Hembra"	2
0,	1
00 F; 00 M; 18 total	6
00 M; 02 F; 03 total	2
01 macho, 01 fêmea (exemplares	2
04 F; 02 M; 09 total	1
06 F; 04 M; 10 total	6
1 MACHO 23 HEMBRAS	1
1 dealate queen, 3 worker	4
1 fêmea + exúvia	1
1 fêmea, 2 jovens	1
1 fêmea, 2 machos	11
1 hann, 2 exuv.	1
1 macho, 1 hembra, 1 ND	2
1 macho, 3 juvenis	1
1 male, 5 juveniles	1
1 male; 10 female	2
1 male; 7 female	3
10 H, 19 M	1
10 eks.	2
10 hembras, 1 macho	6
10H, 6M	2
11m 32f	1
11m,10f	1
12 MACHOS 6 HEMBRAS	2
12 sex not recorded	86
12H, 11M	2
12M 6J	1
132 H, 148 M	1
14M 2H 5O	2
15 machos, 2 fêmeas	1
155w, brood	1
16 males, 13 females	1
16.2 mm male, 16.1 mm female	1
17 males, 10 females	1
17J	1
18 H, 17 M	1
18 hembras, 13 machos	3
1M 1H 4O	1
1M 3O	9
1aQ (head detached)	2
1dQ, 1w, 1s	1
1m + 3f	2
1m non-destructive	3
1m, 27w	1
1m,4f	88
1u,2f	3
2 F	13
2 male; 6 female	7
200f	2
20m 7f	1
21 Hembras ovígeras, 75 Hembras	1
21 Hembras y 18 Machos	1
21 hembras, 19 machos	1
21 hembras, 4 machos	1
21m 28f	1
23 H, 13 M, 1 I.	1
23 hembras, 15 machos	1
24M 27H	1
25 hembras, 11 machos	1
26 H, 14 M	1
28 male; 6 female	1
29 male; 5 female	1
29m 75f	1
2Q, 8w	1
2m 1	1
2m 1f 2n	3
2w, 1s, 1aq	2
3 Machos, 1 Hembra ovígera	1
3 females, 6 males	2
3 male; 5 female	9
30 nauplios	2
30M 31H	1
34 H, 16 M, 8 I	1
34 H, 19 M	1
35w, 16aq(1); 2w, 1aq, 1m(2)	1
37 Machos 5 Hembras	1
3H 4O	2
3aq, 4m, 21w	1
3m 2f apt  3n	1
3u,3m	2
4 MACHOS 3 HEMBRAS	20
4 macropterous males, 5 macropterous females	2
4 male; 4 female	26
42 H, 16 M	1
47w	3
49 M	1
49 male	4
4M + 2F	1
4m 4f 16n	1
4w (2 large), 6wp, 2 large larvae	1
5 fêmeas	17
5 male; 3 female	21
5 tritoninfas	16
56m 73f	1
59m 50f	1
5M 1H 2O	1
5M 40H	1
5W, 3Q	1
5dQ	1
5m 5f 1n	1
6 Hembras ovígeras, 7 Hembras	1
6 MACHOS 16 HEMBRAS	1
6 male; 2 female	20
65 male	1
67 sex not recorded	1
6F, 10M	1
6H, 9M	2
6f	178
6m 6f 7n	1
7 MACHOS 13 HEMBRAS	1
7 male; 1 female	21
7M 1H 1O 1J	1
7m 35f	1
8 Hembras	33
8 male14 female	1
85w	1
8H, 2M, 3J	1
8M 5H 1O	1
9 Males, 1 Female	3
93m 67f	1
>10w, 2aq, 5m	1
>15w, 7l	1
>5w, 1m	7
Bisexué	2
Boreali-Americani 101-120	20
C&S F; SV 30.5	1
C&S M; SV 26.3	1
C&S, F	1
Cistocarpos	1
D	601
F (?)	3
F Phyllotis	1
F, N	1
F-plumage	11
F; SV 17.3; C&S	1
F; SV 40.3; C&S	1
F; SV 92.9; skel	1
F; TL 1640 , T 220 , 7 embryos	1
Female Niger X Male Vermiculatus	2
Females, 19; Males	6
HEMBRAS 102, MACHOS 6	1
HEMBRAS 8, MACHOS 1	2
Lich. Lusit. Sel. Exs. Fasc. V (101-125)	11
Lichenes Alagerienses	1
Lichens of Western North America	61
M; SV 82.0; C&S	1
M; skel, shell;  + soft-parts	6
Male; Male; intersex; intersex; intersex	1
Male; Male;;;	1
Male;;;	1
SV 106.0; C&S;  + skull	1
SV 32.4; skel	1
SV 39; C&S	1
SV 55; C&S	1
SV 70.3; C&S	1
Sexos separados	1
Sterile	8
adult female:2; undetergent:2; adult:29	1
adult male:4; adult:2	1
adult male:6; undetergent:5	1
adult:8	2
dealate queen	3070
dealate queen, larva	1
destroyed in C&S	3
en del	3
female 1|unknown 3	2
female: 11 | male: 5	1
female: 13 | male: 9	1
female: 24 | male: 18	1
female: 6 | male: 1	4
female: 8 | male: 5	5
få im	1
hembras, y machos	1
intercaste queen, worker	1
larvae, day 9	1
machos (18), hembras (19)	1
major worker, minor worker, dealate queen	1
male 10|female 11	1
male 12|female 15	3
male 146|female 181	1
male 24|female 10	1
male 29|female 37	1
male 2|female 16	1
male 3|female 37	1
male 3|female 8	1
male: 300 | female: 20	1
males: 4, females:1	19
original data specifies #603 as female	2
right front leg of worker	5
skel, F, SV 141	1
soldiers, workers, brood	3
teneral:5; adult female:5; adult male:5; adult:20	1
unknown 4|female 20	1
worker, drone	1
workers, nest substrate	1
"1 Female, 1 Male"	1
# males: 1; # females: 1; # undet: 1	5
00 M; 03 F; 05 total	1
01 F; 07 M; 08 total	1
01 Macho ; 01 Fêmea	1
04 M; 01 F; 05 total	2
1 H, 5 M	3
1 Macho; 5 FÍmeas	1
1 Male, 1 Sub-male	1
1 larve	16
1 macho, 1 juvenil	4
10 Hembras y 15 Machos	1
100	14
11 Hembras y 25 Machos	1
11f,10m,2u	1
11m 15f	3
11m,31f	1
11w, 1dq	1
12 males, 32 females	1
12m 5f	5
13M	3
14 H	10
14M 14H	1
14m 30f	1
15 males, 1 female	2
16 f	1
160 H, 16 M	1
16m,21f	1
18 hembras y 4 machos	1
18w, 3p, 13l	1
19m 20f	2
1f brach	6
1m (gaster only)	2
1m 10n	3
1m 2f apt 4n	1
1m 4n?	1
1s, 2w	86
2 H, 2 M	30
2 MACHOS 11 HEMBRAS	1
2 Males, 1 Female, 3 Immatures	1
2 fêmeas, 1 deuto e 11 protoninfas	1
2 hembras, 2 machos, 7 Indiferenciados	1
2 male1 sex not recorded	1
2 males, 10 females, 11 juveniles	1
20 H, 4 M	1
21 H, 9 M	1
22 H, 6 M	3
22 machos	3
226 H, 66 M	1
234 H, 25 M	1
24 workers	2
24m 26f	1
24w, brood	6
26 H, 2 M	1
26 Machos	2
27 Hembras y 33 Machos	1
298 undetermined	1
2F, 22M	1
2H, 77M	1
2Q, 5w, 3s, 1m	1
2dQ, 5w	2
2m, 23w, brood	1
2w destruction	50
2w, 4p	2
3 females; 35 males	1
3 hembras, 9 machos	5
3 machos, 1 fêmea, 6 juvenis	1
3 æg	1
30M 52H	1
30w, 5aq, 7m	1
32m 47f	1
34H, 102M	1
375 undetermined	1
38 machos, 19 fêmeas, 12 ninfas	1
3J	21
3M 1H 7O	1
3M+2F	13
3Q, 4w, 5m	1
3Qp, 2w, 1mp	1
3m (1m missing gaster)	2
3m 4f 10n	1
4 Females	1
4 H, 62 I	2
4 H, 7 M, 8 I	1
4 H, 9 M, 2 I	1
4 Machos, 3 Hembras ovígeras, 1 Hembra	2
4 hembras, 1  Indiferenciado	1
4 males, 24 females	2
40w, 15p, 15l	1
43 male; 46 female	1
44m 20f6nV	1
46 H, 15 M	1
46 tritoninfas	1
48 workers	1
4dQ, 43w, brood	1
4m 4f	61
4m 9f + n	1
5 Machos y 2 Hembras	3
58 juvenis	1
5H, 14M	1
6 MACHOS	9
6 male11 female	1
6 males, 6 females	5
6 males,0 females	1
62 H, 17 M	1
76J	1
78 H, 12 M	1
78 H, 7 M	2
7H	11
7M 1H 5O	1
7M 3H	5
7m 18f	3
8 H, 2 M, 9 I	1
8 Hembras y 25 Machos	1
8 workers, brood	1
82 H, 33 M	1
9H, 7M	5
9M 4O	1
9m,5f	5
>10w, 2l, 1p	1
E	6
F; SV 1420 , 18 embryos	1
F; SV 21.8; C&S;  + skin	1
F; SV 26.4; C&S	1
F; SV 49.5; C&S	4
F; juv, SV 19.7; C&S	1
F; larvae, stage 46, SV 26.9; C&S	2
Female: 3; Male: 4	1
Floerke Deutsche Lichenen	1
Fêmea com oócitos maduros	1
Herbarium Instituti Botanici	1
Indeterminado	61964
Lich. Europ. Exs. Fasc. IV	1
Lichenes Bohemoslovakiae Exs. 161-170	10
Lichens of Hawaiian Islands	1
M; SV 27.4; C&S	1
M; SV 46.7  + ser-sec 4th right toe	1
M; SV 60.7; C&S	1
M; SV 73.5; C&S	1
Macho test.inguinal.	1
Male tree in flower	1
Male, Undetermined	89
Male: 1; Female: 1; undetermined	2
NAN	2
SV 46.1; C&S	1
SV 47; C&S	1
adult male:110; adult female:90	1
adult male:90; adult female:40	1
adult:9	1
age 70 days	10
born 4 Sep 1964 to female collected 16 Aug 1964, 6	2
ca. 15 ind.	1
embrión	5
female: 1 | male: 10	8
female: 11 | male: 6	2
female: 30 | male: 16	2
female: 6 | male: 2	3
female: 8 | male: 6	1
fêmeas	1
intercast worker	1
machos (2), hembras (4)	3
machos (7), hembras (3)	1
male 10|female 12	2
male 12|female 16	1
male 152|female 105	2
male 15|female 77	1
male 1|female 34	1
male 26|female 4	2
male 2|female 3|unknown 3	1
male 2|female 5|unknown 5	1
male 3|female 9	4
male 4|female 4|unknown 2	1
male 82|female 33	1
male transition to female	4
male: 3 | female: 1	1
male; female; female	3019
male; intersex; female	1
male; male; female; male; female; female; female	3
males: 4, females:2	2
mj	2
no specimen on pin	27
original data specified sex as female	2
queen, males, workers	1
right hind and middle legs of worker	15
right hind leg of alate Queen	10
tallrik	20
teneral alate queen, workers, brood	1
teneral:3; adult male:25; adult female:5	1
undetermined; Male: 5; Female: 9	1
unknown 6|unknown 1	4
worker, queen, male, brood	3
1 MACHO 10 HEMBRAS	1
1 MACHO Y 1 HEMBRA	4
1 fêmea, 35 deuto, 2 proto e 949 tritoninfas	1
1 hembra, 5 machos	45
1 macho juvenil	8
1 male, 1 dealate queen, 1 worker	1
1 male, 3 juveniles	1
10 apterous males, 17 apterous females	1
10 machos, 18 fêmeas	1
101	1
115m	1
116 H, 92 M	1
12 Machos	16
12 males, 6 females	1
12m	70
12w, >15l, 8p	1
13M 1H 3O	1
14 MACHOS 11 HEMBRAS	1
14m 13f	1
15 H, 33 M, 48 I	1
15 Hembras y 4 Machos	1
15 hembras, 9 machos	1
16 Hembras y 30 Machos	1
16m 26f	1
17w (3w missing gaster)	1
186m 58f 10n 53 exuv	1
1H, 22M	1
1M 9H 13O	1
1aQ, 15w	2
1dQ. 1w	3
1dq, many w	2
1m, >10w	1
1m,8f	9
1m1f macr	1
1ma, 1mi	19
1w (missing head and gaster detached)	1
1w, 1m, brood	1
2 H	135
2 hembras y 15 machos	1
2 hembras y 2 machos	22
2 machos y 1 hembra	19
2 machos, 2 hembras y 4 indeterminados	1
204f	2
21 H, 11 M	3
21 males, 1 female	1
22m 30f	3
25 tritoninfas	2
25w, 1dq	1
2H, 4J	1
2m 1f 6n	1
2ma, 6mi	1
3 females; 3 males	5
3 hembras, 13 machos	1
3 hembras, 3 machos, 16 ND	1
3 male 6 female	1
30 Indiferenciados	1
309 undetermined	1
31w(1), 1w(2)	1
32m 40f 4n	1
37 H	3
3F, 2M	18
3H, 1M, 3J	1
3M 4H 1O	1
3ma, 3mi	1
4 males, 3 females	11
43 sex not recorded	1
43m 62f	1
45 machos 15 hembras	1
48m 56f	2
4w, 1dq, 2m	1
5 H, 28 M	1
50m	3
53M+51F	1
5M 2H 2O 3J	1
5M 44H	1
6 MACHOS Y 6 HEMBRAS	1
6 machos, 1 fêmea e 1 tritoninfa	1
6 machos, 2 machos	1
64 H, 7 M	1
66 H, 1 M	1
6m3f	1
7 Males, 13 Females	1
7 hembras, 8 machos	9
73 female	1
7Females	1
7M 7H 1J	1
7m 12f 1n	1
8 Hembras y 11 Machos	1
8 female, 3 male	2
8 male; 8 female	6
8M, 7H	1
8w, 4m	1
9 H, 17 M, 1 I	1
9 Hembras y 21 Machos	1
9 Hembras y 9 Machos	3
9 machos, 2 hembras	1
9 male; 7 female	4
9 males, 26 females	1
9M 1H 4O	1
Adult alates	2
C&S F; SV 30.7	1
C&S; SV 47.5	1
Cryptogram Germany Fasc. 48 (201-225)	26
Dioico, flores femeninas	1
F	1453813
F (gravid)	2
F; SV 30.0; C&S	2
F; SV 45.8; C&S	1
F; SV 54; C&S	2
F; SV 60.0 ; skel	1
F; SV 72.9; C&S  +  skin  +  guts  +  eggs	1
F; TL 1682 , T 264 , 12 young, 12 eggs	1
F; with eggs, SV 50.8; C&S	1
Female; Female; Male; Female	1
Guariento, H.; Pierrot, L.	8
HEMBRAS 8, MACHOS 3	1
Indeterminado (13)	1
K?	1
Lichens of West Indies	5
M; SV 101.0; C&S	1
Macho (Holótipo), 01 Macho (Pa	1
Macho (Holótipo), 02 machos e	1
Male, 2; Female	8
Pl. des Antilles - 1868	7
Plants of Florida	10
Py-Daniel, V.; Assad	1
SV 21.3; C&S  + skin	1
TL 196	1
Undefined	193
adult female:10; adult male:25	1
adult female:1; adult male:1; adult:1	3
adult female:1; adult male:30; adult:5	1
adult female:31; adult male:80	1
adult male and worker	20
adult male:20; adult female:20; adult:50	1
apterous male pupa	1
aq	15
dealate queen, major, minor worker, brood	5
fale	2
female 3|unknown 9	1
female: 20 | male: 100	2
female: 6 | male: 3	5
female; male; male;;	2
larvae, stage 32, SV 12.7 TL 26.2; C&S	1
machos (13), hembras (9)	1
male 1|female 2|male 1	2
male 1|female 35	2
male 2|female 18	1
male 2|female 3|unknown 4	1
male 3|female 39	1
male 41|female 28	1
male 84|female 74	1
male: 3 | female: 2	6
male; Female;;	3
many w, brood	97
mk	2
queens, workers, brood	3
right hind tibia worker	11
stage 43 larvae	2
teneral:1; adult female:1; adult male:19; adult:1	1
teneral:1; adult female:4; adult male:92	1
teneral:1; adult male:10; undetergent:10	1
undetergent:13; adult male:16	1
undetergent:1; adult male:2; adult female:1	1
undetergent:3; adult:16	1
unknown 10|unknown 5	1
unknown 8|unknown 6	1
worker, brood, fungus	1
worker, male, male pupa	1
worker, seeds	1
♂♀	38
# males: 1; # females: 1; # undet: 3	1
#816 - female	2
0 male, 4 female	2
00 M; 00 F; 02 total	79
01 F; 04 M; 05 total	13
01 F; 06 M; 09 total	1
1 Macho, 3 Hembras y 1 Indeterminado	1
1 female; 5 males	12
1 fêmea, 1 tritoninfa e 1 deutoninfa	1
1 macho mínimo	1
1 male 3 female	9
1 male 4 females	1
1 male, 28 females	1
1 male, 3 female	5
10 MACHOS 3 HEMBRAS	2
10 male; 13 female	2
10 male; 2 female	5
10 males, 5 Females, 2 Sub-adult Females	1
1078 machos	1
11 MACHOS 88 HEMBRAS	1
11 male; 1 female	9
11 workers	14
11m 19f	2
12 hembras, 3 machos	6
121 H, 6 M	1
121-130	9
128 undetermined	5
129 indivíduos	2
12m 9f	4
12m,3f	2
12n	6
12w, 2p, 18l	1
13H, 8M	3
14 apterous males, 3 apterous females	2
140	1
14m,12f	1
159 undetermined	2
15M 6H 9O	1
15M, 2H	1
169 hembras, 62 machos,12 Indiferenciados	1
16m 47f	1
17 females	1
17M	1
18 Hembras y 13 Machos	1
19 MACHOS 13 HEMBRAS	1
19m 24f	1
1Q, 2w, 3m	1
1Q, 61w, 1m. 23p, 60l	1
1a 3n	2
1m 8f 1n	2
1w, 1p, 1mp	1
2 Hembras, 1Macho	1
2 I	8
2 juv.	13
2 machos, 2 hembras, 4 indeterminados	1
2 machos, 6 hembras	6
2 male, 2 female	8
203 hembras	1
22 Hembras y 14 Machos	1
224H, 187M	1
22m 13f	1
22w, 3p, 3l	1
236 undetermined	2
24 H, 8 M	1
24 Hembras y 34 Machos	1
25 H, 5 M	2
25 machos y 11 hembras	1
28 H, 4 M	3
29 H, 1 M	1
2M 3H 7J	1
2Q, 6w, 2m	1
2m6f	1
2w,1m	2
3 H, 7 M	1
3 dealate queens, 20 workers	2
3 hembras y 4 machos	3
3 machos, 3 hembras	15
3 male, 1 female	12
3 sex not recorded 5 female	1
30 Hembras	2
307m	2
30m 34f	1
33m	3
34mm 20f	1
35 indivíduos	1
3M 10H	1
4 H, 4 M	5
4 Hembras y 16 Machos	4
4 Machos, 20 FÍmeas	1
4 fêmeas, 3 machos	1
4 hembras, 2 Indiferenciados	2
4 hembras, 2 machos	149
4 male, 0 female	17
40 Indeterminate	1
41 hembras	8
43m 45f	1
48w, brood	2
4M 1O	10
4f apt	1
4m 8f	19
4m,2f	80
5 Females, 6 Immatures	1
5 H, 1 M	19
50 hembras, 78 machos	1
51 hermafroditas	1
5H, 18M	1
5M 65H	1
6 Males, 4 Females	1
6 machos	75
65 H, 12 M	1
65 hembras	2
653u	1
69 Hembras y 51 Machos	1
6aq, 2m	1
6u,1m	1
6w, 7aq, 4m	1
7 H, 3 M	16
7 Machos, 5 Hembras ovígeras, 9 Hembras	1
7 females; 11 males	1
7 male9 female	2
71m	7
75 I	1
79 male	2
7J	2
7M 1H 9O	1
86 male; 36 female	1
86 sex not recorded	1
9 workers, 3 males, brood	1
98 H	2
9H, 27M	1
9m,9f	2
>10w, 5aq, 5m	1
>15w, >15l, >15p	11
>20 obs., 1 hann inn	1
>aQ, >1m, >10w, 1l, 2p	1
?F	2
Bernardez, E. C.	1
F (SUB)	1
F; SV 39.0 ; C&S	1
F; SV 46; C&S	1
F; SV 54.9; C&S	1
F; TL 1636 . T 130	1
F; with 13 + 16 underdeveloped eggs, TL 1982 + 395	1
Fêmea, óvulos cor salmão	1
G	103
HEMBRAS 100, MACHOS 10	1
HEMBRAS 6, MACHOS 0	2
Inmaduro	2
Lichenes Exsiccati (Ser. II) 141-50	10
Lichenes Exsiccati (Ser. II) 61-80	13
Lichenes Slovakiae Exsiccati Fasc. II (26-50)	25
Lichenes Suecici Exsiccati	1
M + U	1
M; C&S;  + ser-sec head ?	1
M; SV 32.8; C&S	1
M; SV 45.6; C&S	2
M; SV 68.7; C&S	1
M; SV 78.5; C&S;  + skull	1
MASCULINO	12
Major worker	4
Male; Female; Male; Female; Male	1
Male;;	180
Masculine	1
[?]	1
adult female:12; adult male:17	1
adult female:1; adult male:1; adult:2	1
adult female:2; adult male:18	1
adult male:12; adult female:1; undetergent:5	1
adult male:60; adult female:50	1
cressonii	1
dealate queen, minor worker, brood	2
eggs, young (formalin)	2
female 1|unknown 6	2
female: 1 | male: 12	1
female: 1 | male: 50	2
female: 49 | male: 58	1
female: 6 | male: 4	4
female: 8 | male: 8	1
female?	237
femella | mascle	424
from KU 260289 (AS X9998)	12
machos (2), hembras (8)	2
machos (7), hembras (7)	1
male & female (in-coup)	1
male (later identified as)	2
male 10|female 14	2
male 12|female 18	1
male 1|female 36	1
male 2|female 1|unknown 1	3
male: 3 | female: 3	1
male; male	1144
males: 4, females:4	1
masculina	50
monoecious	17
n + exu	1
nymph male	31
right hind leg of alate queen	1
teneral:2; adult female:4; adult male:18	1
unknown 4|unknown 1	3
unknown 6|unknown 3	2
# males: 1; # females: 1; # undet: 4	1
+head +post.vert. +L hemipenis	2
00 F; 00 M; 07 total	42
00 M; 01 F; 04 total	1
01 F; 00 M; 00 total	1
1 1f	1
1 F, 2 M	1
1 Hembra y 13 Machos	2
1 alate queen, 2 dealate queens, 20 workers	1
1 dealate queen, 73 workers	1
1 dealate queen, 8 workers	10
1 macho, 4 fêmeas ovadas	1
1 sex not recorded 3 male	5
10 H, 8 M	2
10 machos y 3 hembras	2
10 nauplios	3
101 undetermined	11
1029 undetermined	1
103	1
11 H, 5 M	7
11 male; 9 female; 2 sex undetermined	1
117 H, 112 M	1
12 H, 2 M	4
12 H, 2 M, 3 I	1
12 hembras, 20 machos	2
12 male; 10 female	1
12H, 19M	1
13 machos, 9 hembras	1
13 undetermined	491
132 undetermined	10
134 hembras, 111 machos	1
14 hembras, 20 machos, 5 Indiferenciados	1
14 indivíduos	3
14 machos, 6 hembras	2
14m,33f	2
15 H, 1 M	1
150 machos y 1359 hembras	1
15m 3f	3
16 eks.	3
16 hembras, 2 machos	2
163 undetermined	2
16m	14
176m66f61n	1
178 H, 45 M	1
184 H, 77 M	1
18M 2H	1
194 undetermined	1
1H 7J	1
1M+1F+3undef	1
1Q, 12w	1
1dQ (wing)	1
1dq, 30w, brood	2
1m 2n	15
1m,1f,6u	1
1ma, 9mi	2
1mp	13
1w major, 1w (missing gaster)	1
1w, 1 spider	1
1w, 1mp, 1mp	1
2 females; 17 males	1
200w, 30l	1
20w, 5l	1
21 Machos, 2 Hembras ovígeras, 21 Hembras	1
22 hembras, 5 machos	1
237 H, 43 M	1
239 H, 16 M	1
240 undetermined	2
25 Indeterminate	7
26 Hembras y 17 Machos	1
26 male3 female	1
27 hembras, 15 machos	1
29m, 58w	1
2Q, >5w, 2m	3
2l	43
2m 3f brach 1f macr	1
2ma, 19mi	1
2n obs.	1
2w (1w missing head, 1w head detached)	1
2w, 1dq, 2m	2
3 Hembras, 1 No identificado	1
3 Machos, 2 Hembras ovígeras, 3 Hembras	1
3 females; 10 males	3
3 male8 female	2
3 males, 5 female	1
30m,33f	1
32 hembras, 21 macho	1
32.5	1
33n	1
36 hermafroditas	6
38m 26f	1
3F, 6M	3
3M	235
3M,2F,2TN,2DN	1
3f + 1m	9
3l, 8p, 15w	1
3w, 2aq	4
4  HEMBRAS	1
4 hanner, 2 hunner	2
4 machos, 1 fêmea	7
4 machos; 1 hembra	2
4 male, 10 female	1
40 im	1
42F, 30M	1
44 undetermined	45
45m,99f	1
4H, 5M, 6J	1
5 Fêmeas	1
5 nauplios	2
52 hembras, 37 machos	2
5M e 5F	1
5f,2m,1u	1
6 females; 2 males	2
6 hembras	260
6 male 1 female	2
60 H, 26 M, 11 I	1
65 H, 35 M	1
7 larvas	1
7 machos, 5 fêmeas	1
7 males, 19 females	1
75 undetermined	10
7m 2f	16
7w, 1dQ	1
8 MACHOS 7 HEMBRAS	5
8 machos, 2 fêmeas	1
8H, 10M	1
8w(1), 3w(2)	4
