"sex","reps"
"1 females, 18 males",1
"1 Females, 2 immatures",1
"1 females, 2 males",451
"1 females, 3 males",225
"1 females, 4 males",117
"1 females, 5 males",71
"1 females, 6 males",43
"1 females, 7 males",19
"1 females, 8 males",19
"1 females, 9 males",7
"1 F��mea",219
"1 f��mea + ex��via",1
"1 f��mea e 1 protoninfa",1
"1 f��mea imatura",1
"1 f��mea ovada",4
"1 f��mea, 1 deuto, 2 tritoninfas",1
"1 f��mea, 1 deutoninfa",4
"1 F��mea, 1 Macho",31
"1 f��mea, 1 protoninfa",1
"1 f��mea, 1 tritoninfa",5
"1 f��mea, 1 tritoninfa e 1 deutoninfa",1
"1 f��mea, 2 deutoninfas",1
"1 f��mea, 2 juvenis",2
"1 F��mea, 2 Machos",7
"1 f��mea, 2 tritoninfas, 1deutoninfa, 10 protoninfas",1
"1 f��mea, 2 tritoninfas, 2 deutoninfas",1
"1 f��mea, 2 tritoninfas, 3 deutoninfas, 9 proto",1
"1 f��mea, 20 tritoninfas",1
"1 f��mea, 3 deuto, 1 trito e 8 protoninfas",1
"1 f��mea, 3 tritoninfas, 3 deutoninfas",1
"1 f��mea, 3 tritoninfas, 7 deutoninfas, 1 protoninfa",1
"1 f��mea, 35 deuto, 2 proto e 949 tritoninfas",1
"1 f��mea, 4 machos, 2 trito, 2 deuto e 5 protoninfas",1
"1 f��mea, 5 deuto e 38 tritoninfas",1
"1 f��mea, 7 tritoninfas, 1deutoninfa",1
"1 f��mea, 7 tritoninfas, 2 deutoninfas, 3 protoninfas",1
"1 gyandromorph",1
"1 gynandromorph",2
"1 head",3
"1 immature",8
"1 indiv��duo",23
"1 intercaste",2
"1 jovem",3
"1 juvenile",1
"1 juveniles",3
"1 larva",1
"1 leg",2
"1 leg of male",1
"1 leg of worker",2
"1 M",3
"1 M 1",1
"1 macho",161
"1 macho, 1 deuto e 1 tritoninfa",2
"1 macho, 1 deuto, 3 tritoninfas",1
"1 macho, 1 f��mea",3
"1 macho, 1 f��mea e 1 tritoninfa",1
"1 macho, 1 f��mea, 1 deuto e 2 tritoninfas",1
"1 macho, 1 f��mea, 1 deutoninfa",1
"1 macho, 1 f��mea, 1 tritoninfa",1
"1 macho, 1 f��mea, 1 tritoninfa, 1 deutoninfa, 2 protoninfas",1
"1 macho, 1 tritoninfa",3
"1 macho, 1 tritoninfa, 1 deutoninfa",1
"1 macho, 2 deuto e 1 tritoninfa",1
"1 macho, 2 f��meas",1
"1 macho, 2 f��meas, 1 tritoninfa",1
"1 macho, 2 protoninfas",1
"1 macho, 2 tritoninfas",1
"1 macho, 5 f��meas",1
"1 macho, 6 f��meas, 74 tritoninfas",1
"1 macho. 2 tritoninfas, 1 deutoninfa",1
"1 machos",1
"1 major w",1
"1 MALE",53090
"1 male (13.1mm SL), 1 female (15.8 mm SL)",1
"1 male 1 female",133
"1 male 2 female",24
"1 male 3 female",5
"1 male 4 female",4
"1 Male and 1 Female",2
"1 Male With Spawning Colours",1
"1 male, 1 adult",23
"1 male, 1 dealate queen, 1 worker",1
"1 male, 1 dealate queen, 15 workers",1
"1 MALE, 1 FEMALE",4533
"1 male, 1 female from the same collection ret",1
"1 male, 1 female, 1 adult",20
"1 Male, 1 Female, 1 Immature",7
"1 male, 1 female, 1 specimen",1
"1 Male, 1 Female, 1 Sub-adult Female",1
"1 Male, 1 Female, 1 Sub-adult male, 1 Immatur",1
"1 Male, 1 Female, 1 Sub-female",1
"1 Male, 1 Female, 1 Sub-Male, 1 Sub-Female",1
"1 male, 1 female, 11 adults",1
"1 male, 1 female, 12 adults",1
"1 male, 1 female, 13 adults",2
"1 male, 1 female, 14 adults",1
"1 male, 1 female, 16 adults",1
"1 male, 1 female, 2 adults",6
"1 male, 1 female, 2 immatures",4
"1 male, 1 female, 26 adults",1
"1 male, 1 female, 29 adults",1
"1 male, 1 female, 3 adults",2
"1 Male, 1 Female, 3 Immatures",1
"1 male, 1 female, 33 adults",1
"1 male, 1 female, 34 adults",1
"1 male, 1 female, 4 adults",1
"1 Male, 1 Female, 4 Immatures",1
"1 male, 1 female, 5 adults",4
"1 male, 1 female, 50 adults",1
"1 male, 1 female, 7 adults",1
"1 Male, 1 Female, and eggs",2
"1 male, 1 females, 5 immatures",1
"1 Male, 1 Immature",18
"1 male, 1 larva",1
"1 male, 1 nymph, 1 larva",1
"1 male, 1 nymph, 17 female",1
"1 male, 1 specimen",173
"1 Male, 1 Sub-adult Male",1
"1 Male, 1 Sub-female",6
"1 Male, 1 Sub-female, 1 immature",1
"1 Male, 1 Sub-Male",5
"1 male, 1 worker",25
"1 Male, 1, Female, 2 Immatures",1
"1 male, 10 females",23
"1 male, 10 specimens",1
"1 male, 106 females",2
"1 Male, 11 Females",19
"1 male, 12 females",19
"1 male, 12 immatures",1
"1 male, 126 females",1
"1 male, 127 females",1
"1 male, 13 females",11
"1 male, 137 females",1
"1 male, 14 females",6
"1 male, 15 adults",1
"1 male, 15 females",8
"1 male, 156 females",1
"1 male, 16 adults",1
"1 male, 16 females",6
"1 male, 16 females, 3 es",1
"1 male, 17 females",7
"1 male, 18 females",5
"1 male, 19 females",5
"1 male, 1puF",2
"1 male, 1puM",1
"1 male, 2 adults",1
"1 male, 2 female",3
"1 male, 2 females",823
"1 male, 2 females, 1 adult",1
"1 Male, 2 females, 1 immature",1
"1 Male, 2 Females, 1 Sub-adult Female",1
"1 Male, 2 Females, 1 Sub-male",1
"1 Male, 2 Females, 2 Immatures",1
"1 male, 2 females, 3 adults",1
"1 male, 2 Females, 3 Immatures",1
"1 male, 2 females, 38 adults",1
"1 male, 2 females, 47 adults",1
"1 Male, 2 Immatures",6
"1 male, 2 specimens",3
"1 Male, 2 Sub-adult Females",3
"1 Male, 2 Sub-Female",1
"1 Male, 2 Sub-females",2
"1 male, 2 workers",1
"1 male, 20 females",7
"1 male, 21 females",5
"1 male, 214 females",1
"1 male, 229 females",1
"1 male, 23 females",3
"1 male, 24 females",1
"1 male, 25 females",4
"1 male, 26 females",2
"1 male, 27 females",5
"1 male, 28 females",1
"1 male, 3 female, 2 immatures",1
"1 Male, 3 females",325
"1 male, 3 females, 1 adult",2
"1 Male, 3 Females, 1 immature",1
"1 male, 3 females, 2 adults",1
"1 Male, 3 Females, 2 Immatures",1
"1 Male, 3 Females, 3 Immatures",1
"1 male, 3 females, 6 adults",1
"1 male, 3 females, 6 immatures",1
"1 Male, 3 Immatures",1
"1 male, 31 specimens",1
"1 male, 32 females",3
"1 male, 33 females",2
"1 male, 34 females",1
"1 male, 35 females",3
"1 male, 4 females",190
"1 male, 4 females, 1 adult",1
"1 male, 4 females, 1 es",1
"1 Male, 4 Females, 1 Immature",1
"1 Male, 4 Females, 1 Sub-adult Male",1
"1 Male, 4 Females, 3 Immatures",1
"1 Male, 4 Immatures",1
"1 male, 4 workers",1
"1 male, 40 females",1
"1 male, 41 females",1
"1 male, 43 females",2
"1 male, 44 females",1
"1 male, 46 females",1
"1 male, 5 adults",1
"1 Male, 5 Females",120
"1 Male, 5 Immatures",1
"1 Male, 5 Sub-Females",1
"1 male, 50 adults",1
"1 male, 50 females",1
"1 male, 51 females",1
"1 male, 6 adults",1
"1 male, 6 females",81
"1 male, 60 females",1
"1 male, 61 females",2
"1 male, 7 females",51
"1 male, 75 females",1
"1 male, 79 females",1
,68272133
"-",7
"--",41759
"!aq",1
"# females: 1",395
"# females: 1; # undet: 1",12
"# females: 1; # undet: 11",1
"# females: 1; # undet: 3",1
"# females: 2; # undet: 1",2
"# females: 2; # undet: 3",1
"# females: 4; # undet: 5",1
"# males: 1",380
"# males: 1; # females: 1",75
"# males: 1; # females: 1; # undet: 3",1
"# males: 1; # females: 1; # undet: 4",1
"# males: 1; # females: 2",7
"# males: 1; # females: 2; # undet: 9",1
"# males: 1; # females: 3",1
"# males: 1; # females: 5",1
"# males: 1; # females: 6",1
"# males: 1; # females: 8",1
"# males: 1; # undet: 1",5
"# males: 1; # undet: 2",1
"# males: 2; # females: 1",1
"# males: 2; # females: 1; # undet: 5",1
"# males: 2; # females: 2",6
"# males: 2; # females: 2; # undet: 3",1
"# males: 2; # undet: 3",1
"# males: 2; # undet: 5",1
"# males: 2; # undet: 6",1
"# males: 3; # females: 1",1
"# males: 3; # females: 2; # undet: 4",1
"# males: 3; # females: 3",2
"# males: 3; # females: 4",1
"# males: 4; # females: 5; # undet: 9",1
"# males: 5; # females: 2; # undet: 2",1
"# males: 5; # females: 22",1
"# males: 5; # females: 4; # undet: 2",1
"# males: 5; # females: 6",1
"# undet: 1",266
"# undet: 12",1
"# undet: 2",11
"# undet: 28",1
"# undet: 4",1
"# undet: 5",1
"# undet: 7",1
"#800 - male, #801 - female",1
"#816 - female",1
"#NAME?",1
"(Female)Male",2
"(sterile)",4
"*",10
",",1
", Marcelo",1
".",4
";",1
"; 25",1
"; female",64
"; female; male",2
"; Female; Male;;",1
"; male",150
"; Male & Female",2
"; male; female",45
"; male; Unknown",1
"; unknown",2
";; female",1
";; female; male",1
";;; female",1
";;; female; male; female; male",2
";;; Female; Male; Female; Male; Female; Male",1
";;; male; female; male; female; female",1
";;;;; female; male",1
"?",6552
"? *",1
"?*",4
"[?]",1
"[female?]",91
"[female]",1696
"[male?]",88
"[male]",2603
"[male], [female]",2
"[monoecious]",1
"\\",1
"_",2
"`",12
"+  alc. skull; F;",1
"+  alc. skull; F; SV 59.6",1
"+  skull",5
"+ C&S skull",3
"+ captive bred.  locality is for parents.",1
"+ eggs",3
"+ head",2
"+ head + maxillary + misc. parts + colon contents",1
"+ hemipenes",4
"+ hemipenis",4
"+ hyoid , pectoral girdle",1
"+ jaw",1
"+ oviducts",1
"+ partial; skel",1
"+ pelvic girdle",1
"+ ser-sec",2
"+ ser-sec head",24
"+ ser-sec head , anterior vert col thru pec girdle",4
"+ ser-sec pectoral girdle",1
"+ ser-sec skin",1
"+ ser-sec skull",9
"+ skull",88
"+ skull , vertebrae",1
"+ skull , vertebral column",1
"+ skull + vertebrae",1
"+ skull, hemipenes",1
"+ vertebrae",2
"+10W",1
"+20W",9
"+20w, 1dq",1
"+20W, 1Q",5
"+20W, 2I",1
"+20W, 8Q",1
"+50w",1
"+50w, 1q",1
"+guts",4
"+head +post.vert. +L hemipenis",2
"+head +vertebrae",2
"+left hemipenis",1
"+ser sec inguinal fat body, 2 slides",4
"<5w",1
"=",1
">0",1
">100w, 1dq",1
">10s, >10w",1
">10s, >10w, >10m",1
">10w",240
">10w minor, 1w major",1
">10w minor, 3w major",1
">10w(1), 3w(2)",4
">10w(1), 3w, 1dq (2)",1
">10w(1), 3w, 1dq(2)",1
">10w(1), 4w(2)",2
">10w,",1
">10w, >10aq, >10m",1
">10w, >10l",4
">10w, >10l, >10p",1
">10w, >10l, 2dQ",1
">10w, >10m, 7aq",1
">10w, >10p",3
">10w, >10p, >10l",1
">10w, >1aQ, >3m, >10p",1
">10w, >20l, >5p",1
">10w, >20p, >1l",1
">10w, >3aQ, >3m",2
">10w, >3aQ, 4m",1
">10w, >3m, 3aQ, >1l, >1p",1
">10w, >5l",1
">10w, >5l, 1p",1
">10w, >5p",1
">10w, >5s, 9m",1
">10w, 10aq, 20m",1
">10w, 11dq, 20m",1
">10w, 12dq",1
">10w, 12dq, 19m",1
">10w, 16m",1
">10w, 1aQ",3
">10w, 1aq, 8m",1
">10w, 1dQ",14
">10w, 1dQ, >10l",1
">10w, 1dQ, >5l",1
">10w, 1dq, 12m",1
">10w, 1dq, 15m",1
">10w, 1dQ, 1l, 2p",1
">10w, 1dq, 8m",1
">10w, 1l",1
">10w, 1m, 3aQ",1
">10w, 1p",1
">10w, 1p, 1l",1
">10w, 2aq, >50m",1
">10w, 2aq, 16m",1
">10w, 2aq, 2m",1
">10w, 2aQ, 3p, 3l",1
">10w, 2aq, 5m",1
">10w, 2dQ",1
">10w, 2l",1
">10w, 2l, 1p",1
">10w, 2m",3
">10w, 2p",1
">10w, 3aq",3
">10w, 3l",1
">10w, 3p",3
">10w, 3p, 1l",1
">10w, 4aQ, 1m",1
">10w, 4aq, 50m(1), 2w(2)",1
">10w, 4aq, 5m",1
">10w, 4m, 3aQ",1
">10w, 5aq, 5m",1
">10w, 5m(1), 1w, 1m(2)",1
">10w, brood",1
">10w, l",3
">10w, l, p",1
">10w, p",1
">10w81), 5w(2)",1
">15",1
">150w",1
">15l, >15p",1
">15m",1
">15p",1
">15w",73
">15W(1), 3w(2)",2
">15w, >15l",3
">15w, >15l >15p",1
">15w, >15l, >15p",11
">15w, >15l, 15p",1
">15w, >15l, 5p",3
">15w, >15l, 8p",1
">15w, >15m",1
">15w, 10l, 8p",1
">15w, 12l",1
">15w, 1dq",1
">15w, 1l 6p",1
">15w, 1p",3
">15w, 2l",1
">15w, 4l, 6p",1
">15w, 6p",1
">15w, 7l",1
">15w, 7l, 5p",1
">15w, l",1
">15w, l, p",1
">19w",1
">20l",9
">20w",86
">20w(1), 1w(2)",2
">20w(1), 1w(2) (pin KG01097B)",1
">20w(1), 1w, 2s(2)",1
">20w(1), 3w(2)",1
">20w(1), 3w, 1dq(2)",1
">20w(1), 4w(2)",2
">20w(1), 4w, 1dq(2)",1
">20w, >10aq, >20m",1
">20w, >10l",1
">20w, >7aq, >1m",1
">20w, 10aq, 15m",1
">20w, 12m",1
">20w, 19aq, 39m",1
">20w, 1aq, 2m",1
">20w, 1dq",15
">20w, 1dq, 20m",2
">20w, 1dq, 9m",1
">20w, 1l",1
">20w, 1m",1
">20w, 27m",1
">20w, 2aq",1
">20w, 2aq, >10m",1
">20w, 2aq, 19m",1
">20w, 2dQ",1
">20w, 2dQ, 2l",1
">20w, 3aq",1
">20w, 3aq(1), 3w, 1aq(2)",1
">20w, 3p, 1aQ",1
">20w, 4aq",1
">20w, 4aq, 15m",1
">20w, 4aq, 4m",1
">20w, 4m",1
">20w, 5m",1
">20w, 7aq, 25m",1
">20w, 7dq",1
">20w, 8aq, 1m",1
">20w, 8m",1
">20w, p",1
">25w, 1dQ",1
">29w",1
">301, 1dq",1
">30w",19
">30w(1), 1s, 1w, 1m(2)",1
">30w(1), 2w(2)",1
">30w, >10p",1
">30w, 100m",1
">30w, 10m",1
">30w, 16aq, 15m",1
">30w, 1dq",2
">30w, 1dQ, 5l",1
">30w, 1m",1
">30w, 2aq",1
">30w, 2aq, 16m",1
">30w, 32aq, 17m",1
">30w, 6aq",1
">3aQ, >5m, >10w",2
">3dQ, >3w, >10m",1
">3m, >20w, 5p",1
">3w",2
">40w",7
">50w",14
">50w, 1dq",1
">50w, 1dq, 1m",1
">50w, 30aq, 50m",1
">50w, 33m",1
">50w, 3aq, 3m",1
">50w, 7aq, 16m",1
">5aQ, >10w",1
">5m",2
">5Q,",2
">5Q, >5w, >5m",1
">5Q, >5w, 1m",2
">5Q, >5w, 4m",1
">5s, >10w",1
">5s, >3w",1
">5w",545
">5w major, >10w minor",2
">5w major, >5w minor, >10l",1
">5w minor, >5w major",1
">5w minor, 1w major",1
">5w(1), 4w(2)",1
">5w, >1p",1
">5w, >2m, 1dQ, >4p, 1l",1
">5w, >5l",1
">5w, >5m",3
">5w, 13m",1
">5w, 1dQ, >1l",1
">5w, 1dQ, 2p",1
">5w, 1m",7
">5w, 1m, 1aQ, 2p",1
">5w, 2dQ, >5l, >5p",1
">5w, 2m",10
">5w, 3m",4
">5w, 3m, 1aQ",1
">5w, 3p",1
">5w, 4aQ",1
">5w, 4m",2
">5w, 4p, 2l",1
">5w, l",8
">5w, l, p",3
">5w, m, l, p",1
">5w, p",2
">80w(1), 2w(2)",1
">80w, 8aq, 8m",1
">aQ, >1m, >10w, 1l, 2p",1
">M,>F",1
"0",846
"0 female",3
"0 females",1
"0 females, 0 males",7
"0 male",3
"0 sex not recorded",31
"0+",3
"000000000000000000000000000000000000000000000",1
"001",3
"002",3
"006",1
"01 males",1
"01.02.2002",1
"01.07.",1
"01.feb",1
"0107u",1
"026",1
"0f",3
"0m",3
"0u",32
"0w",10
"1",18773
"1 1 Adult",3
"1 2Juveniles",6
"1 3Juveniles",2
"1 4Juveniles",2
"1 6Juveniles",1
"1 8.0 Female With Eggs",1
"1 adult",401805
"1 Adult, 1 Immature",3
"1 adult, 1 specimen",1493
"1 adult, 10 specimens",1
"1 adult, 12 specimens",1
"1 adult, 19 specimens",1
"1 adult, 2 specimens",23
"1 adult, 22 specimens",1
"1 adult, 3 specimens",2
"1 adult, 30 specimens",1
"1 adult, 4 specimens",1
"1 adult, 5 specimens",1
"1 adult, 7 specimens",1
"1 adult, 9 embryos",1
"1 adult, 9 specimens",2
"1 adulto",2
"1 alate queen",39
"1 alate queen, 1 dealate queen, 5 workers",1
"1 alate queen, 1 male, 1 worker",19
"1 alate queen, 1 male, 2 workers",1
"1 alate queen, 1 worker",5
"1 alate queen, 2 dealate queens, 20 workers",1
"1 alate queen, 2 dealate queens, 7 workers",1
"1 alate queen, 2 workers",8
"1 alate queen, 33 workers",2
"1 aq",2
"1 dealate queen",407
"1 dealate queen, 1 male, 1 worker",1
"1 dealate queen, 1 worker",73
"1 dealate queen, 10 workers",8
"1 dealate queen, 11 worker",1
"1 dealate queen, 11 workers",3
"1 dealate queen, 12 worker",1
"1 dealate queen, 12 workers",3
"1 dealate queen, 13 worker",1
"1 dealate queen, 13 workers",7
"1 dealate queen, 14 worker",2
"1 dealate queen, 14 workers",4
"1 dealate queen, 15 worker",1
"1 dealate queen, 15 workers",4
"1 dealate queen, 16 worker",1
"1 dealate queen, 16 workers",3
"1 dealate queen, 17 workers",2
"1 dealate queen, 18 workers",3
"1 dealate queen, 19 workers",2
"1 dealate queen, 2 worker",3
"1 dealate queen, 2 workers",91
"1 dealate queen, 20 workers",3
"1 dealate queen, 21 worker",2
"1 dealate queen, 22 workers",2
"1 dealate queen, 23 worker",1
"1 dealate queen, 23 workers",1
"1 dealate queen, 25 worker",1
"1 dealate queen, 25 workers",3
"1 dealate queen, 26 workers",3
"1 dealate queen, 27 workers",2
"1 dealate queen, 3 worker",4
"1 dealate queen, 3 workers",11
"1 dealate queen, 31 workers",1
"1 dealate queen, 32 workers",1
"1 dealate queen, 4 worker",4
"1 dealate queen, 41 workers",1
"1 dealate queen, 47 workers",1
"1 dealate queen, 49 workers",1
"1 dealate queen, 5 worker",3
"1 dealate queen, 5 workers",9
"1 dealate queen, 6 worker",5
"1 dealate queen, 6 workers",14
"1 dealate queen, 7 workers",7
"1 dealate queen, 73 workers",1
"1 dealate queen, 8 worker",1
"1 dealate queen, 8 workers",10
"1 dealate queen, 9 worker",2
"1 dealate queen, 9 workers",4
"1 dealate queens, 2 workers",1
"1 deformed male, 1 immature",1
"1 deuto e 1 protoninfa",2
"1 deuto e 115 tritoninfas",1
"1 deuto e 2 protoninfas",1
"1 deuto e 2 tritoninfas",1
"1 deuto e 3 protoninfas",2
"1 deuto e 6 protoninfas",1
"1 deuto e 8 protoninfas",1
"1 deuto, 1 proto e 68 tritoninfas",1
"1 deuto, 4 proto e 1 tritoninfa",1
"1 deutoninfa, 1 protoninfa",3
"1 deutoninfa, 2 protoninfas",1
"1 dQ",1
"1 erg q",2
"1 erg q, 2w",1
"1 ergatandromorph",2
"1 ergatogyne",3
"1 exuvea",1
"1 F, 4 M",1
"1 Female",65495
"1 female (minus left legs, gaster)",1
"1 male, 8 females",31
"1 male, 83 females",1
"1 male, 9 females",26
"1 Male, I Immature",1
"1 male, NO FEMALE 1 female",1
"1 Male,1 female",2
"1 Male,1 Immature",1
"1 Male. 1 Immature",1
"1 male; 1 female",1481
"1 male; 10 female",2
"1 male; 2 female",202
"1 male; 3 female",64
"1 male; 33 female",1
"1 male; 4 female",25
"1 male; 5 female",12
"1 male; 6 female",5
"1 male; 7 female",3
"1 male; 8 female",3
"1 male; 9 female",2
"1 Male;2 Females",1
"1 male1 female",4
"1 male1 sex not recorded",2
"1 Malel, 8 Females",1
"1 males",2102
"1 Males, 4 Females",1
"1 mi",1
"1 Penultimate Male, 1 Immature",1
"1 protoninfa",47
"1 protoninfa, 1 deutoninfa",2
"1 Q",54
"1 queen",4
"1 queen, 1 worker",6
"1 queen, 559 workers",1
"1 S",262
"1 sex not recorded",48254
"1 sex not recorded 1 female",30
"1 sex not recorded 1 male",46
"1 sex not recorded 2 female",3
"1 sex not recorded 2 male",12
"1 sex not recorded 3 female",1
"1 sex not recorded 3 male",5
"1 sex not recorded 4 male",3
"1 sex not recorded 8 female",1
"1 sex not recorded1 female",1
"1 sex not recorded1 male",5
"1 sex not recorded2 male",1
"1 soldier",1
"1 specimen",2492
"1 specimen, 1 specimen",10
"1 specimen, 2 specimens",2
"1 specimen, 60 specimens",1
"1 specimen, 7 specimens",1
"1 sub male",1
"1 Sub-adult Female",1
"1 Subadult Female, 1 Immature",1
"1 Sub-adult Female, 2 Immatures",2
"1 SubAdult Female, 4 Immatures",1
"1 Sub-female",1
"1 Sub-females",1
"1 Sub-Male",5
"1 Sub-Male, 1 Immature",1
"1 Sub-Male, 1 Sub-Female",2
"1 Sub-Male, 2 Sub-Females",1
"1 super major",1
"1 thorax and abdomen",1
"1 trito e 1 deutoninfa",1
"1 tritoninfa",76
"1 tritoninfa, 1 deutoninfa",3
"1 tritoninfa, 1 deutoninfa, 1 f��mea",1
"1 tritoninfa, 1 deutoninfa, 1 protoninfa",2
"1 tritoninfa, 2 protoninfas",1
"1 tritoninfa, 3 deutoninfas, 1 protoninfa",1
"1 tritoninfa, 6 deutoninfa",1
"1 tritoninfa, 7 deutoninfas",1
"1 tritoninfa,1 protoninfa",1
"1 undetermined; 1 female",2
"1 undetermined; 1 male; 1 female",1
"1 W",493
"1 worker",4019
"1 worker, 1 dealate queen",1
"1 worker, 1 male",1
"1 worker, 1 pupa",2
"1 workers",1
"1?",2
"1? females",1
"10",349
"10 1juvenile",2
"10 adults",1155
"10 adults, 1 specimen",5
"10 adults, 2 specimens",2
"10 day larvae",1
"10 female",2
"10 females",295
"10 females, 1 males",4
"10 females, 10 males",4
"10 females, 11 males",8
"10 females, 12 males",5
"10 females, 13 males",10
"10 females, 14 males",3
"10 females, 15 adults",1
"10 females, 15 males",5
"10 females, 16 males",2
"10 females, 17 males",2
"10 females, 18 males",1
"10 females, 19 males",1
"10 females, 2 males",4
"10 females, 20 adults",1
"10 females, 20 males",3
"1F?, 1M",1
"1f+?",1
"1f+1m+1?",1
"1J",9
"1JF",3
"1JM",5
"1juv",26
"1juv1x",1
"1l",426
"1l, 7p, 6w",1
"1larva 15pupa",1
"1M",141160
"1m (1m missing gaster)",1
"1m (2w hosts)",1
"1M (-7 segments)",1
"1m (broken)",1
"1m (destructive extraction)",1
"1m (destructive extraction-specimen lacking head)",1
"1m (dissected)",9
"1m (gaster detached)",29
"1m (gaster only)",2
"1m (gatster detached)",1
"1m (genitalia detached)",1
"1m (head and gaster detached)",1
"1m (head detached)",13
"1m (larva)",1
"1m (missing gaster + head)",1
"1m (missing gaster)",72
"1m (missing gaster, head detached)",2
"1m (missing head + gaster)",1
"1m (missing head)",22
"1m (missing head, gaster detached)",2
"1m (ND extraction)",2
"1m (ND non destructive extraction)",1
"1m (no specimen on pin)",6
"1m (no wings)",4
"1m (non-destructive extraction)",2
"1m (PP destruction)",3
"1m (PP destructive extraction)",4
"1m (PP)",20
"1m (PPND extraction of voucher)",34
"1m (PPND)",2
"1m + 2f",5
"1m + 3?",1
"1m + 3f",2
"1m + 4f",2
"1m + 6f",1
"1m + 9f",1
"1M 1 F",2
"1M 10F",3
"1M 11F",2
"1M 14F",1
"1M 15F",1
"1M 17F",1
"1M 1F",326
"1M 1juvenile",3
"1M 1Juveniles",1
"1M 1pupa",1
"1M 2F",76
"1M 2Juveniles",4
"1M 2pupa",1
"1m 2w",1
"1M 3F",34
"1M 3Juveniles",1
"1M 4F",26
"1M 5F",14
"1M 60F",1
"1M 6F",5
"1M 7F",6
"1M 8F",4
"1M 9F",2
"1M deformed",1
"1m destruction",2
"1m destructive",1
"1m Destructive extraction of DNA",1
"1m ergatoid",7
"1m et 1f",5
"1m et 2f",2
"1m et 5f",2
"1M feM",1
"1m genitalia",11
"1m head and gaster",1
"1M juvenile",1
"1m minor ergatoid",1
"1m mouthparts",11
"1m NDPP",14
"1m non-destructive",3
"1m non-destructive extraction of DNA",5
"1m partial destructive extraction of DNA. Genitalia saved.",2
"1m PP",6
"1m PP (dissected)",1
"1m PPND",4
"1M pupa",4
"1m pupae",1
"1m(1), 3w(2)",1
"1M*",6
"1m, >10w",1
"1m, 1 nymph, 18 larva",1
"1M, 1?",2
"1m, 12f",1
"1m, 19w",1
"1m, 1aQ",3
"1m, 1dQ",2
"1m, 1dQ, 1w",1
