"island","reps"
"Williams I.",2
"Willow Island",2
"Wilson Island",2
"Windward Islands",2
"Wizard Islet",2
"Wolin",2
"Wollin",2
"Woodley Island",2
"Wuvulu Island",2
"Xiyu Island",2
"Yaeyama Islands, Taketomi Island",2
"Yagachi",2
"Yakuji",2
"Yangasa Cluster",2
"Yangasa Levu",2
"Yangma Dao",2
"Yanisada (Janisade)",2
"Yanuca",2
"Yanuyanu-I-loma",2
"Yasawa I.",2
"Yathata I.",2
"Yell",2
"Yonagunijima",2
"Yonaguni Jima Id.",2
"Yule",2
"?",1
"*",1
"ABACO IS",1
"Abaco Island",1
"Abingdon Island (Pinta)",1
"Ablemarle (Isabela) Id.",1
"Abrohos Group",1
"Achill",1
"Acklin I.",1
"Adak Id.",1
"ADAM'S IS",1
"Adi I.",1
"Aegina Island",1
"Aero Island",1
"Afognak or Shuyak",1
"Agalega Islands",1
"Agenhu",1
"Agutaya I.",1
"Agutaya Id.",1
"Ahe Atoll",1
"Ailai",1
"Ailigandi",1
"Ailinglapalap [Ailinglaplap] Atoll",1
"Aimiliki ?",1
"Aimiliki I.",1
"Aitutaki Atoll",1
"Akaguri",1
"Akiaki",1
"Akiaki Atoll",1
"Akiaki I.",1
"Akiaki Island",1
"Akume Atoll",1
"Akuseki",1
"Akutan Id.",1
"Alabat Id.",1
"Alacran Reef",1
"Alamagon Island",1
"Alamos",1
"Aland",1
"Albany Island",1
"Albay",1
"Alcatrazes Island",1
"Aldabra Group",1
"Aldabra Island",1
"Alejandro Selkirk",1
"Alejandro Selkirk Island",1
"Alengarik Id.",1
"Aleun Island",1
"Alexander",1
"Alexander Selkik Island",1
"Aliite",1
"Alinginae Atoll",1
"Allen Island [Washington]",1
"Allison Island",1
"Alor I.",1
"Alphonse Island",1
"Alright Island",1
"Alupat",1
"Amakerima",1
"Amakevoias Island",1
"Amami-oshima",1
"Amami Oshima (O-shima)",1
"Ambai Island",1
"Ambai Japen Island",1
"Ambitle",1
"Amboina  ?",1
"Ambucoa",1
"Ameland",1
"am��d��",1
"Amicife",1
"Amiraute Island",1
"Amoi",1
"Amorgos I.",1
"Amsterdam Island",1
"Anaa Island",1
"Ana Id.",1
"Andaman Id.",1
"Andaman Is",1
"Andaman Island",1
"Andreanof Islands",1
"Anegada Id.",1
"Ane-loklap Id.",1
"Angel de la Guardia Island",1
"Anglesey (Anglesea)",1
"Anhydros I.",1
"Ani-jima I.",1
"Anima Sola Island",1
"Aniwa",1
"Anna Maria",1
"Anna Maria Id.",1
"Anna Maria Key",1
"Annette",1
"Annob����n Island",1
"Antelope I",1
"Anticosti",1
"ANTIGUA",1
"Antipodes Islands",1
"Anuta I.",1
"Anvers",1
"aore",1
"Apataki Atoll",1
"Apataki I.",1
"Apataki Island",1
"Apisson Id.",1
"Apola",1
"Apolima",1
"Apolima I.",1
"Applegate",1
"Applegate Island",1
"Apple Island",1
"Aramassa",1
"Aranmore island",1
"Aranmore Island",1
"Ardilla Is.",1
"Aroa Island",1
"Aroes [Aru] Island",1
"Arran",1
"Arran,",1
"Artificial Island",1
"Aru [Arroe] Islands",1
"Aru Is.",1
"Ascension I.",1
"Ascension Id.",1
"Ashmore",1
"Ashuradeh",1
"Asia",1
"Askold",1
"Assateaque Island",1
"Asseraderes Island",1
"Astola I.",1
"Astola Island",1
"Asuncion, Isla",1
"Atafu",1
"Athels Island",1
"Atka Island ?",1
"Attu Atoll",1
"Atwood",1
"Auckland",1
"Aulupse`el Island",1
"Austral Ids",1
"Austral Islands",1
"Austria",1
"aux pins",1
"Avea I.",1
"AVERY IS",1
"Awa",1
"Ayuet Island",1
"Babaeldaob Island",1
"Babbler Island",1
"Babeldaob [Babelthaup]",1
"Babeldaob [Babelthuap]  ?",1
"Babeldaob [Babelthuap] ?",1
"Babina Guzica Island",1
"Bacan Is.",1
"Baccalieu",1
"Back",1
"Baco",1
"Baco Island",1
"Bacon",1
"Badeldaob",1
"Badu Island",1
"Baffin Is.",1
"Bagaman Island",1
"Bahama Island",1
"Baillie-Hamilton Island",1
"Bairakaseru I.",1
"Baird Id.",1
"Bako Island",1
"Balaklava Island",1
"Balanga Atoll",1
"Balboa island",1
"Bald",1
"Baleen Island",1
"Balicasag",1
"Balimbing",1
"balleny",1
"Baltra [South Seymour] / Seymour [North Seymour]",1
"Balut Island",1
"Bamba",1
"Bananal",1
"Bancoran Id.",1
"Bancoron Island",1
"Banda Island",1
"Bangkok",1
"Banguey",1
"Banika",1
"Banjole-Insel",1
"Banton Island",1
"Barahona Island",1
"Baratang",1
"Barbuda I.",1
"Bar���� Island",1
"Barkly Island (Barclay Island)",1
"Barra Island",1
"Barr Al Hikman",1
"Barre de l'Isle",1
"Barren",1
"Barren Id.",1
"Barrie Island",1
"Barrika",1
"Barro Colorado I. ?",1
"Barro Colorado, I.",1
"Barrow-Kobuk Election Dis",1
"Bashee Island",1
"Basiao",1
"basilaki",1
"Basse Terra",1
"Bastimentos [Old Bank]",1
"Bataangus",1
"Batangas",1
"Batanta",1
"Batayan island",1
"Batchawana",1
"Batti Malv",1
"Battleship Island",1
"Battowia Bullet",1
"Batuata",1
"Bau",1
"Bawean I.",1
"Bawi Island",1
"Bay of Genoa",1
"Bay of Panama",1
"Beardslee Island",1
"Beata I.",1
"Beauchene Island",1
"Beckwith Island",1
"Behring",1
"Bekujarito Island",1
"belau",1
"Belau [Palau]",1
"Belcher",1
"Belcher Island",1
"Beliliou [Peleuu]",1
"Belitung",1
"BELLE IS",1
"Bellona Reefs",1
"Bellot Island",1
"Bellows",1
"Bemis Key",1
"Benguerua",1
"Bennett Island",1
"Bentenjima",1
"beqa",1
"Bequia I.",1
"Bequia Island",1
"Berhala Island",1
"Bering Island (insulam beringii)",1
"Bermuda.",1
"Bermuda Island / St. David's Island",1
"Bernier Id.",1
"Besar",1
"Besboro Island",1
"Bessels Island",1
"Bessie Island",1
"Beta Island",1
"Bett Reef",1
"Bharngu Island",1
"Biaro Island",1
"Bickerton",1
"Big Ambergris Cay",1
"Bigatyelang Island",1
"Big Bay Marsh",1
"Big Bend Key II",1
"Big Chicken Island",1
"Big Fort",1
"Big Fort Island",1
"Big Hog Key",1
"Big Miskito Cay",1
"Bigonattam island",1
"Bikini Island",1
"Biliran I.",1
"Billiton",1
"Billys",1
"Binulbulan [Cleopatra]",1
"Bioko [Bioco]",1
"Bioko or Fernando Po",1
"Bird Cay",1
"Bird I.",1
"Bird Id.",1
"Bisk Island",1
"Bj��rn��ya",1
"Black Fox Island",1
"Blacklead",1
"Black Point",1
"Black Reef Island",1
"Black Rock",1
"Blakistone Island (Saint Clement's Island)",1
"Blakley",1
"Blue Island",1
"Blunston Island",1
"Boac",1
"Boar Island",1
"boa vista",1
"Boa Vista Island",1
"Boca Chica Key Id.",1
"Boca Chita Key",1
"Boddam Island",1
"Boeton Island",1
"BOGOSLOF IS",1
"Bogue",1
"Bogue Island",1
"BOKOBYAADYAA IS",1
"Bolama",1
"Boleji",1
"Bolshevik Island",1
"Bonair Island",1
"Boneratoe Island",1
"Bongao Id.",1
"Bongoyo",1
"Bonin Is",1
"Booby",1
"Booby Rocks",1
"Booth Island",1
"Born Island",1
"Boscawen",1
"Boston",1
"Boston Island",1
"Botes Island",1
"Bougainville ?",1
"Bougainville Island (poss.)",1
"bourbon",1
"Bourbon",1
"Brac Island",1
"Bradbury",1
"Bradley Key",1
"Brady Island",1
"Bramham",1
"Brannon Id.",1
"BRAVA IS",1
"Bread and Cheese",1
"Breaksea Island",1
"Breton I.",1
"Briar Island",1
"Bribie",1
"Bridge Island",1
"Bridgeport Bar Island #11",1
"Bridgeport Bar Island #2",1
"Bridgeport Bar Island #9",1
"Bridgeport Island #3",1
"Bridgeport Island #7",1
"Brig Key",1
"Brijuni (Brioni)",1
"Brimstone",1
"Brincancon",1
"Brincaneo",1
"British Isles",1
"Brook Island",1
"Brooks Id.",1
"Brother Island",1
"Browney Island (Brownie Island)",1
"Brush Island",1
"Brushy Island",1
"Buabua Id.",1
"Buad Island",1
"Buang Dakula Island",1
"Buck Key",1
"Buena Vista I.",1
"Bukrairong",1
"Bukrrairong Island",1
"Bulabac",1
"Bull Key",1
"Bulls Island",1
"Burlington",1
"Buro Island",1
"Bute",1
"Butuan Id.",1
"Butung",1
"Buugainville",1
"Buyan",1
"Buzzard",1
"Buzzard's Island",1
"Byon",1
"Caballo, Isla",1
"Cabras I.",1
"Cabras Id.",1
"Cabrera Island",1
"Cachee [Faon]",1
"Cagayan de Sulu",1
"Cagayan Sulu  ?",1
"Ca��o Island",1
"Caicos",1
"Caja de Muerta I.",1
"Calabash Caye",1
"Caladesi Island",1
"Calamian",1
"Calamian Id.",1
"Caldey Id.",1
"Caledonia",1
"Calf Island",1
"Calibang Island",1
"Calumet",1
"Calumet Island",1
"Calusa",1
"Calvados Reef (Calvados Islands)",1
"Camaguin Island",1
"Camanoe",1
"Camorta I.",1
"Campania Island",1
"Campbell I.",1
"Canary Islands",1
"Canea",1
"Cangaluyan Island",1
"Canouan I.",1
"Canton I.",1
"Canyon",1
"Capare Island",1
"Cape Horn Island",1
"Cape Jones Island",1
"Cape Meares",1
"Cape Monze",1
"Cape Romano",1
"Cape Verde Islands",1
"Capiz",1
"Capricorn Group",1
"Capri, Isola di",1
"Capstan Island",1
"Captiva",1
"Captiva Id.",1
"Carabao",1
"Caracao",1
"Caraquet Island",1
"Carey's Island",1
"Caribou",1
"Carmel I.",1
"Carp",1
"Carrol",1
"Cartwell's Lump",1
"Casey's Key",1
"Cassanga Island",1
"Castle Harbor Island",1
"Cataduanes",1
"Catalina Id.",1
"CAT IS",1
"Cattle Island",1
"Cavili",1
"Cavite",1
"Cavlin Island",1
"Caxisigan I.",1
"Cayman Islands",1
"Caymen Brac",1
"Cayo Arena",1
"Cayo Caracoles",1
"Cayo de Muertos (Muertos Island)",1
"Cayo de San Felipe",1
"Cayo Icacos",1
"Cayo Id.",1
"Cayo Nancy ?",1
"Cayo Romano Island",1
"Cayo San Cristobal",1
"Cay Sal (Dog Cay)",1
"Cebu  ?",1
"celebes",1
"Celebes Id.",1
"Central",1
"Centro Chincha",1
"Cephalonia Id.",1
"Cerrito",1
"Chagos Archipelago",1
"Chandeleur",1
"Changuu Id.",1
"channer",1
"Chapel",1
"Chappel",1
"Charlton Isand",1
"Chasely Island",1
"Chatfield Island",1
"Chatham I.",1
"Chatham Islands",1
"Chepillo",1
"Chernofski",1
"Cherry Island",1
"Cheung Chau Island",1
"Cheval Island",1
"Chiachi",1
"Chiba",1
"Chica Islet",1
"Chichagof Id.",1
"Chichi Jima (Peck I.)",1
"Chichi Jima (Peel )",1
"Chichijimi",1
"Chickavita",1
"Chicken Island",1
"Chiclzarita",1
"Chikubushima",1
"Chilo����",1
"Chinamans Hat Island",1
"Chincha",1
"Chincha Norte Island",1
"Chiniak",1
"Chios I.",1
"Chisik Island",1
"Chistiakof Island",1
"Chitwood",1
"Chodo Id.",1
"Choiseul Id.",1
"Chokoloskee",1
"Chokoloskee Island ?",1
"CHRISTMAS ISLAND",1
"Chusan Island",1
"Chuttyhunk",1
"Cikobia",1
"Ciovo Island",1
"Cirilo Island",1
"Citoux Island",1
"City Island",1
"Clam City Island",1
"clarion",1
"Clarke Island",1
"Clerke Reef",1
"Clive Key",1
"Coakley Cay ?",1
"Coburg Island",1
"Cochin Willingdon Id.",1
"Cochise Co.",1
"Cochrane's Island",1
"Cockenoe Island",1
"Coddings",1
"Colon Island",1
"Comino Id.",1
"Comiran Id.",1
"Comores Island",1
"Comoro",1
"Contadora",1
"Contoy Island ?",1
"Coon Island, Florida",1
"Coos Bay",1
"Coranado",1
"Corbisqui Island",1
"Corm",1
"Corneil Island",1
"Corona Del Mar",1
"Coronado I.",1
"Coronados",1
"Coronado [Smith]",1
"Cortes",1
"Coulman Island",1
"Couverdon Island",1
"Cowper Island",1
"Crafton",1
"Craig Key",1
"Creagh Reef",1
"Crescent",1
"Cross",1
"Csepel Danubii",1
"Cubagua Island",1
"Culebras Island",1
"Culeta Island",1
"Culpepper [Darwin]",1
"Culross",1
"Cumberland I.",1
"Cunningham",1
"Cupica Bay",1
"Curwen Island",1
"Cutts Island",1
"Cypress",1
"Cypress Id.",1
"Daat Id",1
"Daby Island",1
"Dagelet Island",1
"Dahlak Island",1
"d'aien",1
"Dait�� Islands",1
"Dallas Co.",1
"Damariscove",1
"Damar-Ketjil Island",1
"d'amere",1
"Dampier Archipelago",1
"Dampier Island",1
"Dandu Island",1
"Dansk��ya",1
"Dao Phu-quoc Island",1
"d'arakabesan",1
"Darby Island",1
"Darnley",1
"d'aron",1
"darwin",1
"David Island",1
"Dead Island",1
"Dead Man's Island",1
"Deal",1
"de baren",1
"Debbidue Island",1
"Decatur I.",1
"Deception [Washington]",1
"de gl��nan",1
"Degrero Island",1
"De Horsey",1
"de houat",1
"Delft",1
"Deliverance (Warul Kawa Indigenous Protected Area)",1
"Delta",1
"de molucca",1
"de p��ques",1
"de pico et sao miguel",1
"Depot",1
"Depot Island",1
"de raton",1
"de rawak",1
"de sable",1
"de sao jorge et terceira",1
"de sao tiago",1
"Deserta Grande Island",1
"Desertora Islet",1
"des h��brides",1
"Desirade Id.",1
"Desolation Id",1
"Despair Island",1
"de vanua mbalavu",1
"Devonshire",1
"de wuvulu",1
"Dhaalu Atoll",1
"Dhokos Id.",1
"diego garcia",1
"Dirk Hartog Id.",1
"Disco Island",1
"Dobo",1
"Dodo Id.",1
"Dodo Islet",1
"Dog Key",1
"Dogo Id.",1
"Dogwood Key [St. Jean]",1
"Dolwe",1
"Don Martin Island",1
"Doris Island",1
"Double",1
"Douglass Island",1
"Doumer Island",1
"Doyle Island",1
"Drake's Bay",1
"Dravuni I.",1
"Dravuni Island",1
"Driftwood Island",1
"Druadrua Id.",1
"Duadtinan Island",1
"Dublon (formerly Natsushima)",1
"Dufferin Island",1
"Dugi Otok",1
"Dugumenu Island",1
"Duke of York Id.",1
"du loch",1
"Dumaguete",1
"Duncan Island",1
"Dunganab Bay",1
"Dunham",1
"Dyer's",1
"Eagle Bay Island",1
"East Chugach Island",1
"Easter Island.",1
"Easter Key",1
"eastern",1
"Eastern Dry Rocks",1
"Eastern Egg Rock",1
"Eastern Reefs",1
"East Falkland Id",1
"East Fire Island",1
"East Sister Island",1
"East Tagelib Id.",1
"Eau?",1
"Ebisujima",1
"Eckero",1
"Eclipse",1
"Eclipse Island",1
"Ecuador",1
"Eday",1
"Eddings Island",1
"Edwards Island",1
"Effingham Island",1
"Eglinton Island",1
"Eil Malk",1
"Eimeo [Aimeho = Moorea]",1
"Elafonisos",1
"Elba Island",1
"Elbow Id.",1
"Eleurthera",1
"El Hibek",1
"Ellesmere Is.",1
"Elliott Key (Elliot's Cay)",1
"Elliott Key (Elliotts Key)",1
"Elona Island",1
"El Raqueson",1
"Elrington",1
"Elsie Island",1
"Elvira",1
"Emae Island",1
"Ena Island",1
"Ene",1
"Enekep Id.",1
"England",1
"Eniwetok Island",1
"Enoshima (Enosima)",1
"Enoshima (Enosina)",1
"Entedebir Island",1
"Epi Island",1
"Erikub [Erikup] Atoll",1
"Erith Island",1
"Erskine Island",1
"ESCUDO IS",1
"Eskimo Island",1
"Eskon",1
"Espenqui Key",1
"Esp����ritu Santo",1
"espirito santo",1
"Espiritu Santo [Santo]",1
"Essex Co.",1
"Esther",1
"Etomo-ebisu",1
"Etten",1
"Etten Islet",1
"Etthen Island",1
"Eua Iki Island",1
"Eysturoy Island",1
"Failaka",1
"Fair",1
"Fairbanks North Star Co.",1
"Fairfield Island",1
"Fair Island",1
"Fairway Island",1
"fajou",1
"Fakahina Atoll",1
"Fakarava I.",1
"Fakarava Island",1
"Fakavara",1
"Falasit Islet",1
"Falconera Island",1
"Fals",1
"Fana I.",1
"Fanny Cay",1
"Faraulep [Faraulap] Atoll",1
"Farne Island",1
"Fassarai Id.",1
"Fatu",1
"Fatu  Hiva",1
"fatu iva",1
"Fatutaka",1
"Fefan Id.",1
"Feinif Id.",1
"Felicite",1
"Fenua Ura Island",1
"Fenwick",1
"Fern",1
"Fernando Poo",1
"Fiesta Key",1
"Fife",1
"Filicudi",1
"Fish Cay",1
"Fisherman",1
"Fisherman Key",1
"Fisherman's Island",1
"Fishermans Key",1
"Fishing Island",1
"Fisi (?)",1
"Five Fingers Id.",1
"Flamenco I.",1
"Flamingo Cay",1
"Flat Island",1
"Floerana Island",1
"Florence Island",1
"Flour Bluff Island",1
"Floyds",1
"Fokida",1
"Folly",1
"Folly Island",1
"Fonoruk Id.",1
"Fonou Id.",1
"Footman Island",1
"Forest Island",1
"Forsan Id.",1
"Foster",1
"Fosters",1
"Foula Island",1
"Foula Isle",1
"Fourchue I.",1
"Four Mountain Island",1
"Fox",1
"Frankland",1
"Franklin Island",1
"Frank's Cay",1
"Franz Tamayo",1
"Fraser Island",1
"Frazer Island",1
"French House",1
"French Island",1
"Fripp",1
"Funen",1
"Fyen Island",1
"Fyn Island",1
"Fyn Island (Fionensis)",1
"Gable",1
"Gage Island",1
"Galang Id.",1
"Galeta",1
"Gallina Id.",1
"Gallito Island",1
"Gallos",1
"Gallos Island",1
"Galloupes Island",1
"Galoa",1
"Galoa [Ngaloa]",1
"Gan Island",1
"Garden Cay",1
"Gardiners Island (Gardner's Island)",1
"Gaskell Island",1
"Gaspar Grande Island",1
"Gasperilla",1
"Gata",1
"Gato",1
"Gato Id.",1
"Gaua",1
"Gau Island",1
"Gavdos Island",1
"Gaya",1
"Gebe Island",1
"Geiger Key",1
"Gela Island",1
"Gelser",1
"Geoje",1
"Georges Island",1
"Ghizo I.",1
"Giants Tomb Island",1
"Gigantangan",1
"Gigante Island",1
"Gili Islands",1
"Gillham",1
"Ginianamaras",1
"Glass Cay",1
"Glavat Island",1
"Glemymor Island",1
"Glenn Co.",1
"Gloucestershire",1
"Glovers's Reef",1
"Goat",1
"Goat Cay",1
"Goeree Island",1
"Goh Pipi Don I.",1
"Golodai Island",1
"Golo  [Jolo ?]",1
"Gonuz Key",1
"Goodenough island",1
"Gorcher Island",1
"Goree Island",1
"Gorge Island",1
"Gorgonilla",1
"Gorong Island",1
"Goulding Key",1
"Governador Id.",1
"Government Island",1
"Goyana",1
"Grace Island",1
"Graemsay Island",1
"Graen Island",1
"gran canaria",1
"Gran Canaria Island",1
"Gran Canary",1
"Grand Bahama I.",1
"Grand Cayman Id",1
"Grand Caymen",1
"Grand Etang",1
"Grande Terre Id.",1
"Grand Gull Island",1
"Granholm Island",1
"Granite Id.",1
"Grant",1
"Grant Turk I.",1
"Grass Cay",1
"Grassey Key",1
"Great Antigua",1
"Great Blasket Island",1
"Great Camanoe I.",1
"Great Camanoe Island",1
"Great Camano Id.",1
"Great Coco",1
"Great Coco Island",1
"Great Cocos Island",1
"Greater Barrier Island",1
"Great Fox Island",1
"Great Goat I.",1
"Great Guanacay Island",1
"Great Harbor Cay",1
"Great Natuna Id.",1
"Great Nicobar Id.",1
"Great Plana Cay",1
"Great Ragged Island",1
"Great Shantar",1
"Great Sober",1
"Green Id.",1
"Greer Island",1
"Grenadine",1
"Grief Island",1
"grimault",1
"Grimsey Island",1
"Gronia Island",1
"Groote",1
"Groote Eylandt I.",1
"Grosse Ile",1
"Guadalcanal ?",1
"GUADALCANAL",1
"GUADALCANAL IS.",1
"Guafo Island",1
"Guajoya Bay Island (Bonacca Bay I.)",1
"Guanaja I.",1
"Guano Islands",1
"Guarnblin (Socorro) Island",1
"Guarnica",1
"Guatemala",1
"Guaytecas Island",1
"Gudalcanal Island",1
"Guinea",1
"Guitar I.",1
"Gulf of Alaska",1
"Gull Island (undet.)",1
"Gun Island",1
"Gunnison",1
"Gunungapi, Pulau",1
"Gusan",1
"Guy Fawkes Islands",1
"Gwynns Island",1
"ha'ano",1
"Haano I.",1
"Haapai",1
"Haareva Island",1
"Hachijojima",1
"Haddock",1
"Haencke",1
"Haha",1
"Haines",1
"Haines Island",1
"Half Moon Island",1
"Halfway Rock",1
"halmahera",1
"Hans Lollick Id.",1
"Hanson Island",1
"harat",1
"Harbour Cay",1
"Harker's",1
"Harris Island",1
"Harrison County",1
"Harstene",1
"Harstine Island",1
"Hartman",1
"Haruku Island",1
"Harvard Island",1
"Harveys Island",1
"Harwood",1
"Hateruma Shima Id.",1
"Hauatia Island",1
"Haute",1
"Havana",1
"hawaii",1
"Hawaii Id",1
"Hawk",1
"Hawkins",1
"Hawkin`s",1
"Hekura",1
"Helmcken Island",1
"Helsing",1
"Hemlock",1
"Henderson Id.",1
"Hendeson",1
"Hendrickson Island",1
"Hen Island",1
"Henning I.",1
"Herbert Graves Island",1
"Herekopere Island",1
"Herm",1
"Hermit Islands",1
"Hiddensee",1
"Hierro Id",1
"Higashi Island",1
"Higashi-shima",1
"High Rock Island",1
"Hikoku Id.",1
"Hilton Head",1
"Hime-shima",1
"Hinson (Godet) Island",1
"Hippa Island",1
"Hirado",1
"Hiraoa [=Hiva Oa?]",1
"Hispanola I.",1
"Hissingen",1
"Hiu",1
"Hiu Island",1
"Hoa Atoll",1
"Hofliua Island",1
"Hog Id.",1
"Hog Island [Paradise Island]",1
"Holcombe Island",1
"Holden Island",1
"Holy Island",1
"Home Islet",1
"Honda Key",1
"Honduras (Atlantic)",1
"Honeymoon Id.",1
"Hongo",1
"Hon Mui Rocks",1
"HONSHU IS",1
"Hon Tam",1
"Hood",1
"Hooper's Island",1
"Hopkins Island",1
"Horn",1
"Hornby",1
"Horrs Island",1
"Horsefall Island",1
"Houtsk��r",1
"Howe Island ?",1
"Howe Key",1
"Howkan Id.",1
"Hoy",1
"Hua Huna",1
"Huehuetenango",1
"Hukuhenua Id.",1
"Humacao",1
"Hunting",1
"Hunting Cay",1
"HUTCHINSON ISL.",1
"Hvar (Lesina Island)",1
"I",1
"�����land",1
"�����tang-du-Nord Island",1
"����le La Gon����ve",1
"����les-de-la-Madeleine",1
"����ster���� Island",1
"��land Islands",1
"��le de la Possession",1
"Ibeza I.",1
"Ibiza Island",1
"Icaco",1
"Icacos Cay",1
"Icacos I.",1
"Icacos Key",1
"Iceland",1
"I. del Rey",1
"Idgwi",1
"Idhra Id.",1
"Idjwi Island",1
"Idolo Id.",1
"Iejima Island",1
"Igitkin",1
"Iguape",1
"Iheya",1
"Iheyajima Id.",1
"IIe Fourche",1
"Ile a la Proie",1
"Ile a La Proie",1
"Ile Amwanasukamik",1
"Ile aux canards",1
"Ile-aux-Oiseaux",1
"Ile a Vache",1
"Ile Baaba",1
"Ile Claude",1
"Ile de Batz",1
"Ile de Cayenne",1
"Ile de Gonave",1
"Ile de la Grande Entr����e ?",1
"Ile de Noirmoutier",1
"Ile de Re (Ile de Ars)",1
"Ile de Salaberry",1
"Ile des Pins [Isle of Pines]",1
"Ile de Susac",1
"Ile du Havre aux Maisons",1
"Ile du Large",1
"Ile du Petit Mecatina",1
"Ile Eury",1
"Ile ���� la Chasse",1
"Ile ���� la Vache Marine ?",1
"Ile La Gonave",1
"Ile Marie-Victorin",1
"Ile Niapiskau",1
"Ile Saint-Charles",1
"Ile Sainte Marguerite",1
"Ile Sainte-Therese",1
"Ile Saint-Pierre",1
"Iles d Hyeres",1
"Ile St-Pierre",1
"Ilet Gosier",1
"Ile Yale",1
"Ile Zea",1
"Ilha Comprida",1
"Ilha de Itacuru���� e Ilha de Jaguanum",1
"Ilha de Maraca",1
"Ilha de Santa Catarina",1
"Ilha do Coco",1
"Ilha do Comb��",1
"Ilha do Fogo",1
"Ilha do Juparayba",1
"Ilha do Mosquiero",1
"Ilha do Sao Francisco",1
"Ilha Juparayba (Island of Juparayba)",1
"Ilha Porchat",1
"Ilha Sueste",1
"Ilh��u de Baixo",1
"Ilin",1
"Iloilo",1
"Ilot de Grand Mato",1
"Imeliik I.",1
"Inacessible Island",1
"Inatungen",1
"Indian",1
"Ingaro",1
"Inglis Island",1
"Ingot",1
"Ingram I.",1
"Iniobo",1
"Inishbarnog",1
"Inner Iliasik Island",1
"Inner Mach",1
"Insel Gross-Wenedig",1
"Invisible Reef",1
"Iowa Island",1
"Ireland Island North",1
"Isabel I.",1
"Ishijima",1
"Isla ?",1
"Isla Alcatraz",1
"Isla Bargo",1
"Isla Beata (Beata Island)",1
"Isla Bridges",1
"Isla Carbritos",1
"Isla Carmen (Carmen Island)",1
"ISLA CLIPPERTON",1
"Isla Coronado (Coronado Island)",1
"Isla Coronado del Norte",1
"Isla Culpepper",1
"Isla de Asia",1
"Isla de Brunswick",1
"Isla de Buda",1
"ISLA DE CARMEN",1
"Isla de Catemaco",1
"Isla de Cozumel",1
"Isla de Culebra (Isla Culebra)",1
"Isla de Focas",1
"Isla de La Plata",1
"Isla de las Estados",1
"Isla de las Mujeres",1
"Isla de Las Viejas",1
"Isla del Guayabal",1
"Isla de Los Mangles",1
"Isla de Los Pinos",1
"Isla del Pacanase",1
"Isla del Rey Id.",1
"Isla del Ricomancaron",1
"Isla de Mezcala",1
"Isla de Pascula",1
"Isla de San Carlos",1
"Isla Desterrada",1
"Isla Desterrado",1
"Isla de Ushpa-Cano",1
"Isla Enrique",1
"Isla Gorgonilla",1
"Isla Gota",1
"Isla Guevas",1
"Isla Idefonso",1
"Isla Islotes",1
"Isla Iylesia",1
"Isla Jacques Cousteau",1
"Isla La Gaviota",1
"Isla La Orchila",1
"Isla La Partida",1
"Isla la Roqueta",1
"Isla Laurel and Cayo San Felipe",1
"Isla Lobos",1
"Isla Los Venados",1
"Isla Magdalena (Magd. Islds.",1
"Isla Marchena",1
"ISLA MARIA MADRE",1
"Isla Mas Atierra",1
"Isla Mocha",1
"Isla Momotombito",1
"Isla Mosquito",1
"Island of Gorgona",1
"Island of Sheppey",1
"Island Rotorua",1
"Isla Observatio",1
"Isla Palominos",1
"Isla Parida",1
"ISLA PARTIDA (NORTE)",1
"Isla Pedro Gonzales",1
"Isla P����jaros",1
"Isla Pico",1
"Isla Pineros",1
"Isla Pinzon",1
"ISLA POPA",1
"Isla Puerca",1
"Isla Puna (Puna Island)",1
"Isla Rasa",1
"Isla Riesco",1
"Isla Riza",1
"Isla Saboga",1
"Isla Salango",1
"Isla San Estaben",1
"Isla San Estanque",1
"Isla Sangay����n",1
"ISLA SAN ILDEFONSO",1
"Isla San Jos��",1
"Isla San Luis",1
"Isla Santa Clara",1
"Isla Santa Cruz            [Chaves,",1
"Isla Santa Cruz (Indefagitable Id.)",1
"Isla Santa Cruz (Indefagitable Id.).",1
"Isla Santa Marguerit",1
"Isla Santa Maria",1
"Islas Coronados",1
"Isla Seymour",1
"Isla Silva",1
"Isla Sur Chincha",1
"Isla Uvas",1
"Isla Zacatillo",1
"Isle Cumbrae",1
"Isle de Sal",1
"Isle of Anglesey",1
"Isle of Anuttle",1
"Isle of Jersey",1
"Isle of Lewis",1
"Isle of Nibon",1
"Isle of Orleans",1
"ISLE OF PINES",1
"Isle of Portland (Insula Portlandia)",1
"Isle of Portland (Portland Island)",1
"Isle of Portland (Portland Isle)",1
"ISLE OF SKOMER",1
"Isle of Skye",1
"Islet S of Noumea",1
"Islote Valladolid",1
"Isola d'Ischia",1
"Israel (Mediterranean)",1
"Itaparica Island",1
"Itbayat Id.",1
"Iturup I.",1
"Iturup Island",1
"Izena",1
"Izu Oshima",1
"Jacar����",1
"Jacksonville",1
"Jacques Cousteau Island (Isla Cerralvo)",1
"Jakarta",1
"Jaluit",1
"Jalun I.",1
"James Ross Island",1
"Jampea Island",1
"Janera Island",1
"Janus",1
"Japan I.",1
"Japonsky",1
"Japutnik",1
"Jaquish",1
"Jaquish Island",1
"Jarvis, Baker, Howland Is",1
"Jarvis Island *",1
"Javary",1
"Jawa Tengah",1
"Jef Fam Islands",1
"Jefferson or Placquemine",1
"Jeffrey Key",1
"Jeju",1
"Jemo",1
"JERSEY IS",1
