"typestatus","reps"
"paratype of asemostera daedalus",13
"paratype of atractus sanctaemartae",13
"paratype of celotes limpia",13
"paratype of chaperina beyeri, taylor, 1920, philippine jour. sci., 16:333",13
"paratype of colonina hydii",13
"paratype of darlingtonia haetiana vaticinata",13
"paratype of diploglossus curtissi hylonomus",13
"paratype of dubiaranea crebra",13
"paratype of eleutherodactylus minutus",13
"paratype of eleutherodactylus varians klinikowskii",13
"paratype of eleutherodactylus wetmorei sommeri, schwartz, 1977, herpetologia, 33:68",13
"paratype of eurycea junaluska",13
"paratype of eustypocystis minor",13
"paratype of gymnophthalmus underwoodi",13
"paratype of hyla miyatai",13
"paratype of leiolopisma anolis",13
"paratype of micrathena banksi",13
"paratype of nesomyrmex hirtellus",13
"paratype of nesomyrmex medusus",13
"paratype of nesomyrmex modestus",13
"paratype of oabius dissimulans",13
"paratype of oedipina poelzi",13
"paratype of ophiura leptoctenia",13
"paratype of paroedura vazimba",13
"paratype of pheidole allarmata",13
"paratype of pheidole anima",13
"paratype of plethodontohyla mihanika",13
"paratype of rana guerreroi, taylor, 1920, philippine jour. sci., 16:255",13
"paratype of rhadinaea hesperia",13
"paratype of riopa tanae| paratype of riopa tanae",13
"paratype of sciurus hudsonicus orarius",13
"paratype of sphaerodactylus klauberi",13
"paratype of stenotabanus lerida",13
"paratype of strophatrypa skaflestadi, page 4 in <a href=""http://arctos.database.museum/publication/10006413"">boucot et al. 2012</a>",13
"paratype of tabanus maya",13
"paratype pheidole erratilis",13
"paratype phyllophaga approxima woodruff &amp; sanderson",13
"paratype phyllophaga maricao medrano and ivie",13
"paratype protoptila erotica ross",13
"paratype pteronarcys scotti  ricker",13
"paratype tenthredo sierra goulet",13
"possible cotype",13
"possible topotype",13
"prob type",13
"referral of <a href=""http://arctos.database.museum/name/eucnecosum brunnescens"">eucnecosum brunnescens</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",13
"referral of <a href=""http://arctos.database.museum/name/glaucopsyche lygdamus"">glaucopsyche lygdamus</a> in <a href=""http://arctos.database.museum/publication/10007289"">philip & ferris 2015</a>",13
"referral of <a href=""http://arctos.database.museum/name/olophrum rotundicolle"">olophrum rotundicolle</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>; voucher of <a href=""http://arctos.database.museum/name/olophrum rotundicolle"">olophrum rotundicolle</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"symbiotype of <a href=""http://arctos.database.museum/name/akodon fumeus"">akodon fumeus</a>, page 54 in <a href=""http://arctos.database.museum/publication/1000088"">gardner 2002</a>",13
"syntype ?",13
"syntype of carabodes nigra",13
"syntype of stephanocidaris hawaiiensis",13
"syntype of succinea ovalis",13
"syntype, basionym: deschampsia cespitosa subsp. orientalis hultén",13
"syntype, basionym: dryopteris patens var. decrescens rosenst.",13
"syntype, basionym: taraxacum latissimum palmgr.",13
"syntype, basionym: taraxacum subpenicilliforme h. lindb. ex dahlst.",13
"topotype of aphelocoma insularis henshaw",13
"topotype of hyphantornis bojeri cabanis",13
"topotypus",13
"type of bupleurum aira snogerup",13
"type of messor denticornis",13
"type, basionym: taraxacum kupfferi g. e. haglund",13
"type; syntype?",13
"voucher of <a href=""http://arctos.database.museum/name/alopex lagopus"">alopex lagopus</a>, page 80 in <a href=""http://arctos.database.museum/publication/10005071"">dalén et al. 2005</a>; voucher of <a href=""http://arctos.database.museum/name/vulpes lagopus"">vulpes lagopus</a> in <a href=""http://arctos.database.museum/publication/10004757"">carmichael et al. 2007</a>",13
"voucher of <a href=""http://arctos.database.museum/name/anserobilharzia brantae"">anserobilharzia brantae</a> in <a href=""http://arctos.database.museum/publication/10006773"">brant et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/cytilus mimicus"">cytilus mimicus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/dicrostonyx groenlandicus"">dicrostonyx groenlandicus</a>, page 2072 in <a href=""http://arctos.database.museum/publication/133"">fedorov and stenseth 2002</a>",13
"voucher of <a href=""http://arctos.database.museum/name/dipodomys panamintinus"">dipodomys panamintinus</a>, page 365 in <a href=""http://arctos.database.museum/publication/10004452"">hafner 1978</a>",13
"voucher of <a href=""http://arctos.database.museum/name/hemiptera"">hemiptera</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>; voucher of <a href=""http://arctos.database.museum/name/hemiptera"">hemiptera</a> in <a href=""http://arctos.database.museum/publication/10007264"">lewis et al. 2015</a>",13
"voucher of <a href=""http://arctos.database.museum/name/magdalis alutacea"">magdalis alutacea</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/olophrum consimile"">olophrum consimile</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/onychomys leucogaster"">onychomys leucogaster</a>, page 9 in <a href=""http://arctos.database.museum/publication/10004560"">hope and parmenter 2007</a>",13
"voucher of <a href=""http://arctos.database.museum/name/phloeonomus suffusus"">phloeonomus suffusus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/rattus rattus"">rattus rattus</a> in <a href=""http://arctos.database.museum/publication/10006638"">lack et al. 2012</a>",13
"voucher of <a href=""http://arctos.database.museum/name/scierus annectans"">scierus annectans</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/sorex yukonicus"">sorex yukonicus</a>, page 1056 in <a href=""http://arctos.database.museum/publication/10004875"">hope et al. 2010</a>",13
"voucher of <a href=""http://arctos.database.museum/name/sthereus multituberculatus"">sthereus multituberculatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/tachinus nigricornis"">tachinus nigricornis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/tachinus semirufus"">tachinus semirufus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",13
"voucher of <a href=""http://arctos.database.museum/name/tamias dorsalis"">tamias dorsalis</a> in <a href=""http://arctos.database.museum/publication/10007021"">sullivan et al. 2014</a>",13
"voucher of <a href=""http://arctos.database.museum/name/tamias minimus"">tamias minimus</a> in <a href=""http://arctos.database.museum/publication/10005434"">reid et al. 2012</a>",13
"voucher of <a href=""http://arctos.database.museum/name/xanthorhoe fossaria"">xanthorhoe fossaria</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",13
"voucher of <a href=""http://arctos.database.museum/name/zapus hudsonius"">zapus hudsonius</a>, page 18 in <a href=""http://arctos.database.museum/publication/10006705"">malaney and cook</a>",13
"voucher of cryptacanthodes maculatus",13
"voucher of hypoplectrus puella",13
"voucher of polyipnus limatulus",13
"voucher of symphurus tessellatus",13
"voucher of villogorgia nigrescens",13
"clonótipo",12
"drawing - possibly of type",12
"gift",12
"hypotype of bullia integra",12
"hypotype of isotelus simplex",12
"hypotype of schizoblastus sayi",12
"isotype; isotype; isotype",12
"microslides from type",12
"near topotype",12
"paralectotype of thinobius brachypterus",12
"paratopotype of <a href=""http://arctos.database.museum/name/eleutherodactylus omoaensis"">eleutherodactylus omoaensis</a>, page 155 in <a href=""http://arctos.database.museum/publication/10000156"">wilson 1997</a>",12
"paratopotype of <a href=""http://arctos.database.museum/name/nyctanolis pernix"">nyctanolis pernix</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000472"">wake 1983</a>",12
"paratopotype of <a href=""http://arctos.database.museum/name/rhyacotriton cascadae""><i>rhyacotriton cascadae</i> good and wake, 1992</a>, page 15 in <a href=""http://arctos.database.museum/publication/10000248"">wake 1992</a>",12
"paratopotype of trionyx spinifer guadalupensis",12
"paratype adelomyrmex anxiocalor",12
"paratype adelomyrmex bispeculum",12
"paratype adelomyrmex paratristani",12
"paratype adelomyrmex quetzal",12
"paratype alloperla chloris frison",12
"paratype andrena belligoides laberge (female)",12
"paratype andrenaarabisrobertson",12
"paratype atopsyche dampfi ross &amp; king",12
"paratype capnia projecta frison",12
"paratype diplolepis mendocinensis",12
"paratype dolerus   illini h. h. ross",12
"paratype eirone anone kimsey",12
"paratype neophylax rickeri milne",12
"paratype of <a href=""http://arctos.database.museum/name/pseudoeurycea lynchi"">pseudoeurycea lynchi</a>, page 3 in <a href=""http://arctos.database.museum/publication/10001776"">parra-olea et al. 2001</a>",12
"paratype of acrochordus arafurae",12
"paratype of alsophis vudii raineyi",12
"paratype of ameiva auberi parvinsulae, lee and schwartz, 1985, ann. carn. mus. 54(2):17",12
"paratype of ameiva lineolata perplicata",12
"paratype of ameiva wetmorei eleanorae| paratype of ameiva eleanorae",12
"paratype of anolis lineatopus ahenobarbus",12
"paratype of anolis marmoratus kahouannensis",12
"paratype of anolis medemi",12
"paratype of anolis stevepoei",12
"paratype of anolis whitemani breslini",12
"paratype of arthroleptis xenodactyloides nyikae",12
"paratype of breda notata",12
"paratype of calyptogena magnifica",12
"paratype of carlia aenigma",12
"paratype of centrolenella gemmata",12
"paratype of ceratozetes kananaskis",12
"paratype of cerion (strophiops) piraticus",12
"paratype of clavaria gelatinosa, p. 137 in william chambers coker. 1923. ""the clavarias of the united states and canada"". the university of north carolina press.",12
"paratype of cryptops niuensis",12
"paratype of dendrobates quinquevittatus",12
"paratype of dolichopus porphyrops",12
"paratype of eleutherodactylus atkinsi atkinsi",12
"paratype of eleutherodactylus tenebrionis",12
"paratype of eleutherodactylus wetmorei sommeri",12
"paratype of euphydryas anicia effi",12
"paratype of eustala exigua",12
"paratype of graptemys pearlensis, ennen, lovich, kreiser, selman and qualls, chelonian conservation and biology, 9(1):104",12
"paratype of hyla carnifex",12
"paratype of hyperolius parkeri parkeri",12
"paratype of kinosternon flavescens spooneri smith, 1951 [a new frog and a new turtle from the western illinois sand prairies. bulletin of the chicago academy of science, 9(10):189-199]",12
"paratype of leptotyphlops macrorhynchus",12
"paratype of liguus crenatus floridanus",12
"paratype of liopholidophis epistibes",12
"paratype of litoria contrastens",12
"paratype of melanargia lachesis race weeksi",12
"paratype of metoicoceras whitei",12
"paratype of mustela atrata",12
"paratype of mystrium mirror",12
"paratype of nesomyrmex brunneus",12
"paratype of odorrana bacboensis",12
"paratype of petrobunus torosus",12
"paratype of pheidole amazonica",12
"paratype of pheidole leonina",12
"paratype of pheidole nitella",12
"paratype of pilumnoplax nitida",12
"paratype of pseudemys decussata angusta",12
"paratype of pseudemys nelsoni",12
"paratype of pseudobranchus striatus axanthus",12
"paratype of rakaia macra",12
"paratype of rana oxyrhynchus",12
"paratype of rana timorensis",12
"paratype of sphaerodactylus copei cataplexis",12
"paratype of sphaerodactylus copei pelates",12
"paratype of sphaerodactylus macrolepis mimetes",12
"paratype of sphaerodactylus macrolepis phoerus",12
"paratype of stelliferus rastrifer",12
"paratype of tabanus sackeni",12
"paratype of toluca conica",12
"paratype of triakis barbouri",12
"paratype of tropidophis greenwayi lanthanus",12
"paratype of wetmorena haetiana surda",12
"paratype pachynematus setator ross",12
"paratype paragapetus celsus ross",12
"paratype pheidole karolmorae",12
"paratype polytrichia arva ross",12
"paratype polytrichia contorta ross",12
"paratype pristola macnabi",12
"paratype pseudisobrachiumarenarium evans",12
"paratype smicridea radula flint",12
"pinned",12
"pleisiotype",12
"possible lectotype",12
"referral of <a href=""http://arctos.database.museum/name/bembidion"">bembidion sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>",12
"referral of <a href=""http://arctos.database.museum/name/boloria freija"">boloria freija</a> in <a href=""http://arctos.database.museum/publication/10007289"">philip & ferris 2015</a>",12
"referral of <a href=""http://arctos.database.museum/name/celastrina lucia"">celastrina lucia</a> in <a href=""http://arctos.database.museum/publication/10007289"">philip & ferris 2015</a>",12
"referral of <a href=""http://arctos.database.museum/name/collinsia holmgreni"">collinsia holmgreni</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",12
"referral of <a href=""http://arctos.database.museum/name/dolichovespula arenaria"">dolichovespula arenaria</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>",12
"referral of <a href=""http://arctos.database.museum/name/dorylomorpha"">dorylomorpha sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>",12
"referral of <a href=""http://arctos.database.museum/name/eurois occulta"">eurois occulta</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>; voucher of <a href=""http://arctos.database.museum/name/eurois occulta"">eurois occulta</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",12
"referral of <a href=""http://arctos.database.museum/name/hybomitra"">hybomitra sp.01</a> sp.01 in <a href=""http://arctos.database.museum/publication/10007122"">sikes et al. 2014.</a>",12
"referral of <a href=""http://arctos.database.museum/name/mycetophilidae"">mycetophilidae</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",12
"referral of <a href=""http://arctos.database.museum/name/sthereus ptinoides"">sthereus ptinoides</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>; voucher of <a href=""http://arctos.database.museum/name/sthereus ptinoides"">sthereus ptinoides</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"referral of <a href=""http://arctos.database.museum/name/symphyta"">symphyta</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",12
"referral of <a href=""http://arctos.database.museum/name/tipula"">tipula sp.</a> sp. in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",12
"syntype of anolis trossulus",12
"syntype of cistudo triunguis",12
"syntype of cyathophycus reticulatus",12
"syntype of hircinia campana",12
"syntype of lasius occidentalis",12
"syntype of leiolepisma austrocaledonicum atropunctatum",12
"syntype of munida constricta",12
"syntype of myrmica sabuleti hamulata",12
"syntype of nibilia armata",12
"syntype of pheidole vasliti var. acolhua",12
"syntype of pyrgus pelagica",12
"syntype of spongia officinalis tubulifera  var. rotunda",12
"syntype, basionym: antennaria angustifolia e. ekman",12
"syntype, basionym: byrsonima intermedia fo. latifolia griseb. ex nied.",12
"syntype, basionym: eriocoelum macrocarpum gilg ex radlk.",12
"syntype, basionym: taraxacum angustisquameum var. pholidotum dahlst.",12
"syntype, basionym: taraxacum intercedens markl.",12
"topotype of leucolepis modulator transfluvialis todd",12
"type of crematogaster (oxygyne) oscaris",12
"type of iridomyrmex dimorphus",12
"type of tetramorium rhenanum",12
"type specimen",12
"type-duplicate",12
"voucher of <a href=""http://arctos.database.museum/name/arremonops rufivirgatus"">arremonops rufivirgatus</a>, page 27 in <a href=""http://arctos.database.museum/publication/10006461"">moore 1938</a>",12
"voucher of <a href=""http://arctos.database.museum/name/autographa californica"">autographa californica</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",12
"voucher of <a href=""http://arctos.database.museum/name/boreonectes griseostriatus"">boreonectes griseostriatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/canis lupus"">canis lupus</a> in <a href=""http://arctos.database.museum/publication/10007676"">losey et al 2016</a>",12
"voucher of <a href=""http://arctos.database.museum/name/carabus truncaticollis"">carabus truncaticollis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/cavia aperea"">cavia aperea</a> in <a href=""http://arctos.database.museum/publication/10004816"">dunnum and salazar-bravo 2010</a>",12
"voucher of <a href=""http://arctos.database.museum/name/chilina dombeiana"">chilina dombeiana</a> in <a href=""http://arctos.database.museum/publication/10007176"">flores et al. 2015</a>",12
"voucher of <a href=""http://arctos.database.museum/name/chrysobothris trinervia"">chrysobothris trinervia</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/cratogeomys castanops"">cratogeomys castanops</a>, page 52 in <a href=""http://arctos.database.museum/publication/10007182"">lovell et al. (2004)</a>",12
"voucher of <a href=""http://arctos.database.museum/name/dipodomys insularis"">dipodomys insularis</a>, page 1007 in <a href=""http://arctos.database.museum/publication/10005415"">alvarez-castañeda et al. 2009</a>",12
"voucher of <a href=""http://arctos.database.museum/name/dipodomys merriami arenivagus""><i>dipodomys merriami arenivagus</i></a>, page 1006 in <a href=""http://arctos.database.museum/publication/10005415"">alvarez-castañeda et al. 2009</a>",12
"voucher of <a href=""http://arctos.database.museum/name/empidonax flaviventris"">empidonax flaviventris</a>, page 351 in <a href=""http://arctos.database.museum/publication/10006359"">moore 1940</a>",12
"voucher of <a href=""http://arctos.database.museum/name/empidonax hammondii"">empidonax hammondii</a>, page 355 in <a href=""http://arctos.database.museum/publication/10006359"">moore 1940</a>",12
"voucher of <a href=""http://arctos.database.museum/name/empidonax oberholseri"">empidonax oberholseri</a>, page 359 in <a href=""http://arctos.database.museum/publication/10006359"">moore 1940</a>",12
"voucher of <a href=""http://arctos.database.museum/name/enhydra lutris"">enhydra lutris</a>, page 1148 in <a href=""http://arctos.database.museum/publication/10005073"">misarti et al. 2009</a>",12
"voucher of <a href=""http://arctos.database.museum/name/glaucomys sabrinus"">glaucomys sabrinus</a>, page 1773 in <a href=""http://arctos.database.museum/publication/14"">demboski et al. 1998</a>; voucher of <a href=""http://arctos.database.museum/name/glaucomys sabrinus"">glaucomys sabrinus</a>, page 284 in <a href=""http://arctos.database.museum/publication/82"">bidlack and cook 2001</a>",12
"voucher of <a href=""http://arctos.database.museum/name/hypnoidus impressicollis"">hypnoidus impressicollis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/lepidophorus inquinatus"">lepidophorus inquinatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006540"">sikes & slowik 2010</a>; voucher of <a href=""http://arctos.database.museum/name/lepidophorus inquinatus"">lepidophorus inquinatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/martes americana"">martes americana</a>, page 177 in <a href=""http://arctos.database.museum/publication/126"">stone and cook 2002</a>; voucher of <a href=""http://arctos.database.museum/name/martes americana"">martes americana</a>, page 2062 in <a href=""http://arctos.database.museum/publication/10004414"">stone et al. 2002</a>",12
"voucher of <a href=""http://arctos.database.museum/name/microtus abbreviatus"">microtus abbreviatus</a>, page 1431 in <a href=""http://arctos.database.museum/publication/10004893"">weksler et al. 2010</a>",12
"voucher of <a href=""http://arctos.database.museum/name/microtus californicus halophilus"">microtus californicus halophilus</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005436"">conroy and gupta 2011</a>",12
"voucher of <a href=""http://arctos.database.museum/name/microtus longicaudus mordax"">microtus longicaudus mordax</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">mcguire 2011</a>",12
"voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a>, page 148 in <a href=""http://arctos.database.museum/publication/174"">galbreath and cook 2004</a>; voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",12
"voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a>, page 959 in <a href=""http://arctos.database.museum/publication/140"">brunhoff et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a>, page 148 in <a href=""http://arctos.database.museum/publication/174"">galbreath and cook 2004</a>; voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a> in <a href=""http://arctos.database.museum/publication/10006719"">hope et al. 2013</a>; voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",12
"voucher of <a href=""http://arctos.database.museum/name/microtus pennsylvanicus"">microtus pennsylvanicus</a> in <a href=""http://arctos.database.museum/publication/10006719"">hope et al. 2013</a>; voucher of <a href=""http://arctos.database.museum/name/microtus pennsylvanicus"">microtus pennsylvanicus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",12
"voucher of <a href=""http://arctos.database.museum/name/myodes rutilus albiventer"">myodes rutilus albiventer</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",12
"voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 2448 in <a href=""http://arctos.database.museum/publication/10004389"">medina et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 4112 in <a href=""http://arctos.database.museum/publication/10006275"">torres-pérez et al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006332"">palma et al. 2012</a>",12
"voucher of <a href=""http://arctos.database.museum/name/oxypoda lacustris"">oxypoda lacustris</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/perognathus flavescens"">perognathus flavescens</a>, page 9 in <a href=""http://arctos.database.museum/publication/10004560"">hope and parmenter 2007</a>",12
"voucher of <a href=""http://arctos.database.museum/name/peromyscus maniculatus"">peromyscus maniculatus</a>, page 55 in <a href=""http://arctos.database.museum/publication/10006489"">kalkvik et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/peromyscus maniculatus"">peromyscus maniculatus</a>, page 227 in <a href=""http://arctos.database.museum/publication/10006640"">gering et. al.</a>",12
"voucher of <a href=""http://arctos.database.museum/name/phocoena phocoena"">phocoena phocoena ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10006613"">galatius 2009</a>",12
"voucher of <a href=""http://arctos.database.museum/name/picoides stricklandi"">picoides stricklandi</a>, page 104 in <a href=""http://arctos.database.museum/publication/10006367"">moore 1946</a>",12
"voucher of <a href=""http://arctos.database.museum/name/plutella xylostella"">plutella xylostella</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",12
"voucher of <a href=""http://arctos.database.museum/name/pseudohylesinus tsugae"">pseudohylesinus tsugae</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/ptinus tectus"">ptinus tectus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",12
"voucher of <a href=""http://arctos.database.museum/name/scoliocentra fraterna"">scoliocentra fraterna</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006540"">sikes & slowik 2010</a>",12
"voucher of <a href=""http://arctos.database.museum/name/sorex yukonicus"">sorex yukonicus</a>, page 1056 in <a href=""http://arctos.database.museum/publication/10004875"">hope et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/sorex yukonicus"">sorex yukonicus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",12
"voucher of <a href=""http://arctos.database.museum/name/spilogale putorius latifrons"">spilogale putorius latifrons</a>, page 158 in <a href=""http://arctos.database.museum/publication/10006322"">floyd et al. 2011</a>",12
"voucher of <a href=""http://arctos.database.museum/name/staphylinidae"">staphylinidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",12
"voucher of <a href=""http://arctos.database.museum/name/tamiasciurus hudsonicus"">tamiasciurus hudsonicus</a>, page 318 in <a href=""http://arctos.database.museum/publication/1000041"">arbogast et al. 2001</a>",12
"voucher of <a href=""http://arctos.database.museum/name/trichobilharzia querquedulae"">trichobilharzia querquedulae</a> in <a href=""http://arctos.database.museum/publication/10007674"">ebbs et al. 2016</a>",12
"voucher of acanthoprimnoa goesi",12
"voucher of bajacalifornia megalops",12
"voucher of caligorgia gracilis",12
"voucher of dictyna major",12
"voucher of echinomuricea atlantica",12
"voucher of liparis coheni",12
"voucher of neocomatella pulchella",12
"voucher of prochilodus vimboides",12
"""type no."" [prob isotype]",11
"""type specimen"" [prob holotype]",11
"""type"" ined.",11
"additional material of mastophora fasciata",11
"basis of illustration of <a href=""http://arctos.database.museum/name/bison"">bison</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006482"">shapiro et al. 2004</a>",11
"basis of illustration of <a href=""http://arctos.database.museum/name/dromaeosauridae"">dromaeosauridae</a>, page 677 in <a href=""http://arctos.database.museum/publication/10006882"">fiorillo and gangloff 2001</a>",11
"basis of illustration of <a href=""http://arctos.database.museum/name/heteromys desmarestianus"">heteromys desmarestianus</a>, page 37 in <a href=""http://arctos.database.museum/publication/10005416"">anderson and timm 2006</a>",11
"cast",11
"cited specimen - invalid name",11
"cotype of camponotus claripes piperatus",11
"cotype of notoncus gilberti annectens",11
"duplicate of lectotype",11
"holotype; allotype",11
"hypodigm?",11
"hypotype of agraulos quadrangularis",11
"hypotype of cyzicus ovatos",11
"hypotype of eucalyptocrinus rosaceus",11
"hypotype of glycymeris subovata",11
"hypotype of gogia prolifica",11
"hypotype of gryphochiton priscus",11
"hypotype of homotelus ulrichi",11
"hypotype of metriophyllum exiguum",11
"hypotype of orophocrinus stelliformis",11
"hypotype of poecilozonites bermudensis",11
"hypotype of proboscidella proboscidea",11
"hypotype of steganocrinus pentagonus",11
"hypotype of subvishnuites sp",11
"hypotype of trinucleoides reussi",11
"isolectotype, basionym: taraxacum paucisquameum palmgr.",11
"lectoallotype",11
"microslides from holotype",11
"ms paratypes",11
"paralectotype of munida stimpsoni| syntype of munida stimpsoni",11
"paralectotype(s)?",11
"paratopotype of <a href=""http://arctos.database.museum/name/blanus tingitanus"">blanus tingitanus</a>, page 106 in <a href=""http://arctos.database.museum/publication/10000187"">busack 1988</a>",11
"paratopotype of calumma tsycorne",11
"paratopotype of cnemidophorus lemniscatus gaigei",11
"paratopotype of coleonyx variegatus sonoriensis",11
"paratopotype of lampropeltis triangulum conanti",11
"paratype acroneuria perplexa frison",11
"paratype allocapnia indianae ricker",11
"paratype andrenaperezirobertson",11
"paratype arctoecia ozburni milne",11
"paratype arge quidia d. r. smith",11
"paratype athripsodes wetzeli ross",11
"paratype brachyptera limata frison",11
"paratype bremus metcalfi frison",11
"paratype capnia wanica frison",11
"paratype cernotina oklahoma ross",11
"paratype chorebidella bergi riegel",11
"paratype eurhopalothrix circumcapillum longino 2013",11
"paratype eurhopalothrix oscillum longino 2013",11
"paratype female oligotropus campanulae rbtsn.",11
"paratype flavocotea",11
"paratype halictus longiceps robertson",11
"paratype helicopsyche vergelana ross",11
"paratype iron namatus burks",11
"paratype leptanilloides gracilis",11
"paratype leptocella tavara ross",11
"paratype micrasema sprulesi ross",11
"paratype nalini",11
"paratype neodiprion prattiparadoxicux ross",11
"paratype nigrocotea",11
"paratype odynerus illinoensis robertson",11
"paratype of <a href=""http://arctos.database.museum/name/bolitoglossa magnifica"">bolitoglossa magnifica</a>, page 228 in <a href=""http://arctos.database.museum/publication/10004273"">hanken et al. 2005</a>",11
