typestatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Bufo steindachneri"">Bufo steindachneri</a>, page 338 in <a href=""http://arctos.database.museum/publication/10006280"">Graybeal 1997</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa heiroreias"">Bolitoglossa heiroreias</a>, page 98 in <a href=""http://arctos.database.museum/publication/10005472"">Townsend et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa celaque"">Bolitoglossa celaque</a>, page 329 in <a href=""http://arctos.database.museum/publication/10005491"">Parra-Olea et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa heiroreias"">Bolitoglossa heiroreias</a>, page 518 in <a href=""http://arctos.database.museum/publication/10006339"">Rovito et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Plethodon vandykei"">Plethodon vandykei</a> in <a href=""http://arctos.database.museum/publication/10004888"">Vieites et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Oedipina complex"">Oedipina complex</a>, page 31 in <a href=""http://arctos.database.museum/publication/10006261"">Sunyer et al. 2010</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Emys marmorata pallida"">Emys marmorata pallida</a>, page 158 in <a href=""http://arctos.database.museum/publication/10000464"">Seeliger 1945</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Gerrhonotus panamintinus"">Gerrhonotus panamintinus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000019"">Stebbins 1958</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bufo exsul"">Bufo exsul</a>, page 337 in <a href=""http://arctos.database.museum/publication/10006280"">Graybeal 1997</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cynops orphicus"">Cynops orphicus</a>, page 371 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sceloporus taeniocnemis"">Sceloporus taeniocnemis</a>, page 163 in <a href=""http://arctos.database.museum/publication/10004883"">Leache 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Phrynosoma modestum"">Phrynosoma modestum</a> in <a href=""http://arctos.database.museum/publication/10004887"">Harmon et al. 2003</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Discoglossus pictus"">Discoglossus pictus</a>, page 81 in <a href=""http://arctos.database.museum/publication/10005876"">Zheng et al. 2009</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Plethodon serratus"">Plethodon serratus</a> in <a href=""http://arctos.database.museum/publication/10004888"">Vieites et al. 2007</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Oedipina savagei"">Oedipina savagei</a>, page 52 in <a href=""http://arctos.database.museum/publication/10000604"">García-Paris and Wake 2000</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Aneides hardii"">Aneides hardii</a> in <a href=""http://arctos.database.museum/publication/10004888"">Vieites et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa marmorea"">Bolitoglossa marmorea</a>, page 328 in <a href=""http://arctos.database.museum/publication/10005491"">Parra-Olea et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa marmorea"">Bolitoglossa marmorea</a>, page 201 in <a href=""http://arctos.database.museum/publication/10005499"">García-París et al., 2000</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Synthliboramphus hypoleucus scrippsi"">Synthliboramphus hypoleucus scrippsi</a>, page 62 in <a href=""http://arctos.database.museum/publication/10007338"">Junya et al. 2016</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Lagopus dixoni"">Lagopus dixoni</a>, page 207 in <a href=""http://arctos.database.museum/publication/10000188"">Grinnell et al. 1909</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Salpinctes guadeloupensis proximus"">Salpinctes guadeloupensis proximus</a>, page 215 in <a href=""http://arctos.database.museum/publication/10000169"">Swarth 1914</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Otus asio yumanensis"">Otus asio yumanensis</a>, page 172 in <a href=""http://arctos.database.museum/publication/10000262"">Miller 1951</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Chordeiles virginianus hesperis"">Chordeiles virginianus hesperis</a>, page 170 in <a href=""http://arctos.database.museum/publication/10000382"">Grinnell 1905</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Geothlypis trichas campicola"">Geothlypis trichas campicola</a>, page 69 in <a href=""http://arctos.database.museum/publication/10000211"">Behle 1947</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Passerella iliaca brevicauda"">Passerella iliaca brevicauda</a>, page 139 in <a href=""http://arctos.database.museum/publication/10000418"">Mailliard 1918</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Melospiza melodia maxillaris"">Melospiza melodia maxillaris</a>, page 265 in <a href=""http://arctos.database.museum/publication/10000428"">Grinnell 1909</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Chordeiles minor neotropicalis"">Chordeiles minor neotropicalis</a>, page 144 in <a href=""http://arctos.database.museum/publication/10000074"">Selander 1955</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Melospiza melodia santaecrucis"">Melospiza melodia santaecrucis</a>, page 92 in <a href=""http://arctos.database.museum/publication/10000391"">Grinnell 1901</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Accipiter striatus madrensis"">Accipiter striatus madrensis</a>, page 283 in <a href=""http://arctos.database.museum/publication/10000466"">Storer 1952</a>""",1
"""holotype of Dipodomys microps woodbury, page 89 in <a href=""http://arctos.database.museum/publication/10007946"">Hardy 1942</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys bottae tivius"">Thomomys bottae tivius</a>, page 5 in <a href=""http://arctos.database.museum/publication/10007955"">Durrant 1937</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys bottae wahwahensis"">Thomomys bottae wahwahensis</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007955"">Durrant 1937</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus murinauralis"">Glaucomys sabrinus murinauralis</a> in <a href=""http://arctos.database.museum/publication/10007941"">Musser 1961</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Phalaenoptilus nuttallii centralis"">Phalaenoptilus nuttallii centralis</a> in <a href=""http://arctos.database.museum/publication/10006386"">Hardy and Webber 1975</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Toxostoma dorsale dumosum"">Toxostoma dorsale dumosum</a> in <a href=""http://arctos.database.museum/publication/10006361"">Moore 1941</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Tephrophilus wetmorei"">Tephrophilus wetmorei</a> in <a href=""http://arctos.database.museum/publication/10006386"">Hardy and Webber 1975</a>""",1
Neotype; Syntype,1
"""voucher of <a href=""http://arctos.database.museum/name/Anniella alexanderae"">Anniella alexanderae</a>, page 15 in <a href=""http://arctos.database.museum/publication/10006774"">Papenfuss and Parham, 2013. </a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Anniella alexanderae"">Anniella alexanderae</a>, page 6 in <a href=""http://arctos.database.museum/publication/10006774"">Papenfuss and Parham, 2013. </a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Cryptotriton adelos"">Cryptotriton adelos</a>, page 7 in <a href=""http://arctos.database.museum/publication/10000451"">Wake 1987</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Pseudoeurycea longicauda"">Pseudoeurycea longicauda</a>, page 887 in <a href=""http://arctos.database.museum/publication/10000245"">Yang 1983</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Phyllodactylus davisi"">Phyllodactylus davisi</a>, page 90 in <a href=""http://arctos.database.museum/publication/10000410"">Dixon 1964</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Crotalus willardi silus"">Crotalus willardi silus</a>, page 128 in <a href=""http://arctos.database.museum/publication/10000406"">Klauber 1949</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa striatula"">Bolitoglossa striatula</a>, page 328 in <a href=""http://arctos.database.museum/publication/10005491"">Parra-Olea et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa striatula"">Bolitoglossa striatula</a>, page 201 in <a href=""http://arctos.database.museum/publication/10005499"">García-París et al., 2000</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Nototriton guanacaste"">Nototriton guanacaste</a>, page 138 in <a href=""http://arctos.database.museum/publication/10000343"">Wake 1993</a>""",1
HOLOTYPE OF BOLITOGLOSSA WALKERI,1
Nomen nudem,1
"""holotype of <a href=""http://arctos.database.museum/name/Aphelocoma coerulescens nevadae"">Aphelocoma coerulescens nevadae</a>, page 24 in <a href=""http://arctos.database.museum/publication/10000229"">Pitelka 1945</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Geothlypis trichas scirpicola"">Geothlypis trichas scirpicola</a>, page 65 in <a href=""http://arctos.database.museum/publication/10000381"">Grinnell 1901</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Passerella iliaca monoensis"">Passerella iliaca monoensis</a>, page 165 in <a href=""http://arctos.database.museum/publication/10000081"">Storer 1917</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Bonasa umbellus yukonensis"">Bonasa umbellus yukonensis</a>, page 166 in <a href=""http://arctos.database.museum/publication/10000103"">Grinnell 1916</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Polioptila caerulea amoenissima"">Polioptila caerulea amoenissima</a>, page 494 in <a href=""http://arctos.database.museum/publication/10000014"">Grinnell 1926</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Poecilotriccus luluae"">Poecilotriccus luluae</a>, page 334 in <a href=""http://arctos.database.museum/publication/10001843"">Johnson and Jones 2001</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Zenaida asiatica clara"">Zenaida asiatica clara</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Pica pica melanotos"">Pica pica melanotos</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Geothlypis poliocephala ralphi"">Geothlypis poliocephala ralphi</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Crypturellus tataupa tataupa"">Crypturellus tataupa tataupa</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lagopus mutus islandorum"">Lagopus mutus islandorum</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Aramides cajanea"">Aramides cajanea</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myiophobus fasciatus fasciatus"">Myiophobus fasciatus fasciatus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thraupis episcopus nesophilus"">Thraupis episcopus nesophilus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Stelgidopteryx ruficollis psammochrous"">Stelgidopteryx ruficollis psammochrous</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Megalurus gramineus"">Megalurus gramineus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Pipilo crissalis aripolius"">Pipilo crissalis aripolius</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Stelgidopteryx ruficollis"">Stelgidopteryx ruficollis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Anthus rubescens pacificus"">Anthus rubescens pacificus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Oceanodroma homochroa"">Oceanodroma homochroa ?</a> ? in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Dendragapus obscurus obscurus"">Dendragapus obscurus obscurus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
