typestatus,reps
"HOLOTYPE OF PIPILO FUSCUS SENICULA, ANTHONY, A. W. 1895. DESCRIPTION OF A NEW PIPILO FROM SOUTHERN AND LOWER CALIFORNIA. AUK, 109-112. PAGE 111, PUBLISHED APRIL 1895.",1
"HOLOTYPE OF GLAUCIDIUM BRASILIANUM MEDIANUM, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 98, PUBLISHED 6 JUNE 1916.",1
"HOLOTYPE OF MICROTRICCUS BRUNNEICAPILLUS DILUTUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 171, PUBLISHED 8 AUGUST 1913.",1
TOPOTYPE OF MYIOBORUS MINIATUS SANCTAEMARTAE ZIMMER,1
Holotype of Odorrana megatympanum,1
"HOLOTYPE OF PIAYA CAYANA INEXPECTATA, TODD, W. E. C. 1947. THE VENEZUELAN RACES OF PIAYA CAYANA. PROC. BIOL. SOC. WASH., 59-60. PAGE 60, PUBLISHED 19 MAY 1947.",1
"""voucher of <a href=""http://arctos.database.museum/name/Uma notata"">Uma notata</a>, page 546 in <a href=""http://arctos.database.museum/publication/10007268"">Adler and Phillips 1985</a>""",1
PARATOPOTYPE OF TURDUS FALCKLANDII PEMBERTONI WETMORE,1
"HOLOTYPE OF CHLOROPHANES SPIZA SUBTROPICALIS, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 121-124. PAGE 122, PUBLISHED 8 JULY 1924.",1
"PARATYPE OF VIREO PALLENS ANGULENSIS, PARKES, K.C. 1990. A REVISION OF THE MANGROVE VIREO. ANNALS OF CARNEGIE MUSEUM, 59:49-60. PAGE 52.",1
"HOLOTYPE OF OREORTYX PICTA CONFINIS, ANTHONY, A. W. 1889. NEW BIRDS FROM LOWER CALIFORNIA, MEXICO. PROC. CALIF. ACAD. SCI. (2), 73-82. PAGE 74, PUBLISHED 11 OCTOBER 1889.",1
"HOLOTYPE OF OSTINOPS DECUMANUS MELANTERUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 3, PUBLISHED 22 JANUARY 1917.",1
"""holotype of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus flaviventris"">Glaucomys sabrinus flaviventris</a>, page 112 in <a href=""http://arctos.database.museum/publication/10000218"">Howell 1915</a>""",1
"HOLOTYPE OF CHLOROSTILBON STENURUS IGNOTUS, TODD, W. E. C. 1942. LIST OF THE HUMMINGBIRDS IN THE COLLECTION OF THE CARNEGIE MUSEUM. ANNALS CARNEGIE MUSEUM, 271-370. PAGE 305, PUBLISHED 31 DECEMBER 1942.",1
TOPOTYPE OF AURIPARUS FLAVICEPS ACACIARUM GRINNELL,1
"HOLOTYPE OF ELECTRON PLATYRHYNCHUM MEDIANUM, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA ***INCORRECTLY LISTED AS RIO TURUTU***. PROC. BIOL. SOC. WASH., 169-174. PAGE 174, PUBLISHED 8 AUGUST 1913.",1
"HOLOTYPE OF PHEUGOPEDIUS RUTILUS INTENSUS, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 10, PUBLISHED 2 APRIL 1932.",1
"HOLOTYPE OF CERCOMACRA TYRANNINA VICINA, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 161, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF MYIOBIUS MODESTUS SUFFUSUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 4, PUBLISHED 22 JANUARY 1917.",1
"HOLOTYPE OF PIPREOLA FORMOSA DILUTIOR, TODD, W. E. C. 1950. CRITICAL NOTES ON THE COTINGAS. PROC. BIOL. SOC. WASH., 5-8. PAGE 5, PUBLISHED 26 APRIL 1950.",1
TOPOTYPE OF BARYPHTHENGUS MARTII COSTARICENSIS TODD,1
"HOLOTYPE OF CHAETURA CINEREIVENTRIS SCHISTACEA, TODD, W. E. C. 1937. TWO NEW SWIFTS OF THE GENUS CHAETURA. PROC. BIOL. SOC. WASH., 183-184. PAGE 183, PUBLISHED 28 OCTOBER 1937.",1
voucher (Notropis cummingsae),1
PARATOPOTYPE OF CISTOTHORUS PLATENSIS JALAPENSIS DICKERMAN,1
"HOLOTYPE OF PIPILE CUMANENSIS NAUMBURGAE, TODD, W. E. C. 1932. CRITICAL NOTES ON THE CRACIDAE. PROC. BIOL. SOC. WASH., 209-214. PAGE 213, PUBLISHED 26 NOVEMBER 1932.",1
"HOLOTYPE OF SCHISTOCHLAMYS ATRA ATERRIMA, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 203, PUBLISHED 20 MAY 1912.",1
"HOLOTYPE OF LEPTASTHENURA ANDICOLA EXTERIOR, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 115, PUBLISHED 27 JUNE 1919.",1
"HOLOTYPE OF MACHETORNIS RIXOSA FLAVIGULARIS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 210, PUBLISHED 20 MAY 1912.",1
"HOLOTYPE OF ARREMONOPS TOCUYENSIS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 198, PUBLISHED 20 MAY 1912.",1
"HOLOTYPE OF MYRMOBORUS ARDESIACUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 163, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF PYGIPTILA STELLARIS PURUSIANA, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 155, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF DECONYCHURA LONGICAUDA PALLIDA, ZIMMER, J. T. 1929. THE BIRDS OF THE NEOTROPICAL GENUS DECONYCHURA. FIELD MUS. ZOOL. SER., 3-18. PAGE 6, PUBLISHED 18 MAY 1929.",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex saussurei"">Sorex saussurei</a>, page 476 in <a href=""http://arctos.database.museum/publication/10008120"">MATSON and ORDÓÑEZ-GARZA 2017</a>""",1
"HOLOTYPE OF MALACOPTILA SEMICINCTA, TODD, W. E. C. 1925. FOUR NEW BIRDS FROM BRAZIL. PROC. BIOL. SOC. WASH., 111-114. PAGE 111, PUBLISHED 13 NOVEMBER 1925.",1
"HOLOTYPE OF MYIOBIUS BARBATUS AMAZONICUS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 96, PUBLISHED 15 JULY 1925.",1
"HOLOTYPE OF MYRMOBORUS STICTOPTERUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 162, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF TRIPSURUS CRUENTATUS EXTENSUS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 251, PUBLISHED 16 NOVEMBER 1937.",1
"HOLOTYPE OF FORMICARIUS MONILIGER INTERMEDIUS, RIDGWAY, R. 1908. DIAGNOSES OF SOME NEW FORMS OF NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 191-196. PAGE 194, PUBLISHED 20 OCTOBER 1908.",1
"HOLOTYPE OF PIPRA IRIS EUCEPHALA, TODD, W. E. C. 1928. FIVE NEW MANAKINS FROM SOUTH AMERICA. PROC. BIOL. SOC. WASH., 111-114. PAGE 112, PUBLISHED 29 JUNE 1928.",1
"HOLOTYPE OF GRALLARIA VARIA DISTINCTA, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 176, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF OTUS SCOPS NIVOSUS, KEITH, S., AND A. TWOMEY. 1968. NEW DISTRIBUTIONAL RECORDS OF SOME EAST AFRICAN BIRDS. IBIS, 537-548. PAGE 538, PUBLISHED 1 OCTOBER 1968.",1
"HOLOTYPE OF MYIARCHUS YUCATANENSIS LANYONI, PARKES, K. C., AND A. R. PHILLIPS. 1967. A NEW SUBSPECIES OF THE YUCATAN FLYCATCHER MYIARCHUS YUCATANENSIS. CONDOR, 78-81. PAGE 80, PUBLISHED JANUARY 1967.",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys bottae nanus"">Thomomys bottae nanus</a>, page 331 in <a href=""http://arctos.database.museum/publication/10000281"">Hall 1932</a>""",1
"HOLOTYPE OF PITYLUS GROSSUS SATURATUS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 91, PUBLISHED 12 JULY 1922.",1
"HOLOTYPE OF HYPNELUS RUFICOLLIS DECOLOR, TODD, W. E. C., AND CARRIKER, JR., M. A. 1922. THE BIRDS OF THE SANTA MARTA REGION OF COLOMBIA: A STUDY IN ALTITUDINAL DISTRIBUTON [SIC]. ANNALS CARNEGIE MUSEUM, 3-582. PAGE 228, PUBLISHED OCTOBER 1922.",1
"HOLOTYPE OF LIPAUGUS CINERACEUS DISPAR, TODD, W. E. C. 1950. CRITICAL NOTES ON THE COTINGAS. PROC. BIOL. SOC. WASH., 5-8. PAGE 7, PUBLISHED 26 APRIL 1950.",1
"HOLOTYPE OF VENILIORNIS OLEAGINUS EXSUL, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 74, PUBLISHED 30 DECEMBER 1920.",1
"HOLOTYPE OF HABIA RUBICA MESOPOTAMIA, PARKES, K. C. 1969. TWO NEW SUBSPECIES OF THE RED-CROWNED ANT TANAGER HABIA RUBICA FROM VENEZUELA, WITH REMARKS ON COLOMBIAN POPULATIONS. BULL. BRIT. ORN. CLUB, 83-85. PAGE 84, PUBLISHED 5 JUNE 1969.",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1228 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1172 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1397 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Poecile palustris hensoni"">Poecile palustris hensoni</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1167 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1236 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Saltator coerulescens coerulescens"">Saltator coerulescens coerulescens</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Falco rusticolus islandus"">Falco rusticolus islandus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sporophila torqueola sharpei"">Sporophila torqueola sharpei</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1246 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1227 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Melanerpes carolinus harpaceus"">Melanerpes carolinus harpaceus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Otus asio hasbroucki"">Otus asio hasbroucki</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thraupis palmarum melanoptera"">Thraupis palmarum melanoptera</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1270 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Falco femoralis septentrionalis"">Falco femoralis septentrionalis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1329 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ptilinopus leclancheri"">Ptilinopus leclancheri</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1330 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Alticola macrotis"">Alticola macrotis</a>, page 770 in <a href=""http://arctos.database.museum/publication/161"">Cook et al. 2004</a>""",1
PARATYPE OF LEIOLOPISMA ASSATUM TAYLORI,1
"""voucher of <a href=""http://arctos.database.museum/name/Serinus gularis endemion"">Serinus gularis endemion</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Geomys pinetis colonus"">Geomys pinetis colonus</a> in <a href=""http://arctos.database.museum/publication/10008119"">Calede et al. 2017</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Liomys salvini salvini"">Liomys salvini salvini</a>, page 930 in <a href=""http://arctos.database.museum/publication/10006300"">Rogers and González 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a>, page 358 in <a href=""http://arctos.database.museum/publication/1000097"">Conroy and Cook 2000</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a>, page 224 in <a href=""http://arctos.database.museum/publication/9"">Conroy and Cook 1999</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a>, page 175 in <a href=""http://arctos.database.museum/publication/6"">Conroy and Cook 2000</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Botaurus lentiginosus peeti"">Botaurus lentiginosus peeti</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1395 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Clethrionomys gapperi"">Clethrionomys gapperi</a>, page 68 in <a href=""http://arctos.database.museum/publication/1000033"">Haas et al. 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Myodes"">Myodes</a>, page 14 in <a href=""http://arctos.database.museum/publication/10004828"">Runck et al. 2009</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Clethrionomys rutilus"">Clethrionomys rutilus</a>, page 770 in <a href=""http://arctos.database.museum/publication/161"">Cook et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Clethrionomys rutilus"">Clethrionomys rutilus</a>, page 225 in <a href=""http://arctos.database.museum/publication/43"">Cook et al. 2001</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Microtus miurus"">Microtus miurus</a> in <a href=""http://arctos.database.museum/publication/10007158"">Wickström et al. 2005</a>; host voucher of <a href=""http://arctos.database.museum/name/Microtus miurus"">Microtus miurus</a> in <a href=""http://arctos.database.museum/publication/10007146"">HAUKISALMI et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Vermivora celata orestera"">Vermivora celata orestera</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Phalaenoptilus nuttallii nuttalli"">Phalaenoptilus nuttallii nuttalli</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Pluvialis dominicus"">Pluvialis dominicus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex portenkoi"">Sorex portenkoi</a>, page 672 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Perognathus intermedius rupestris"">Perognathus intermedius rupestris</a>, page 337 in <a href=""http://arctos.database.museum/publication/10000426"">Benson 1932</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Sorex yukonicus"">Sorex yukonicus</a>, page 814 in <a href=""http://arctos.database.museum/publication/1"">Dokuchaev 1997</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex yukonicus"">Sorex yukonicus</a>, page 1056 in <a href=""http://arctos.database.museum/publication/10004875"">Hope et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex yukonicus"">Sorex yukonicus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Panthera leo nyanzae"">Panthera leo nyanzae</a> in <a href=""http://arctos.database.museum/publication/10006601"">Tseng and Wang 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys umbrinus volcanius"">Thomomys umbrinus volcanius</a>, page 674 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1321 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1306 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys umbrinus pullus"">Thomomys umbrinus pullus</a>, page 251 in <a href=""http://arctos.database.museum/publication/10000057"">Villa 1948</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1290 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma fuscipes bullatior"">Neotoma fuscipes bullatior</a>, page 648 in <a href=""http://arctos.database.museum/publication/10004462"">Matocq et al. 2007</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Dipodomys ordii priscus"">Dipodomys ordii priscus</a>, page 167 in <a href=""http://arctos.database.museum/publication/10000289"">Hoffmeister 1942</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Toxostoma curvirostre oberholseri"">Toxostoma curvirostre oberholseri ?</a> ? in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1360 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1372 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Conepatus mesoleucus mearnsi"">Conepatus mesoleucus mearnsi</a>, page 940 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1171 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"HOLOTYPE OF BATIS MARGARITAE, BOULTON, R. 1934. NEW BIRDS FROM ANGOLA. PROC. BIOL. SOC. WASH., 45-48. PAGE 47, PUBLISHED 9 FEBRUARY 1934.",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus"">Tamias umbrinus</a> in <a href=""http://arctos.database.museum/publication/10007707"">Pigage et al. (2017)</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus"">Tamias umbrinus</a> in <a href=""http://arctos.database.museum/publication/10007021"">Sullivan et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Leiothrix argentauris argentauris"">Leiothrix argentauris argentauris</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Sigmodon ochrognathus montanus"">Sigmodon ochrognathus montanus</a>, page 157 in <a href=""http://arctos.database.museum/publication/10000028"">Benson 1940</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Perisoreus infaustus infaustus"">Perisoreus infaustus infaustus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Canis latrans dickeyi"">Canis latrans dickeyi</a>, page 224 in <a href=""http://arctos.database.museum/publication/10000316"">Nelson 1932</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Conepatus leuconotus figginsi"">Conepatus leuconotus figginsi</a>, page 15 in <a href=""http://arctos.database.museum/publication/10007163"">Meaney CA, Ruggles AK, & Beauvais GP (2006)</a>; voucher of <a href=""http://arctos.database.museum/name/Conepatus leuconotus figginsi"">Conepatus leuconotus figginsi</a>, page 171 in <a href=""http://arctos.database.museum/publication/1000004"">Dragoo et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Conepatus leuconotus figginsi"">Conepatus leuconotus figginsi</a>, page 37 in <a href=""http://arctos.database.museum/publication/10007667"">Ellsworth (2016)</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Rusa unicolor"">Rusa unicolor</a>, page 3 in <a href=""http://arctos.database.museum/publication/10005498"">Davis et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Conepatus leuconotus figginsi"">Conepatus leuconotus figginsi</a>, page 37 in <a href=""http://arctos.database.museum/publication/10007667"">Ellsworth (2016)</a>; voucher of <a href=""http://arctos.database.museum/name/Conepatus mesoleucus figginsi"">Conepatus mesoleucus figginsi</a>, page 3 in <a href=""http://arctos.database.museum/publication/10006244"">Miller FW (1933)</a>; voucher of <a href=""http://arctos.database.museum/name/Conepatus leuconotus figginsi"">Conepatus leuconotus figginsi</a>, page 15 in <a href=""http://arctos.database.museum/publication/10007163"">Meaney CA, Ruggles AK, & Beauvais GP (2006)</a>; voucher of <a href=""http://arctos.database.museum/name/Conepatus leuconotus figginsi"">Conepatus leuconotus figginsi</a>, page 171 in <a href=""http://arctos.database.museum/publication/1000004"">Dragoo et al. 2003</a>; paratype of <a href=""http://arctos.database.museum/name/Conepatus mesoleucus figginsi"">Conepatus mesoleucus figginsi</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007152"">Miller, FW (1925)</a>; voucher of <a href=""http://arctos.database.museum/name/Conepatus mesoleucus figginsi"">Conepatus mesoleucus figginsi</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005373"">Jones 1994</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Oriolus monacha"">Oriolus monacha ssp.</a> ssp. in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Conepatus leuconotus"">Conepatus leuconotus</a>, page 15 in <a href=""http://arctos.database.museum/publication/10007163"">Meaney CA, Ruggles AK, & Beauvais GP (2006)</a>""",1
"HOLOTYPE OF DICAEUM HYPOLEUCUM LAGUNAE, PARKES, K. C. 1962. NEW SUBSPECIES OF BIRDS FROM LUZON, PHILIPPINES. POSTILLA, 1-8. PAGE 5, PUBLISHED 17 SEPTEMBER 1962.",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias quadrivittatus"">Tamias quadrivittatus</a> in <a href=""http://arctos.database.museum/publication/10007707"">Pigage et al. (2017)</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias quadrivittatus"">Tamias quadrivittatus</a> in <a href=""http://arctos.database.museum/publication/10007021"">Sullivan et al. 2014</a>""",1
"PARATYPE OF SERICORNIS SPILODERA GRANTI, HARTERT. 1930. LIST OF THE BIRDS COLLECTED BY ERNST MYER. NOVITATES ZOOLOGICAE, 36: 85.",1
"HOLOTYPE OF TURDUS PHAEOPYGUS COLORATUS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 51, PUBLISHED 29 JUNE 1931.",1
"HOLOTYPE OF SPOROPHILA CASTANEIVENTRIS ROSTRATA, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 91, PUBLISHED 12 JULY 1922.",1
TOPOTYPE OF FERMINIA CERVERAI BARBOUR,1
"HOLOTYPE OF AGELAIUS CYANOPUS XENICUS, PARKES, K. C. 1966. GEOGRAPHIC VARIATION IN AZARA'S MARSH BLACKBIRD, AGELAIUS CYANOPUS. PROC. BIOL. SOC. WASH., 1-12. PAGE 8, PUBLISHED 23 MAY 1966.",1
"""voucher of <a href=""http://arctos.database.museum/name/Myotis evotis evotis"">Myotis evotis evotis</a>, page 17 in <a href=""http://arctos.database.museum/publication/10005401"">Streicker et al. 2010</a>""",1
