islandgroup,reps
Netherlands Antilles Ids.,201
Tongatapu Ids.,201
Palliser Islands,201
Southern Exuma Cays,200
des canaries,198
Kepulauan Seribu,197
Aru Islands,197
Islas de Todos Santos,197
Marquesas Is.,196
Bonin Islands,196
Pribilof Ids.,196
Arquipélago do Marajó,194
Borneo,194
Near Islands,191
Babuyan Islands,190
Perak State,190
Batan Islands,187
Rennell Islands,187
Eastern Highlands Prov.,186
Samoa,186
Bahama Ids.,186
Azores Islands,184
Kashevarof Islands,183
Philippine Ids.,181
Canary Islands,180
Abaco Islands,179
ISLAS REVILLAGIGEDOS,177
Bay Islands,176
Mamanuca Islands,174
Archipel des Kerguelen,173
Kadavu Group,173
Chuuk State,172
Islas Baleares,172
Kenya,169
Zamboanga del Norte Prov.,166
Juan Fernández Archipelago,165
Khorat Prov.,164
Islas Desventuradas,163
Andaman Is.,161
Russell Islands,160
Southern Gulf Islands,156
Seychelles Islands,156
Batanes PAIC,155
Andreanof Islands,153
Vava'u Group,152
Thousand Islands,151
Barren Islands,149
Santa Cruz Is.,149
Jawa Barat Prov.,145
Farallon Ids.,144
Trinity Islands,143
Zapato Is.,139
Mariana Is.,139
Thailand,139
Sangihe Is.,137
Chuuk Atoll,136
Cayman Ids.,136
Sula Islands,135
Exuma Cays,135
aldabra,134
Tristan da Cunha,131
Rat Islands,130
Sulawesi,128
Togian Islands,127
Chuuk Islands,126
Vientiane Prov.,125
Magdalen Islands,125
Svalbard,124
Chagos Archipelago,121
National Capital District,121
Rotuma,120
Walters Shoal,119
Canary Is.,118
Luzon,118
Bimini Islands,117
Tristan da Cunha Islands,117
Bikini Atoll,115
Red Sea Coast North Group,115
Western Australia,115
Trobriands,114
Marinduque,113
Manua Islands Group,112
Duke of Kirk Group,109
Tanzania,109
Islas de la Bahía,108
Ringgold Isles,108
Marianas Islands*,108
Caroline Islands*,107
Pulau Pari Group,103
Balicuatro Islands,102
Semidi Islands,102
Cuyo Islands,101
Hong Kong,101
Andros Island,99
Channel Is.,98
Little Bahama Bank,98
Yap State,97
Osumi Shoto Ids.,97
Kuwait,95
Seychelle Ids.,94
Faroe Islands,93
Kyonggi-do Prov.,93
Farquhar Group,93
Islas Juan Fern�ndez,92
Davao Prov.,92
Chiloe Archipelago,91
Ragged Islands,90
Hoorn Islands,90
Krenitzin Islands,90
Kedah State,89
"Sulu Archipelago, Sibutu group",88
Phoenix Is.,88
Yap Islands,87
Perlas Archipelago,85
Grand Manan Islands,84
Moala Group,83
Gulf of Guinea Islands,82
Schouten Islands [Kepulauan Biak],82
Santa Cruz Ids.,81
Balabac Islands,78
indonesien,78
Berry Islands,78
Tierra del Fuego Islands,76
Moscos Is.,76
Leyte Islands,76
mariannes,74
tuamotu,74
unknown,74
Tres Marias Islands,74
Rongelap Atoll,74
Dampier Archipelago,73
Hebrides,73
Johor State,73
Inagua Islands,72
Bohol Islands,72
Grand Manan Archipelago,71
Cagayanes Islands,70
Florida Is.,70
Loyalty Is.,69
Seram Group (Ceram Group),69
Socotra Archipelago,68
ISLAS SAN BENITOS,68
Blasket Islands,68
Raja Ampat Islands,67
Lucayan Archipelago,66
Manua Islands,65
Las Perlas,65
Nantou Dist.,64
Aasiaat Archipelago,63
Acklins and Crooked Islands,62
Los Roques Archipelago,62
New Siberian Islands,62
Yagasa Cluster,61
Lubang Group,61
Pescadores Ids.,60
Windward Ids.,60
Walrus Islands,59
Wallis Islands,59
China,59
Djibouti,58
Parry Islands,58
Cotabato Prov.,57
Northeastern Australia,56
Cedar Keys,56
Diomede Islands,56
Cuyo Archipelago,56
Japan*,56
Canary Is,55
Tuamotu Ids.,55
Songkhla Prov.,55
New Caledonia Group,55
Austral Ids.,55
Bismarck Ids.,54
Faeroe Islands,53
Canary Ids.,53
comores,53
Sangihe Islands,52
Madeira Islands,52
Surigao Prov.,52
Chimbu Dist.,51
PAPUA NEW GUINEA,50
Jolo Islands,50
Archipelago Los Roques,50
Vanua Levu Ids.,50
Archipielago de Las Perlas,50
Cagayan Ids.,50
Wallabi Islands,49
Lau Island Group,49
Moluccas Ids.,49
Loyalty Ids.,49
Snares Islands,48
Corn Islands,48
Yap,48
Palmer Archipelago,47
Catanduanes Island,47
Manu'a Islands,47
Islands of Four Mountains,47
Pribilof Is.,47
Mergui Arch.,47
Kai Islands [Kepelauan Kai],46
D'Entrecasteaux Islands,46
Peros Banhos,46
Bardswell Group,46
Green Islands,46
South Orkney Islands,44
Duke of York Islands,44
Lower Cook Islands,43
des tuamotu,43
Virgin Is. (U.S.),43
Austral Is.,42
Barrier Islands,42
Volcano Islands,41
Mortlock Ids.,41
Pangutaran Group,41
Belcher Islands,41
Macau,40
Sulawesi Islands,40
Simpson Islands,39
Chelbacheb Is.,39
Archipiélago Juan Fernández,39
Ninigo Islands,39
Perlis State,39
Novaya Zemlya,38
Yasawa Ids.,38
Phatthalung Prov.,37
Schouten Islands,37
Marble Islands,37
Archipiélago de Tierra del Fuego,37
Tasmania,37
Falkland Is,37
Islas de la Bahia,36
Titi Island Group,36
Qatar,36
Îles de la Madeleine,36
Magdalena Islands,36
bismarck,36
Koaw Island,35
Madeira Is,35
New South Wales,35
Madeira Is.,35
Truk Islands,35
Cyclades Ids.,35
Tuvalu,35
Khammouane Prov.,35
Sakishima Islands,35
Islands of the Four Mountains,34
Kadavu Ids.,34
Mayotte Islands,34
Balearic Islands,34
seychelles,33
Hurd Islands,33
Greater Sunda Ids.,33
Marianas Islands,33
Cuba,33
Coral Sea,32
Archipiélago de los Canarreos,32
Vava`u Ids.,32
Cape Breton Islands,32
Kelantan State,32
Chou-shan Ids.,31
Comoro Ids.,31
fidji,31
Auckland Islands,30
petites antilles,30
San Salvador Bank,30
Ross Archipelago,29
Northern Territory,29
Rum Cay Bank,29
Juan Fernandez Is.,28
Tapul Group,28
Espiritu Santo Ids.,28
Phangnga Prov.,28
Farallon Is.,28
Northern Mariana Ids.,28
Kosrae State,28
Conception Bank,27
Chiloé Archipelago,27
Belaric Islands,27
Palumbanes Islands,27
Comoro Islands,27
Marquesas Ids.,27
Chuuk Ids.,27
Swan Islands,26
Shag Rocks,26
Great Bahama Bank,26
Dentrecasteaux Islands,26
Caroline Is.,25
Comoros Archipelago,25
Cosmoledo Group,25
Juan Fernández Islands,25
Príncipe,25
Archipiélago Los Testigos,25
Tongatapu,25
Louisiade Islands,24
des abrolhos,24
Aru Islands [Kepulauan Aru],24
Gordon Islands,24
Sotavento Islands,24
Western Samoa,24
Chincha Ids.,24
Jawa Timur Prov.,24
Wake Island,23
Southeastern Australia,23
Nggela Islands (Florida Islands),23
San Juan,23
Costa Rica,23
Ilam Dist.,23
Madeira Ids.,22
Natuna Islands,22
Inner Hebrides,22
possibly Pohnpei State,22
Winward Islands,22
Islas Marias,22
Gulf Islands,22
Pacific Is,22
Irian Jaya,22
chagos,22
Prince Edward Islands,22
Japan?,21
Northern Cook Islands,21
Pitcairn Is.,21
Andaman Sea,21
Queensland,21
Calamianes islands,21
ISLA REVILLAGIGEDOS,21
Bangka Belitung Islands,20
Falklands Islands,20
Babuyan Ids.,20
Kornati Group,20
Andaman and Nicobar Islands,20
Revilla Gigedo Islands,20
Archipiélago Los Roques,20
Louisiana Islands,20
Dinigat Group,20
Caicos Islands,20
GREATER ANTILLES,20
Lau Archipelago,20
Puerto Rico,20
Cocos Islands,20
Finlayson Islands,20
Amelia,19
Kai Islands,19
Islas Contreras,19
San Juan Is.,19
Schouten Is.,19
Celebes Coastal Islands,19
Sea Islands,19
Sea Lion Rocks,19
Barlavento Islands,19
Islas Secas,19
Calamianes Islands,19
Hawaiian Islands?,18
Mamanuca Group,18
New Zealand Islands,18
Oki-Shotto Islands,18
Aegean Islands,18
Mozambique,18
Wilmot Islands,18
Saint Kitts and Nevis Ids.,18
South Georgia,17
Taitung Dist.,17
Afognak Islands,17
Saint Matthias Group,17
Canarreos Archipelago,16
Channels Is.,16
Sese Islands,16
Coral Sea Islands,16
Kyongsang-namdo Prov.,16
Antipodes Islands,16
Bolkus Islands,16
Serrana Bank,16
des baléares,15
Visayan Is.,15
Talaud Islands,15
Praslin Islands,15
Kuril Is.,15
Iles Gambier,15
Sarawak State,15
SON,15
Outer Banks,15
Sverdrup Islands,15
Bahama Islands*,15
Bougainville Prov.,15
Thormanby Islands,15
Pangasinan,15
Penang State,15
palmer,15
Mindanao,14
Trobriand Is.,14
Inagua,14
Pescadores,14
Cyclades,14
Swan Ids.,14
japon,14
Bridgeport Bar Islands,14
Mangareva Islands,14
Fiji Ids.,14
Virgin Is. (British),14
Tanimbar Islands,14
Eleuthera islands,14
São Tomé and Príncipe,14
Bischof Islands,14
Melanesia,14
Pitcairn Ids.,13
polynésie,13
Eleuthera Island,13
Lau Ids.,13
Banda Islands,13
Negeri Sembilan State,13
Solomon Sea Islands,13
Andaman Is,13
Manus Prov.,13
Lubang Island Group,13
Anambas Islands,13
Culebra Archipelago,13
Lahave Islands,13
Amirante Is.,13
Kerguelen Is,13
PHILIPPINE IS,13
Sonsorol Islands,13
Louisiade Arch.,13
Tuamotu Islands,13
des aleoutiennes,12
San Vicente Islands,12
Gambier Ids.,12
Ha`apai Ids.,12
marquises,12
TRES MARIAS IS,12
Semidi Is.,12
West Frisian Islands,12
Tonga Is.,12
Aldabras,12
Kaohsiung Dist.,12
Dodecanese Islands,12
Jolo Island Group,12
Les Cheneaux Islands,12
Cosmoledo Is.,12
Mikronesien,12
iles mascareignes,12
Hispaniola,11
Torres Strait Islands,11
Allan's Cays,11
Balearen,11
Îles Crozet,11
Îles des Saintes,11
Desventuradas Islands,11
Yugoslavia,11
Chiswell Islands,11
South Sandwich Islands,11
P'enghu (Pescadores) Islands,11
Ilhas Selvagens,11
Ashmore and Cartier Islands,11
Kagoshima Pref.,10
Pye Islands,10
Bismarckarchipel,10
Aldabra Is.,10
Cuyo Ids.,10
Laguna Prov.,10
Chandeleur Islands,10
Polillo Islands,10
Franz Josef Land,10
Shepherds group,10
Isles of Scilly,10
Yasawa Group,10
Kerguelen Islands,10
Archipiélago de las Guaitecas,10
Paumotus,10
Seychelle Islands,10
Society Ids.,10
Los Coronados Islands.,10
Spanish Islands,9
Komandorski Islands,9
Somalia,9
Mentawi Ids.,9
Marianna Islands,9
Lomaiviti Archipelago,9
Secas Islands,9
Tuamoto Archipelago,9
Marin Ids.,9
Turtle Is.,9
Komandorskiye Ostrova,9
Scott Islands,9
Core Banks,9
Pleiades Islands,9
Guam Island,8
Islas Las Marietas,8
Celebes Islands,8
Nazca Ridge,8
South Neptune Islands,8
Pakistan,8
Amami Islands,8
Tatoosh Islands,8
LESSER ANTILLES,8
Aland Islands,8
Bahama Islands?,8
Islas Daphne (= Daphne Islands),8
Archipiélago Las Aves,8
Bukidnon Prov.,8
Mamanuca Ids.,8
Queen Charlotte Ids.,8
Taiwan's Coastal Islands,8
Shortland Islands,8
Beaver Island Archipelago,8
Shizuoka Pref.,8
Komoren,8
Russel Islands,8
Pingtung Dist.,7
Greek islands,7
Niua Group,7
Turks and Caicos Ids.,7
Oki Islands,7
Long Island and New York City barrier Islands,7
Cayman Is.,7
Melaka State,7
Campbell Island group,7
Sanak Islands,7
Kangwon-do Prov.,7
Virgin Islands*,7
Persian Gulf,7
West New Britain Prov.,7
Ilhabela,7
Abaco Cays,7
Lomaiviti Arch.,7
Okinawa-shoto,7
West Mirage Islands,7
Tristan da Cunha Group,7
Outer Islands,7
des samoa,7
Channel Islands.,7
Revillagigedo Islands*,7
Kuril Islands,7
des glénans,7
Frisian Islands,7
Barat Daya Islands,7
Nicobar Is.,7
Torres Islands,6
Davao del Norte Prov.,6
Bounty Islands,6
Indian Ocean Is,6
Archipiélago Diego Ramírez,6
South Shetland Is.,6
Heard Island and McDonald Islands,6
Islas Todos Santos,6
New Britain Island,6
Plover Islands,6
Chincha Islands,6
D'Entrecasteaux Group,6
Farne Islands,6
Kayangel Islands,6
Nias Islands,6
Loo Choo Islands,6
Neptune Islands,6
Mascarene Islands*,6
Banda Is.,6
Mentawai Is.,6
Okinawa Pref.,6
Molucca Islands,6
Northern Cook Is.,6
Chagos Arch.,6
Tabar Group,6
Lesser Sunda Is.,6
Lesser Sunda Ids.,6
Arquipélago de Trindade e Martim Vaz,6
Langkawi Archipelago,6
Funafuti Islands,6
Ashmore and Cartier Ids.,6
Riau Archipelago,6
Satun Prov.,6
Revillagigedo Islands,6
Marianne Islands,6
Central. Loo Choo Islands,6
Fidschiinseln,6
Taoyuan Dist.,6
Vietnam,6
Mergui Archipelago,6
Antillen,6
ISLAS DE REVILLAGIGEDO,5
Bahrain Archipelago,5
Dog,5
Saint George,5
Pescadores Islands,5
Balearic Ids.,5
Northwestern Hawaiian Ids.,5
Palua Islands,5
Archipiélago Los Monjes,5
Shortland Group,5
BAHAMA IS,5
Enga Prov.,5
des îles australes,5
Cocos Ids.,5
Kure Atoll,5
Similan Islands,5
Gibson Group,5
Reef Islands,5
Gulf of Suez,5
Cargados Carajos Shoals,5
ALEXANDER ARCHIPELAGO,5
Batanes Ids.,5
Elizabeth Islands,5
îles sandwich,5
Terengganu State,5
Lobos de Afuera,5
Granitic Seychelles,5
Turks Islands,5
Borikhane Prov.,5
St. Matthias Island Group,5
Jaluit Atoll,5
Houtman Abrolhos,5
Tukangbesi Islands,5
Canarias,5
Coronados Islands,5
Tokelau,5
Cape Prov.,5
Chain Islands,5
Aleutian Islands.,5
Moala Ids.,5
Banana Islands,5
Turks & Caicos Islands,5
Chimbu (?) Prov.,5
Northern Line Islands,5
Lomaiviti Islands,5
Aiwo District,5
King George Islands,5
Penyu Is.,5
BAHAMAS IS,5
Islas Wollaston,4
Exuma Islands,4
Panay Islands,4
Mascarene Ids.,4
Russel Is.,4
Bismark Archipelago,4
Chincha,4
Chugach Islands,4
New Britain,4
Biak Islands,4
Button Islands,4
ALEUTIAN IS,4
uncertain,4
Archipelago of PR,4
Mindoro Islands,4
Savaii Group,4
Philippine Is,4
Midway Islands,4
Vestmannaeyjar Islands,4
Ionische Inseln,4
Moala Is.,4
St Helena,4
Comoro Islands*,4
Aldabra Islands,4
"San Andrés, Providencia and Santa Catalina",4
Gulf of Thailand,4
Paracel Islands,4
Goto Retto Ids.,4
des riau,4
Samoa*,4
Kenn Reef,4
îles falkland,4
Pilas Is.,4
CHANNEL ISLANDS,4
Andamans*,4
Abaco islands,4
Kermadec Is.,4
Greenland,4
Song-Khla Prov.,4
Denigomodu District,4
Nusa Tenggara Barat Prov.,4
Malaysia,4
Fernando de Noronha Archipelago,4
Juan Fernandez Islands,4
Grand Banks,4
Cebu Prov.,4
Corsica,4
Sulu Islands,4
Mingan Archipelago,4
Zamboanga Del Norte Prov.,4
Bahrain Islands,4
Riau Ids.,4
"Societe, Iles de la",4
Yangasa Cluster,4
Ionian Ids.,3
Northern Mariana,3
Tawi-Tawi Prov.,3
Virgin Is.,3
Leti Islands,3
Bonaventure,3
Tristan de Cunha Group,3
Mokohinau Islands,3
Lebanon,3
Baiti District,3
Meneng District,3
Liparische Inseln,3
Kalambangra Is.,3
Lau Is.,3
Louisiade Ids.,3
D'entrecasteaux Is.,3
Micronesia,3
Vanua Leva Group,3
Islas Santanilla [Swan Islands],3
Solomon Islands*,3
CAPE VERDE IS,3
West Sepik Dist.,3
South Island,3
Maltese Archipelago,3
South Shetland Is,3
Arquipélago Fernando de Noronha Archipelago,3
ALEXANDER ARCHIPELIGO,3
Cortes Bank,3
BAHAMAS SI,3
Moala Islands,3
Russell Is.,3
Haapai Group,3
Tokelau Is.,3
Dependencias Federales,3
Victoria Land,3
Ryukyus,3
Saint Pierre and Miquelon,3
San Juan Ids.,3
Truk Is.,3
Emily Group,3
Jason Islands,3
Five Islands,3
Seal Islands,3
Nusa Tenggara Timur,3
Mono Lake,3
Tukang Besi Islands,3
Phi Phi Group,3
Admiralty Is.,3
Iran,3
Ailinglaplap Atoll,3
Nomai Islands,3
Little Key Islands,3
Midway Is.,3
Kwajalein Atoll,3
MARSHALL IS,3
Panama,3
Yaeyama Islands,3
Bocas Islands,3
British Virgin Islands,3
Israel,3
Khammouan Prov.,3
Plaza Islands,3
WEST INDIES,3
Fox Ids.,3
St. Kilda,3
Gilbert Group,3
Nomuka Islands,3
des tonga,3
GREATER ANTILLIES,3
Gambier Is.,3
Hall Ids.,3
Linapacan Group,3
Heard Islands,3
Saumarez Reef,3
Izu Is.,3
Great Astrolabe Reef,3
Maltese Ids.,3
Nusa Tenggara Timur Prov.,3
Gannet Islands,2
Orkney,2
Perlas Ids.,2
Svalbard archipelago,2
Amakusa-shoto,2
Beardslee Islands,2
Is. Chesterfield,2
Palmyra Atoll,2
Cocos Is.,2
Balearic Islands archipelago,2
yaeyama,2
Islas Santanilla,2
Manua Is.,2
Rotuma Ids.,2
Les Îles-de-la-Madeleine,2
Northern Teritory,2
Nelson Prov.,2
Trinidad and Tobago,2
Victoria,2
Bonin Ids.,2
DIST CENTRAL,2
Kyongsang-bukto Prov.,2
Alexander Archilepago,2
Svalbard Is.,2
Tyrrhenian Sea,2
Morobe,2
cook,2
Ten Thousand Islands,2
Gilbert Is.,2
Lobos Ids.,2
Khuriya Muriya Islands,2
Nomoi Islands,2
Tuscan Archipelago,2
Antarctic Islands,2
Trinidad and Tobago Ids.,2
Miskito Cays,2
Chia-i Dist.,2
Campbell Islands,2
iles australes,2
Nomoi Islands (Mortlock Islands),2
Tanzanian Spice Islands,2
hawaii,2
Kerguelen Is.,2
Firth of Forth,2
South Georgia Ids.,2
North-Dalmation Archipelago,2
Okinawa Islands,2
Murray Ids.,2
Maluku Prov.,2
Cagayan Islands,2
Northern Marquesas,2
Yasawa Is.,2
So. Ryukyus,2
Mindanao Island,2
Kyonggi-do Prov. ?,2
Straumur Islands,2
England,2
Ogasawara Ids.,2
Ilocos Norte Prov.,2
Bonin Is.,2
Biscoe Is.,2
Davao Oriental Prov.,2
Shetlands,2
Nicobar Ids.,2
Pulo Condor Ids.,2
Turtle Islands,2
Galapagos,2
Elizabeth Ids.,2
Lucipara Is.,2
Dry Tortugas Islands,2
Punuk Islands,2
Islas San Blas,2
Faroe Is,2
Islas Perlas,2
Savu Islands,2
Dry Tortugas Ids.,2
Sorlen Is.,2
Komandoskye Islands,2
Key Islands,2
Galapagos Islands*,2
Falklands,2
Samoan Islands.,2
Islas Los Roques,2
Yaeyama Ids.,2
Palawan Islands,2
CHEKIANG,2
Cheju-do Prov.,2
Java Barat,2
Cape Verde Ids.,2
Mascarene,2
South Farallon Islands,2
Otu Tulu Islands,2
Poplar Island Group,2
Liu-Kiu Islands,2
Turneffe Islands,2
Arnavon Islands,2
HAWAIIAN ISLANDS,2
Cerbicale Ids.,2
Swallow Is.,2
REVILLAGIGEDOS IS,2
Kuril'skiye Ostrova,2
Saaristo Islands,2
Spratly Islands,2
Talant Islands,2
îles Marquises,2
Moluccas Islands,2
Shired,2
Aleutian Isands,1
Sir Edward Pellew Group of Islands,1
Visayan Ids,1
Trobriand Islands,1
Sangi Islands,1
ISLES DE REVILLAGIGEDO,1
Palm Island,1
NEW GUINEA,1
Islands of Furness,1
Pepperfish Keys,1
samoa,1
Hanish Islands,1
Aukland Islands,1
Ambergris Cays,1
Plana Cays Bank,1
Crozet Islands,1
Chungchong-namdo,1
Ascension Id,1
Aran Islands,1
Whidbey,1
Ranong Prov.,1
Pacific Islands,1
Alor Is.,1
Tayabas Prov.,1
Rowa Islands,1
Otago Prov.,1
La Union Prov.,1
Dahlak Archipelago,1
Kiriwina Is.,1
Saya De Malha Bank,1
Kudobin Islands,1
Bonerate Is.,1
Nakhon si Thammarat Prov.,1
Ko Phi Phi,1
Ship and Barge Islands,1
E or W New Britain Prov.,1
Lihir Island Group,1
Comoro Is,1
Rowley Shoals,1
Lesser Antilles Ids.,1
Oki Gunto Ids.,1
Islas los Testigos,1
Aleipata Islands,1
Hawaiian Islands*,1
Garry Islands,1
Aldabra,1
Norfolk Ridge,1
Lomaiviti Ids.,1
Gordon Group,1
Rizal Prov.,1
Kerama Islands,1
maluku,1
Südsee-Inseln,1
Tres Marías,1
Ringgold Is.,1
Santa Cruz Islands ·,1
San Gallan,1
Clipperton I.,1
Natunas Islands,1
North Solomons Prov. (poss.),1
Anirantz Islands,1
Song Khla Prov.,1
TRINIDAD AND TOBAGO,1
Nauru,1
Sumatra,1
Silhouette Group,1
Talaut Islands,1
West Indes,1
ISLAS SAN BENITO,1
Grey Islands,1
Andreanof Is.,1
Wellesley Islands,1
line islands,1
dauban,1
Islas de Chincha,1
"Windward Islands, Lesser Antilles",1
Eniwetok Atoll,1
Western Visayan Islands,1
Kirk's Islands,1
Kurasadai Islands,1
Groote Eylandt,1
Aru,1
Campbell Island,1
Herring Islands,1
Barat Daya Is.,1
Seribu Is.,1
Sonsorol Is.,1
St.-Barthelemy,1
"Murciélago, Islas",1
