typeStatus,reps
"""host voucher of <a href=""http://arctos.database.museum/name/Microtus miurus"">Microtus miurus</a> in <a href=""http://arctos.database.museum/publication/10007146"">HAUKISALMI et al. 2014</a>; host voucher of <a href=""http://arctos.database.museum/name/Microtus miurus"">Microtus miurus</a> in <a href=""http://arctos.database.museum/publication/1000185"">Haukisalmi et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sceloporus malachiticus"">Sceloporus malachiticus</a>, page 5 in <a href=""http://arctos.database.museum/publication/10004884"">Wiens et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Sceloporus malachiticus"">Sceloporus malachiticus</a>, page 163 in <a href=""http://arctos.database.museum/publication/10004883"">Leache 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa odonnelli"">Bolitoglossa odonnelli</a>, page 327 in <a href=""http://arctos.database.museum/publication/10004879"">Sunyer MacLennan et al. 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa odonnelli"">Bolitoglossa odonnelli</a>, page 201 in <a href=""http://arctos.database.museum/publication/10005499"">García-París et al., 2000</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Taricha rivularis"">Taricha rivularis</a>, page 372 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Myotis evotis evotis"">Myotis evotis evotis</a>, page 17 in <a href=""http://arctos.database.museum/publication/10005401"">Streicker et al. 2010</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Perognathus intermedius umbrosus"">Perognathus intermedius umbrosus</a>, page 200 in <a href=""http://arctos.database.museum/publication/10000223"">Benson 1934</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Vulpes vulpes"">Vulpes vulpes ssp.</a> ssp., page 1092 in <a href=""http://arctos.database.museum/publication/10006604"">Perrine et al. 2007</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Clethrionomys dawsoni glacialis"">Clethrionomys dawsoni glacialis</a>, page 71 in <a href=""http://arctos.database.museum/publication/10000167"">Orr 1945</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Ochotona albatus"">Ochotona albatus</a>, page 125 in <a href=""http://arctos.database.museum/publication/10000027"">Grinnell 1912</a>""",1
"HOLOTYPE OF DENDROCOLAPTES CERTHIA MEDIUS, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 74, PUBLISHED 30 DECEMBER 1920.",1
"HOLOTYPE OF XENOPS RUTILANS PURUSIANUS, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 79, PUBLISHED 26 MAY 1925.",1
TOPOTYPE OF CYANOLYCA ARGENTIGULA ALBIOR PITELKA,1
"HOLOTYPE OF PHEUGOPEDIUS GENIBARBIS BOLIVIANUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.",1
Holotype of Graphiurus kelleni ansorgei (Dollman),1
Holotype of Reithrodontomys fulvescens laceyi (Allen),1
Holotype of Reithrodontomys megalotis arizonensis (Allen),1
Holotype of Sigmodon hispidus chiriquensis (Allen),1
HOLOTYPE OF SIBON DUNNI,1
"syntype,paralec",1
"""voucher of <a href=""http://arctos.database.museum/name/Motacilla alba"">Motacilla alba</a>, page 250 in <a href=""http://arctos.database.museum/publication/52"">Kessel 1989</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Proechimys gardneri"">Proechimys gardneri</a>, page 460 in <a href=""http://arctos.database.museum/publication/10001773"">da Silva 1998</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Rhipidomys cariri cariri"">Rhipidomys cariri cariri</a>, page 959 in <a href=""http://arctos.database.museum/publication/10006314"">de Andrade Costa et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lepus othus"">Lepus othus</a>, page 600 in <a href=""http://arctos.database.museum/publication/184"">Waltari et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus othus"">Lepus othus</a> in <a href=""http://arctos.database.museum/publication/10007489"">Cason et al. 2016</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus othus"">Lepus othus</a>, page 379 in <a href=""http://arctos.database.museum/publication/10006503"">Melo-Ferreira et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex jacksoni"">Sorex jacksoni</a>, page 23 in <a href=""http://arctos.database.museum/publication/97"">Carraway 1995</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 919 in <a href=""http://arctos.database.museum/publication/10004408"">Lucid and Cook 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1357 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1398 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1188 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Microtus californicus kernensis"">Microtus californicus kernensis</a>, page 26 in <a href=""http://arctos.database.museum/publication/10000160"">Kellogg 1918</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus californicus kernensis"">Microtus californicus kernensis</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005436"">Conroy and Gupta 2011</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Mustela erminea salva"">Mustela erminea salva</a>, page 35 in <a href=""http://arctos.database.museum/publication/10000240"">Hall 1944</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys relictus"">Thomomys relictus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000384"">Grinnell 1926</a>""",1
"PARATYPE OF PLETHODON OUACHITAE, DUNN AND HEINZE, 1933, COPEIA, NO 3:121",1
"HOLOTYPE OF AGELAIUS CYANOPUS XENICUS, PARKES, K. C. 1966. GEOGRAPHIC VARIATION IN AZARA'S MARSH BLACKBIRD, AGELAIUS CYANOPUS. PROC. BIOL. SOC. WASH., 1-12. PAGE 8, PUBLISHED 23 MAY 1966.",1
"HOLOTYPE OF DIGLOSSOPIS CAERUELSCENS SATURATA, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 128, PUBLISHED 27 JULY 1917.",1
TOPOTYPE OF THRYORCHILUS RIDGWAYI BANGS,1
"HOLOTYPE OF POOSPIZA PECTORALIS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 89, PUBLISHED 12 JULY 1922.",1
"HOLOTYPE OF PLANESTICTUS OLIVATER SANCTAE-MARTAE, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED AS P.169 IN TYPE CAT**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.",1
TOPOTYPE OF TELMATODYTES PALUSTRIS AESTUARINUS SWARTH,1
"HOLOTYPE OF TYPHLOPS LONGICAUDA, TAYLOR, 1919, PHILPPINE JOUR. SCI., 14:108",1
"Holotype of Accentor erythropygius (Swinhoe, 1870)",1
Holotype of Pitta mackloti oblita,1
Holotype of Ellobius talpinus talpinus ((Pallas)),1
Holotype of Pipistrellus rendalli faradjius (Allen),1
SYNTYPES OF SCINCUS OFFICINALIS CUCULLATA,1
PARATYPE DIPSAS INDICA ECUADORENSIS,1
HOLOTYPE OF NATRIX FASCIATA CONFLUENS,1
HOLOTYPE OF ADELPHICOS VERAEPACIS,1
"""voucher of <a href=""http://arctos.database.museum/name/Gymnarchus niloticus"">Gymnarchus niloticus</a>, page 667 in <a href=""http://arctos.database.museum/publication/10006828"">Sullivan et al. 2000</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Spilogale putorius"">Spilogale putorius</a>, page 373 in <a href=""http://arctos.database.museum/publication/1000002"">Dragoo et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sula nebouxii"">Sula nebouxii</a> in <a href=""http://arctos.database.museum/publication/10007286"">Bailey 1906</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Geothlypis nelsoni karlenae"">Geothlypis nelsoni karlenae</a>, page 99 in <a href=""http://arctos.database.museum/publication/10006366"">Moore 1946</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Bolitoglossa diaphora"">Bolitoglossa diaphora</a>, page 448 in <a href=""http://arctos.database.museum/publication/10000120"">Wilson 1995</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Glossophaga soricina"">Glossophaga soricina</a>, page 330 in <a href=""http://arctos.database.museum/publication/10005039"">Findley and Jones 1965</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus yukonensis"">Glaucomys sabrinus yukonensis</a>, page 146 in <a href=""http://arctos.database.museum/publication/23"">Arbogast 1999</a>; voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus"">Glaucomys sabrinus</a>, page 284 in <a href=""http://arctos.database.museum/publication/82"">Bidlack and Cook 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus"">Glaucomys sabrinus</a>, page 257 in <a href=""http://arctos.database.museum/publication/10004392"">Bidlack and Cook 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sceloporus magister uniformis"">Sceloporus magister uniformis</a>, page 5231 in <a href=""http://arctos.database.museum/publication/10004881"">Leache and Mulcahy 2007</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Martes pennanti pacifica"">Martes pennanti pacifica</a>, page 902 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>; voucher of <a href=""http://arctos.database.museum/name/Martes pennanti pacifica"">Martes pennanti pacifica</a>, page 1 in <a href=""http://arctos.database.museum/publication/10006584"">Tucker et al. 2012</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Castor canadensis belugae"">Castor canadensis belugae</a>, page 429 in <a href=""http://arctos.database.museum/publication/10000401"">Taylor 1916</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys bottae fumosus"">Thomomys bottae fumosus</a>, page 329 in <a href=""http://arctos.database.museum/publication/10000281"">Hall 1932</a>""",1
"HOLOTYPE OF TURDUS PHAEOPYGUS CAYENNENSIS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 50, PUBLISHED 29 JUNE 1931.",1
"HOLOTYPE OF HYLOPHYLAX NAEVIOIDES SUBSIMILIS, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 129, PUBLISHED 27 JULY 1917.",1
Holotype of Oryzomys macconnelli (The Coryndon Museum),1
Holotype of Myotis nigricans caucensis (Allen),1
HOLOTYPE OF MICRURUS STUARTI,1
HOLOTYPE OF MATOATOA SPANNRINGI,1
PARATOPOTYPE OF SISTRURUS MILIARIUS STRECKERI,1
PARATOPOTYPES OF PSEUDOBRANCHUS STRIATUS AXANTHUS,1
HOLOTYPE OF PHYLLODACTYLUS DUELLMANI,1
HOLOTYPE OF TRIONYX SPINIFER GUADALUPENSIS,1
PARATYPE OF OEDIPUS FLAVIMEMBRIS,1
PARATYPE OF BOULENGERULA TAITANUS,2
PARATOPOTYPE OF ELEUTHERODACTYLUS GREGGI,1
PARATYPES OF TOMODACTYLUS PETERSI,1
"""voucher of <a href=""http://arctos.database.museum/name/Fregata magnificens"">Fregata magnificens</a>, page 4 in <a href=""http://arctos.database.museum/publication/10007031"">Stidham 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Monodelphis domestica"">Monodelphis domestica</a>, page 332 in <a href=""http://arctos.database.museum/publication/10005487"">Solari 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Monodelphis domestica"">Monodelphis domestica</a>, page 263 in <a href=""http://arctos.database.museum/publication/10006282"">Caramaschi et. al. 2011</a>""",4
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a>, page 919 in <a href=""http://arctos.database.museum/publication/10004408"">Lucid and Cook 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a>, page 245 in <a href=""http://arctos.database.museum/publication/10004800"">MacDonald et al. 2009</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias minimus"">Tamias minimus</a>, page 149 in <a href=""http://arctos.database.museum/publication/10004424"">Piaggio and Spicer 2000</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias minimus"">Tamias minimus</a>, page 336 in <a href=""http://arctos.database.museum/publication/10004425"">Piaggio and Spicer 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Tamias minimus borealis"">Tamias minimus borealis</a>, page 61 in <a href=""http://arctos.database.museum/publication/10005434"">Reid et al. 2012</a>""",1
"""erroneous citation of <a href=""http://arctos.database.museum/name/Neotamias umbrinus"">Neotamias umbrinus</a>, page 152 in <a href=""http://arctos.database.museum/publication/10004426"">Banbury and Spicer 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae concisor"">Thomomys bottae concisor</a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Marmota broweri"">Marmota broweri</a>, page 868 in <a href=""http://arctos.database.museum/publication/10004600"">Gunderson et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Marmota broweri"">Marmota broweri</a>, page 75 in <a href=""http://arctos.database.museum/publication/10006323"">Gunderson et al. 2012</a>; host voucher of <a href=""http://arctos.database.museum/name/Marmota broweri"">Marmota broweri</a> in <a href=""http://arctos.database.museum/publication/10007158"">Wickström et al. 2005</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1303 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""paratopotype of <a href=""http://arctos.database.museum/name/Plethodon longicrus"">Plethodon longicrus</a>, page 1 in <a href=""http://arctos.database.museum/publication/10000311"">Dennis 1962</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Myotis yumanensis"">Myotis yumanensis</a>, page 35 in <a href=""http://arctos.database.museum/publication/10004767"">Stadelmann et al. 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Pipistrellus subflavus"">Pipistrellus subflavus</a>, page 268 in <a href=""http://arctos.database.museum/publication/10005873"">Armstrong et al. 2006</a>; voucher of <a href=""http://arctos.database.museum/name/Pipistrellus subflavus"">Pipistrellus subflavus</a>, page 82 in <a href=""http://arctos.database.museum/publication/10005874"">The Bats of Wyoming</a>""",1
"HOLOTYPE OF HYLOPHYLAX CONSOBRINA, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 172, PUBLISHED 8 AUGUST 1913.",1
"PARATYPE OF SIAPHOS KEMPI, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:118",2
Holotype of Ovis nivicola (Eschscholtz),1
Holotype of Reithrodontomys sumichrasti australis (Allen),2
Holotype of Ammospermophilus leucurus peninsulae,1
HOLOTYPE OF RANA PUEBLAE,1
HOLOTYPE OF PSEUDACRIS BRIMLEYI,1
PARATOPOTYPE OF NECTURUS BEYERI,1
PARATYPES OF HYLA AURANTIACA SURDA,1
HOLOTYPE OF GRAPTEMYS PSEUDOGEOGRAPHICA OUACHITENSIS,1
PARATYPES OF AMBYSTOMA BARBOURI,2
HOLOTYPE OF LEIOCEPHALUS CARINATUS GRANTI,1
PARATYPE OF SCELOPORUS JARROVII CYANEUS,2
PARATOPOTYPE OF ELEUTHERODACTYLUS CARMELITAE,1
"""voucher of <a href=""http://arctos.database.museum/name/Martes americana""><i>Martes americana</i> (Turton, 1806)</a>, page 7 in <a href=""http://arctos.database.museum/publication/10006492"">Han and Worobey 2012</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Aimophila carpalis cohaerens"">Aimophila carpalis cohaerens</a>, page 121 in <a href=""http://arctos.database.museum/publication/10006365"">Moore 1946</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thamnophis atratus zaxanthus"">Thamnophis atratus zaxanthus</a>, page 328 in <a href=""http://arctos.database.museum/publication/10000602"">Boundy 1999</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Marcusenius moorii"">Marcusenius moorii</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">Sullivan et al. 2000</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 11 in <a href=""http://arctos.database.museum/publication/10004795"">Kang et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 9 in <a href=""http://arctos.database.museum/publication/10004593"">Kang et al. 2009</a>; host voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 6 in <a href=""http://arctos.database.museum/publication/10004797"">Kang et al. 2009</a>; host voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 596 in <a href=""http://arctos.database.museum/publication/10005393"">Kang et al. 2010</a>; host voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 7499 in <a href=""http://arctos.database.museum/publication/10006256"">Kang et. al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus"">Sorex monticolus</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006491"">Sumibcay et al. 2012</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Batrachoseps gavilanensis"">Batrachoseps gavilanensis</a>, page 69 in <a href=""http://arctos.database.museum/publication/10001787"">Jockusch et al. 2001</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys umbrinus pullus"">Thomomys umbrinus pullus</a>, page 674 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Papio hamadryas""><i>Papio hamadryas</i></a> ssp. in <a href=""http://arctos.database.museum/publication/10006588"">Grieco et al. 2013</a>""",1
TOPOTYPE OF CINNYRIS ANGOLENSIS KAKAMEGAE VAN SOMEREN,1
TOPOTYPE OF HABIA RUBICA CRISSALIS PARKES,1
Holotype of Crateroscelis robusta bastille,1
Holotype of Pseudocheirus cinereus,1
Holotype of Neotoma albigula durangae (Allen),1
HOLOTYPE OF HYLA PARKERI,1
PARATOPOTYPE OF AMEIVA FESTIVA MIADIS,1
HOLOTYPE OF ELEUTHERODACTYLUS STANTONI,1
"""voucher of <a href=""http://arctos.database.museum/name/Ophthalmotilapia ventralis"">Ophthalmotilapia ventralis</a> in <a href=""http://arctos.database.museum/publication/10006793"">Cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Ophthalmotilapia ventralis"">Ophthalmotilapia ventralis</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">Parsons et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Progne subis"">Progne subis</a>, page 25 in <a href=""http://arctos.database.museum/publication/10006461"">Moore 1938</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Bolitoglossa zacapensis"">Bolitoglossa zacapensis</a>, page 519 in <a href=""http://arctos.database.museum/publication/10006339"">Rovito et al. 2010</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Nannocharax"">Nannocharax dageti</a> dageti, page 362 in <a href=""http://arctos.database.museum/publication/10006850"">Jerep et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus sanctidiegi"">Microtus californicus sanctidiegi</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1172 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cystophora cristata"">Cystophora cristata</a>, page 327 in <a href=""http://arctos.database.museum/publication/7"">Burns and Gavin 1980</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Lemmus trimucronatus"">Lemmus trimucronatus</a>, page 727 in <a href=""http://arctos.database.museum/publication/134"">Fedorov et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Lemmus trimucronatus"">Lemmus trimucronatus</a>, page 24 in <a href=""http://arctos.database.museum/publication/10005403"">Peirce and Peirce 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Lemmus trimucronatus"">Lemmus trimucronatus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys bottae brevidens"">Thomomys bottae brevidens</a>, page 330 in <a href=""http://arctos.database.museum/publication/10000281"">Hall 1932</a>""",1
"HOLOTYPE OF ELEUTHERODACTYLUS CHLOROPHENAX, SCHWARTZ, 1976, HERPETOLOGICA, 32:168",1
Lectotype; Renamed,1
"HOLOTYPE OF LOPHOTRICCUS EULOPHOTES, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 93, PUBLISHED 15 JULY 1925.",1
"PARATYPE OF BRACHYMELES ELERAE, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:273",1
Holotype of Crocidura olivieri nyansae (Neuman),1
Holotype of Rhinolophus maclaudi ruwenzori (Hill),1
Holotype of Molossus molossus ((Pallas)),1
HOLOTYPE OF MABUYA BERENGERAE,1
HOLOTYPE OF GEOBATRACHUS WALKERI,1
PARATYPE OF TROPIDOPHIS NIGRIVENTRIS HARDYI,1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma floridana osagensis""><i>Neotoma floridana osagensis</i></a>, page 798 in <a href=""http://arctos.database.museum/publication/1000056"">Edwards and Bradley 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Neotoma floridana""><i>Neotoma floridana</i> (Ord, 1818)</a>, page 498 in <a href=""http://arctos.database.museum/publication/10004420"">Edwards and Bradley 2002</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Sorex rohweri"">Sorex rohweri</a>, page 97 in <a href=""http://arctos.database.museum/publication/10004584"">Rausch et al. 2007</a>""",1
type; holotype; type; type,1
"""paratype of <a href=""http://arctos.database.museum/name/Doumea skeltoni"">Doumea skeltoni</a>, page 577 in <a href=""http://arctos.database.museum/publication/10006776"">Ferraris and Vari 2013</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Puma concolor"">Puma concolor</a> in <a href=""http://arctos.database.museum/publication/10006496"">Holbrook et al. 2012</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Mustela frenata nigriauris"">Mustela frenata nigriauris</a>, page 95 in <a href=""http://arctos.database.museum/publication/10000003"">Hall 1936</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae lenis"">Thomomys bottae lenis</a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1287 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Synaptomys borealis"">Synaptomys borealis</a> in <a href=""http://arctos.database.museum/publication/10007160"">Haukisalmi et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Synaptomys borealis"">Synaptomys borealis</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys talpoides cheyennesis"">Thomomys talpoides cheyennesis</a>, page 5 in <a href=""http://arctos.database.museum/publication/10000009"">Swenk 1941</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Myotis yumanensis altipetens"">Myotis yumanensis altipetens</a>, page 9 in <a href=""http://arctos.database.museum/publication/10000020"">Grinnell 1916</a>""",1
"HOLOTYPE OF SPHAERODACTYLUS CRYPHIUS, THOMAS AND SCHWARTZ, 1977, ANN. CARNEGIE MUS., 46:39",1
"HOLOTYPE OF AMEIVA AUBERI FOCALIS, MCCOY, 1970, ANN. CARNEGIE MUS., 41:137",1
"""paratype of <a href=""http://arctos.database.museum/name/Liophis cobella dyticus"">Liophis cobella dyticus</a>, page 159 in <a href=""http://arctos.database.museum/publication/10000370"">Dixon 1983</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa epimela"">Bolitoglossa epimela</a>, page 328 in <a href=""http://arctos.database.museum/publication/10005491"">Parra-Olea et al. 2004</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Uta stansburiana hesperis"">Uta stansburiana hesperis</a>, page 415 in <a href=""http://arctos.database.museum/publication/10000320"">Richardson 1915</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Passerina cyanea"">Passerina cyanea</a>, page 464 in <a href=""http://arctos.database.museum/publication/148"">Gibson and Kessel 1992</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Tamias umbrinus"">Tamias umbrinus</a>, page 60 in <a href=""http://arctos.database.museum/publication/10005434"">Reid et al. 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Vulpes vulpes"">Vulpes vulpes</a>, page 15 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Sigmodon ochrognathus montanus"">Sigmodon ochrognathus montanus</a>, page 157 in <a href=""http://arctos.database.museum/publication/10000028"">Benson 1940</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1171 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1210 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Ctenotus uber"">Ctenotus uber</a> in <a href=""http://arctos.database.museum/publication/10006827"">Rabosky et al. 2009</a>""",1
Cotype; Type,1
"HOLOTYPE OF PHEUGOPEDIUS MACRURUS ANNECTENS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 205, PUBLISHED 20 MAY 1912.",1
Holotype of Atherurus macrourus ((Linneaus)),1
Holotype of Elephantulus intufi,1
