continent	reps
West Prong Pigeon RIver	1
Wet Beaver Creek	1
Yamada-gawa River(<)	9
Yelow River Drainage, Clark Pond	1
Yonoo-gawa River(<Ina-gawa River)	2
Yoshino-gawa River<old Yoshino-gawa River<  watercourse	8
[South Fork] Lemonwier River	1
headwaters of Whitewater River	1
mouth of Seneca River	1
mt creek	1
south america	2
tributary Brushy Fork	5
tributary Gooseberry Creek	19
tributary Lawrence Creek	2
tributary Rock River	152
unnamed tributary of Little Tennessee River	1
AfricaAthi River	1
Allais Creek	7
Anou River system	1
Arafra Sea	14
Asia/Índico/Pacífico	12
AustraliaWaratah Bay	1
Banjyo-gawa River	7
Ben Davis Creek	2
Bering Strait	6
Big Bureau Creek	51
Big Silver Lake	1
Bivens Pond	22
Brier Creek	13
British West Africa	1
Brook near Pinkham Notch Camp	1
Brush Creek	101
Bull Run	2
Caribe. Atlántico	56
Chestuee Creek	11
Copy of DS-SoolSource_workbook_2012-2-7_15:52	10
Cosby Creek	7
Cottonwood creek	1
Crow Wing River [Shell River]	1
Crystal Glen Creek	1
Cut Bank Creek	9
Dam (Niyodo-gawa River)	2
Ditchend Brook	1
Dumville Creek	2
E-gawa River System,  Izuriha-gawa River	34
East Branch Maple River	51
East Fork, La Moine River	2
French Broad River	15
Furukawa River	1
Gaks Creek	1
Gekkou-gawa River(<Fukiura-gawa River)	3
Gibbs Brook	32
Gold River	3
Hillabee Creek	2
Hinai-gawa River	2
Hogthief Creek	8
Holland Lakes	5
Ial Creek	1
Iyono-gawa River, Tsuga-gawa River	1
J. Creek	2
Kiser Creek	2
Kuji-gawa River	3
Lake Superior	146
Lilly Creek	2
Limestone Branch	19
Middle Fork of the Vermilion River	1
Nagamine-ike	15
North Umpqua River	1
Off Amamioshima Island	25
Off Haneda  Tokyo Bay	1
Off Hombekkai	1
Off Kurose Port, Kasasa(Marine)	1
Off Wakkanai -123m	1
Ohzuchi Bay	2
Orietnal	1
Ottawa River	44
Perdido Basin	3
Pomme de Terre River ?	1
Pope Creek	53
R. Amtstel	1
Rainbow Falls	1
Roughlock Falls	1
Salt Fork River	26
Santa Rita Spring	2
Shigenobu-gawa River?	5
Sogen-gawa River(<Omogo-gawa River)	1
South Branch Kishwaukee River	103
South Fork of Station Camp Creek (KY River)	3
Spring Lake	9
Susquehanna River	149
Tippecanoe River	201
Trib. Scioto River	1
Tributary Auxier Creek	2
Tributary Chattooga River	5
Tributary Great Miami River	10
Tributary Middle Fork Vermillion River	1
Tygart Valley River	5
Unnamed trib of Silver Cr	2
Walker Prong at road bridge	2
West Prong of Little River	4
Whitewater Creek	21
Yabegawa River mouth	29
Yoshihama-gawa River	3
Yoshino-gawa River>unknown  watercourse	18
[Boise] Brule River	67
byakko-gawa River	3
off Kaohsiung	3
off Owase	1
unnamed trib. to Beaucoup Creek	1
watercourse < Tatee-gawa River	2
watercourse <Haha-gawa River<kaifu-gawa River	2
watercourse<Tatara-gawa River<Katsura-gawa River	2
Áfica/Atlántico	2
4 km E Gorham	1
Allens Creek	16
Alum Creek	35
Amami Oshima Island	22
Asakawa River	3
Ashida-gawa River System,   Kamiya-gawa River	1
Asia temperate	3
Atlantic Ocean and Arctic Ocean	2
Au N-W d'Antsiranana"	2
Berens River	3
Big Muddy	1
Br. Snow Fork	1
CENARGEN	5
Cantábrico. Atlántico	4
Carbondale Creek	1
Cedar Creek tributary of Sandy River	5
Central Creek	2
Central North Sea	47
Chippewa Creek	3
Coal Branch	1
Cold Spring	2
Copperas Creek	5
Crete	2
Dove Lake	72
Dutchmans Creek	2
East Ash Creek	2
East Fork Anderson Creek	1
France/northeastern Atlantic	5
Glenwood Springs	1
Goodale Creek	2
Gounokawa River>Izuriha-gawa River	1
Gowins Creek	4
Grande Ronde River	33
Hakui-gawa River System,  Ninu-gawa River	5
Hane-gawa River	5
Hayashida-gawa Riber (<Ibo-gawa River)	1
Horsetail Falls	36
Humber River	1
Hyde Lake	15
Hyuga-Nada	9
Indian	1802449
Indian River	3
Isobe-gawa River	1
Japan/NW Pacific	164
Kamiyakawa-gawa River(Niyodo-gawa River)	3
Katsura-gawa River(<Yorimo-gawa River)	4
Katsura-gawa River<<Chikugo-gawa River	11
Koutsuki River in vicinity of Tamae Bridge(Freshwater)	5
Kujino-gawa River	7
Kuskokwim River	2
L' Eau Frais	1
L.Saromako	1
Lake Geneva	135
Lake Pelican	15
Lake Shinji-ko	3
Lily L.ake	1
Little Miami River	73
Little Muddy River	33
Little Ocqueoc River	2
Little South Fork/Cumberland River	1
Macintosh Brook	10
Manzanita Creek	1
Masukawa-gawa River	7
Mi-river,  Naktong-river sys	2
Middle Fork American River	3
Miyakawachitani-gawa River	1
Monroe City Creek	1
Moran Creek	1
NE Atlantic	1402
Nelson River	5
Niyodo-gawa River System,  Chojya-gawa River	3
North Fork Castle Creek	3
North Fork of Elkhorn River	1
Oconaluftee RIver	1
Off Aburatsubo Marine Park	2
Off Date-shi, Uchiura Bay	1
Off Gobo-shi	2
Off Kaimon(Marine)	8
Off Karang Antu	1
Off Kujukuri	2
Off Monte Trigo	2
Ohno-gawa River	3
Okinawa I.	627
Ranger Creek	1
Right Hard Fork	1
Rock Castle R.	1
Rose Creek	17
S Africa	1
Seneca Creek	14
Shinokawa Bay, Shinokawa, Setouchi, Amami-oshima Island(Marine)	27
Siletz River	15
Solider Lake	1
South Fork Ouachita River	18
Stillwater RIver	2
Syokawachi-gawa River(<Ainoura-gawa River)	3
Tributary Big Muddy River	46
Tributary Craborchard Creek	1
Tributary Mississippi River	87
Tributary Raccoon Creek	1
Upper Eulah Creek	327
Upper Miller Creek	7
Upper Sheenjek River	3
Upper Skagit River	2
Verde County, Texas	6
Västra Asien	1
West Fork Whitewater River	12
West Prong Little PIgeon River	7
White's Creek	1
Windfall Creek	5
Yokohama Bay	1
brook entering Swan Lake	1
drainage ditch	12
gravel pits	8
near headwaters of Elk Creek	2
near mouth of Niyodo-gawa River	1
nr. Smith Creek	5
the East China Sea?	1
tributary Lamoine River	1
tributary of Palmiet River	1
unnamed tributary of Chatooga River	1
watercourse,  west of (<Higashioobori-gawa River<Iio-gawa River<Yoshino-gawa River)	1
"Madagascar, Toliary, Aux environs de la Table"	2
(<<Ishikari-gawa River)	2
(<Hiroishidani-gawa River<Akui-gawa River)	1
Alley Spring	2
Apalachee River	8
Barren Fork	6
Belle Creek	21
Big Creek	263
Boomer Swamp	2
Buckeye Creek	3
Burbridge Creek	1
Burden Creek	12
Cambodia	418
Carranza River	42
Carrizo Creek	1
Chicago Creek	2
Confluence of Murrumbidgee and Umerella Rivers	4
Corte de Madera Creek	1
E Carson River, above Silver [King] Creek	1
E.Fk. Granite Creek	1
Eagle Branch	3
Esat China Sea(Marine)	2
Euope	1
Fenton River	4
Fowlers Mill Stream	6
Franklin Creek?	1
Grant Creek	35
Hawks Creek	1
Head Creek	1
Hirose-gawa River(<Komenotsu-gawa Tiver)	2
Indéterminé	275
Iowa River	4
Isaacs Creek	1
Kinsei-gawa River System,  Yamadai-gawa River	3
Koedo-gawa River(<Kabatani-gawa River<Takatsu-gawa River)	4
Kokubu-gawa River	9
Lake Emir	4
Lake Itasca	1
Libby Creek	11
Little Grassy Lake	5
Long Slough	3
Middle Fork Little Beaver Creek	3
Mineral Creek	8
Mirror Lake	1
Mount Dell Creek	1
Murrumbidgee River	42
Nanao,Toyama Bay	16
Nishiki-gawa River	3
Niyodo-gawa RiverDoi-gawa River	1
Noiri-gawa River(<Nakura-gawa River<Yahagi-gawa River)	3
Obed River	2
Off Choshi-shi	6
Off Hachinohe	2
Off Kamaya(Marine)	1
Off Kamoenai	1
Off Matsue	1
Off Shionomisaki Cape	148
Off Sone	2
Off Tsubaki	26
Ohtodo-gawa River	1
Ohtsuda-gawa River(<Kuwano-gawa River)	1
Ohura-gawa River	4
Pikes Creek	8
Pope creek	4
Port Darwin	4
Portland Creek	1
Pymatuning Creek	3
Rabbit River	8
Rio Motagua	10
SE Asia	1
Saluda River	1
Sapik River	1
Seto Inland Sea >	23
Shimanto-gawa River	72
Shionomisaki,Off Andonohana	1
Skiffe�s Creek	4
South Branch Rock Creek	2
South Fork Cave Creek	12
Sparrow Creek	3
Sugar Mill Creek	11
Sylamore Creek	26
Taggart  Creek	6
Takami-gawa River	1
Tama-gawa River	1
Temperance River	40
The Fishing Port adjacent to Terasaki coast, north coast of Yoron Island(Marine)	7
The Taiwan Strait	1
Tiger Run	1
Tokachi-gawa River	3
Trib. Forge Creek	85
Trib. Piscasaw Creek	1
Tributary of Taringamotu River	3
Trim Creek	23
Tunkhannock Creek	1
Unnamed tributary of Big Muddy River	1
Uwayamatani-gawa River(<Funado-gawa River<Akui-gawa River<Yoshino-gawa River)	1
Wall Branch	2
Watt Creek	2
White Lick Creek	3
Willamette River	19
Yasuda-gawa River	8
Youngs Cove Stream	1
midstream of Nagao-gawa River	1
midstream of Sagami-gawa River	4
north edge of Roanoke River	4
off Goto Islands	1
old Yoshino-gawa River>Miya-gawa RiverUchitani-gawa River>old Miya-gawa RiverUchitani-gawa River>unknown  watercourse	18
tributary Gibbons Creek	4
unnamed tributary Jordan Creek	2
vallée  de l'Androranga Bassin de la Bemarivo du Nord Est"	2
AfricaNW Lake Victoria, Sango Bay	1
Afrique du Nord	3
Akime Fishing Port, Akime, Bounotsu(Marine)	1
Akuta-gawa River	44
Alum creek	2
Amérique Tropicale	2
Ariake-kai	13
Atlantic Ocean, Pacific Ocean and Indic Ocean	9
Bayou Nezpique	1
Blackberry Creek	92
Cannon River	25
Carroll Creek	15
Chojya-gawa River(<Niyodo-gawa River)	7
Christian Creek	3
Colorado River	138
Conewango Creek	14
Dai-gawa River	4
Damnation Creek	6
East Africa	31
Embarras Rvier	1
Europa [enligt  etikett]	1
Fen	5
Fkushima-gawa River	7
Floras Creek	8
Funka Bay	6
Ghost River	3
Haskell Run	4
Hiji-gawa River (pond)	2
Illinois River	2202
Imaduoh-gawa River(<Shioduoh-gawa River)	2
Jack's Fork River	15
Japan Sea	57
Kabuto-gawa River	2
Kikonai-gawa River	1
Koamamigawa River	1
Koura Bay, Kasasa(Marine)	5
Kumanoe-gawa River	4
LITTLE HICKORY CREEK	1
Lake Anosy	1
Lake Creek	107
Lake Seminole	1
Lily Lake	2
Little Escambia Creek	1
Little Gunpowder Falls	4
Little Piney River	2
Little Pond Creek	4
Lower Velma Lake	3
Mar de Ajo	3
Market Lake	2
McKay East Spring	1
Megumi-gawa River	4
Middle Fork Drakes Creek	8
Milk Creek	1
Miller Creek Canyon creek	1
Minami River(Freshwater)	11
Montreal Lake	1
More Licker Creek	2
Morimoto-gawa River	3
Mouth of Manose River(Estuaries)	2
Mouth of channel at Chabana, under a bridge for Route 631,  Yoron, Yoron Island(Estuaries)	22
Nakasuji-gawa River	1
Namekagon River	421
New Ireland Forearc	11
Nishin Creek	2
Nonsan-river,  Kum-river sys	13
North AmericaBeaver Lake	4
North Atlantic, Atlantic Ocean	6
North Fork of Saskatchewan River	5
North Trout Creek [Big Trout Creek]	4
Off Bisanseto	1
Off Daiozaki	5
Off Furue(Marine)	31
Off Minabe	32
Off Mitajiri(Marine)	1
Off Rausu	5
Off Shimane Prefecture	1
Peyton Creek	4
Pine Hill Creek	2
R. Ruuta	1
R. Sipsey	1
Ramsey Branch	19
Red Deer River	10
Rock Creek	387
Russie	2
Saline Cr	21
Sargent's House Pond	5
Shaffer Creek	10
Slate River	6
Small Creek	16
South Branch Grand Codroy River	1
South Fork Big Creek	2
South Ranch	1
Southern Outlet Ditch	4
Sumiyoshi River estuary	4
Suzuka River	23
The Mediterranean Sea	1
Thompson's Spring	1
Tin Can Bay	1
Togue Pond	6
Tolo Channel	14
Tone-gawa River>Edogawa-gawa River>Mama-gawa River	1
Toxaway River	5
Tributary 2 Devil�s Lake	1
Tributary Clear Creek	40
Tributary Indian Creek	1
Tributary Johnson Creek	2
Tributary, Shoal Creek	1
Two Bridge Creek	1
Unnamed trib of Killbuck Creek	1
Unnamed trib of Mill Cr	1
West Fork Pigeon River	3
Winnebago Lake	11
Yoshino-gawa River>Handa-gawa River>	2
Yoshino-gawa River>Imagire-gawa River>Miyajimaeko-gawa River>unknown watercourse 鐃?	8
[Pike Creek]	2
farm pond	5
south America	3
tributary Brushy Creek	3
tributary of Little Walker Creek	3
"Madagascar, Fianarantsoa, Ihosy, 11km au SE de la RN7, sur la route d'Ihosy à Ivohibe"	2
"Madagascar, Fianarantsoa, Manakara,  Ambato-Ivakoana"	2
(<Muya-gawa River)	1
Abrams Creek	843
Afr.N. & Moy.-Or.	295
Akaba River	10
America-Central	2
Apalachee river	20
Arktis	4
Asien, sydöstra [hemland]	1
Beargrass Creek	41
Big Bushkill Creek	1
Burnett creek	3
Castor River	2
Changni-river,  Namhan-river sys	1
Chikumiji-gawa River	7
Chintimini Creek	1
Comal River	11
Confl. Flatrock &amp; Driftwood Rivers	2
Dereedy Creek	5
Drowning Creek	4
E-gawa River>Nigori-gawa River>Yagami-gawa River	2
Eastern Atlantic	1
English River	7
Escalante River	1
Geneva Creek	1
Greer Spring	1
Guadalupe River	19
Gyorakuji Basin (<watercourse,  west of <Higashioobori-gawa River<Iio-gawa River<Akui-gawa River<Yoshino-gawa River)	3
Hamilton River	1
Hiogawa River	1
Hogtown Creek	1
Hyuga Nada	2
Ikataoh-kawa River	9
Imi-gawa River	20
Kashihara-gawa River(<Asahi-gawa River<Katsuura-gawa River)	4
Lake Sequoyah	12
Larks Lake	3
Lavenger Lakes	2
Machino-gawa River	4
Mad RIver	1
Makinaw River	83
Marie DeLarme Creek	1
Middle Branch Shade River	7
Miners River	71
Mugi-gawa River>Mugi-gawa River>Tachibana-gawa River	40
Nakajima River	1
Nannothemis Bog	1
Nowland Lake	4
Não informado	286
Ochi Riv.	68
Off Kanno Island, Kasasa(Marine)	1
Off Kochi Pref.	19
Off Oki Islands	1
Off Wajima	1
Off Wakayama Prefecture	3
Off fishing port at Kushi(Marine)	46
Pacolet River	2
Porter Creek	2
Puncheon Creek	5
Queensland	35
Quinalt River at Cannings Creek	1
R. Kojiro	1
R.Hangang	1
ROBINSON CREEK	1
Red Rock Creek	11
Rio Santo Domongo (Rio Apres Dr.)	1
River Dove	13
Saline River	25
Sarasota Bay	2
Satsunan sea	39
Shiraidani-gawa River(<Kabatani-gawa River<Takatsu-gawa River)	2
So. Platte R.	2
South Boulder Creek	11
South Fork Saline Cr	16
Souza,  L.L. de; Reis,  J.C.	1
Tohoku~Hokkaido	2
Tonoloway River	2
Toyama Bat	3
Tributary Elk Creek	6
Tributary Pine Branch River	3
Tributary to Crooked Creek	3
Trout Stream	2
Unnamed trib of Little Rock Cr	1
Unnamed tributary North Fork Vermilion River	1
Valley of Our River	2
Wariishi-gawa River(<Omogo-gawa River)	1
Yatsuhiro Bay	1
Yellowstone Lake	30
old Yoshino-gawa River(<Yoshino-gawa River)	1
roadside pond	1
the Sea of Okhotsk	2
tributary Pink Creek	1
watercourse(<Ohta-gawa River)	1
(<Agatsuma-gawa River)	4
(<Doi-gawa River<Niyodo-gawa River)	1
(<Wajima-gawa River)	6
(<Yodo-gawa River)	9
(Poir.) Kunth.	1
Asahi-gawa River(<Katsuura-gawa River)	5
Assegaibos Stream, tributaryof Jonkershoek River	1
Australia ?	45
Big Bailey Run	9
Bordure Ouest de la baie d'Antsiranana"	2
Boyden Creek	2
Brockman Creek	3
Buffalo Creek	76
Bunch Reservoir	12
COAL CREEK	3
Caribe/Atlántico	1
Catawba River	23
Central Asien	1
Colorado river	1
Crawfish River	2
Daichidani-gawa River(<Akui-gawa River<Yoshino-gawa River)	3
Dennys River	1
Devils River	37
Dolly's Spring	4
Eastern Pacific	10
Fletcher Creek	41
Great Ocean	3
Haeju Bay	1
Heard's Pond	5
Hidden Lake Creek	2
Highland Falls	1
Hiram Sweet Ditch	1
Horsehead Creek	1
Hyuga-nada	17
Ibarakigawa River	3
Indian Ocean, off Ceylon, ca.440km east of Dondora, Ceylon	1
Kamu-gawa River	2
Keith Creek	34
Kessingers Pond	1
Kilbuck Creek	3
Kirkman Creek	1
Lake Tanganyik	14
Lime Creek	17
Maditerranean	1
Mattagami River	32
Mill Pond	4
Mississippi R.	13
Mitsugi-gawa River(<Ashida-gawa River)	21
Monterey	96
Munuscong River	1
Mush Creek	1
Musselshell River	1
Ninth River	4
North Branch Otter River	19
Oconaluftee River	61
Off  Tarumi	10
Off Aburatsubo	2
Off Nomaike Port(Marine)	1
Off Suezaki	1
Off Tomakomai	6
Oohara Port	100
Oshioka-gawa River<Sakura-gawa River	1
Ottery Creek	1
Ozark Branch Sugar Creek	1
P.E. Africa	2
Pike Creek	1
Poor Fork Cumberland River	5
Port of Zinousaki, Kataura, Kasasa(Marine)	2
R.Shimodagawa	1
R.Togawa	1
Ritter Spring	3
River Donau	1
Sacramento River	49
Sappa Creek	2
Shinryuko Lake	1
Silver  Creek	56
Small creek	1
Soap Creek	12
Sofutani-gawa River(<Miya-gawa RiverUchitani-gawa River<old Yoshino-gawa River<Yoshino-gawa River)	1
South Fork Creek	9
Split Rock Creek Branch	1
Steelhead Creek	27
Stewart Lake Outlet to  GeeJay Lake	1
Stillwater River	24
Suriname/western Atlantic	1
Suva Creek tributary	4
Swan River	50
Taiwan/northwestern Pacific	16
Teal Pond	4
Thailand	4
Tributary  Negro Creek	1
Turkey Foot Run	3
Tweed  River	9
Unnamed trib of Meredosia Ditch	2
Upper Esk	3
Vandalia Spring	1
Water Body	11767
Watson Pond	7
West Africa	58
Wright's Slough	9
[Unn. Trib. Little Beaver Creek]	1
muddy creek	1
tributary of Big Creek	2
tributary of Chatanika River	1
watercourse<old Yoshino-gawa River<Yoshino-gawa River	2
white river	6
"Madagascar, Fianarantsoa, Ifanadiana, Coffee Research Centre at Kianjavato FOFIFA, 25 km east of Ifanadiana"	2
"Madagascar, Toamasina, Fenoarivo-Est,  Tanambao Tampolo"	2
(<Nakatsu-gawa River<Sagami-gawa River)	2
1 km north off Izashiki Port, Sata(Marine)	17
Abrams creek	1
Africa, Western Africa, Africa	29
Apalachicola River	1
Artist's Brook	11
Asia, Europe	3
Asono-gawa River(<Ohita-gawa River)	1
Auxier Creek	6
Azja	192
Basin,  Yamadai-gawa River	1
Big Eastatoe Creek	1
Boom Lake	1
Breer River	2
British W. Africa	1
Burchi Spring	1
Butterfield Creek	8
CAPTIVE	143
Campbell Creek	14
Carp River	18
Cascade Creek	18
Cowlitz River	4
Denny Creek	2
Doe Creek	5
Dry Branch?	1
East China Sea(Marine)	519
East Fork Vermillion River	1
Fairchild Creek	7
Finley and Adams creek	1
Fool Heu Creek	1
Guadalupe river	1
High Creek	1
Houdu-gawa River	7
Hursey Ditch	1
Hwangryong-river,  Yongsan-river sys	10
Ida River	7
Ikeda River	23
Iyo-nada Sea(<Seto Inland Sea )	1096
Jocko River	6
Kamikotani-gawa River<Kaifu-gawa River	5
Kattegat Strait	440
Keady Creek	1
Kearsley Creek	1
Kii Strait	41
Kitagawa River mouth	2
Knob Creek	7
Lake Tequesquitengo	5
Little Cache River	6
Little Saline River	16
MacKensie River	13
Madagascar/western Indian Ocean	1
Mekata-gawa River	4
Middle Fork Vermilion River	935
Mill Branch Creek	1
Moser River, Lower Goldmine Creek	7
Moushi-Oike	22
Mouth of Yakugachi Rive(Estuaries)	73
Muroto Point	1
NE Pacific	35909
North America-Neotropics	1391
North E. Africa	8
Off Gushikawa, Uruma, Okinawa Island, Ryukyu Islands(Marine)	46
Off south of Senaga-jima Island(Marine)	1
Okinimizu-gawa River<Daiyodo-gawa River	1
Omosu-gawa River	4
Page Artesian Well	9
Paradise Lake	8
Petit Jean River	42
Pine Island Lake	2
Pond Grove Creek	2
Potts Creek	3
Rayse Creek	3
Rio San Carlos. (Rio Portuguesa - Rio Apure Dr.)	1
Rockmear Stream	1
Seep, tributary Fall Creek	4
Shinkai-gawa River	1
Sibylle Creek	4
Sioux River	30
South Kinnickinnick Creek	3
South Piney Creek	1
South Prong Branch, Spring Creek	1
South Trace Fork	4
Sozudani-gawa River(<Higaidani-gawa River<Yoshino-gawa River)	6
St Urion River	1
Sufu-gawa River	2
Sulu sea	1
Tokyo Bay	26
Tolovana River	1
Tonawanda Creek at Foot Road	1
Tributary Wabash River	1
Tributary of Piney River	2
Tymochtee River	1
Upper Echo Lake	1
Upper Murumbidgee River	2
Vista Lake	2
Wallowa Lake	14
Weaver Creek	11
Welsh Hollow Creek	2
West Branch Fivesteel River	22
West Branch Octoraro Creek	6
Woods Creek	44
Yamatogawa River mouth	15
Yellow Dog River	2
Yono-gawa River(<Ina-gawa River)	4
Yoshino-gawa River>Yubitani-gawa River>unknown  watercourse	2
kaifu-gawa River>Haha-gawa River>Shiba-gawa River>unknown  watercourse	34
midstream of Rokuto-gawa River	6
millcreek	2
pond 1	29
tributary of Calfkiller River	9
unnamed trib to No. 7 ditch	10
watercourse,  west of (<Higashioobori-gawa River<Iio-gawa River<Akui-gawa River<Yoshino-gawa River)	73
"Madagascar, Antsiranana, Antsiranana Rural, Village Betahika"	2
0.01	146
Afrique du nord	59
Afrotropique	5035
Amérique centrale ?	4
Angora Lake	7
Arnold Lake	2
AustraliaBurlers Bay	1
Baguala Bay	259
Bath Creek	2
Big Sable River	132
Bonita Creek and Gila River	3
Branch Ocoee River	9
Buffalo creek	1
Bugaboo Creek	2
Caribbean Sea (Atlantic)	2231
Chikugo-gawa River	16
Clare Creek	2
Clear Fork River	6
Clinton River	2
Coon River	3
Crooked River	1
Delaware River	7
Devils river	1
Dixon Reservoir	1
Dorris Creek	1
Eagle Nest Lake	9
East Fork Big Creek	10
Gascoyne River	5
Goodrich Creek	1
Grindstone River	7
Grinnel Creek	1
Hacchyodani-gawa River(<Miya-gawa RiverUchitani-gawa River<old Yoshino-gawa River<Yoshino-gawa River)	6
Hongcheon River	10
Hot Creek	70
Impoundment of Saluda River	1
Jacques Lake	4
Kanekawa Pond(2)	2
Kawauchi River, Tojyo, Sumiyo, Amami-oshima(Freshwater)	5
Kazorback Lake	5
Kinkaid Creek	2
Koneohe Bay	3
L. Mikata	7
La Harpe Creek	1
Lago de Puraquequara	14
Lake Letta	1
Lake Sangchris	8
Lake Shibunotsunai	10
Little Comite Creek	3
Little Waupee River	21
Mackenzie Delta	1
Mackinaw flood plain	1
Meadow L.	5
Middle Prong Little River	12
Mill Canal	1
Moutray Slough	3
Mugi-gawa River>Tachibana-gawa River>unknown  watercourse	11
N.E. Africa	1283
Off Ikara-jima Island(Marine)	110
Off Ishikari	2
Off Shinaha, northwest coast of Yoron Island(Marine)	41
Off Uji Island, Kasasa(Marine)	1
Pleasant Run	1
Quincy Creek headwaters	1
R. Omigawa	1
R. Xapuri	1
Raaen Creek	12
Rock Castle River	16
SE 15km Off Kaimonzaki	2
SW Atlantic O.	1791
Sac R	1
Sakatagawa River	2
Salinas River	5
Salter Creek	1
Seihoji-gawa River(<Yoshino-gawa River)	2
Sheep Creek	22
Shimokae-gawa RiverIchinose-gawa River	4
Shimonokae-gawa River	3
Slate Fork Churn Creek	1
South Branch of Potomac River	12
Spencer Pond	1
Spring Creek, trib. Powder River	1
Spring confluence South Fork of American Fork River	2
Storer Creek	7
Summer Creek	2
Swan river	3
Taki-gawa River (<Noda-gaw River)	11
Tributary Cessna Creek	1
Tributary Hart Creek	2
Tributary Pecatonica River	1
Tributary South Bingham Creek	1
Tributary, Illinois River	1
Umpqua River	10
Unnamed Tributary of Possum Run	1
Upper Home Creek	2
Uraga Channel	3
W Fork San Gabriel River	1
Wakatomika Creek	4
Yermasoyia River	1
Zuid-Amerika	1
[Lily Lake]	9
[Moose River]	1
[North] Branch Manistee River	1
mouth of Niyodo-gawa River	9
pond 2	5
small murky creek	1
small rocky creek	3
stream nr. Montreal River [city]	4
tributary Franklin Creek	2
tributary Rock Creek	10
tributary, Au Sable River	8
upstream of Hisei-gawa River(<Takago-gawa River<Minato-gawa River)	3
watercourse<Katsuura-gawa River	5
