v_formation,reps
Almond,125
Hale Fm,125
ELBERT,125
Hamra,125
Shark River,125
Etolonskaya,125
Briones,125
Lower Comley,125
Camarena,125
Madison Ls,125
Reading Formation,125
Buckingham,125
Sable de Vauroux-Saint-Antoine,125
Shinadani Formation,125
CHADRON MIDDLE,125
Fredericksburg Formation,125
Phosphatic Chalk,125
Upper Limestone Shale,125
Santa Cruz Formation,125
Coffee,381
Flags and Grits,381
Toyo'oka Formation,637
Poleta,893
Jince,1405
Farr,126
Horn Plateau,126
Pozo,126
Anita,126
Dauphin Formation,126
Gidobada Limestone,126
Meadowtown Beds,126
Rockport Quarry Ls,126
Harutori Formation,126
Yolo Fm,126
Fernvale,126
Laulau Ls,126
Chatti Mudstone,126
Pawpaw Sh,126
Marl Slate,126
Ulu Endau plant bed,126
Vasalemma,126
Fiske Creek Fm,126
Ozan Fm,126
Tienen,126
Glen Park,126
Trefawr,126
Trout Creek Formation,382
Fukuji Formation,382
Arqov,382
Golconda,638
Burlington Formation,638
Ford,894
Phi Kappa Fm,127
Hythe Formation,127
DEBEQUE,127
Wether Law Linn,127
BRIDGER C,127
Yonabaru,127
Zhitai,127
Dillsboro Formation,127
Weno Ls,127
Lower Buckley,127
Osgood,127
Pastanakhskaya/Ystannakhskaya,127
Finlay Limestone,127
Purgatoire Fm,127
Kinnie,127
Lufeng,127
Newberria,127
Ichetuy,127
Cowlitz Formation,127
Chochal,127
Castleton Limestone,127
Sanzugawa Formation,127
Productus Limestone,383
DENAY LIMESTONE,383
Keokuk Limestone,639
Foraker Limestone,895
CHUCUNAQUE FM.,2687
cave deposit,3967
"TAMIAMI FORMATION, LOWER",3967
Anchor Silt,128
Vallcarga,128
Genesee Formation,128
Talata,128
Blue Lias Formation,128
Kialagvik,128
Selma Chalk,128
Minsterley Formation,128
Ogawa,128
Borden Formation,128
Moonstone Beach Formation,128
Llanfallteg,128
Burlington Limestone Formation,128
Bouse Formation,128
Santa Maria di Ciciliano,128
Grenola,128
Yaquina,128
Patuxent,128
Entrerriense,128
Tully Ls,384
Whitewater Fm,384
Irondequoit,384
Locherschichten,384
UINTA C,640
Simsima Formation,896
Viola Springs,1152
RIPLEY FORMATION,1408
New Providence Shale Formation,1664
Unknown,18816
Delaware Mountain,129
Raging River,129
Chainman Shale,129
Lithograph City,129
Santee Fm,129
Gober Chalk,129
Bagh Beds,129
Eel River Formation,129
Decorah Formation,129
Carters Limestone,129
Cynthiana Formation,129
Drazinda,129
French River Fm,129
Zweikofel,129
Dinosaur Park Fm.,129
Sao Romao,129
Lazurnaya Bay Formation,129
Sugar River Formation,129
Kuonamka,129
Lewes Nodular Chalk,129
Williamson,129
Knapp Formation,129
Brush Creek Limestone Formation,129
Rudeis,129
La Manga,129
Arcillas de Morella,129
Matilija,129
Lares Limestone,129
Ormara & Jiwani,129
Wolfe City Sand,129
Clays Ferry,385
Naarai Conglomerate Fm.,385
Louisiana Ls,641
Cherokee Shale Formation,641
Arnheim Formation,641
Olcese Sand,641
La Quinta,897
Morrow Formation,1153
Yorktown,2689
Stranger Formation,4993
Goldlauterer,130
Whitby,130
Chapel Island,130
Coquimbo,130
Stuart Bay,130
Oakville,130
Birket Qarun,130
Yujiang,130
Bois D'arc Formation,130
Prince Creek Fm,130
Elmdale Fm,130
D1,130
Lipeon,130
Oswayo,130
Burdekin,130
Corwin,130
Alisitos,386
Abu Qada,386
Big Branch,386
Monterey Formation,642
Lochkov,898
CULEBRA FORMATION,1410
Wasatch Fm.,1410
Dalong,1922
FISSURE FILL,2946
Midway,131
Dunderberg,131
Bruxelles,131
Eden Fm,131
Fort Cassin,131
Almy Fm,131
Capay,131
Duwi,131
El Cholo,131
Avenal Sandstone,131
Craghead Creek Sh,131
Kingscourt Gypsum,131
Coffeyville,131
Yingtang,131
Yegua,131
Turners Falls,131
St. Clair Limestone,131
Gundara,131
Rio Mayer,131
Dolzanova Soteska,131
Louisville Limestone,131
Koneprusy Ls,131
Omagari,131
Domanik,131
Poldarsa,131
Hatcher Bluff Marl,131
Marnes de Saint-Doulchard,131
Ely,131
Kuwae Formation,387
McNairy,1667
Bloyd Shale,2435
Fort Payne Chert,5763
Willwood Fm.,52611
Santana,132
Redesdale Ironstone,132
MARE FORMATION,132
Lianjiashan,132
Severy Sh,132
Kirsanovskaya,132
Pitkin Limestone,132
Hampshire Fm,132
Avon Park Limestone,132
Carcar Formation,132
Umzamba,132
Interbasaltic Beds,132
Middle Lodgepole,132
AYMONON LIMESTONE,132
Guniutan,132
Rennertshofen,132
Renault Limestone,132
Bódvaszilas Sandstone,132
Nicolet Fm,132
Moran Formation,132
Glenwood,132
Chicotte,132
Calcaires de Fiz,132
Fyansford,132
Cynthiana Fm,132
Shemshak,132
Paoshui,132
Mineral Wells Fm,388
Shutler,388
Athens Sh,388
Wilberns Fm,644
San Cassiano,644
Kaibab,644
Mandog Formation,900
Bermont,1156
Deschutes Formation,133
Erfurt Formation,133
Topsy,133
Pisco Fm,133
SATILLA FORMATION,133
Beaverfoot,133
Fernvale Formation,133
Calcaires marneux inferieurs,133
Percha Shale,133
Hennessey,133
Aitutu,133
Atoka Fm,133
Plassen,133
Kanwaka,133
Balumtum Sandstone,133
Hermosa Fm,133
Wicomico,133
Wehaietu,133
Fillmore Formation,133
Nehden,133
Miller Ls,133
Kuta,133
Dingdener Schichten,133
Tropic Shale,389
Bissekty Formation,389
Carlile Shale,389
Weeks Formation,645
Dove Spring,1413
WACCAMAW FORMATION,7813
House Limestone,134
Nemda,134
Nanggulan,134
Brian de Vère,134
Pawnee Ls,134
Windmill Limestone,134
Green Point,134
Palo Quemado,134
Choctawhatchee,134
Chicken Creek,134
Petes,134
Gault Fm,134
Vilemovice,134
Lefkon,134
Vanport,134
Saint Genevieve Ls,134
Hamilton,134
Gering,134
Oust,134
Torreya,134
Ludlowville Shale Formation,134
Moody's Branch Marl,134
Rincon,134
Trout Creek,134
Whiskey Run Terrace,134
Bay Point(?),134
Golf Course,134
Castle Hayne Limestone,134
Lignites de Soissonais,134
Portilla,390
Hess Ls,1158
Dinosaur Park,1670
Bone Valley Fm.,55430
Mojon de Hierro,135
Dewey,135
Calvoerde,135
Riga,135
Guelph Dolomite,135
Hanonet,135
FORT SILL FISSURE FILLINGS,135
Upper Fort Union Fm,135
Cutoff,135
Weller Coal Measures,135
Copenhagen Fm,135
Kimmswick Ls,135
Jagua Ls,135
Nawata,135
Dennis Fm,135
Acredale Fm,135
Stillwater Mudstone,135
Cedar Valley,135
Valhallfonna Formation,135
Stanton Limestone,391
Hueco Limestone,391
Minturn,391
Cody Sh,647
NACIMIENTO,1159
Calcaire Grossier,1415
La Pasada,8327
Renova Fm,16775
Gerringong,136
Rockford Limestone,136
Portage Chute,136
Delaware Mountain Formation,136
Nishinakayama Formation,136
Dulankara,136
Elmdale,136
Rhodes,136
Wakamatsuzawa Formation,136
Potami,136
Glen Rose Limestone,136
Peawaddy,136
"""Berching""",136
Warrior,136
Logansport,136
Edelény,136
Bois d'Arc Formation,136
Adu-Asa,136
Muyinhe,136
Merchantville Fm,136
Edwardsville Formation,136
Xianshuihe,136
Laredo Formation,392
Caparo Fm,392
Cataract Fm,648
Hornbrook Formation,648
Crooked Creek,904
Coeymans Ls,1160
Temblor,9608
Urraca,137
Temeside Mudstone Formation,137
Lower Willwood Fm,137
Thunder Bay Ls,137
CALCAIRE GROSSIERE,137
Edmonton,137
Faluns de la Touraine,137
Calcaire A Phryganes,137
Bingleburra,137
Boracho Formation,137
Chispa Summit Fm,137
Narita Fm.,137
undifferentiated Friars,137
Sadler Limestone,137
Lance Creek FM,137
Keremesit,137
Yelang,137
Hongguleleng,137
Viola Limestone,137
Rio Banano Formation,137
Bortepa,137
Racine Formation,137
Qasr El Sagha,137
Quimbriz,137
Kennicott,137
Normanskill Sh,137
St. Albans Sh,137
Futuna Limestone,137
Naha,137
Agua Caliente,137
McCloud,649
Decorah,649
Lost Branch,905
Wahrah,905
Paskapoo,905
Chemung Fm,1417
Wolfcamp Formation,138
Vicksburg Formation,138
Elephant Canyon,138
Hillard Ls,138
La Luna,138
Calcare di Zu,138
Elton Beds,138
Lindsay,138
Baldonnel,138
Coyote Butte Formation,138
Las Juntas,138
Fengxiang,138
Heceta Ls,138
Labette Sh,394
Ocal,394
Clinton Fm,650
Normanskill,650
Decorah Shale,906
Dubuque,139
Snaky Canyon Fm,139
Neroly,139
Amb Fm,139
Ocala,139
Ninemile,139
Calcaires marno-crayeux superieurs,139
Chrysler Ls,139
Henryhouse Formation,139
Wild Cow Fm,395
Phosphoria Fm,395
Taylor Formation,395
Foremost,395
Gokdere,1163
Wann Formation,2955
Fayetteville,2955
Oread Limestone Formation,13195
Schoolcraft Dol,140
LA PORTADA FORMATION,140
Aubeterre Formation,140
Payette,140
COOK MOUNTAIN FORMATION,140
Cheremkhovskaya,140
Fountain,140
Palo Pinto Ls,140
La Paz,140
Bertie Ls,140
Tuxedni,140
Boat Cove,140
Zelkovice,140
Sipai,140
Calcare Selcifero di Fonzaso,140
Paludina Bed,140
Sagantole,140
Poivre,140
Branch Canyon,396
Hiraiga,396
Apollonian,396
COON CREEK FORMATION,396
Chicotte Fm,652
SPLIT ROCK,908
Lefipán,1420
Cherry Canyon Formation,2700
Glenns Ferry Fm.,4492
Helderberg Ls,141
Borbon,141
Swan Cay,141
"PLAYA GRANDE FM.,MAIQUETIA MBR",141
Tuwaiq Mountain,141
Keasey Fm,141
Harding Ss,141
calcaires à Choffatelles et Dasycladacées,141
Ashizawa,141
Baksanii,141
Caution Creek,141
Wulongqing,141
Col d'Estivere,141
Goose Creek Limestone,141
Kuwajima,141
Clinton,141
Hume,141
Shirasawa Formation,141
Skookumchuck,141
Al Jil,141
Eke Fm,141
Ion,397
Bay Point,1677
Gosport Sand,1933
OGALLALA FM,3725
Savage Canyon,5005
Cojimar,142
Menat,142
Brownstown Formation,142
Ledbetter Sl,142
Turga,142
Lower Allan Mtn. Ls,142
Ardwell Farm,142
Fort Payne Fm,142
Craie Blanche,142
Iberger Kalk,142
Mowry,142
Fern Glen Ls,142
Tendaguru Beds,142
Hubu,142
Nusplingen Limestone,142
Coffeeville Fm,142
Ningguo,142
Hanna,142
Gazelle,142
Anchor Ls,142
Lossiemouth Sandstone Formation,142
Nawata and Nachukui,142
Bembridge Marls,142
Anita Fm,142
Shemshak Formation,142
El Bosque,142
Mint Spring Fm,398
Stanton,398
Khandyg,398
Wujiaping,398
Nemegt,398
Dainichi Formation,654
Wolfcamp limestone Formation,654
Waldron Shale Formation,1934
El Haria,5262
Fairfield,143
Hallstatt,143
MR Caliente,143
Santa Maria Formation,143
Helderberg Limestone,143
Higashimeya Formation,143
Ripley Fm.,143
Foraker,143
Guasasa,143
Blackheath Beds,143
Admiral,143
Bladen Fm,143
Globigerina Limestone,143
Waita,143
Eskridge Shale Formation,143
Shibikawa Formation,143
Holston,143
Gorno,143
Clarkia Beds,143
San Sebastian Fm,399
Matfield Shale Formation,399
Phosphoria Formation,911
Pungo River FM,911
Zhumabai,1423
Duck Creek Limestone,1679
Gaptank Fm,3727
Oiching,144
Memorial? (Sh. about 8' above Lenapah),144
Sebayashi Formation,144
Ferrotepec,144
Kosho Fm.,144
Vejle Fjord,144
Huai Tak,144
Sly Gap Fm,144
Tommarp,144
Sulphur Mountain,144
STAIRWAY SANDSTONE,144
Mulde Beds,144
Selscheid,144
Spence Shale,144
Blaencediw Formation,144
Mount Soledad Formation,400
Pilgrim Fm,400
Halifax Hard Seam,400
Beaufort,400
FALMOUTH FORMATION,400
SANTEE LIMESTONE,656
Tulare,912
Warsaw Fm,145
Matoppa,145
Frensley Limestone Formation,145
Waynesville Fm,145
Toshem,145
Bouia,145
Doutchi Formation,145
Smithwick Fm,145
Gebel Qatrani Formation,145
Shelikof,145
Cibolo Fm,145
Amdeh Formation,145
JUDITH RIVER,145
Spilsby Sandstone,145
Sid'r,145
Quillayute,145
Rosebud Fm.,145
Kuranakh,145
Beacon Limestone,145
Portage,145
Tyrone Ls,145
Choctawhatchee Fm,145
Killey Bridge Formation,145
Outram,145
Pawkowki,145
Crooked Creek Fm.,401
White Chalk,657
Visby,913
unknown formation,7825
Hamam,146
Langåra,146
Morgan Limestone,146
Nakazato Formation,146
Wellenkalk,146
BASHI,146
Radiolite Sandstone,146
Kachaike,146
Loh,146
Aral,146
Goodland Fm,146
Moenave,146
Taldyboi Formation,146
Jackson,146
Langara,146
Niobrara Fm.,146
Yeli,146
Tsagan-Ula,146
Ningqiang,146
Boola Beds,146
Telatyn,146
Chiwondo,146
Olazagutia,146
Eau Claire Formation,146
Korycany,146
Bell Sh,146
Machari,402
Sappington,402
Ridley Ls,914
San Joaquin Formation,1170
Avenal Ss,1170
Longtan,1426
Muddy Ss,147
Baghamshah,147
Maurice Fm,147
Carmarthen Formation,147
Verdun Fm,147
Martinsburg Fm.,147
Neva Ls,147
Slatnik,147
Semata Formation,147
Ferruginous Sands Formation,147
Upper part,147
Klinteberg Beds,147
SANTA ROSA RM,147
Cedar Mountain FM,147
Redcar Mudstone Formation,147
Sacate,147
Mount Toby Fm,147
Duwi Formation,147
Mount Hope,147
Columbus Limestone,147
Jaworki,147
El Paso Ls,147
Straight Cliffs,147
Altuda Fm,147
Rabbitkettle,403
San Fernando,403
Zahorany,1171
Panormide,148
Stooping River,148
Qiongzhusi,148
Allen,148
Vizhay,148
Poleta Formation,148
Halla Beds,148
JUANA DIAZ FORMATION,148
MATFIELD SHALE,148
Lockport Dol,404
Winthrop Formation,404
Parara Limestone,404
Waukesha Limestone,404
Marjum Fm,404
Wheeler Fm.,404
Ferron Point Fm,660
Barnsdall Formation,660
English Head Fm,1172
Fezouata Fm,4756
Drakes Formation,149
MOIN FORMATION,149
Koprivnice,149
FORT SILL FISSURE FILL,149
St. Peter Sandstone,149
Caimito,149
Belle Plains,149
Siuransky,149
Pawnee,149
Lusso,149
Wilson Grove Formation,149
Blackgum,149
Ba ov,149
Naifa,149
Wadleigh Limestone,149
Aquia Formation,149
Portixeddu Formation,149
Rosso Ammonitico Medio,405
Nanjemoy Fm,405
Habo beds,405
Ferron Point Formation,405
Bac Thuy,405
Capitan Limestone,917
Smithwick Formation,917
Greenhorn Fm,13205
Fields Creek,150
Bembridge Limestone,150
Kauru,150
Kishenehn Fm,150
Schnöll,150
Hirayama Formation,150
Emigrant Springs Limestone,150
A,150
San Andres,150
Oriskany Sandstone,150
Yoshino Formation,150
Phasoula,150
L. Setana Formation,150
Slade and Redhill Mudstone,150
Matawan Fm,150
Guadal,150
Promina,150
"TAMIAMI FORMATION, PINECREST BEDS/BERMONT FORMATION",150
Scranton Sh,406
Mesaverde,406
Chouteau Ls,406
CHATTAHOOCHEE FORMATION,406
Cayo Agua,918
Lime Creek,918
Taman,1174
San Pablo,1430
Bokchito,1430
Blakeley,1942
Barneston Limestone,2454
Kaiparowits Fm.,2710
Changxing,5270
Niagara Formation,151
Las Cahobas,151
Lake Waco Fm,151
Itat,151
Rail Cabin Fm,151
Coralville,151
Wandrawandian,151
Gries Ranch,151
Rat Buri Limestone series,151
Arroyo Diablo Formation,151
Willard Sh,151
Thaynes Ls,151
Flint River,151
Coeymans Fm,151
Namoi,151
upper part,151
Cabeca,151
Catoche,151
Bopesta,151
Mimbres Peak?,151
Sandy Hook,151
Balfour Formation,151
Slindon Formation,151
Karadagtepe,151
Glenshaw Fm.,151
New Albany Shale,407
Dhruma Formation,407
Haizume Formation,663
Ross Brook Fm,919
Middle - Upper Motol,919
Skinner Ranch,1943
Earnley Formation,4759
Tradewater,152
Lodgepole,152
Eke Beds,152
Krtiny Limestone,152
STANTON LIMESTONE,152
Polonez Cove,152
BRIDGER D,152
Redonda Fm,152
Sexton Creek Ls,152
Merced Formation,152
Ihmert,152
Downton Castle Sandstone Formation,152
Quiriquina,152
Furuberget,152
Calcaire de Vigny,152
Mekran,152
Cawak,152
Fairfax Formation,152
Yaquina Fm,152
Honeycut Fm,152
Chester Ls,408
Plenus Marl,408
Snyder Creek Shale,408
Hsanda Gol,408
Takhandit,408
Polat,664
Jackson Bluff,920
"Gebel Silsila Formation, Darau Member",1176
Archer City,1176
Fort Sill,1432
Tecumseh Shale,1944
Road Canyon,2712
RAYSOR FORMATION,6552
Lance,8344
Alcobaça,153
Lower Leintwardine Formation,153
Noonkanbah,153
Tumenling,153
Alymer,153
Lower Lockatong Fm,153
Pedroche,153
Prince Creek,153
TIVOLA LIMESTONE,153
Ste. Genevieve Limestone,153
Mount Laurel sandstone?,153
Glenns Ferry Fm,153
White Limestone,409
Koshelevka,409
"Willwood Fm., Lower Gray Bull Beds",409
Sooke,409
Khodzhakul,154
Hinoshima Formation,154
STETTIN FORMATION,154
Milk River,154
Ringold Formation,154
Gavdos,154
Lenapah,154
Dennis,154
Akasaka Limestone,154
Lignites Du Soissonais,154
Kootenai Fm,154
Fernvale Fm,154
Safetdaron,154
Koronia,154
Upper Cyrena,154
Xia Majiagou,154
Thanet Formation,154
Three Forks Shale,410
Alkali Canyon Formation,410
Escuminac Formation,410
Atoka Formation,410
Baquero,410
Gionyama Formation,410
Kanwaka Sh,410
WAYNESVILLE FORMATION,410
Portland Fm,666
Benevides Formation,666
McMillan,922
"Harrison Formation, Arikaree Group",922
Nacimiento,1690
Hoko River,155
Kosciusko,155
Elikah,155
Trempealeau Fm,155
VALENTINE,155
Keziliqiman,155
San Juan Raya Formation,155
Gosau Fm,155
Quartzite Formation,155
Ktaoua inf. Fm.,155
Shublick Fm,155
Heilinpu Fm,155
Kanawha Fm,155
Fort Worth Limestone Formation,155
Huangshandong,155
Kukruse Formation,155
St. Albans Fm,411
Pentamerus Beds,411
Baypoint Fm,411
Dunvegan,411
Acredale,411
Atoka,667
TORREYA FORMATION,923
Bissekty Fm,923
BERN LIMESTONE,1179
Carbondale,67483
Wandagee,156
opoka,156
Douro,156
Table Point,156
Guelph,156
SANGRE DE CRISTO,156
Graford,156
Cold Fish Volcanics,156
Viola (Kimmswick) Limestone,156
Bigby-Cannon Limestone,156
Telegraph Creek Fm,156
Shaiwa,156
Steinmühl,156
Decorah Shale Formation,156
Lake Waco Formation,156
Harkless,156
Quarry Mountain,156
Blue Lias,412
GATUN FORMATION (MIDDLE),412
Vaureal,412
Gaillard,412
Lellinge Greensand,668
Silica Sh.,668
Medicine Bow Fm,1692
Gatun Fm.,2460
Bridger Fm.,4764
Miaopo,157
Rhynie Chert,157
Solnhofen Limestone,157
Renault - Shetlerville,157
Masuzawa Formation,157
Nachusa,157
Orr,157
Cannon Ls,157
Herkimer,157
Hertha Ls,157
Grès verts helvetiques,157
Tallahatta,413
Quercy Phosphorites Formation,413
Camden Chert,669
Wheeler Sh,925
Chhidru,2205
Carlile Formation,3485
Brownsport Fm,11165
Eumeralla,158
Lawrence Sh,158
Valiente,158
Pico,158
Khan,158
Salaany Gol,158
Stones River Ls,158
Maquoketa (Sylvan) Shale,158
Hendricks-Michigan Basin,158
Sespe Formation,158
Canguinsa,158
Sakishima,158
Newmarracarra Limestone,158
Morne l'Enfer,414
Visby Marl,414
Chaochiapa Formation,414
Waite,1182
Woodbine,1950
TAMIAMI FORMATION,2718
JAIMANITAS FORMATION,3486
Neoschwagerina Beds,159
Survey Peak,159
Kemp Clay,159
Restin,159
Lower Menkrawit,159
Puente Formation,159
Miaokao,159
Novorayskaya Suite,159
STRAMBERK FORMATION,159
Conques,159
Allegheny Fm,415
Blacourt,415
Sucker Creek,415
Surmaq,415
Eifel Ls,415
Maxner Ls,671
Aycross,671
McKittrick Asphalt,24735
Navas de Estena,160
Whitby Mudstone Formation,160
Waldron,160
Chili,160
Niagara Fm,160
Belle Fourche,160
Dorobu Formation,160
Dillsboro,160
Bernard Formation,160
Falmouth Formation,160
Word Formation,160
luning,160
Hoxbar Formation,416
Jennings Fm,416
Traverse,416
Broadway fauna,416
San Hipolito,416
Kaiparowits,672
Hosselkus Ls,928
Moodys Branch Formation,928
Stanton Ls,1184
Santa Susana Formation,1184
Nocona,2464
I-L,5280
Scripps/Ardath,161
Tuwaiq Mountain Ls,161
Sundance,161
Lucan,161
High Rock sequence,161
Alamein,161
Salt,161
Barakar,161
Clarno Fm,161
Grand Tower Ls,161
Klondike Mountains,161
Steierdorf,161
La Casita Formation,161
Upper Bringewood,161
Fjerritslev,161
Lodgepole Ls,161
Kope Fm,417
Santa Marta,417
Harrison Fm.,673
Galena Dol,673
Twin Creek Limestone,673
Labette Shale,929
Saint Clair,1185
Choptank Fm,1697
Scunthorpe Mudstone Formation,162
Huangzhishan,162
Namba,162
Solimoes,162
Fremouw Formation,162
Vigo,162
Nomogen,162
Kõrgessaare,162
Fdolomit (Main Dolomite),162
Graneros,162
Tyee Fm,162
Arenas de Bonares Formation,162
San Timoteo,418
Calcaires à spatangues,418
Santa Barbara,674
Castle Hayne,674
Kiowa,674
REXROAD,930
San Emigdio,1186
Juntura,163
Nittany Dol,163
Martin Bridge Limestone,163
Omolon,163
Swope Ls,163
Logansport ls,163
Calvert Fm.,163
Pike Arm Fm,163
Khesen Fm,163
Brightseat Fm,163
West Falls Fm,163
Cipero Formation,163
Shackleton Limestone,163
Girardeau Ls,163
Chambara,163
Faringdon Sponge Gravel Formation,163
Yazoo Clay,419
McCoy Formation,931
Wenlock Ls,931
Mason River,1443
Praha,2723
Nacimiento Fm,3491
Foraker Limestone Formation,4771
Callaway Ls,164
Jonstorp,164
The Rocks,164
Wan,164
Wata,164
Eden,164
Foulden Hills Diatomite,164
Weymouth,164
Haifanggou,164
Tyonek Fm,164
Coconino Ss,164
Xiala,164
Grand Greve Ls,164
Dam,164
Old Bank,164
Brassfield Ls,420
Snowshoe,676
Topeka Limestone,932
Garra,932
Niobrara Chalk,1188
Guinea Corn Formation,165
Rio Palomar,165
Choptank Formation,165
Lower Manchar,165
Corral Hollow,165
Big Branch Limestone,165
Ludlow,165
MINT SPRING FORMATION,165
Pinturas,165
Wheeler Shale,165
Altamont,165
Birstonas,165
Oologah,165
Rosario Fm,421
Tarratine Fm,421
McColley Canyon,421
Trenton Limestone,677
Amb,933
Tamiami Formation,1445
Upper Fezouata Fm,1445
McMillan Formation,1957
Brule,2469
Mineral Wells Formation,10405
Kössen,166
Kushtaka Fm,166
Coal Suite,166
Stewartville,166
"GROTTO BEACH FORMATION, COCKBURN TOWN MEMBER",166
Kannodai Formation,166
Randeck Maar,166
St. Croix Ss,166
Calcaires récifaux supérieurs,166
Montmartre Gypsum Formation,166
San Julián,166
Verdigris,166
Smithville,422
Pierre  Shale Fm,422
Khachik,934
Tejon,934
Severn,1190
Morrison Fm.,1958
Word,2214
Claiborne,13478
Paget Fm,167
Arco Hills Fm,167
Manitou Fm,167
Leipers,167
Okaw,167
CROATAN FORMATION,167
Strawn Formation,167
Sandsfoot Formation,167
Phosphate Deposit,167
Fort Scott Limestone,167
Kersadiou,167
Amouslek,167
Lodgepole Limestone,167
Meson Formation,167
Siwalik beds,167
Frontier Fm,423
Marl Shale,423
Okarahia Sandstone,423
Pflugerville Formation,423
Olduvai,679
Utica Sl,679
Becscie,679
PEORIA LOESS,935
Bear Lake,935
Fort Union,11687
Fort Worth Formation,168
Gable Creek Formation,168
Nubia,168
Latham Shale,168
Sobe,168
Port Orford,168
Torquay,168
Jiulongshan,168
Wufeng Formation,168
Molteno Formation,168
Pawhuska Formation,168
Tanohata,168
Patcham,168
Vine Hill Sandstone,168
San Joaquin Clay,168
Koshiba Formation,424
Oneonta,424
Barton Clay,424
Denay Ls,680
Root Shale,680
Deese Formation,680
COOK RANCH,680
Jupiter,936
Gerster,1192
Calvert,1704
Purisima,2472
BERMONT FORMATION?,3496
Bay Point Formation,26024
Linggiu Formation,169
Ysidro,169
Chowan RIver,169
Cuyahoga Formation,169
Dyer,169
Ithaca,169
Tamala Limestone,169
Kirtonryggen Formation,169
Alexandria,169
Kisgerecse Marl,169
Ross Point,169
East Berlin Fm,169
Abu Gabra,425
PIERRE SHALE,425
Ludlowville Shale,425
Heath,425
Duplin Fm,425
Riverbank,681
Alachua Fm,681
Rail Cabin Argillite,681
Pekin FM,681
Barton Clay Formation,8617
Cretaceous,170
Kattendijk Formation,170
Donggangling,170
Root Fm,170
Ramp Creek,170
Kalibeng,170
St. David,170
New Orleans Barrier Trend,170
Qubuerga,170
Arnager Limestone,170
Nias,170
Fort Sill Formation,170
Pillara,170
Anastasia Fm.,170
MIAMI LIMESTONE,170
Balclatchie,170
High Tor Limestone,426
Mancos Sh,682
Olive Hill Fm,682
Grayson Marl,682
Cutler,938
Latrania Formation,938
"OCALA LIMESTONE, UPPER",2730
Cassian,2986
Juntura Formation,6570
Shan Majiagou,171
Loma Candela Fm,171
Portrane Limestone Formation,171
Beykoz,171
Frenchman,171
Väo,171
Siyangshan,171
Coral Rag,171
Gubik Formation,171
Laverne,171
Grayson Fm,171
Ford Formation,171
Leadville Ls,171
Carbonera,171
Presumpscot,171
Rawnsley Quartzite,171
Tangoio,171
Kulamat,171
Spatsizi,427
Grès à Sabalites andegavensis,427
Parara,683
Khuff,683
Wellington,1451
Redding Formation,6827
Bigfork,172
Milldale Limestone,172
Barnsdall,172
Mauddud Limestone,172
Chagrin Shale,172
St Lucia,172
Escucha,172
Unnamed shale,172
Skull Creek Sh,172
Balfour,172
Kheta,172
Wahwah Formation,172
Cedar Mountain FM: Yellow Cat Mbr,172
Elton Formation,172
Lake Valley Ls,172
Cano Grande,172
Steinsfjorden,172
Rembang,172
Saku,172
Beaver Dam,428
Redoak Hollow,428
Mountain Limestone,428
Akaiwa Formation,428
Redwall Ls,684
Monarch Mill,684
BLACKTAIL DEER CREEK,684
Skaneateles Sh,1196
McCloud Limestone,1196
Lithographic Ls,1452
Florissant Fm,1708
Tulip Creek,173
Schistes de Beaulieu,173
Mandano Formation,173
Cleveland Sh,173
Catskill,173
Falun de Sainte-Avit,173
Jacalitos Fm,173
Ngorora,173
Colsterdale Marine Beds,173
Moran Corner Wl,173
Liminangcong,173
Jan Juc,173
Kiwado Formation,173
Kiowa Shale,173
Palliser Formation,429
New Scotland Fm,429
NORFOLK FORMATION,429
Manlius Fm,429
Solnhofen Ls,941
GOSPORT SAND,1197
Weald Clay Formation,1709
Koobi Fora,2221
Clarno,11437
Tamsalu,174
Doctors Brook Fm,174
Molare,174
Chira,174
fahdène,174
Gaspe Ss,174
Sunblood,174
Ituzaingo,174
Vine Hill,174
Jackson Bluff Fm,174
Jaycox,174
Nicely,174
Georgian Bay Fm,174
Nye Fm,174
Marnes de Villers Formation,174
Racine Dolomite  - Port Byron Dolomite,174
Wordiekammen,174
Baitoa,430
Unit 2,430
Dennis Limestone Formation,1198
Mattoon,4270
Butte Creek Volcanic Sandstone,6574
Quaternary Terrace,11182
Steamboat,175
Kulthieth,175
Nishinohara Formation,175
La Salle Limestone,175
Narrrow Cape Formaton,175
Ciply-Malogne Phosphatic Chalk,175
Jiufotang,175
Tölgyhát,175
Modelo,175
Vaqueros Fm,175
Snowshoe Formation,175
Queen Maud,175
Arnheim Fm,175
Changhia Fm,175
Kiltorcan,175
Graham,687
Madygen,687
Fort Thompson,687
Waldron Shale,943
Floyds Knob Formation,1711
Hell Creek,29615
Gökdere,176
Yanjiahe,176
Jacalitos Formation,176
LIBERTY FORMATION,176
Graford Fm,176
Bursum Fm,176
Antigua,176
Coffeyville Fm,176
Tehama,176
Whitehorse,176
Dugger,176
Stonington,176
Fox Hills  Fm,432
Riddle,432
Caloosahatchee Fm. (uncertain),432
Benbolt-Wardell,1200
Cherryvale Shale Formation,1456
Rat Buri Ls,1456
Anastasia,177
Midway Group Lower,177
Platteville Fm,177
Edgewood,177
Macocha,177
Malongulli,177
Tokyo Formation,177
Ogon'or,177
RAYSOR/CHOWAN RIVER FORMATIONS,177
Platteville Ls,177
