v_member,reps
Iron Lightning,3
Hanadir,3
Upper Stranger,3
Brandon Bridge Mbr,3
Leonardiano Mbr,3
Hangendrotkalk,3
SHALE BELOW NEWARK TRAPSHEET,3
Berwyn,3
Tiechang,3
Sevkhul Member,3
Krol E (lithounit),3
Prosser,3
Taquaral,3
Nun Mbr,3
Bakerstown Coal,3
Howard Creek,3
Kalyanpur Limestone,3
Derreens Limestone Member,3
Blue Argillaceous Bember,3
Allensville,3
Campamentos II,3
Doxey,3
base of Moulton,3
Mt. Hope Mbr.,3
Purple Sandstone,3
Williamsville Member,3
San Gregorio Sandstone,3
Cleveland Sh. bone bed,3
Wytchwood Beds,3
Broken Shell Limestone,3
Pecatonica Mbr,3
Cayuta Shale,3
division D-E,3
Olive Shale,3
Verne,3
Dongyuemiao,3
Lower Lobster,3
Holz,3
Poleside Mbr.,3
Carter,3
Cottonwood,3
"POOL CREEK MBR,  UPPER",3
Lance,3
Unit 2 or 10,3
Second Value,3
Deep Lakes Mbr,3
Cape Clarence,3
"""Tinker Falls""",3
Moulton Sandstone,3
Niagara Mbr,3
HULETT MEMBER,3
Shale Mbr,3
Ingleside,3
Blackhand,3
Cape Lamb Mbr,3
6 Stage,3
Sedwick Limestone,3
Morgan Lewis Mbr,3
Naches,3
Guelb Makhsar scolithus Sandstone,3
Chake-Chake,3
Chemung Lower,3
Orthoceras Chalk,3
Ludlow Bonebed,3
L. Thacher Mbr,3
Marl Beds,3
"M12 (Hirano et al., 1981)",3
Lower Headon Beds,3
see Remarks,3
Motomura,3
Hengdaozi,3
Jubah Sandstone,3
ROBBINS SH,3
Taquari,3
Yunoiri Tuff Member,3
Lantz Mills Mbr,3
Kessler Limeston,3
Nacotoch Sand,3
indet.,259
Hartford Limestone Member,515
Unit 2 or 33,4
KT7,4
Marjum Shale,4
Meadowtown Member,4
"""Upper Shale""",4
West Branch sh,4
Redbank Mbr,4
"Sprechts Ferry Mbr, Top",4
Hamilton Sh.,4
Ashland Mbr,4
SOUTH BEND LIMESTONE MEMBER,4
Unnamed limestone,4
Covey Hill Mbr.,4
Alamogordo,4
Wolf City Sand Mbr,4
Ryan Mbr.,4
"M7 (Tsuchida & Hirano, 1995)",4
Hsusia limestone,4
Fairport Upper and Blue Hill Lower,4
Hames Mbr,4
NEKUM LIMESTONE MEMBER,4
Maurice Mbr,4
Zanden van Edegem,4
Hindsville Ls Mbr,4
Gebel Mtarfa Beds,4
Krechem el Miit,4
HENDRY RANCH?,4
Middle Nodular,4
Neva Ls.,4
Ellis Bay Zone 2-4,4
Taylor Flat Conglomerate,4
Shetlerville Ls Mbr,4
Palmyra Ls Mbr,4
Sierra Gorda,4
Colony Creek Shale,4
Dobbins Shale,4
Kruisschans Member,4
San Gregorio Mbr,4
Corallian,4
Crosby Sandstone,4
Undifferentiated Upper,4
-45.35m Douglas Ref. Sect.,4
Lias Epsilon II,4
unit S2,4
Niland Tongue Mbr,4
Selmier,4
Oak Grove,4
Lakadong Limestone,4
Waiteroa Mbr,4
Lingula Dolomite,4
Albert Town,4
Ar Rajban,4
Agana Mbr,4
Gray Creek Limestone,4
Lost City Limestone,4
Belemnite Sands,4
Gray Bull,4
Liujing Mbr,4
Claiborne Sand Mbr,4
Haribee Member,4
Echo Shale Member,4
sandstone,4
Thanet Sands,4
Reto Shale,4
Conococheague basal sandy mbr,4
Agregat Coquillier,4
Cadellfjellet,4
Helsingborg,4
Stump Arroyo,4
Chalon,4
Warminster Greensand Member,4
Olney Mbr.,4
Ulayyah Mb.2a,4
Jupiter zone 2 sensu J. Ross,4
"REDBIRD SILTY, LOWER",4
Captain Creek,4
Gros Morbe,4
D-Mb,4
Waiteroa,4
Wellenkalk,4
Buchia Crassicollis Solida Zone,4
Cherry Valley Member,4
Glendon,4
SNYDERVILLE SHALE,4
Bayou Mbr,4
"Junite Ju1a, Moitié inférieure",4
Hennig ryg,4
Sheldon Limestone?,4
'alternation',4
Haskell Ls Mbr,4
Gold Stream Mbr,4
Satan Tongue,4
Big Sand Draw Mbr,4
Lower Whitewater,4
Corset Spring,4
Etchegoin Upper,4
Schicht 19-16,4
Lutang,4
Bear Gulch Ls Mbr,4
Goéland?,4
U-sandstone Level,4
Foxmould Member,4
Stone CIty,4
"Taylor Clay Mbr, Upper",4
"Washington Ls Mbr, Lower",4
BUCATUNNA CLAY MEMBER,4
Iron Mountain Bed,4
Drum Cliff Member,4
"Marite, Alpartir, and Sierra",4
Iola Sponges Shale Below,4
Black Creek Coal Zone,4
Salt Marl,4
Pakaurangi Mbr,4
Albertella Zone ?,4
Olathe Ls Mbr,4
Queen Hill Sh Mbr,4
Rittman Ss.,4
BENWOOD LS (TOP OF),4
Lower Cherokee Shale,4
Lobelville Ls Mbr,4
Cashaqua Shale Member,4
Radotin,4
Burgen Sandstone Member,4
Mount Hope Member,4
Upper Love Creek Member,4
Ujmassa Limestone,4
Fort Cassin Equivalent,4
Productus Limestone,4
second,4
Cottonwood Mbr,4
Dawson Bay fm,4
Retrench Member,4
Cloyd Congl.,4
Zacarias,4
Crinoid Limestone,4
Seneca Mbr,4
Blach Ranch Limestone,4
Baiyanshao,4
Orangeville Mbr,4
Santari Sandstone,4
Cherty Shale,4
Murbko Marl,4
Irohalene Mudstone,4
Cheltenham Limestone,4
TT/Pine Ridge,4
Armore ls,4
Erehwon Beds,4
Hadibhadong Shale,4
"""Chaetetid beds""",4
Murri Limestones,4
Concha Limestone,4
Vaureal Zone 26,4
Upper Fish Bed,4
Blue Hill Mbr,4
Lower Puesto Almendra,4
Middle Glauconitic clay,4
Mosby Sandstone?,4
Nunn Member,4
Mottled Nodular Beds,4
Goreville Mbr,4
Middle Oread Limestone,4
Wooster,4
Boulder Beds,4
Shaley Ls,4
Basal Shales,4
unit H,4
Etage C,4
Vanport Ls.,4
Haskell Limestone Member,4
Carnahan Run mbr.,4
Chama-El Rito,4
Discorbis bractifera beds,4
Luhui,4
Upper Cherty,4
Backhaus,4
"Wolongqiong Member, Canglangpu Formation",4
Eiss Ls Mbr,4
Green Amonite Beds,4
Weisser Jura B,4
Seneca Member,4
Raiji sandstone,4
Popes Creek Mbr,4
Sneakover limestone,4
Mississinewa Sh.,4
Berino Member,4
Kuanchuanpu,4
Matoppa,4
Potterchitto Member,4
Bajtugan,4
Unit 2 or 23,4
Pound Sandstone and Briery Gap Sandstone,4
Margas de la Dehesa,4
Mocktree Shale Member,4
Henley Member,4
Madai Limestone,4
Pool Creek,4
Beech Mbr,4
Cave Hill Sh Mbr,4
Zone 6,4
Dotnuva Beds,4
Kellaways Sand Member,4
Shajtan,4
Turtle Bluff,4
Lake Louise Sh Mbr,4
CALVERT BEACH MEMBER,4
GRAY BULL MIDDLE,4
C3,4
Wenlock Limestone & Shales,4
Lower Trochitenkalk,4
Talpa Ls Mbr,4
#1,4
LEDYARD SHALE MEMBER,4
Keyser Ls Mbr,4
"Ocala Limestone, upper",4
Kashima Formation,4
Randerston Limestone No. 6,4
Midhnab,4
Fairport Chalky Shale,4
Cenomanian Limestone,4
Manitoulin Dolomite Mbr,4
"C,D",4
BED # 2,4
Gauja,4
Westgrove Ironstone,4
Schicht 88,4
1 & 2,4
3-4,4
Jewe Shale,4
Boston Cliff Mbr,4
Mine Creek Shale,4
Haney Ls Mbr,4
Natoo/Kaitio,4
Hitch Zone,4
Ion Shale,4
Unit 2 or 11,4
Becscie zone 2,4
Pedernales Mbr,4
Raytown Ls Mbr,4
CHAGRIN SHALE MEMBER,4
Zone 12 ?,4
L.Helberberg,4
Smithwick Member,4
Waipipi Iron Sands,4
Duquesne Sh.,4
Graters Mbr,4
Shaly Beds,4
Bon Acord,4
Mulatto Tongue,4
Hanover,4
Webbers Falls Mbr.,4
division 4,4
Zone á Jason,4
Cerro Gordo Mbr.,4
Gessoso-Solfifera,4
Elton Farm Limestone Member,4
Altimira Shale,4
Member 3,4
CONDOR SHALE,4
Upper Werra Anhydrite,4
West River Shale Member,4
San Hilario,4
Sycamore Canyon,4
Hawtah Mb.2b,4
Jupiter zone 2-4,4
Thermopolis Shale to Mowry Shale,4
Schicht 85,4
D1,4
Niveau K,4
Rocky Ridge SS,4
8th Terrace,4
Bargate Sandstone Member,4
Henryhouse Shale Top,4
Loftusia Marl Member,4
Cruz Loma Ss Mbr,4
Cornishville,4
Cove West,4
Walpen Clay and Sands,4
Racine,4
basal Red Valley,4
English Head zone 9,4
Elgin Limestone,4
Basal Lodo,4
Posideon Shale,4
near Unit 1,4
Lake Bathurst Limestone,4
Arnheim Mbr.,4
Waldron Clay,4
San Jacinto Conglomerate,4
Manzanita,4
Cowbell Member,4
Oketo Shale,4
Brownwood Shale Member,4
Mittlere Grenzbitumenzone,4
Vallecillo Platy Limestone,4
Linwood Mbr,4
Chaffin ls,4
Bisher Mbr,4
Cap Mountain Limestone,4
Feldschuhom Member,4
Bluebonnet Flag,4
Oolithic Limestone,4
Capote,4
upper Ludlow,4
Leyland,4
Ward Cove Ls Mbr,4
Gas Point,4
FRANCIS CREEK SHALE MEMBER,4
Wetherby,4
Crystal Falls Ls Mbr,4
EWING LS,4
Cantua Siltstone,4
Sajtan,4
Carthage,4
Gaisbergsattel,4
Greenstone-Shale,4
Kiah Limestone Member,4
Herrin Coal Mbr,4
Morrow Creek,4
Uggool Limestone,4
Morrin,4
Watts Creek Shale Member,4
Calhoun,4
Reves Mbr,4
Balls Bluff,4
Coralville Mbr,4
Bennett sh,4
Wheeler Sh,4
Ulayyah Mb. 4,4
Dorp,4
Correo Sandstone,4
Salterella Grit,4
Okesa Ss Mbr,4
El Diesacado,4
Dorchester Member,4
#12 Badlands Draw,4
Lemons Bluff Mbr,4
Oyster Ridge Ss Mbr,4
Jupiter zone 1 sensu J. Ross,4
Point Loma,4
Devil's Gulch Mbr,4
Sand Coulee Beds Mbr,4
Somber beds,4
Lime Creek shale,4
"M10 (Tsuchida & Hirano, 1995)",4
Upper San Pablo,4
PFEIFER SHALE,4
Gonzales Mbr,4
Griley Mbr.,4
LOST CABIN OR LYSITE,4
lower Whitney,4
Upper Limestone Shale,4
Dayville Mbr,4
Upper Block Coal,4
Rogers Gap Mbr,4
Gungri,4
Welch Coal Mbr,4
Orangeville Sh.,4
Emerald Lake Oncolite,4
McCraney Ls Mbr,4
Hillsdale Mbr,4
Anne Creek,4
Ulayyah Mb.4b,4
unit A,4
Transition Zone Of Udden,4
Plummer Ls Mbr,4
Thaiat,4
Long Creek ls,4
Arche,4
Milliken Sandstone,4
Niagara Chert,4
c; 10,4
Flat Rock Silt Member,4
Gonzales Creek,4
Ergonoceres,4
"M11 (Tsuchida & Hirano, 1995)",4
Hauptmuschelkalk,4
Rockyford,4
Dicellograptus shale Middle,4
Tristan shales,4
KNIGHT,4
Applethwaite,4
Rocky point,4
Glenray Limestone,4
Tres Lagunas,4
Cutoff Shaly Mbr,4
"Brush Creek Ls Mbr, Upper",4
Rex Chert Mbr,4
Laney Shale Member ?,4
Ferron Sandstone Member,4
Hatchetigbee,4
Østed Dal,4
Trinity Hill Sandstone,4
AL3,4
Lias Epsilon,4
Guitang,4
Unit f2,4
MBT,4
"5, 6",4
Mupe,4
Beech,4
Prospect Hill,4
Atco,4
Burditt Marl,4
Wallace Ranch,4
Junipero Sandstone,4
Maybelle,4
Leray,4
Donni Ss Mbr,4
Dainichi Member,4
Jacksboro Member,4
Fairport Mbr,4
Tombigbee,4
Logana Member,4
St. Joe Limestone,4
Parting Qtzite Mbr,4
Ajax Limstone,4
Undiff. L-M part,4
Greensand,4
Mifflin Ls Mbr,4
"Holchalm, Unit 2",4
Whitestone Lentil Member,4
Peveril Point,4
Morrill Ls Mbr,4
Jupiter zone 10 sensu J. Ross,4
Al Sceleidima,4
Grimpton Shales,4
Mojtín,4
Conglomerado Osifero,4
Cucullea I,4
Borkholm Beds,4
Snyder,4
Castor Mbr,4
Ogo Mbr,4
IATAN LIMESTONE,4
Rough Mountain Cgl,4
Troutbeck,4
Saegerstown Mbr,4
-13.3m on Douglas Ref sec,4
Asphalt,4
Lower Scar Limestone,4
Berwyn Sh,4
Lower Cibola Limestone,4
Tamekhtart,4
Wolf Mountain shale,4
Wymore Shale?,4
Bickett Sh Mbr,4
"""Reef Complex Unit""",4
Marnes des Bains,4
Henry Ranch,4
Seatown Mudstone Member,4
Knobbly,4
Cooley Dolomite Mbr,4
Whetstone Falls Mbr,4
Laurier Limestone bed,4
Laberdie limestone Member?,4
Selkirk Member,4
Tipton Shale,4
Collades Member,4
Genundewa Limestone Member,4
Mainstreet Limestone,4
Olathe Limestone?,4
Mbr 5,4
Flor De Alba Ls Mbr,4
Momiyama Sandstone,4
A-Mb,4
Senon,4
Hill 60,4
"Smoky Hill Member, Mancos Shale",4
Crailsheim,4
3C Asaphus Shale,4
MCGREGOR,4
Temple Mountain,4
Sawai Bay Mudstone Mbr,4
English Head zone 10,4
Grove Creek Mbr,4
"Bakoven, Hurley, Cherry Valley, Berne",4
Culver Coal Zone,4
Piedra del Tormo Member,4
Belknap Ls Mbr,4
Unit 5a,4
Camp Creek,4
Stensio Plateau,4
Joana Ls Mbr,4
Kittanning Formation Middle,4
Poolville Mbr,4
Moody Shale,4
FLAG MEM,4
upper red,4
Upper Duck Creek Limestone,4
Los Coyotes,4
Topeka Limestone Middle,4
Roncelles Ls Mbr,4
Gault,4
Stenopareia Faunal Zone,4
Balcombe Marl,4
Clypeus Grit Mbr,4
zone 1,4
Division F,4
Las Moscas,4
badlands,4
Mainosawa Sandstone Member,4
Upper Rags Member,4
Barnes Unit 7,4
Aquia,4
Glenview Limestone,4
Behanga,4
Picuda,4
Haney Mbr,4
Hambleton Oolite,4
Pen-y-Garnedd Shale Member,4
Finca Carmitto,4
Sandwich Bluff,4
Forge Union,4
Mount Pleasant Limestone,4
Vespella Marls,4
Rock Hill Limestone Member,4
Sedgwick ls,4
Maple Hill Ls Mbr,4
Kuwa,4
Bois-Roux,4
"""New Lisbon""",4
Bambhanka,4
Zatzschke Marl,4
Barnes' Unit 6,4
Sunkay,4
Burgoon SS,4
KT3,4
Word Limestone #4,260
Arundel Clay Mbr,516
Sapucari,516
Fossil Cliff,772
Two Wells SS,5
Adobe Town Mbr,5
Agrio,5
"Mercer Ls Mbr, Lower",5
Lower Building Stone,5
Soudley Sandstone,5
Naples Mbr,5
Red Eagle Limestone Upper,5
Pibwr Member,5
Fuson,5
Talisay Mbr,5
Gondo Conglomerate,5
Rapid Member,5
Masorobe,5
Corset Spring Shale,5
Kotyz,5
Tonganoxie Ss Mbr,5
Stringocephalus Korallen-Kalk,5
Upper Half,5
Pisgah Mbr,5
Cephalopod Limestone,5
Lias Epsilon II/1,5
Wadi Yunis,5
Grant Lake Member,5
Wiscoy Shale,5
Graua,5
Barnes Unit 9,5
Fossil Bed(lower),5
Coralline Limestone Mbr,5
Ayim Member,5
College Hill Ls,5
Huron Shale Member,5
Dawes Clay,5
Lettenkohle,5
Grayhorse Limestone,5
Delaware Creek Mbr,5
Florena Sh.,5
Virgin Creek,5
Kanwaka Shale Member,5
olomite,5
GRASSY FLAT,5
Scotch Creek,5
Barrandella Shale Member,5
Gardeau Sh,5
Belhaven,5
Siltstone Mbr,5
Rock Grove Mbr,5
San Saba Member,5
Emperador,5
unit 19,5
Tehuacana Ls,5
Windy Hill Sandstone,5
Gage Gully,5
Hunt Creek Ss,5
La Tierna,5
Ceratitenschichten,5
Level A,5
Badabag,5
Khanasir,5
Weches,5
Orita Tuffy sandstone and Mudstone Member,5
Subibaja Member,5
Cummings,5
Brynczkowa Marl,5
Unknown Mbr,5
Kapreevka siltstone,5
Bibby Point,5
Shimizu sandstone member,5
Rio Bauta,5
Wellsburg Ss Mbr,5
Cerro Gordo Shale Member,5
Sexton Creek,5
Nubrigyn,5
Peak Hill,5
Wymore Shale,5
Guacharo Mbr,5
Gubaveeny Shale Member,5
Barnes Unit 11,5
Ghoumrassen,5
POPO AGIE,5
Greendale Member,5
Bed 19,5
Brannon Member,5
Motoiwazawa sandstone and conglomerate member,5
Tarrant Flags,5
Unit 1a,5
Wagonhound Member,5
Morro Del Faro Mbr,5
Farley Limestone or Argentine Limestone,5
Nowata Shale,5
Chciny,5
Pentz Road,5
Pallinup Siltstone,5
Gammon Ferruginous Member,5
Via Gellia Limestones,5
Bunter Pebble Beds,5
Viganvár Limestone,5
Schicht 40-39,5
Hideaway,5
Crystal Falls ls,5
Lepidocyclina Marl,5
Redcliff,5
Bortjepinskaja,5
Bakhoven Shale,5
Schicht 1-0,5
Carthage Ls Mbr,5
"""lower Gilboa""",5
Scales Shale,5
Crinoidal limestone,5
Munno Para Clay,5
Lewis Hill,5
Zone 14a-B,5
Bellevue Mbr.,5
Lincoln and Hartland,5
Trilobite Hill Limestone Member,5
Chale Clay Member,5
Kenosha Shale,5
Harrison Mbr,5
Lower Zorritos Mbr,5
SOUTHGATE MEMBER,5
Unit DC9 or DC10,5
Sand Coulee beds,5
Budo Mudstone Member,5
Kamp Ranch Ls Mbr,5
Smoky Hill Chalk Mbr?,5
Glencairn Shale Member,5
limestone-gypsum,5
Coleman Junction Ls Mbr,5
Lasalle Ls Mbr,5
Wye Worry,5
Cedar Grove,5
Du Bois Ls Mbr,5
Middle Globigerina Limestone,5
Putnam Hill mbr.,5
McColley Canyon Mbr,5
Matthew's Landing Marl,5
Santos Shale,5
Brush Creek Mbr.,5
Black Creek Coal Bed,5
Moor Grit and Long Nab,5
Emigrant Pass,5
Huanglian,5
Unite Ju.1 Moitié supérieure,5
Dos Bocas Member,5
Gonzales Sh Mbr,5
Skalka Quartzite,5
Kliphoek,5
"FERDIG MBR, MIDDLE",5
Radotin Limestone Member,5
Smith Gut,5
Clinchfield Sand,5
Florena sh,5
Penny Nab,5
"Mi (Tanaka, 1963)",5
MEERSSEN LIMESTONE MEMBER,5
Boston Cliffs Mbr,5
Saint Joe Ls Mbr,5
Phylloporina Bed,5
"Eiberg, Unit1",5
Elkhorn Mbr.,5
Poleo Sandstone,5
Healing Springs Ss Mbr,5
Yellow Cat Mbr,5
Wildcat Creek Sh Mbr,5
Amazonia Ls Mbr,5
Middle Hard Shale,5
MT LAUREL,5
Del Palacio,5
Schideler Coal,5
Smokey Hill Mbr,5
"""Twelve""",5
Edicara,5
Umlatdoh Limestone,5
Mittlerer Stubensandstein,5
Mound City Member,5
Brisantes?,5
Sidi Hakoma/Denen Dora,5
lower Turtle Cove,5
Mainstreet Ls Mbr,5
Labette Sh Mbr,5
Bowie Shale,5
Towanda Limestone,5
Saka Member,5
Lantz Mills Facies,5
Speck Mountain Limestone,5
Cardiff Shale,5
Smoky Hill Mbr,5
oceanic ooze,5
Potopaco Clay mbr.,5
Hegler Ls Mbr,5
Prang Limestone,5
Wig Member,5
Gries Ranch Horizon,5
Phosphate member,5
Owen Limestone?,5
Warmington Ls Mbr,5
Burlingame,5
Ives Breccia Mbr ?,5
GREGGS LANDING MARL MEMBER,5
Unterhausen,5
Racine Dol Mbr,5
Chiwapa Ss Mbr,5
Mogoffin,5
Basey Member,5
Point Pleasant Member,5
Tourbihine,5
Gamma,5
Liberty Mbr.,5
Kerker,5
Pompey Sh Mbr,5
A2,5
Lower Unit II,5
Poor Farm,5
Unit R,5
Ross Lake Mbr,5
Spence Shale?,5
Lac Des Baies Mbr,5
Trenton Mbr,5
ng1 sandstone,5
upper glass facies,5
Plum Point Marl,5
Paola Mbr,5
Corallin,5
Tinde/Ibole/Kiloleli,5
E Mbr,5
Wardie Shales Member,5
Sables coquillers du Bois-Gouet.,5
Upper Boda,5
Mundesley,5
Poor Farm Mbr,5
Lower Dove,5
Reed Canyon Siltstone,5
Ibole/Tinde,5
Keechi Creek Sh Mbr,5
PINE CREEK LS,5
Lower Pegwell Marls,5
Frisbie Ls Mbr,5
Henley Bed,5
Orthoceras Limestone,5
Loogh Beds,5
Ashdown Mbr,5
Sarten,5
Jupiter River,5
Unit 17,5
Vaureal Zone 25,5
Graham Ferry,5
CENTERFIELD LIMESTONE MEMBER,5
Horn,5
Scarborough Limestone,5
Stony Hollow,5
Armstrong Ss.,5
Sand-Tonkomplex,5
Thmed Al Qusur,5
McAdam Brook Upper Mbr,5
C Sh Mbr,5
Laney Member,5
Middle Clay Shale,5
Khairabad Ls Mbr,5
Kavik,5
Graubank 1,5
Seville,5
LOWER UN-NAMED MEMBER,5
Q71,5
Salem Limestone,5
Marlstone Rock Bed Member,5
Sabche,5
Stanton Limestone Middle,5
Lyckholm Beds,5
Black Knob,5
Junite Ju 1c Moitié inférieure,5
Mosby Ss Mbr,5
Jewett Sand,5
Flint Ridge Flint,5
Unit 5 of King,5
Bells Landing,5
Black Hand Mbr.,5
Alpha Mbr,5
Keys Valley Member,5
Cedarton Sh Mbr,5
Norwalk,5
Carinatus Shale,5
Peyton Creek Shale,5
Fonda,5
Oakley,5
"Bakoven, Hurley",5
Cannonball Mbr,5
BASHI MARL MEMBER,5
Hidden Falls,5
Intermarine,5
Corryville Ls Mbr,5
Wyoming,5
Baraya Mbr.,5
Colony Creek Sh Mbr,5
Long Quarry Member,5
Wabaunsee Upper,5
Juana Lopez Mbr.,5
4 ft seam,5
Formosa,5
Cameron Creek Sh Mbr,5
Wyoming Limestone,5
POEDERLIAN,5
Saburaishi,5
Oketa Sh.,5
Meadville,5
Lucinid zone,5
"Ld (Kawabe et al., 1996)",5
Buchia Pacifica Zone,5
Cannon Facies,5
New Providence Sh,5
lower Wietrznia Beds,5
Transmission,5
Laig Gorge Limestone Member,5
Tidioute,5
Webber Falls Sandstone,5
"Lower Atoka ""Timber Ridge"" Sandstone",5
Deville,5
Reba Mbr,5
Corryville Mbr,5
Crocket,5
Beckles Feather Bed,5
Nimar Sandstone,5
Gold Ace Ls Mbr,5
Cotham Member,5
Garrabe,5
Ridgeley,5
La Frontera,5
Undifferentiated L-M,5
Chicala,5
Gowanda Sh Mbr,5
"""Main Body""",5
Muncie Creek,5
Owl Conglomerate,5
Kyobra,5
Santa Ana Shale Member,5
Cap Rock Mbr,5
D4 Mbr,5
Lutie,5
Gray Member,5
Ludi Mbr.,5
G5,5
Tyus,5
Joserita,5
Laberdie Limestone Member,5
Falskebugt,5
Rock Lake,5
Marca,5
Ratawi Limestone,5
Rock Bluff Ls Mbr,5
New River,5
Lower Sangre De Cristo Formation,5
Bed IIa,5
-14.3m on Douglas Ref sec,5
Upper tuffaceous silstone,5
Kerens,5
Tinkers Falls Mbr,5
Long Bay,5
Rocher Mbr,5
Freixial,5
Qahlah Sands Member,5
-62.2m Douglas Ref. Sect.,5
Tierra Blanca,5
Corryville/Mt. Auburn,5
Cadotte,5
Upper coal measures,5
Victorio Peak Mbr,5
Organ Rock Tongue,5
Cybele?,5
Breckenridge Limestone,5
Lebanon Limestone,5
Ablakoskövölgy Sandstone,5
Spence shale,5
Huron Sh.,5
WAYNESBURG OR W- A,5
Reed's Spring Limestone,5
Logana Mbr ?,5
Schicht 35,5
Ross Lake Member,5
Middle Santa Susana,5
Lower Kharga Shale,5
New Lisbon Mbr,5
Windmill Point Beds,5
Lower Unit Bed B,5
upper most unit,5
Scott Mbr,5
RIGGINS MILL MEMBER,5
"""Syringothyris beds""",5
Abraham,5
Moccasin Bend Mbr,5
WALDRIP NO. 1 LS,5
A-B,5
Antelope Valley Ls Mbr,5
Coeymans Mbr,5
Coal Valley,5
Golden Oolite,5
Potsdam,5
Atherfild Clay,5
Chasm Creek,5
Fairport/Pfeifer,5
Warsaw Limestone Chert,5
EUDORA SHALE,5
Cocoa Sand Mbr,5
Henllan Ash,5
Poets Road Siltstone,5
Complejo Don Otto,5
Stamping Ground Mbr,5
Equivalent to Combined Metals Member,5
Elsmere,5
Lee Ness Sandstone,5
Chautauquan,5
Layer A - Parahystricurus? zone,5
Sa,5
60' ABOVE LEUDERS FM.,5
Saltford Shale,5
Little Cliff Shale,5
Lower Beckley Coal,5
Upper siltstone series,5
third coal,5
STOCKADE BEAVER MEMBER,5
Wesselman Shale Member,5
upper Inspiration Wash,5
Firebag and Peace Point,5
Päitse,5
Pearl Shale,5
Krol D,5
"Matsukura Mudstone, Sandstone and Conglomerate Member",5
Turner Sandy Menber,5
Vaureal Zone 11,5
Cedar Grove Coal Mbr,5
Phulchatti,5
Francis Creek Member,5
Gun River zone 1,5
Portland Point Member,5
Speeton Beck,5
Lacombe,5
Perico,5
"""lower sandy division""",5
Kiama Sandstone Member,5
4th Terrace,261
Ames ls.,517
Lewisville,1029
Blackjack Knob Mbr,6
Chicotte zone 8,6
Sallyards ls,6
Kunnam,6
Coplow Shales,6
Zone 14 ?,6
Matanginui Limestone Member,6
Triasina oberhauseri Biozone,6
Penn Yan Shale,6
Member c,6
4a,6
Chalk Rock Member,6
Saavedra,6
Ellis Bay Zone 2-5,6
Kaosfjellet,6
Phelps Mbr,6
Upper Sylhet,6
lower carbonate,6
Lower Taylor Marl Mbr,6
R73,6
Kizilyarlar,6
White Tail Ridge Member,6
TAMPA MEMBER?,6
Rakes Creek or Deer Creek,6
Casagua Shale,6
San Saba Limestone,6
Ardross Limestone,6
Abercastle Beds,6
Limestone Band,6
Clitambonites Bed,6
Beil Limestone?,6
Gordon Member,6
Whitwell Shale,6
"TURNER, BASAL",6
Chert beds,6
Waynesburg Coal Mbr,6
Nýřany Member,6
Preachersville Member,6
Haragan Marl,6
Wallington Mbr,6
Williams Ranch,6
Upper Saurian Bed,6
Elmdale Shale?,6
Kenwood Member,6
Estación,6
Lower unit,6
Gilbert Ls Mbr,6
BRUSHY BASIN MEMBER,6
"""Sixteen""",6
La Paloma,6
Agua Zarca Sandstone,6
Violet Horizon 5,6
Belpberg Beds,6
La Aguada,6
Americus ls,6
Chacra Sandstone Member,6
Kolob Limestone Member,6
Yangpowan,6
Yazoo Clay Member,6
Ranchester Limestone,6
Unit 5c,6
LOYALHANNA LS,6
near Girvanella band,6
Stratford,6
Oolitic limestone,6
Churchhill Sandstone Member,6
Florida Limestone,6
Streetsville,6
Saiba,6
Cayuta Ss Mbr,6
Ergilin Member,6
Jacksboro Limestone,6
PLATTEVILLE,6
Glauconitic biomicrite,6
Ozawie,6
Tichenor Limestone,6
Sesupe Beds,6
Torimaru,6
Mururyur Beds,6
Mecca Quarry shale,6
Ledyard Sh.,6
Bootlegger Cove Clay,6
Upper Grey-coloured,6
Florence Ls Mbr,6
Lower Mudstone Member,6
Patala Sh Mbr,6
Altaro,6
Unit S5,6
Lan-ni-keng Mbr,6
Weeping Water (=Toronto),6
Gammon Ferruginuos Member,6
Oka,6
Coralville Ls Mbr,6
Indotrigonia africana,6
Pahrump Hills Shale,6
Sandy shale,6
Cobleskill Mbr,6
Platy Naifa,6
upper Ktaoua Shale,6
Shales,6
Bertie Water Lime,6
Rowe Coal Bed,6
Devonshire,6
Argentine Limestone,6
Grotto,6
Colline Daniel,6
Bassler Bed 5,6
Gasworks Mudstone Member,6
Smoky Hill Chalk/Marl Mbr,6
Crow Hill Conglomerate and Sandstone,6
Olcese Sand,6
Cocoplum,6
Awirs,6
Craie Chloritique,6
Brush Creek Ls,6
Upper Gypsum,6
Wolfville Ss Mbr,6
Floyd Church Member,6
Loomis,6
Limestone Beds,6
Bed 3,6
Down Cliff Sand Member,6
Karchowice Beds,6
Calcarénites du Jadet,6
Upper Hamstead Beds,6
Dulcey Dock,6
Member 2,6
Del Rio Shale,6
Primrose,6
Asbury Park Mbr,6
Chubb Siltstone,6
Campito,6
Perilla,6
Siete Hermanos Sandstone,6
Upper Monterey,6
Hamburg Oolite Bed,6
Egemkapel Clay,6
Hawtah Mb. 4,6
China Butte,6
Portada Covunco,6
Bug Scuffle Ls Mbr,6
Millersberg Mbr,6
Kimberly Member,6
Pibur?,6
Celia Cove,6
Javelina Member,6
Marl Bed,6
Lower Lisbon,6
McBryde,6
Death Canyon Mbr,6
