v_member,reps
Camp Colorado,9
Brindister Flags,9
Buchia Keyserlingi Zone,9
Crooked Creek Sh Mbr,9
Grind van Burcht,9
Jupiter Waterway,9
B3 Beds,9
Kenkolskaya,9
Shand,9
Lechero,9
Dover ls,9
Point Wilkins (Argillaceous limestone),9
Ningjiashan,9
Calls Fort Shale,9
No.3 of Cuslett Formation,9
Duhaysan,9
Kanouse,9
Homer School Limestone Member,9
Rio Bauta Mbr,9
Nomad,9
Codell Sandstone Member,9
Plattsmouth Limestone,9
Windmill Point Mbr,9
Watsons Point,9
Lower Paiute Ridge,9
Corryville Mbr.,9
Vaureal Upper Mbr,9
Nokhoroy,9
Madsus,9
Niederhäslich limestone,9
Harefield Member,9
Lower Mentawir Beds,9
Forest Marble Mbr,9
Rio Indio,9
Klaus Beds,9
Moravia eq.,9
San Martine Member,9
Calcareous Shale,9
Chickabally,9
Schicht 27,9
Motoiwazawa,9
Van Buren,9
Bishop Cap Mbr,9
basal Piedra Parada,9
shale above Upper Bakerstown Coal,9
Odiyam,9
Vaughn,9
Crémenes Limestone,9
Päite Member,9
"Griset, Couderousse, Bastien",9
No. 3,9
Iola Limestone Upper,9
B-C,9
Maybelle Ls Mbr,9
Jolliff,9
Gober Tongue,9
Osage Springs,9
Columbiana sh.,9
Naashoibito Mbr,9
Goat Island Mbr,9
Lixhe 1-3,9
Leighton Gray Sh Mbr,9
Pitkin Limestone Upper,9
Unit IV (informal),9
Wedington Ss Mbr,9
Bowal and Fougons,9
Williamson Sh Mbr,9
Reading Limestone,9
Mbr 4a,9
Timber Lake Member,9
Ay3,9
Marl NW,9
Upper Pegwell Marls Member,9
BAIRNSDALE LIMESTONE MEMBER,9
Poiares,9
TRAIL CITY MBR,9
Tibbet Canyon Mbr.,9
Lane Shale Base,9
Uppermost,9
Maori Bay Mbr,9
Glenrock Limestone Member,9
Siliceous Shale Member,9
Portsmouth Sh.,9
Hargreaves,9
Pfeifer Mbr,9
Yamanouchi,9
Tumen Shale,9
Kathwai Member,9
Tmed el Ksour,9
top of Unit 3,9
Farley Mbr,9
Rowland Member,9
Skavraker,9
upper massive,9
Hyrum,9
Bacon Bend Mbr,9
Meersen,9
Coalville Mbr,9
unnamed shale,9
Middle Upper,9
Oswayo Mbr.,9
Rowland Mbr,9
Schicht 80,9
Luhuei,9
Octon,9
Arcola Limestone,9
Farmers Mbr.,9
bottom,9
Beris mudstone,9
Springfield Dol. or Cedarville Dol.,9
Schicht 75-74,9
Codell Sandstone,9
Trenton Limestone,9
Necessity Sh Mbr,9
Bonebed,9
Agana,9
White Cloud Sh Mbr,9
Bur Mayo Limestones,9
Marston,9
Hisyan Mbr,9
Waagenites Bed,9
Breckenridge,9
Bell's Ldg Marl,9
Quarzose Sand,9
Dayan,9
MATTHEWS LANDING MEMBER,9
3W,9
Austinville,9
Nammal Sh Mbr,9
Innommee,9
TaraTara,9
Aymestry Limestone,9
Zhongyicun,265
sh above Topeka Limestone Member,265
Scenic,521
Chicora,10
Popa,10
KASHONG SHALE,10
Maolongjing,10
McNairy Sand,10
Burlington Formation Lower,10
White Shale,10
Adu,10
Anglesea,10
Swanson Mbr,10
Hickory Creek,10
Tuwaiq Mountain Limestone Upper,10
Schicht 30-28,10
Purple Shale,10
Steamboat Pass,10
Bridgewater Mbr,10
Domodedovo,10
Schicht 42-41,10
Odernheim,10
upper coal measures,10
Breitenberg,10
Sneakover Limestone,10
Nowata Sh Mbr,10
Lower Tesero oolite,10
Douiret Sand,10
Ironton Mbr,10
Saddle Creek ls,10
Ulayyah Mb.,10
Bradford Clay,10
Chappo Mbr,10
Schilfsandstein,10
Boda Limestone,10
POOL CREEK MBR,10
"2, 3",10
Middle and Upper,10
COLWELL BAY MEMBER,10
Empalme,10
lower Shishtu 1,10
Unite Ju 1 base,10
Pfeifer/Freeport,10
ARCHUSA MARL MEMBER,10
SANDSTONE MEMBER,10
Hell Creek Member,10
Aluvere,10
Jefferson Coal Bed,10
"""Basal""",10
POTTERCHITO MEMBER,10
Meagher Limestone Upper,10
French Creek sh,10
Near Viola Limestone and Bromide Formation contact,10
Painted Desert,10
Shaymakskaya,10
Horner,10
Sabbie di S. Giusto,10
Echaporã,10
Alexandra,10
Roman Camp Beds,10
Spaniard,10
Cubero Ss Mbr,10
Graubank 3,10
Graveyard Sandstone,10
Groveton,10
Campi,10
Peyto Limestone,10
Horsetail Creek Mbr.,10
Sandtop,10
Kenwood,10
Camelback,10
Stonebarrow Pyritic Member,10
Lobelville Member,10
"Cleveland Sh., upper part",10
Ulayyah Mb.6,10
Union Valley Ss Mbr,10
limestone,10
La Hoya,10
middle Cote de la Surprise,10
BRENNEN BASIN,10
Allahkajid,10
Navy Island Member,10
Beaverburk Ls Mbr,10
Coll de Port,10
Untere Korallenbank,10
Urnetoppen,10
Soldier Creek Shale,10
Slindon Sand,10
Mbissirri,10
MORROW CREEK,10
Breckenridge ls,10
Ferron Point Upper,10
Rattlesnake Ridge,10
Mariana Limestone,10
Sprechts Ferry Mbr,10
Home Station Sandstone,10
Red Saltclay,10
Rochester Mbr,10
Hagastrand,10
Linwood Ls Mbr,10
Barton Canyon,10
Meadow Limestone,10
Allensville Ss.,10
Lannikeng,10
Layer I - Taihungshania shui landeyranensis zone,10
Kereford Limestone?,10
"""basal limestone""",10
Mammoth Vein,10
Units 3-5,10
units S8-S9,10
Unit 1b,10
Sovind Marl,10
kote,10
Downderry Limestone,10
Upper mbr.,10
Green and Brown,10
Miller Spring,10
C1 Phosphorite,10
Monument Hill Mbr,10
Farmers Mills Mbr,10
Merriam Limeston Member,10
Abrigo Rincon Ls Mbr,10
Wheatley Limestone,10
Caroline Creek Sandstone,10
Upper Rocky Gulch Member,10
Herbert Sound,10
Clyde Member,10
Red Deer,10
Agua Sandstone,10
White Sandstone,10
Lias 3 member,10
Plethopeltis Zone,10
UNIONTOWN LS,10
Hisyan Mb.3,10
RUSHMERE MEMBER?,10
Lower Mbr (),10
Zone A,10
Zlambach beds,10
"Hochalm, Unit3",10
Jansen Creek Member,10
Upper Jeffersonville Limestone,10
Muddy Brown Sand Facies,10
Saint Cassian Beds,10
Wolf Mountain Shale Member,10
Pumpkin Creek Limestone,10
Hellnmaria,10
Takanabe Group,10
U-1,10
Woodbury Creek,10
Arkose,10
Gun River zone 5,10
El Disecado Member,10
Capp Limestone,10
Brown Muddy Sand Facies - Alluvium,10
Oatka Creek Mbr,10
Thunder Springs,10
Kilmer,10
PLUM POINT,10
Vaureal Zone 15,10
Lavender Sh,10
Koyutepe,10
Jeckenbach,10
Twin Buttes (D1),10
Nura Nura Member,10
Doniphan Sh Mbr,10
Pride Shale,10
Gutterford Burn Starfish Bed,10
Corphalie,10
Clay,10
Cave Hill,10
HOSTA SS,10
Soldiers Hole Member,10
Lower section,10
Sjørvoll,10
upper Adobe Town,10
RICH MEMBER?,10
Cotton Siltstone,10
Hill Creek,10
Evjevik,10
Richardson and Cybèle,10
Dun Caan,10
Pangwangcun,10
Southerham Marl no. 1,10
Burleigh Hill,10
(Pant 4),10
Sutkai,10
Wedington,10
XLT,10
Necessity Shale,10
D 4,10
Top Breccia,10
Upper Mercer ls.,10
Flour Sack Mbr,10
MITCHELL PASS,10
Paguate Sandstone,10
Grey Beds,10
Mason City mbr,10
Toro Limestone,10
North Evans Ls Mbr,10
Neva Ls Mbr,10
Point Wilkins and Sagemace,10
Kiewitz Shale,10
Speed Member,10
Breezy Hill Limestone,10
Kounov,10
Layer F,10
Indian Springs Mbr,10
Macoma Zone Mbr,10
Lower limestone,10
Killians Mbr,10
Brazos River Member,10
Walcott,10
Mudstone Member,10
Omi Limestone,10
Tammiku,10
Lower 40 cm*,10
Cap Mountain Ls Mbr,10
Lower Clastic,10
Niland Tongue?,10
Jaguariaiva,10
Lower Otaio Limonitic,10
Gilbert Mbr,10
Songlin,10
Hueco Ls,10
Ammonite Hill,10
upper grits and shales,10
Elisabeth,10
Plenus Marl Member,10
"Mt. Auburn Member, McMillan Formation",10
Solomon Creek Member,266
Unit 7,266
Snyderville Shale,1290
middle Tully,11
Pterinea Beds,11
Fenestella Shale Member,11
Monte Entrada Member,11
Phosphatic layer,11
Millaro,11
Caneyville Limestone,11
Falling Creek Mbr,11
Mt Savage Fire Clay Horizon,11
Sirius,11
Ferron Ss Mbr,11
Loogh Schichten,11
Acantilados,11
Columbiana Ls Mbr,11
Boone Chert,11
TELM 5,11
Blackdown Greensand,11
Silver Coulee,11
Guajataca,11
Vaureal Zone 23,11
Tampa,11
Ulayyah Mb.5,11
Baird Lower,11
Brassfield Limestone,11
"Hochalm,Unit1",11
Columbian Ls Mbr,11
Murrindal Limestone,11
Sesupe beds,11
Morganville Waterlime Mbr,11
Carnahan Bayou,11
Lower breccia,11
Río Salado,11
Amorphognathus ordovicicus,11
Hoyt Ls Mbr,11
Lower Bone Bed,11
Nora Mbr,11
Kununurra,11
Vaureal Zone 24,11
"Hochalm, Unit 1",11
Berrydale Greensand,11
Bay de Noc Member,11
Whitewater Mbr.,11
Lodênice Limestone,11
Paguate,11
Ledyard Mbr,11
Tidioute Member,11
Third Limestone Member,11
Lias Epsilon II/6,11
Glen Eyrie,11
Zhuguikou,11
Home Creek ls,11
Owen substage,11
Siete Hermanos Mbr,11
Macedonia Bed,11
Unit I,11
State Quarry,11
Stull Sh Mbr,11
Korowa and Sobotka,11
Index Limestone,11
Tarratine Mbr,11
Becscie zone 3,11
Bone Basin Mbr,11
Tanglewood Ls,11
Blue Creek Coal,11
Ballstone Ironstone,11
Bagdad,11
Nellie Bly Lower Shale,11
DALTON SANDSTONE,11
Bridger,11
Warroo Limestone Member,11
Shepherd's Chine,11
Heidelberg Member,11
NAVY ISLAND MEMBER,11
Captain Creek Mbr,11
Winterset,11
Atash Mb.2b,11
Chickabilly,11
Trace Creek,11
Praia da Pedra Lisa,11
Centerfield Limestone Member,11
Blocher,11
Sandy Hook Mbr,11
Brac Marbles,11
Rathbun Mbr,11
Potton Nodule Bed,11
Josefov,11
Portland Chert Member,11
"""one"" (lowest)",11
Torrington,11
Mt. Munro chert,11
Kicking Horse Shale,11
KashongShale,11
Little Cove Pt. Mbr.,11
Alamogordo Mbr,11
Bone Spring Ls,11
Maerewhenua,11
Dir Abu Lifa,11
Ileret Mbr,11
Hudson,11
Beard Creek Mbr,11
Tibagi facies,11
Richardson or Cybèle,11
Dunfee Mbr,11
Callavia Limestone,11
INDIAN SPRINGS SHALE,11
A3,11
Gin Cove,11
Slide Stratigraphic,11
Rudnitsaian,11
Greggs Landing or Bells Landing Marls,11
Ardmore ls?,11
middle clastic,11
Surgill Shale,11
Lower Breivik,11
Radnice,11
Picos Member,11
Beech River Member,11
Utopia Ls,11
Antwerp Sands,11
Selang,11
Cravatt Mbr,11
High Main Post Member,11
Galanderud,11
Bed 10,11
Magoffin Ls Mbr,11
Pachuta Marl,11
Hornstein,11
Kiviõli,11
Cherty Freshwater Member,11
Pennystone Ironstone,11
first,11
Dongwuli,11
Hawtah Mb.3,11
Howard Limestone or Shale Below,11
Tinde/Kiloleli,11
Ten Mile,11
WINDY GAP LS,11
Laney Shale Member,11
Genestosa,11
Kenneth Ls Mbr,11
English Head Zone 5,11
Richard Ss Mbr,11
Radotin or Kosor Ls,11
Anamosa,11
Yingshangpo,11
La Vida,11
Benburb Mudstone,11
Hawxby Shale,11
Chichkautekskaya,11
Upper Dolomite,11
Cape Lamb,11
Oasis,11
Lac Kinkony,11
Blackbyre Limestone,11
Enisala,11
Basal Beds,11
BRUSH CREEK LS,11
Longma,11
Mickwitzia Sandstone,11
Spywood Member,11
WINDOM SHALE,11
Rutledge Creek,11
Akkol Member,11
Dos Palos Shale,11
Lophos,11
Meshekli,11
Jiucheng,11
Hungerford Sl Mbr,11
Galesville Mbr,11
Phosphate,11
Villaro,11
Quajote,11
Wallop Hal,11
San Juan,11
"Belen Mbr, Lower",11
Oread Ls,11
Lower Qusayba Shales,11
Shriver Mbr,11
Calumet,11
Tarkio Ls Mbr,11
Sweeney,11
Jugoszow Sandstone,11
Na,11
Vijlen Mbr,11
Arcs,11
Ledyard Sh,11
Olchfa Member,11
Oakley Marl Member,11
Blackheath Beds,267
McMicken Member,267
Bembridge Marls,779
Middle,5387
Twin Buttes Member,12
Baker Canyon,12
Fairhaven,12
Carimona Mbr,12
Submeseta II,12
Cobham Bay Mbr,12
Couche III,12
Tolman,12
Moravia,12
Low. Part of Cardium bed,12
Iriri,12
Upper Dove,12
"ARche, La Boverie, Lion Member",12
Pride Sh Mbr,12
Gammon Ferruginous,12
Elmont Ls Mbr,12
Lower Sequence Coal Creek Mbr,12
Allensville Mbr.,12
Beard Creek,12
Bolahaul Member,12
P00leville Mbr,12
Chinese Wall Mbr,12
intermediate,12
Quillanet,12
Schicht 45-43,12
Long Island,12
Sharon Springs Mbr.,12
indet,12
Hushpuckney,12
Hindostan Whetstone Member,12
upper Hale Formation,12
Pierson Point Shale,12
Jolliff Limestone,12
Arredondo Clay,12
Lower Carbonate,12
Juniper Hill Shale,12
C2,12
Baraya Volcanic,12
Spinatrypa zone,12
Platyschisma Shale,12
base gravel,12
Obisagawa,12
Cementstone series,12
Lusitaniadalen,12
Ulkuntas,12
Sarhli,12
Vimy,12
Anton Chico,12
Lemont Arg Ls Mbr,12
Passkula Member,12
MSS,12
Upper Trigonia Grit,12
Yuranigh Limestone,12
East Mountain Member,12
Unit 4 (informal) (from bottom),12
Acre Conglomerate,12
Pallero,12
Svartodden,12
Mormon Sandstone,12
Jbel Amouguer,12
Rech,12
Tyus Member,12
Vincent,12
Fort Hays Member,12
Phoenix Mbr,12
Red Shales of Restin,12
Shibantan Member,12
Leira Má,12
Main Anhydrite A3,12
SOPCHOPPY MEMBER,12
Bellmoor,12
Gunsight ls,12
"""Ollie""",12
Lower Wellenkalk layer 9,12
Taunton (Fall Brook Bed),12
Victoria Peak Mbr,12
Flood,12
Wadi Abu Hashim,12
Morro Blanco,12
Ferron Sandstone,12
Rivoli Mbr,12
Kreyenhagen Shale,12
Schicht 79,12
Margas y calizas margosas,12
Laframboise-Fox Point,12
Cauderalito,12
Alum Bluff Mbr,12
Olathe Limstone and Little Kaw,12
Unit IV,12
Haupt dolomite,12
Arnheim Member,12
Cleveland Sh. concretion,12
Hartford Ls Mbr,12
Bluffport Marl Member,12
Eagle Mountain Shale,12
Choctaw,12
Lower Aar Member,12
Wrae Limestone,12
Luta Limestone,12
Longshancun,12
Lower Mb.,12
Upper mudstone,12
Smokey Hill Chalk Mbr.,12
Jones Point Shale,12
Reading,12
Bexar Member,12
Belanger,12
Ferrugineus Schichten,12
Cerro Colorado,12
Layer D - Shumardia zone,12
Johnson Canyon,12
Puesto Antigual,12
"Mo (Tanaka, 1963)",12
Wellsburg Fm.,12
Brèche à Micmacca,12
Bugti Mbr,12
Tully Mbr,12
Clonbinane Sandstone,12
Mullamullang Limestone,12
Lower Kagawong,12
Poker Chip Shale,12
Saruhashi dacitic tuff,12
Vergel,12
Crystal Falls,12
"Upper ""fangolitas calcareas""",12
Tuwaiq Mountain Limestone Lower,12
Petit Mont,12
Catlin Mbr,12
Cholla,12
PLATTSMOUTH LIMESTONE,12
"""Songkan""",12
Waugh,12
Unit XII/1,12
Galinos Shales,12
Lower Asmari,12
Ribstone Creek,12
Pleasants Ss Mbr,12
Kainer Member,12
Brannon Bridge Limestone Member,12
LEEDS CREEK MEMBER,12
Acquabona,12
Staendebach Mbr,12
De-na-zin Mbr,12
Ikalukrok,12
Cannonball,12
WINDY HILLS MEMBER,12
Lebanon Beds,12
Lebo Sh Mbr,12
Home Creek Limestone,12
Hurlet Limestone,12
Schistes a  Calymenes,12
Nedrow Mbr,12
HEEBNER SHALE,12
Tapu Mbr,12
West Branch Shale,12
Sjorvoll,12
Hawtah Mb.,12
Pyramid Hill Sand Mbr,12
Big Horse Limestone,12
Uppermost Blue Gulch Mudstone Member,12
Bienvillia angelini level,12
Lower Tealby Clay Member,12
Clifton Forge Mbr,12
Windom Shale Member,12
Sevkhul,12
Scenic Member,12
Ravensfield,12
Little Stone Gap Mbr,12
Grey Pelite T3-b,12
Nannait,12
Meerssen Member,12
Disa,12
English Head Zone 7,12
Hook Norton,12
Hurricane Creek,12
Burket Black Sh Mbr,12
Nada Member,12
Coconi Beds,12
Peach Springs,12
Eurypterid Bed,12
E-F,12
Bardstown Mbr,12
Middle Susana Formation,12
Tamah Member,12
Honseler Beds,12
Hartwell Clay,12
Waco Mbr,12
Wulonqing,12
Cacapon Ss Mbr,12
Frisbie Limestone?,12
Liukankou,12
Walnut Clay,12
lower Middle,12
Chari,12
Tomcat Creek Limestone,12
Somerset Street,12
Mintlyn,12
Basal Calcareous,12
Base of Iola Limestone,12
Upper platy facies,12
Bellevue Limestone,12
Hisyan,12
Split Creek Ss Mbr,12
Niuniuzhai,12
Avoca Mbr,12
Schizophoria iowensis Zone,12
Brush Creek Sh Mbr,12
Elmo Limestone,12
top of unit 9 / base of u,268
U1,268
Whitewater Member,268
Ranchester,268
Al Gata,13
Highland Mills,13
Zone 5,13
Monastery Creek Phosphori,13
Hustley,13
Robinson Branch Coal Cap,13
Glauconitic Marl,13
Upper Mudstone Member,13
Lemons Bluff Member,13
Marly Naifa Member,13
Lower Crioceras Bed,13
Ewing Creek,13
Haskell Limestone?,13
Cheiloceras - Sporadoceras beds,13
Tulu Bor/Lower Burgi,13
QSM & PPM,13
Klausbach,13
Eiss Limestone?,13
"Cedar Mountain (""Bridger E"")",13
Bivalve Beds,13
Torevere,13
Uppermost beds,13
Brownish sand facies,13
Ridala,13
Upper shale Mbr.,13
upper ?,13
Hughes Creek,13
Bluff Creek Sh Mbr,13
Pentamerus,13
1–2,13
Eskridge Shale,13
Manooka,13
Schicht 73-70,13
"""Eighteen""",13
Cain Hill,13
I. Limestone Unit,13
Disrupted Sandstone and Shale,13
Duck Creek and Fort Worth Members undivided,13
Johns Wash,13
Allison,13
Guaracara Limestone,13
Orchard Limestone,13
Sutro,13
Rio Salado,13
Meadura,13
Konglomeratovaya,13
Calcareous,13
Takhilt,13
Burgess Shale,13
Marcus,13
Riddlesburg Sh.,13
unit B,13
Brown Beds,13
Da-Tang/Zhu-gui-Keng,13
Grand Falls Chert,13
Parnell Grits,13
St. Helen's Sands,13
"Mm-n (Tanaka, 1963)",13
Hanson,13
Upper section,13
Beckers Butte,13
Hope Sh,13
Fiennes,13
Nambe,13
Mars Glacier,13
Phelps,13
Micmacca Breccia,13
Ediacara Mbr.,13
Conchidium tenuistriatum,13
Vaulx,13
Rock Point Mbr,13
Red East,13
Distal facies,13
Sandstone of Bois D''ausse,13
Santari Ss Mbr,13
Sericoidea Mudstone,13
Lewisville Mbr,13
Poortjie,13
East Mountain Shale,13
Westwood,13
Madai-Baturong Limestone Member,13
Capps Ls Mbr,13
Schicht 76,13
Deep Run Member,13
Valkenburg,13
Ctenodonta,13
Drakov Quartzite,13
Point Pleasant Mbr,13
Dixon,13
Bargate Stone,13
Ogallala,13
Mount Harris Mbr,13
Numayri,13
Lapworthella Limestone,13
Paijiachong,13
St. Joe Ls Mbr,13
Salem Point,13
Unit 12,13
Burr ls,13
McCann Sandstone,13
Rose Canyon Shale,13
Big Cove,13
Ulayyah Mb. 1,13
Thermopolis lower sh Mbr,13
Fossil Bute Member,13
Kashong Shale Member,13
Lower facies,13
Fossiliferous Limestone,13
Brule,13
Davenport,13
Merksem,13
Beeston Chalk Member,13
Venice Mbr.,13
Fredonia,13
Bear Gulch Ls.,13
Ost Ls Mbr,13
Dakanihyalo,13
"Middle Member, Upper Part",13
Rio Salinas,13
Nora mbr,13
Painted Rock Sandstone,13
Ironton,13
Unkaku,13
Washingtonville Sh Mbr,13
Yonabaru Clay Mbr,13
Rogoznik,13
Perekhodnaya,13
Mem Moniz,13
Ross Lake Sh Mbr,13
Koneprusy,13
Laney Shale,13
Schicht 47-46,13
Cambridge Ls Mbr,13
Priest Canyon,13
Monte Leon,13
Overall Limestone,13
Unit 43,13
Brennan Basin,13
Flat Gap Ls Mbr,13
Blackjack Creek Limestone Member,13
Asbury,13
Steinbreche,13
Argillaceous Ls Mbr,13
Marine Member,13
Jamesville,13
Nenets,13
Sierra del Castillo,13
Üçtepeler,13
Inglis Limestone,13
Cerro Conejo,13
Maanshan,13
Cooking Lake,13
Deni Oussia,13
Peveril Point Member,13
lower Zone 4 - P. gracilis biozone,13
Sconondoa Limestone,13
Lecompton Basal,13
Kyndalyn Mudstone,13
Lane Shale Upper,13
Blue Mountain Mbr,13
Fishbourne,13
Hidegkut Dolomite,13
Schicht 65-64,13
Khali,13
Tomahawk Creek,13
lower shales and sandstones,13
Archusa Marl Member,13
Gerazim Limestone Member,13
Close Hill Siltstone,13
Pachuta marl,13
"Belen Mbr, Upper",13
Lodenice,13
Togocyamus Limestone,13
Meadville Sh.?,13
Griffins Landing Mbr,13
Division 3 and 4,269
Cravatt,1037
Ten Mile Member,1805
IIB,14
Upper Gaptank Limestone,14
Petrified Forest Mbr,14
Lower Lobster Bed,14
Lake Neosho shale,14
Silver Creek Mbr,14
Delaware Creek,14
Poland Mbr,14
Nora subst.,14
Upper San Joaquin,14
Fleury Mbr,14
Montenegro Member,14
Lixian,14
Hushpuckney Sh Mbr,14
Kokomo Limestone,14
Injune Creek,14
Tumbadero,14
Twin Buttes Mbr,14
San Adrian,14
Lower Rocky Culch Sandstone Member,14
Weno Clay,14
Brush Creek Limestone,14
Shriver Chert,14
Blach Ranch ls,14
Graptolite Beds,14
Sranagross Dolomite Member,14
Makarivka,14
Silver Creek Ls Mbr,14
Porbandar Calcarenite,14
Rochester Sh Mbr,14
Lower Platy Naifa Member,14
Lodi Member,14
Holm Sandstone,14
Unit 23,14
Ecca Coal Measures,14
Seelyville,14
Mercer Mbr,14
Levanna Member,14
"Md (Kawabe et al., 1996)",14
CHAPPO,14
Elgin Mbr,14
Grandhaven Ls Mbr,14
Crinoidal Ls Mbr,14
Ojo Huelos,14
11th Street Limestone,14
Chipping Norton Limestone,14
Cusseta Sand Mbr,14
Sage Pebble,14
Upper Clastic,14
Keownville?,14
Duncannon Mbr,14
HOMER,14
Caldwell Knob Member,14
C Beds,14
Albert Town Member,14
Brush Creek sh.,14
Brownville Ls,14
Slottsmøya,14
Man,14
Upper Torgau,14
Goat Seep,14
Topeka Limestone top,14
Spechts Ferry Mbr,14
Flour Sack,14
Putty Shale,14
SCHROYER LIMESTONE,14
Lions Bridge Beds,14
DeGrey,14
Goodenough,14
T1,14
Starrs Cave,14
Jet Rock Member,14
Grey Pelite,14
Atrypa snakensis,14
Littleton,14
Stoneville,14
Raised Beech,14
Cache Valley,14
Asaharbito Beds,14
Burnside Conglomerate,14
Cornell Dam Mbr,14
Layer J - Gres a Lingules Superieur,14
Pahrum Hills Shale,14
"Eiberg, Unit 1",14
Portersville ls.,14
Lower Gryphaea,14
Lomita Marl Mbr,14
Maysville Mbr,14
Bognor Rock,14
Hoeniti,14
Tyro Oolite,14
Lodi Sh Mbr,14
Upper Mudstone,14
Schicht 51-48,14
Cascajo Cgl Mbr,14
Soun Mudstone,14
Kacak and Roblin,14
Devonian Siltstones,14
Pernik Beds,14
? Devil's Gulch,14
Salinas Peak Mbr,14
Gun River zone 4 sensu J. Ross,14
Innerelv,14
Colwell Bay Member - Brockenhurst,14
Soldiers Hole Mbr,14
Ross Brook Middle Mbr,14
Brookvale Shale,14
Vesiku,14
St Croix Limestone,14
"No. 16, Stairway Section",14
GAMMON FERRUGINOUS MBR,14
Limestone above Goshen Coal,14
Coral Ridge Member,14
Medium-Bedded Lmst.,14
Yellow Cat Member,14
Hengxian,14
Schicht 69-66,14
Mucie Creek Shale,14
Yoho Shale,14
Opabin,14
Paramoudra Chalk,14
Konan alternation of tuffaceous sandstone and mudstone,14
Bed II,14
Black Hand Ss.,14
Glauconitic Shell Sand,14
Lincoln Member,14
"""Cladocoropsis Limestone""",14
Fern Glen Mbr,14
"Stewartby Member, or Weymouth Member",14
"""shale""",14
Second Hosie Limestone,14
Umia,14
LITTLE OSAGE SHALE,14
Maidiping,14
Coston Beds,14
Rickreall Limestone Member,14
Ross Lake Shale,14
Prosser Mbr,14
Expansus,14
Tobaceo Las Bayas,14
"Crackers Members, Group 3",14
Moab Tongue,14
D4,14
Vintoky,14
Zone 14b,14
Unit XII/2,14
Alaunschiefer,14
Friedrich Shale Member,270
Dewey Limestone Member,782
Breccia Beds,15
Dunderberg Shale; A,15
Solothurn Turtle Limestone,15
Cambridge,15
Jagua Vieja,15
Kosmocerasdal,15
Lias Epsilon II/3,15
Farmington,15
Ghuneri,15
Schesaplana,15
Lezna,15
Little Beaver Creek,15
Dunderberg Shale; C,15
Turner Creek Shale,15
Osmington Mills Ironstone,15
Massive series,15
Ladron,15
Q70,15
Fambro SS Member,15
Parachute Creek Mbr.,15
Pantolambda Zone,15
Gattar,15
50m Unit,15
Shawan (Dull Purplish Beds),15
Little Pawnee,15
Liberty biofacies,15
Elmo Ls,15
Bridal Veil Falls,15
Slivenec Ls,15
TORO LIMESTONE MEMBER,15
Tanglewood Member,15
Zone 2,15
Amity Sh Mbr,15
B2 Mbr,15
Ellis Bay Mbr 6,15
d1a,15
upper carbonate,15
Dicellograptus shale,15
Unit 2 (informal) (from bottom),15
Oolitic,15
Wietrznia,15
Baggy Beds,15
Burge Channel Mbr,15
Division C1,15
Great Bridge Mbr,15
Black Shale,15
Mazomonie Mbr,15
"Ub (Tanaka, 1963)",15
Tupelo Tongue,15
Hereri Shales,15
Platty Dolomite Ca1,15
Nyaweiga,15
Cerro La Ceja,15
Manuelitas,15
Pengjia,15
"""C""",15
Queen Hill Shale,15
COYOTE HILLS,15
Skryje Mbr,15
Lower G (1 -13),15
Boundary Ridge,15
Spirifer yassensis Limestone Member,15
Bayo,15
Ishiizawa Sandstone,15
Sursha,15
Knockerk House Sandstone,15
Graua Limestone,15
Vaureal Zone 9,15
Evansville Oolite,15
Cap-aux-Os,15
Datang,15
Hennigryggen,15
Dover Mbr,15
Sadhara Coral Limestone,15
Hughes Creek Sh.,15
Littleton Mbr,15
Fiddlers Green,15
lower Chamisa Mesa,15
Barrington Beds Member,15
Tomah Member,15
Vinland Shale?,15
Ghajn Melel,15
Zhongyicun Mbr,15
Edegem Sands Mbr,15
couches de Verds,15
Lower Coaledo,15
Mifflin Mbr,15
B3 Unit,15
Anchor Bay Member,15
Stonehenge Ls Mbr,15
Innkjegla,15
Unterbank,15
Domengine Sandstone,15
Thatcher Ls Mbr,15
MIDDLE,15
Greensand Member,15
HAVENSVILLE SHALE,15
Pine Crest Sand Mbr,15
Gara Sbaa,15
Aguajito Shale,15
Zone 17,15
Pokejoy,15
Windom Member,15
Craigleith,15
Schicht 52,15
Lobitos Member,15
Upper Limestone Unit,15
Florence Sh Mbr,15
Narmia Mbr,15
Upper Rio Dell,15
upper tuffaceous zone,15
Trident Mbr,15
2b,15
Chevenez,15
Rock Lake Sh Mbr,15
Siltstone/Sandstone,15
Desert Range Limestone,15
Liesberg,15
Schicht 63-53,15
Devils Kitchen Mbr,15
Steamboat Shale,15
Chaffin Limestone,15
Juniper Gulch,15
Phacoides Sand Mbr,15
MUNCIE CREEK MEMBER,15
Kolymbia,15
Dunbar Creek,271
Gray Bull Mbr,783
Pioche C-shale Mbr,783
Tongue River,783
Bob Limestone,1039
APACHE CREEK MBR,16
Deola-Chirakhan Marl Member,16
Farley,16
Argillaceous Limestones,16
Saluda Ls Mbr,16
Orgol,16
Brannon Bridge Member,16
Fort Ancient Mbr,16
Liveoak Shale,16
Kasliu,16
Rodman Mbr,16
Eagle City Limestone,16
Sinsinewa,16
Glenhaven,16
Raymond Quarry Shale,16
Machiques,16
Uinta C,16
Beacon Heights Orthoquartzite,16
Stoney Fork Mbr,16
Cycle I,16
