v_bed,reps
localbed:Unit 6a - 6i,9
localbed:1037,9
localbed:dark shale,9
localbed:i,9
localbed:17.2,9
localbed:G-3 to G-13,9
localbed:-74.5,9
localbed:2537m,9
localbed:30 | regionalbed:1225,9
localbed:Sample AK9,9
"Horizons A3, D",9
localbed:Bed 29,9
localbed:12.15,9
localbed:H225A,9
Bed 50,9
localbed:1/2,9
Lower B,9
localbed:23.1,9
localbed:1036,9
localbed:40 meters from base of section,9
localbed:Boulder #379,9
localbed:Du 7a,9
localbed:3 | regionalbed:Mikro Strongilio,9
Bed D6A,9
localbed:HM 262,9
localbed:4-78,9
localbed:basal Tully,9
localbed:278 - 291,9
localbed:KU (e) 3,9
localbed:Bone-Bed,9
localbed:301.5,9
localbed:11.6,9
"Smoky Hill Middle, 29' above marker#7 Hattin1982",9
Smoky HIll,9
localbed:G87-424LJ,9
localbed:1940,9
localbed:2-73,9
regionalbed:153,9
localbed:four,9
localbed:781.4,9
localbed:F48,9
localbed:D-4,9
bed 14,9
localbed:4f,9
localbed:825,9
localbed:33.8,9
localbed:1919,9
Middle Creek Limestone Base,9
"localbed:""F""",9
localbed:I-AB BR1s,9
localbed:10 - 12,9
localbed:P 2,9
localbed:F19,9
localbed:1 | regionalbed:6,9
localbed:Carabocrinus,9
localbed:1-86,9
localbed:27B,9
66,9
localbed:unit 2--7 ft. below top,9
localbed:447,9
Hartland,9
localbed:45.59-45.83,9
localbed:E3,9
localbed:1-117,9
localbed:3900,9
localbed:LA 12,9
localbed:140.5-147.5,9
localbed:118.8,9
localbed:41.4,9
localbed:4-22,9
localbed:4-66,9
localbed:4-52,9
localbed:22 (Unit 26),9
localbed:Hippurites radiosus,9
124,9
"localbed:85,5",9
localbed:1040,9
"localbed:18 (Unit 30, middle)",9
Approximately 75' below top of Signal Mountain Limestone,9
localbed:563.64,9
regionalbed:-110,9
43,9
localbed:G27,9
localbed:G-27 to G-29,9
"localbed:PAR-II 126,5",9
localbed:1-58,9
Shale just below and above Topeka Ls.,9
localbed:H238A,9
localbed:46 | regionalbed:45,9
localbed:IYII11,9
localbed:803,9
Astarte Bed/Starfish Bed,9
localbed:167-169,9
localbed:L3,9
localbed:-2-19,9
localbed:NL73,9
localbed:Unit 20,9
localbed:10214,9
localbed:indet,9
localbed:1294-1297,9
localbed:38.7,9
localbed:91.4,9
localbed:25.4–27.1,9
3w (i),9
localbed:ZS-2,9
localbed:48.7,9
localbed:4-35 B4,9
localbed:4-37,9
localbed:6640,9
localbed:c 3 Ti,9
Spring Branch Limestone 14' Below,9
Echinoid bed,9
localbed:1560,9
localbed:18.85,9
localbed:Mk 15,9
localbed:sheds .75 m below DeRuyter,9
localbed:71.5,9
localbed:2075m,9
Bed C1,9
localbed:213.3,9
localbed:Coral Horizon 5b1,9
localbed:293.8,9
localbed:N1,9
Cliff End Bone Bed,9
Bembridge Oyster Bed,9
Black shale below Mercer Limestone,9
localbed:458-460,9
localbed:583.3,9
localbed:A46,9
localbed:NL76,9
localbed:BR3,9
localbed:54.25,9
localbed:2398,9
localbed:134-163,9
localbed:4-126,9
Eiss Limestone Top,9
localbed:F36,9
localbed:unit 2--3 ft. below top,9
localbed:206.3,9
Shell middens,9
Lake Creek Member Upper,9
58,9
localbed:S944,9
"localbed:2,5",9
localbed:BL 9/02,9
localbed:TotoraB,9
regionalbed:T5,9
localbed:16-17,9
bed 609,9
localbed:B12 - C4,9
localbed:P7,9
localbed:112-9,9
localbed:104 | regionalbed:418,9
localbed:64.5,9
"localbed:Unit 15 (12 feet thick), Unit 11 (3 feet thick),  (22",9
localbed:1055,9
Salt Grass Shale Middle,9
localbed:1-135,9
Fisher Bed VIII,9
localbed:17.4,9
localbed:65.4,9
localbed:AIS38,9
Maclurea Beds,9
localbed:11-3,9
localbed:1706'0-1577'5,9
localbed:couche 4,9
localbed:25.3,9
localbed:2563m,9
localbed:5120m,9
Widder Bed,9
localbed:305-310,9
localbed:11246,9
localbed:Oolithe de Marquise,9
localbed:2SW 9.0,9
localbed:72.00-78.00,9
localbed:983.25-1000.75,9
localbed:132.5,9
localbed:R8,9
localbed:Kinney Clay Pit,9
"localbed:52,8",9
Bed D4A2,9
localbed:-2.8,9
localbed:12400,9
localbed:2625m,9
localbed:51.6,9
localbed:562.64,9
localbed:depth 107m,9
"localbed:PAR-I 140,5",9
localbed:10 | regionalbed:270,9
localbed:979-1112 m | regionalbed:bed,9
localbed:Sheds .4m above HFShed2,9
localbed:D6,9
localbed:33.50-33.53 m,9
localbed:14 | regionalbed:-52,9
localbed:j,9
Faringdon Sponge Bed,9
localbed:794.7,9
localbed:depth 2050m,9
localbed:3125m,9
localbed:Ns XXII | regionalbed:Zone III,9
localbed:3.5 | regionalbed:109.5,9
localbed:Torchère sandstone,9
localbed:102.4,9
localbed:73-1,9
regionalbed:0.0 to 3.7,9
localbed:741,9
"localbed:89,4",9
localbed:80.37-84.84,9
regionalbed:1136.32,9
localbed:452,9
Base of upper Neva,9
regionalbed:212,9
localbed:185-235,9
localbed:H242,9
localbed:H237,9
localbed:72.2,9
localbed:Bed V,9
localbed:86-4,9
localbed:4/2,9
localbed:39.2,9
localbed:G84-18LJ,9
localbed:top Sheds/Highland Forest contact,9
localbed:3-29,9
localbed:756,9
Fisher Bed VII,9
"localbed:D6,4",9
regionalbed:630 to  642,9
localbed:9250,9
regionalbed:21,9
localbed:60-90,9
Zone X,9
localbed:26–46,9
122m above base SCLS,9
regionalbed:Unit 6,9
localbed:1.95,9
localbed:c 4 Ti,9
localbed:15 (Unit 26),9
localbed:1997,9
localbed:M 11/4,9
localbed:G96-5LJ,9
localbed:4.16,9
"localbed:D2,2,base",9
localbed:Taunton first silt ledge,9
localbed:373,9
localbed:T2b,9
Bed H57,9
Bed 10a,9
localbed:Sandwick Fish beds,9
localbed:g1,9
regionalbed:11997,9
Crinoid zone No. 2,9
localbed:51.4,9
localbed:Fisher Gully ~2m laterally from TiFis2A,9
Shale at top of M. Howard Limestone,9
localbed:-1.89,9
regionalbed:138,9
Planorbid Bed,9
"localbed:48 (Unit 56, upper)",9
localbed:H230,9
localbed:172.5,9
localbed:1/15,9
localbed:103-1,9
localbed:IYII24,9
How Ledge Limestone,1545
localbed:13,1801
regionalbed:horizon 14,10
localbed:BL 15/02,10
localbed:Inner core subfacies,10
Basal Graford Formation,10
localbed:6.28,10
localbed:465-500,10
localbed:unit 2 (top of unit),10
localbed:5145m,10
localbed:50 and 51,10
localbed:100 | regionalbed:100,10
DIIB,10
localbed:3m,10
localbed:Sheds .42m above HFShed1,10
localbed:5.95,10
Campanien supérieur,10
localbed:Dominopol'skiy horizon,10
regionalbed:11998,10
localbed:64.6,10
localbed:F54,10
localbed:Unit VII,10
localbed:Grey Tuff,10
localbed:11B,10
Shale below Howe Limestone,10
regionalbed:163,10
localbed:4-88,10
localbed:1725,10
localbed:9.5 | regionalbed:115.5,10
localbed:4-122,10
localbed:14(2),10
3p III,10
localbed:1505,10
localbed:36.6,10
localbed:Spezzano 1m above KasSpez1,10
localbed:110.4,10
localbed:1255 | regionalbed:2450,10
localbed:2 (Unit 4-6),10
localbed:F55,10
localbed:11660,10
localbed:1978'8-1890'0,10
localbed:-2-21,10
localbed:Go 9-10c,10
localbed:US59,10
localbed:526.5,10
localbed:2.5 | regionalbed:108.5,10
localbed:IYII12,10
localbed:528A,10
Taylor Mill Submember,10
localbed:1-100,10
localbed:23.0 - 23.9,10
46,10
localbed:Shapwick Grange Quarry,10
localbed:9m-i,10
regionalbed:11456,10
localbed:G84-20LJ,10
localbed:60.5 - 61.75,10
localbed:1-178,10
localbed:55.4,10
localbed:27.1–28.7,10
localbed:Modified flank-cap facies (X),10
localbed:3230-3245m,10
localbed:1453-1448,10
localbed:F50,10
localbed:3.42,10
"Fisher Bed V, F2, Turritella Bed",10
localbed:1-186,10
"Loftusia level, Beds 2-7",10
localbed:81.55,10
localbed:43.0,10
localbed:87.15,10
localbed:485-535,10
"Fisher Bed VI, F4, Palate Bed",10
localbed:90-5,10
horizon Bel-B,10
localbed:263.5,10
Kereford Limestone Base,10
localbed:18+19,10
localbed:NL204,10
localbed:46.8,10
localbed:9.5 - 10,10
localbed:KU (d) 1,10
regionalbed:105,10
localbed:depth 148m,10
localbed:1b I,10
localbed:Tetoiu 3 upper faunal horizon,10
localbed:173.8,10
localbed:IN 34,10
localbed:594.4,10
regionalbed:131,10
localbed:1-102,10
localbed:-1.85,10
localbed:458.4,10
localbed:124.8,10
"Horizons D, F",10
localbed:G84-19LJ,10
localbed:depth 138m,10
localbed:T 16,10
localbed:Horizon A,10
localbed:3990,10
localbed:Zm F,10
localbed:Yorga Beds,10
localbed:shell bed F-1,10
localbed:LA 4,10
"localbed:Fall Brook Bed, 1cm thick",10
localbed:59.75,10
Top of Spring Creek?,10
localbed:Bear Swamp beds .37m below HFAmsLs1,10
localbed:0.2 - 0.25,10
localbed:Cf5,10
localbed:upper part of 20A,10
localbed:Sample AK12,10
localbed:4-21,10
localbed:Beer Roads,10
Peltura Beds,10
localbed:IQ-26,10
Chapelgreen Seam,10
localbed:31-1,10
localbed:88-159,10
localbed:-42.15,10
localbed:82.2,10
localbed:530-550 below base of massive unit of the Eureka,10
localbed:OC2,10
localbed:F17,10
localbed:1290-1292,10
Shale in Lecompton ls.,10
localbed:1283,10
localbed:101.15,10
localbed:1769m,10
147,10
localbed:2687m,10
localbed:B25,10
localbed:44.9,10
localbed:4.15,10
localbed:12.0-12.5',10
Bed 17 of Difunta section,10
"localbed:""B""",10
localbed:C-4 to C-9,10
localbed:0.02 - 0.04,10
localbed:2D,10
Vesiku Beds,10
Santo Limestone (below),10
76,10
regionalbed:1-10,10
localbed:1514-1532m,10
"localbed:58,8",10
localbed:123.1,10
localbed:5.83,10
localbed:8 | regionalbed:4,10
localbed:2200,10
"Below Baculite zone, about 150' above base",10
Zone I,10
Holocene Soil,10
localbed:16.9,10
Zone 2,10
localbed:Fisher Gully .24m above HFFG6,10
localbed:IYII13,10
localbed:50 | regionalbed:210,10
localbed:86 | regionalbed:26,10
localbed:-49.1,10
localbed:240 | regionalbed:240,10
localbed:475.2,10
localbed:79-5,10
localbed:y,10
localbed:5850,10
localbed:1-42,10
localbed:Lower Main Phosphorite Conglomerate,10
localbed:1-2,10
localbed:Marl undifferentiated,10
localbed:AIS14,10
localbed:H405,10
localbed:BPW80-15B,10
localbed:H44,10
Upper Calathium,10
localbed:4973m,10
Erie Limestone Upper,10
localbed:9.0 | regionalbed:115.0,10
Freshwater Steps Stone Band,10
localbed:Gns10,10
localbed:IN 11,10
localbed:2.12,10
localbed:162.2 - 209.3,10
localbed:655,10
localbed:45.25,10
Rhynie Chert,10
localbed:115 to  128,10
localbed:Lower Hippuritella castroi,10
Beds 10-11 (of Callomon 1968) (= 'Warboys Rock' of Wright 1980).,10
localbed:799.7,10
localbed:75c,10
localbed:58.4,10
localbed:7210,10
localbed:I-BR 1bc,10
Dolomitic siltstone 18.4' - 20.4' below base of Toronto Ls,10
localbed:834D,10
Lower Marly Bed,10
localbed:13-12,10
localbed:10.5 | regionalbed:116.5,10
Bed 112e,10
"Horizons D, F, H",10
FISHPOT COAL,10
LB6 Bed,10
localbed:E4,10
localbed:4868m,10
localbed:sample 28,10
localbed:15-25,10
localbed:Boulder #380,10
localbed:Marnes de Fételay,10
localbed:-8.85,10
localbed:32.9,10
L9/8,10
"localbed:bed a, d (lower part), e, f,",10
localbed:Layer I - Taihungshania shui landeyranensis zone,10
localbed:1175 | regionalbed:2370,10
localbed:53.8,10
localbed:Lithofacies C,10
localbed:4-56,10
localbed:Unit 80,10
Unit G,10
localbed:61.4,10
regionalbed:3/4,10
localbed:0.35,10
localbed:37.49 - 37.50 m,10
localbed:Unit 113a,10
localbed:410-435,10
localbed:sample 1,10
localbed:Fisher Gully .92m above BaFis/Ta,10
Bed R,10
localbed:depth 78m,10
regionalbed:159,10
localbed:upper shale,10
Base of Drum Limestone,10
regionalbed:56,10
localbed:7.05,10
localbed:layer XVII,10
localbed:2009,10
"Fisher Bed VII, F6, Nummulites laevigatus Bed",10
localbed:4.83,10
localbed:-1.75,10
Bed 10b,10
localbed:72.00-74.00,10
localbed:2014m,10
localbed:Karla .15m above HFLansng,10
localbed:462.4,10
localbed:108 feet from the base of the section,10
localbed:-6.6,10
localbed:Fourcade,10
localbed:NM6,10
"localbed:13 (Unit 15, middle)",10
localbed:Lower B,10
localbed:3 (Unit 6),10
localbed:Site 8 Zone 4,10
Pycnactis Band,10
localbed:10340,10
localbed:3.5 | regionalbed:100.0,10
localbed:259-268,10
localbed:unit 3--117 ft. below top,10
localbed:-13,10
localbed:75-6,10
localbed:UF13,10
localbed:1435,10
localbed:554.5,10
W15,10
localbed:Taunton .18m above HFFaBrk,10
localbed:Sample AK16,10
localbed:14.0 | regionalbed:120.0,10
localbed:98.55,10
localbed:H41,10
localbed:290.5,10
localbed:LA 13,10
localbed:Nivel X,10
localbed:215 | regionalbed:1410,10
"Bed 13, Button coral facies with Dictyoptychus 2-3m above Zuffardia level",10
localbed:Narrows unit 45,10
regionalbed:119,10
localbed:731,10
localbed:4-144,10
localbed:75.2,10
localbed:9320,10
Schroyer Flint,10
"localbed:25 above base, Ranger Mtn. member",10
localbed:KU (e) 2,10
"localbed:13,231-13,235",10
localbed:1-44,10
localbed:5 (Unit 6),10
localbed:3.95,10
localbed:511-523m,10
localbed:300 - 330,10
Upper 34 m,10
130,10
localbed:45.1,10
localbed:E. laevis &c.,10
localbed:0 - 30,10
localbed:11E,10
localbed:27.4,10
localbed:60-68,10
localbed:50.3,10
localbed:90 | regionalbed:423,10
localbed:11.5 | regionalbed:117.5,10
localbed:558,10
Weskan Member Lower,10
localbed:14.25,10
E bed,10
regionalbed:LM 10,10
SANDSTONE,10
Basal conglomerate,10
localbed:394,10
localbed:bottom faunal horizon,10
localbed:1-75,10
localbed:6.5 | regionalbed:112.5,10
localbed:366.4,10
Loftusia bed,10
localbed:NL74,10
localbed:Taunton 3.3 m below TiLans,10
localbed:Sample 11,10
localbed:G94-63LJ,10
Sutudynskaya Suite,10
localbed:Taunton 1m below BoTau3,10
localbed:1899-1902,10
LITTLE SAGE CREEK,10
localbed:565.5,10
localbed:4542-4545,10
localbed:S31,10
localbed:11960,10
Shale 2 feet below Lower Deer Creek Limestone,10
localbed:4.35,10
localbed:4843m,10
localbed:4140,10
localbed:6SW 8.0,10
regionalbed:11979,10
Middle Cabbage Patch Beds,10
Chalk Basement Bed,10
Bed 3g,10
Orbirhynchia Band,10
localbed:0.79,10
localbed:14-16,10
localbed:Z.orb-7,10
localbed:Tar Springs Sandstone,10
localbed:604,10
localbed:11266,10
localbed:Bay Ogof Hen,10
localbed:R 519,10
Bed 24,10
regionalbed:185,10
localbed:1690,10
localbed:II C | regionalbed:Hipparion,10
localbed:F13,10
localbed:345.5,10
localbed:146.9,10
localbed:1934,10
80,10
localbed:2797m,10
localbed:555 | regionalbed:715,10
localbed:1290,10
regionalbed:5B,10
localbed:4-155,10
localbed:722 | regionalbed:1900,10
Shale in Gunsight,10
localbed:75.05,10
localbed:between 2 and 3,10
localbed:35.1,10
localbed:3.91,10
Bed 7 of Smith et al. (in press),10
localbed:LA 1,10
localbed:11281,10
localbed:2352m,10
localbed:26.8,10
"Zuffardia level, mostly derived from echinoid bed D",10
Lower,10
"localbed:T1,1",10
localbed:543C,10
localbed:417,10
localbed:762,10
CONGLOMERATE,10
localbed:z,10
Bed J + Chama Bed,10
localbed:47 (Unit 52),10
localbed:2933,10
localbed:535,10
localbed:M 13/41,10
localbed:4700m,10
localbed:155 | regionalbed:1350,10
Bed C4C,10
localbed:Fisher Gully 1.5m above BaFis1,10
localbed:72.6,10
regionalbed:134-136,10
"localbed:55,2",10
localbed:94-97,10
localbed:Mammal Bed,10
Cyprina Bed,10
Lunata Reef,10
localbed:3307m,10
localbed:1SW 0.0,10
localbed:207.5,10
Bedwell's Columnar Band,10
"Bed 122c of Lang, W. et. al. 1928, QJGS. 84: 179-",10
localbed:39.66 - 39.67 m,10
Tillery Rider Seam,10
localbed:141.1,10
localbed:1322-1323,10
Seminole Coal,10
localbed:0.5 | regionalbed:106.5,10
localbed:1.0 | regionalbed:107.0,10
localbed:1-183,10
Limestone 110ft above base of seciton,10
localbed:244,10
localbed:52.45,10
localbed:G 27-28,10
localbed:1963,10
Sables d'Ormoy,10
localbed:Fossil estuary,10
localbed:614,10
localbed:1-15,10
localbed:4-114,10
Lower B.,10
localbed:H234,10
localbed:7760,10
localbed:1170,10
localbed:935,10
Schizaster bed,10
localbed:1957,10
localbed:A7,10
regionalbed:177,10
localbed:100-113,10
localbed:0.4 - 0.45,10
localbed:Upper 100,10
localbed:303.2,10
localbed:87 - 89,10
regionalbed:93,10
localbed:59.0,10
localbed:562,10
localbed:1.32,10
localbed:Unit 26,10
Pernik Bed,10
localbed:1/37,10
localbed:4970m,10
Bed 35,10
localbed:194.5,10
Telm 5?,10
localbed:11258,10
Bed 34,10
C1A Bed,10
localbed:411,10
localbed:2808,10
localbed:5240m,10
localbed:1717m,10
Upper Cathedral Mountain Formation,10
localbed:89.7,10
localbed:135-185,10
localbed:3-48,10
Haskell and Ochre,10
70,10
localbed:43.13,10
localbed:Sheds 8 inches below Tully,10
Robbins Shale - Stranger Formation,10
localbed:2541,10
localbed:P 1,10
localbed:-11.8,10
NP 16,10
localbed:2275,10
regionalbed:6,266
localbed:Sample 95.LT.2,11
localbed:G5,11
localbed:5060m,11
localbed:depth 1700m,11
localbed:874,11
localbed:1260,11
localbed:12.07,11
Fleming Coal Bed (Calc Shale Over),11
localbed:-1-8,11
localbed:37e,11
localbed:2540,11
B2,11
localbed:43-45,11
D Beds,11
localbed:unit 13,11
localbed:5.33,11
localbed:F29,11
localbed:4-49,11
localbed:Punfield Marine Band,11
localbed:677,11
localbed:Vesiku,11
localbed:2530-2520,11
localbed:523,11
localbed:alpha2,11
localbed:110 (Martinsburg unit 11),11
localbed:R10,11
"localbed:bone pocket ""e""",11
localbed:116.05,11
Bed #1,11
localbed:Tetiou 2 middle faunal horizon,11
localbed:4-95,11
localbed:5310m,11
localbed:177-178,11
regionalbed:Layer 17,11
localbed:3.55,11
localbed:29-6,11
localbed:31b,11
localbed:-3-26,11
localbed:392.7,11
3' below the base of lower Deer Creek Limestone,11
121,11
Boueti Bed,11
localbed:2072m,11
localbed:Unit B2-B3,11
regionalbed:55,11
localbed:1966,11
localbed:725 | regionalbed:1920,11
"Horizons A3, D, F",11
upper shell bed,11
localbed:Taunton? 6.4 m below TiLans,11
localbed:F26,11
"localbed:II Ag1,3",11
"localbed:0,15",11
localbed:38b,11
localbed:69.7,11
localbed:415 | regionalbed:415,11
localbed:F34,11
Turner Oolite,11
localbed:4782m,11
regionalbed:146,11
"Beds 1-3, above Dover Limestone",11
localbed:2710,11
localbed:3-17,11
localbed:G94-8LJ,11
localbed:8e,11
localbed:Microchoerus,11
localbed:1600,11
localbed:31c-d,11
localbed:8180,11
localbed:74.34-75.89,11
localbed:lowest Gage Gully,11
regionalbed:1369.31,11
localbed:F4,11
localbed:0 - 37,11
localbed:13/14,11
localbed:0 | regionalbed:96.5,11
Top of Stanton Limestone,11
Eutylus Bed,11
localbed:4758m,11
"localbed:37,9",11
localbed:upper Marrat 1,11
Bed 118c,11
localbed:Amado,11
"localbed:18, 22",11
localbed:A18,11
localbed:LA 8,11
regionalbed:198,11
localbed:11275,11
localbed:Big Hill,11
localbed:Sample 7,11
localbed:-54.1,11
localbed:4-69 B1,11
localbed:3p,11
localbed:472,11
localbed:139-142c,11
regionalbed:38,11
regionalbed:Unit 9,11
localbed:.1-.5,11
localbed:53-54,11
localbed:215.1,11
regionalbed:-99,11
regionalbed:1.5,11
localbed:h,11
"localbed:upper 100 ft. of ""Ranger Mtn. Member""",11
localbed:15.4,11
localbed:1010,11
localbed:828-812,11
localbed:F40,11
localbed:-21.85,11
localbed:200-201,11
localbed:F51,11
localbed:304,11
localbed:5050m,11
localbed:-48.45,11
localbed:2SW 0.0,11
localbed:depth 105m,11
localbed:H30,11
localbed:Unit 4 | regionalbed:Gastrioceras cumbriense Marine Band,11
regionalbed:261,11
localbed:15d,11
localbed:1-158,11
localbed:Stachyotaxus,11
localbed:2708m,11
localbed:13.7,11
regionalbed:11458,11
localbed:2015,11
localbed:Sheds .44m above HFShed3,11
localbed:IYII10,11
localbed:p40/c2/s4s layer 4,11
localbed:NL26,11
Lower Marly Beds,11
localbed:Upper unit-Laetoli,11
localbed:1-101,11
localbed:Raudfjorden Series,11
localbed:4.0 | regionalbed:100.5,11
"localbed:30 (Unit 42, upper)",11
localbed:845 | regionalbed:2020,11
localbed:0.12 - 0.15,11
Bed VIII,11
localbed:1390,11
regionalbed:4b,11
localbed:13.35,11
Stone City Beds,11
localbed:Neocalamites,11
localbed:76.55,11
localbed:81.8,11
localbed:82.05m,11
Pentamerus beds,11
localbed:G70-28LJ,11
localbed:2.15,11
localbed:2533,11
localbed:294.6,11
Beds 12 & 14 of the Malascachas Section,11
localbed:185 | regionalbed:1115,11
localbed:UF8,11
"localbed:5,6",11
localbed:9/10,11
localbed:depth 2048m,11
localbed:78.9-82.9,11
localbed:166.7,11
localbed:8c,11
132,11
localbed:-35.4,11
Horizon Yz17+,11
localbed:1250 - 1275,11
localbed:8SW 7.7,11
Bed 5c,11
Millepore Bed,11
localbed:2197m,11
localbed:77.075–55.624,11
localbed:Lansing 1.1m below TiSpezz,11
localbed:Locality b,11
localbed:550 | regionalbed:550,11
localbed:Unit 14,11
localbed:17-27,11
localbed:-77.5,11
localbed:135.10 - 119.25,11
Kopanina Formation Base,11
localbed:Dictyoclostus bed,11
localbed:8-10,11
localbed:Precipitous Bluff,11
localbed:Sphaeronites,11
Hughes Creek,11
localbed:bed Te-12a,11
localbed:772-761,11
LARAMIE BEDS,11
localbed:54.5,11
localbed:B16,11
localbed:1-98,11
localbed:D13,11
localbed:H229,11
localbed:1325 | regionalbed:2520,11
localbed:Archanarras fish bed,11
localbed:5e,11
localbed:276.1,11
localbed:1-106,11
localbed:4-31 B3,11
localbed:4902m,11
localbed:165 | regionalbed:1360,11
localbed:F46,11
localbed:DB-22,11
Howe Limestone about 14' below Neva Limestone,11
localbed:54 - 58,11
Rhactorhynchia inconstans Bed,11
localbed:F25,11
localbed:534,11
localbed:2220,11
localbed:1650m,11
localbed:F32,11
125,11
Sc.34,11
localbed:-4.7,11
localbed:4958m,11
regionalbed:79,11
regionalbed:98,11
localbed:0.81,11
11 feet above top of Florence flint,11
localbed:Gns30,11
localbed:262,11
localbed:33.34-33.31 m,11
"Topmost 6"" Bed",11
regionalbed:140,11
Marston Stone,11
localbed:T 8,11
localbed:200.3,11
Shale below limestone block of Palo Pinto,11
localbed:58.2,11
TM horizon 8,11
localbed:545 | regionalbed:545,11
localbed:33.01-32.98 m,11
localbed:11216,11
Unit Klb 6,11
localbed:1423-1417,11
localbed:8230,11
Upper Shale in Savannah Limestone,11
localbed:8A,11
localbed:1108,11
localbed:62.3,11
regionalbed:11460,11
localbed:0 | regionalbed:152,11
localbed:962,11
localbed:56a,11
regionalbed:1-25,11
localbed:1-150,11
localbed:24.2,11
localbed:230.7m above base of formation,11
D6 A2,11
"localbed:14 (Unit 15, upper)",11
localbed:242,11
localbed:1-51,11
localbed:CI 14,11
localbed:Gns9,11
localbed:G94-77LJ,11
134,11
regionalbed:41,11
Bevier Coal Cap,11
regionalbed:25-28,11
localbed:1585,11
localbed:85 | regionalbed:85,11
localbed:6.31 - 9.64 m,11
localbed:unit C; levels AR-15 to AR-26,11
localbed:13 | regionalbed:in Purple 3,11
localbed:Cape Calhoun,11
localbed:2001-2079,11
localbed:Coal &c.,11
localbed:Couche 3,11
localbed:1-119,11
localbed:52.2,11
localbed:34.1,11
localbed:12c,11
localbed:2410,11
localbed:Level F,11
localbed:-2-3,11
localbed:33.2,11
localbed:1450 | regionalbed:1450,11
localbed:Units 5-7,11
localbed:G 11-13,11
localbed:5.16,11
localbed:0.45,11
"localbed:""G""",11
localbed:46.2,11
regionalbed:156,11
115,11
Dolostones,11
Base of Upper Pawnee Ls.,11
localbed:518,11
localbed:0.57,11
Bed DM3,11
localbed:base Highland Forest,11
localbed:800 | regionalbed:800,11
