behavior,reps
call; song; advertise; scold; mob,1
call; song; advertise; scold; perform visual display,1
call; song; advertise; whisper,4
call; song; advertise; whisper; scold,1
call; song; arrive; advertise,3
call; song; arrive; advertise; fly; establish flock contact,1
call; song; arrive; beg,1
call; song; arrive; establish parent young contact; beg; Social context: colony,1
call; song; arrive; mate; emit alarm,1
call; song; beg,10
call; song; beg; care for young,3
call; song; beg; care for young; whisper,1
call; song; beg; emit alarm,1
call; song; beg; fly,1
call; song; call,1
call; song; call; song; perform visual display,1
call; song; care for young,3
call; song; care for young; perform visual display,1
call; song; carry food in bill,2
call; song; carry food in bill; care for young,1
call; song; contact,1
call; song; contact; court,1
call; song; copulate,2
call; song; copulate; advertise,1
call; song; counter singing,26
call; song; counter singing; advertise,44
call; song; counter singing; advertise; Social context: colony; perform visual display,1
call; song; counter singing; advertise; Social context: family,2
call; song; counter singing; advertise; emit alarm,1
call; song; counter singing; advertise; fight,1
call; song; counter singing; advertise; fly,1
call; song; counter singing; advertise; forage,2
call; song; counter singing; advertise; mate,9
call; song; counter singing; advertise; scold,2
call; song; counter singing; advertise; scold; fight,1
call; song; counter singing; court; mate,1
call; song; counter singing; dawn song,1
call; song; counter singing; dawn song; advertise,5
call; song; counter singing; duet,1
call; song; counter singing; duet; mate; establish parent young contact; care for young,11
call; song; counter singing; fly,1
call; song; counter singing; fly; advertise,1
call; song; counter singing; lek,1
call; song; counter singing; mate,21
call; song; counter singing; mate; establish parent young contact; care for young,133
call; song; counter singing; mate; scold; fly,1
call; song; counter singing; scold,1
call; song; counter singing; subsong; advertise; emit alarm,1
call; song; counter singing; whisper,1
call; song; court,19
call; song; court; Social context: colony,1
call; song; court; advertise,1
call; song; court; advertise; forage,1
call; song; court; advertise; scold,1
call; song; court; copulate; Social context: colony; perform visual display,1
call; song; court; emit alarm,1
call; song; court; fly,2
call; song; court; forage; emit alarm,1
call; song; court; incubate,1
call; song; court; mate,2
call; song; court; mate; fly,2
call; song; court; mate; forage,1
call; song; court; perform visual display,1
call; song; court; scold,1
call; song; court; whisper,3
call; song; dawn song,81
call; song; dawn song; Social context: family,1
call; song; dawn song; advertise,161
call; song; dawn song; advertise; Social context: mixed,4
call; song; dawn song; advertise; Social context: troop,1
call; song; dawn song; advertise; emit alarm,2
call; song; dawn song; advertise; establish flock contact,2
call; song; dawn song; advertise; establish flock contact; Social context: mixed,1
call; song; dawn song; advertise; forage,11
call; song; dawn song; advertise; forage; establish flock contact,1
call; song; dawn song; advertise; mate,1
call; song; dawn song; advertise; perform visual display,2
call; song; dawn song; advertise; whisper,2
call; song; dawn song; duet; advertise,3
call; song; dawn song; forage,1
call; song; dawn song; mate; advertise,2
call; song; dawn song; mate; advertise; Social context: mixed,1
call; song; dawn song; roost,1
call; song; dawn song; scold,4
call; song; depart,4
call; song; depart; advertise,7
call; song; depart; advertise; establish flock contact,1
call; song; depart; advertise; mate,1
call; song; depart; arrive; court; Social context: colony; establish flock contact,1
call; song; depart; arrive; establish flock contact,1
call; song; depart; emit alarm,1
call; song; depart; establish flock contact; roost,1
call; song; depart; flush; advertise; perform visual display,1
call; song; depart; lek; advertise; scold,1
call; song; depart; mate; forage; fly,1
call; song; displace,1
call; song; duet,99
call; song; duet; Social context: family,1
call; song; duet; advertise,54
call; song; duet; advertise; Social context: troop,1
call; song; duet; advertise; beg; care for young,1
call; song; duet; advertise; court,1
call; song; duet; advertise; court; perform visual display,1
call; song; duet; advertise; court; whisper,1
call; song; duet; advertise; emit alarm,3
call; song; duet; advertise; establish parent young contact; forage; Social context: mixed,1
call; song; duet; advertise; fly,1
call; song; duet; advertise; forage,2
call; song; duet; advertise; forage; Social context: family,1
call; song; duet; advertise; forage; scold,1
call; song; duet; advertise; mate,13
call; song; duet; advertise; mate; Social context: family,2
call; song; duet; advertise; mate; beg; care for young; perform visual display,1
call; song; duet; advertise; mate; emit alarm,1
call; song; duet; advertise; mate; perform visual display,2
call; song; duet; advertise; perform visual display,1
call; song; duet; advertise; scold,2
call; song; duet; beg; fly; emit alarm; Social context: family; perform visual display,1
call; song; duet; counter singing; advertise,1
call; song; duet; counter singing; advertise; mate; Social context: family,1
call; song; duet; counter singing; advertise; mate; emit alarm,2
call; song; duet; court,2
call; song; duet; emit alarm,2
call; song; duet; emit alarm; scold,1
call; song; duet; forage,1
call; song; duet; mate,9
call; song; duet; mate; advertise,12
call; song; duet; mate; advertise; establish parent young contact,1
call; song; duet; mate; advertise; forage,3
call; song; duet; mate; advertise; forage; Social context: mixed,2
call; song; duet; mate; advertise; perform visual display,1
call; song; duet; mate; beg; Social context: family,1
call; song; duet; mate; forage,2
call; song; duet; mate; roost,1
call; song; duet; perform visual display,3
call; song; duet; scold,8
call; song; duet; whisper,1
call; song; dusk song,8
call; song; dusk song; advertise,11
call; song; dusk song; advertise; emit alarm,1
call; song; dusk song; advertise; mate; court; fly,2
call; song; dusk song; advertise; roost,1
call; song; dusk song; advertise; scold,1
call; song; dusk song; duet; beg; emit alarm; scold,1
call; song; dusk song; duet; counter singing; advertise; mate,1
call; song; dusk song; emit alarm,2
call; song; dusk song; mimicry,1
call; song; dusk song; mimicry; roost; Social context: family,1
call; song; emit agonistic call,1
call; song; emit alarm,98
call; song; emit alarm; Social context: colony,1
call; song; emit alarm; Social context: family,1
call; song; emit alarm; advertise,1
call; song; emit alarm; contact; duet,1
call; song; emit alarm; establish flock contact,1
call; song; emit alarm; perform visual display,2
call; song; emit alarm; scold,6
call; song; emit alarm; scold; Social context: family,1
call; song; emit distress calls,1
call; song; establish flock contact,37
call; song; establish flock contact; Social context: family,3
call; song; establish flock contact; Social context: mixed,2
call; song; establish flock contact; perform visual display,1
call; song; establish flock contact; roost,2
call; song; establish parent young contact,7
call; song; establish parent young contact; Social context: colony,2
call; song; establish parent young contact; Social context: family,3
call; song; establish parent young contact; beg,10
call; song; establish parent young contact; beg; care for young,3
call; song; establish parent young contact; beg; care for young; Social context: family,4
call; song; establish parent young contact; beg; care for young; Social context: family; perform visual display,1
call; song; establish parent young contact; beg; emit alarm,2
call; song; establish parent young contact; beg; forage; Social context: family,1
call; song; establish parent young contact; beg; forage; Social context: family; Social context: mixed,1
call; song; establish parent young contact; beg; forage; Social context: mixed,1
call; song; establish parent young contact; beg; forage; care for young,2
call; song; establish parent young contact; beg; forage; perform visual display,1
call; song; establish parent young contact; beg; perform visual display,1
call; song; establish parent young contact; care for young; Social context: family,3
call; song; establish parent young contact; care for young; perform visual display,1
call; song; establish parent young contact; forage,2
call; song; establish parent young contact; forage; Social context: family,1
call; song; establish parent young contact; forage; beg; Social context: family; establish flock contact,1
call; song; establish parent young contact; forage; care for young; Social context: family,1
call; song; establish parent young contact; scold,1
call; song; excavate cavity; mate; advertise,1
call; song; fight,10
call; song; fight; perform visual display,1
call; song; flight song,2
call; song; flight sound,1
call; song; flush; advertise,1
call; song; flush; advertise; emit alarm,2
call; song; flush; fly; advertise,1
call; song; fly,46
call; song; fly; advertise,13
call; song; fly; advertise; Social context: mixed,1
call; song; fly; advertise; court,2
call; song; fly; advertise; emit alarm,2
call; song; fly; advertise; establish flock contact,1
call; song; fly; advertise; forage,1
call; song; fly; advertise; forage; fight; whisper; perform visual display,1
call; song; fly; copulate; advertise,1
call; song; fly; emit alarm,1
call; song; fly; emit alarm; Social context: mixed,1
call; song; fly; establish flock contact,3
call; song; fly; establish flock contact; perform visual display,1
call; song; fly; flight song,1
call; song; fly; flight song; advertise,1
call; song; fly; forage,7
call; song; fly; forage; duet,1
call; song; fly; forage; perform courtship display; perform visual display,1
call; song; fly; lek; advertise,1
call; song; fly; mate,1
call; song; fly; mate; advertise,3
call; song; fly; mate; advertise; forage,1
call; song; fly; perch,1
call; song; fly; perch; forage,1
call; song; fly; perch; forage; beg; flight song,1
call; song; fly; perch; mechanical sound; flight sound,1
call; song; fly; perform courtship display,1
call; song; fly; perform visual display,1
call; song; forage,152
call; song; forage; Social context: colony; establish flock contact,1
call; song; forage; Social context: family,3
call; song; forage; Social context: family; Social context: mixed,1
call; song; forage; Social context: family; establish flock contact,3
call; song; forage; Social context: mixed,9
call; song; forage; Social context: mixed; establish flock contact,1
call; song; forage; Social context: troop; establish flock contact,1
call; song; forage; advertise,1
call; song; forage; contact,1
call; song; forage; emit alarm,3
call; song; forage; emit alarm; Social context: family,1
call; song; forage; establish flock contact,28
call; song; forage; establish flock contact; Social context: mixed,8
call; song; forage; establish parent young contact; beg; Social context: family,1
call; song; forage; fight,3
call; song; forage; fly,6
call; song; forage; fly; Social context: colony,1
call; song; forage; fly; establish flock contact,1
call; song; forage; fly; establish flock contact; perform visual display,1
call; song; forage; mechanical sound,1
call; song; forage; mechanical sound; fly; taps,1
call; song; forage; perform visual display,4
call; song; forage; roost,1
call; song; forage; scold,1
call; song; forage; scold; Social context: mixed,1
call; song; forage; scold; emit alarm,1
call; song; forage; subsong,1
call; song; forage; whisper,6
call; song; incubate,1
call; song; lek,8
call; song; lek; Social context: colony,1
call; song; lek; advertise,16
call; song; lek; fight,1
call; song; lek; perform visual display,3
call; song; mate,76
call; song; mate; Social context: colony,2
call; song; mate; Social context: family,1
call; song; mate; Social context: mixed,1
call; song; mate; advertise,58
call; song; mate; advertise; Social context: family,1
call; song; mate; advertise; Social context: mixed,5
call; song; mate; advertise; beg; forage,1
call; song; mate; advertise; beg; perform nest relief; Social context: family,1
call; song; mate; advertise; court,2
call; song; mate; advertise; court; emit alarm; perform visual display,1
call; song; mate; advertise; emit alarm,1
call; song; mate; advertise; emit alarm; whisper,1
call; song; mate; advertise; establish flock contact,2
call; song; mate; advertise; establish flock contact; Social context: mixed,3
call; song; mate; advertise; establish parent young contact; care for young; perform visual display,1
call; song; mate; advertise; establish parent young contact; forage; Social context: family,1
call; song; mate; advertise; fly,1
call; song; mate; advertise; forage,29
call; song; mate; advertise; forage; Social context: mixed,2
call; song; mate; advertise; forage; Social context: mixed; Social context: family,1
call; song; mate; advertise; forage; Social context: mixed; establish flock contact,1
call; song; mate; advertise; forage; court,1
call; song; mate; advertise; forage; establish flock contact,1
call; song; mate; advertise; forage; establish flock contact; Social context: mixed,2
call; song; mate; advertise; forage; scold,2
call; song; mate; advertise; perform nest relief; Social context: family,1
call; song; mate; advertise; perform visual display,3
call; song; mate; advertise; scold,2
call; song; mate; advertise; whisper,2
call; song; mate; beg,1
call; song; mate; beg; perform nest relief; care for young; perform visual display,1
call; song; mate; care for young,2
call; song; mate; care for young; establish parent young contact,13
call; song; mate; court,1
call; song; mate; court; perform visual display,1
call; song; mate; emit alarm,3
call; song; mate; establish flock contact,5
call; song; mate; establish parent young contact; Social context: family,2
call; song; mate; establish parent young contact; beg; care for young; Social context: family,1
call; song; mate; establish parent young contact; care for young,50
call; song; mate; establish parent young contact; care for young; Social context: family; Social context: colony,1
call; song; mate; fight; fly,1
call; song; mate; fly,3
call; song; mate; fly; emit alarm,1
call; song; mate; fly; perform visual display,1
call; song; mate; forage,17
call; song; mate; forage; Social context: troop; Social context: mixed,4
call; song; mate; forage; establish flock contact,1
call; song; mate; incubate,2
call; song; mate; perform nest relief,2
call; song; mate; perform nest relief; fly; Social context: colony,1
call; song; mate; perform visual display,2
call; song; mate; scold,1
call; song; mate; scold; emit alarm,1
call; song; mate; scold; fly,1
call; song; mate; scold; whisper,1
call; song; mechanical sound,7
call; song; mechanical sound; advertise,2
call; song; mechanical sound; fight; establish flock contact,1
call; song; mechanical sound; fly,1
call; song; mechanical sound; fly; perch,1
call; song; mechanical sound; fly; perform courtship display,1
call; song; mechanical sound; forage; fly; duet,1
call; song; mechanical sound; lek,1
call; song; mimicry,16
call; song; mimicry; Social context: colony; perform visual display,1
call; song; mimicry; advertise,4
call; song; mimicry; advertise; Social context: colony,1
call; song; mimicry; advertise; forage,1
call; song; mimicry; advertise; perform visual display,2
call; song; mimicry; emit alarm,1
call; song; mimicry; fly,1
call; song; mimicry; forage; establish flock contact,1
call; song; mimicry; perform visual display,1
call; song; mimicry; scold,1
call; song; mimicry; scold; fly,1
call; song; mimicry; whisper,1
call; song; mob,2
call; song; perch,45
call; song; perch; defecate; fly,1
call; song; perch; eat; take flight,1
call; song; perch; hop,1
call; song; perch; mechanical sound,1
call; song; perch; scold; advertise; Syrinx,1
call; song; perch; take flight,2
call; song; perform courtship display,2
call; song; perform visual display,45
call; song; perform visual display; fly,1
call; song; roost,12
call; song; roost; establish flock contact,2
call; song; scold,75
call; song; scold; Social context: colony,1
call; song; scold; Social context: colony; roost,1
call; song; scold; Social context: mixed; Social context: colony,2
call; song; scold; establish flock contact,2
call; song; scold; fight,1
call; song; scold; fight; emit alarm,1
call; song; scold; fly; emit alarm,1
call; song; scold; fly; perform visual display,1
call; song; scold; perform visual display,2
call; song; subsong,22
call; song; subsong; advertise,5
call; song; subsong; advertise; establish flock contact,1
call; song; subsong; advertise; forage,1
call; song; subsong; advertise; forage; whisper,1
call; song; subsong; advertise; mate,1
call; song; subsong; advertise; mate; forage,1
call; song; subsong; establish parent young contact; fly; Social context: family,1
call; song; subsong; fight; perform visual display,1
call; song; subsong; mate; advertise,2
call; song; subsong; mate; advertise; emit alarm,1
call; song; subsong; mate; establish parent young contact; emit alarm; Social context: family,1
call; song; subsong; mate; forage,1
call; song; subsong; mate; forage; Social context: troop; Social context: mixed,3
call; song; whisper,19
call; song; whisper; Social context: family,1
call; song; whisper; establish flock contact,2
call; song; wing flaps; mechanical sound; duet,1
call; stand,38
call; stand; bathe; walk; land; drink; preen; flap,1
call; stand; beg,1
call; stand; bob,1
call; stand; bob; run,1
call; stand; forage; walk,2
call; stand; forage; walk; take flight,1
call; stand; preen; forage; walk,1
call; stand; take flight,1
call; stand; take flight; fly; land; flycatch; eat,1
call; stand; walk,4
call; stand; walk; bathe; preen,1
call; stand; walk; forage,1
call; stand; walk; preen,1
call; stick out tongue,1
call; subsong,20
call; subsong; Social context: mixed,1
call; subsong; advertise,1
call; subsong; advertise; emit alarm,2
call; subsong; advertise; fly,1
call; subsong; advertise; forage; establish flock contact; Social context: mixed,1
call; subsong; advertise; mate,1
call; subsong; advertise; scold; establish flock contact,1
call; subsong; beg,4
call; subsong; counter singing; scold,1
call; subsong; depart; fly; establish flock contact,1
call; subsong; duet; advertise; whisper,1
call; subsong; duet; mate; emit alarm,1
call; subsong; dust bathe,1
call; subsong; emit alarm,3
call; subsong; establish parent young contact; beg,1
call; subsong; establish parent young contact; forage; Social context: family,1
call; subsong; flush; advertise; fly,1
call; subsong; fly; emit alarm,2
call; subsong; forage,5
call; subsong; forage; establish flock contact,1
call; subsong; forage; fly; establish flock contact,1
call; subsong; forage; scold; Social context: mixed,1
call; subsong; forage; whisper,1
call; subsong; mate,1
call; subsong; mate; advertise,1
call; subsong; mate; emit alarm,1
call; subsong; mate; forage,1
call; subsong; song,3
call; subsong; whisper,1
call; swim,8
call; swim; Social context: flock,1
call; swim; drink,1
call; swim; fly; defecate; land,1
call; swim; forage,1
call; swim; stand,1
call; tail wag,1
call; tail wag; cling; emit alarm,1
call; tail wag; preen; defecate,1
call; take flight,7
call; take flight; emit distress calls,1
call; take flight; fly; carry food in bill,1
call; take flight; mechanical sound,1
call; take flight; perch,7
call; take flight; perch; song,1
call; take flight; stand,2
call; taps; fly; fly,1
call; threaten; displace; emit agonistic call; perform visual display; song; fly; mechanical sound,1
call; vocalize; preen; wipe bill,1
call; wade,1
call; walk,20
call; walk; Social context: herd,1
call; walk; forage,1
call; walk; forage; stand,1
call; walk; preen,1
call; walk; sit on nest,1
call; walk; sit on nest; incubate,1
call; walk; stand,1
call; walk; stand; forage,1
call; walk; stretch; eat; run,1
call; walk; tail wag,1
call; walk; take flight,1
call; walk; take flight; flap,1
call; walk; take flight; stand,1
call; whisper,3
call; whisper; establish flock contact,2
call; wing flaps,6
call; wing flaps; Social context: flock; mechanical sound,2
call; wing flaps; mechanical sound,2
call; wingsound,1
call; wipe bill,1
call; wipe bill; perch; take flight,1
call; wipe bill; take flight; perch,1
call?,290
call? and song,2
call? short song? excited by playback,1
"call?, flight call",1
"call?, song",1
called 'whitlocki',1
"called before feeding the chicks, female, song",1
called in with taped song,2
"called in with taped song, collected ca 1255 hrs",1
callf of two flying birds,1
calling,588666
calling - territorial?,2
calling and territorial vocalisations ?,1
calling distinctively like a Eastern Wood Peewee,1
calling from ground,1
"calling in flight then singing, flight call, song, taking off",1
calling in water,1
calling like a Tree Swallow,1
calling loudly,1
"calling not singing, collected at 1905 hrs",1
"calling song, courtship song, song",1
"calling song, male, song",2
"calling song, rivalry song, song",1
"calling song, song",23
"calling whilst feeding, song",1
"calling whilst foraging, drumming, male",5
"calling whilst foraging, flight call",1
"calling whilst foraging, song",3
"calling, collected at 1205 hrs",1
calling?,1
calls,1549
calls  and song,1
calls & 1 short song phrase,1
calls & 1 song phrase,1
calls & bill clattering,1
calls & contact calls,1
calls & flight,1
calls & flight calls,1
calls & quiet song,1
calls & some song,1
calls & song (trill),1
calls & song male,5
calls & song?,1
calls & wing trill,1
calls (2 types),7
calls (2 types) and/or song,1
calls (2 types) or song,1
"calls (2 types), female",1
"calls (2 types), flight calls",1
"calls (2 types), song",2
calls (3 different types),1
calls (3 kinds),1
calls (3 types),3
calls (4 types),1
calls (?),3
calls (Carrion Crow mimicry),1
calls (Tawny Owl mimicry),1
calls (agitated),1
calls (alarm?),6
calls (and rattle?),1
calls (and song?),3
calls (bit of song?),1
calls (chip series),1
calls (display?),1
calls (drawn out purr),1
calls (duet),1
calls (flight?),2
calls (flock),1
calls (group),2
calls (high pitched),2
calls (involving 6 birds),1
calls (last call also this species?),1
calls (male),8
calls (mew),3
calls (natural),1
calls (perched then flight),1
calls (perched),5
calls (probable juvenile),1
calls (scolding),1
calls (screams),1
calls (seems to be a duet),1
calls (several kinds),2
calls (several types),2
calls (single notes and cascading call),1
calls (song?),5
calls (squeak series),1
calls (three kinds),1
calls (three types),1
calls (two birds),1
calls (two kinds),3
calls (two types),9
calls (variation),6
calls (with imm),1
calls - alarm - song,1
calls - duet,1
calls - interaction,3
calls - maybe an alarm,1
calls - protective female,1
calls 10 birds on water,1
calls 150 birds,1
calls 2 birds,1
calls 2 birds in chase,1
calls 2 birds on ground,1
calls 2 on ground and flight,1
calls 3 birds,1
calls 4 birds,1
calls 6 birds,1
calls ?,2
calls A and B,2
calls B,2
calls after flushing the bird,1
calls after play-back of a male.,1
calls after playback,1
calls after take-off,1
calls and aggressive calls peached,1
calls and bill clapping,1
calls and dawn song,1
calls and drum of a pair,1
calls and excited song,1
calls and flight call,1
calls and mechanical sounds while displaying,2
"calls and mechanical wing noise made during display, male, song",1
calls and semi-song,1
calls and song,9
calls and song at lek,2
calls and song from a pair,1
calls and song of a pair,1
calls and songs in flight,1
calls and songs of 2 pairs in dispute,1
calls and songs of 3 males and 2 females,1
calls and take-off call,1
calls and taps,1
calls and wing flutter,1
calls and wing hum at feeder,1
calls around nest site,1
calls at a colony,1
calls at a feeder,1
calls at antswarm,2
calls at colony,6
calls at dawn,2
calls at feeder,1
calls at lek,5
calls at nest,2
calls at nest site,2
calls at night,1
calls at rookery,1
calls at roost,4
calls at takeoff,1
calls at tideline on rocks,1
calls b,1
calls befor takenig of,1
calls by 2 birds,1
calls by 2 or more birds,1
calls by 2 pairs in flight,1
calls by 2 perched pairs,1
calls by 2-3 birds,1
calls by 3 adults on a raid,1
calls by a group of 4,1
calls by attacking male,1
calls by female,1
calls by female coaxing young to cross a clearing,1
calls by female near nest,1
calls by female while male singing,2
calls by flock of 50 taking off,1
calls by flushed flock,1
calls by group perched and in flight,1
calls by pair,2
calls by pair (male giving whistle),1
calls by pair at nest,4
calls by pair in flight,1
calls by pair near colony,1
calls by pair near nest,1
"calls by pair perched on dead snag, possibly near nest",1
"calls by pair, male taking off",1
"calls by pair, male whistle",1
calls by perched pair,3
calls by perched pair and begging young,1
calls by presumed pair,1
calls by same group,1
"calls by single (perched?), then flock taking off",1
calls by single in display flight,1
calls by sitting birds at the night,1
calls conflict,1
calls during a agonistic encounter,1
calls during aerial chase,1
calls during copulation,1
calls during display chase and running on water,3
"calls during feeding, chitter calls",1
calls during fight,2
calls during fight.,1
calls during foraging,1
calls during fouraging,1
calls during mating,1
calls feeding and in flight,1
calls feeding pair,1
calls female,5
calls female and chicks,1
calls flight,3
calls from 3 birds in flight and perched,1
calls from a flock,2
calls from a flock of 40 on migration,1
calls from a flock of 500,1
calls from a large flock,1
calls from a nervous flock,1
calls from colony,4
calls from feeding flock,1
calls from flock,3
calls from flock of 80 on migration,1
calls from flock on the ground,1
calls from flock on water,2
calls from flushed flock,1
calls from flushed flock of 8,1
calls from ground,5
calls from ground and in flight,2
calls from group of 10,1
"calls from group of 500, flight, ground and taking off",1
calls from group of 6,1
calls from juvenile,1
calls from large flock in alders,1
calls from large flock low over the ground,1
"calls from large flock on the water, mostly males",1
calls from male,1
calls from mixed-species flock,1
calls from pair,1
calls from pair at nest hole,1
calls from pair during display flight,1
calls from perch,4
calls from perch and in flight,4
calls from perched birds,1
calls from perched flock,2
calls from reedbed,1
calls from several,1
calls from the ground,1
calls from the ground and in flight,1
calls from treetop and in flight,1
calls group,4
calls group of 5,2
calls in a group of 200,1
calls in aggression,1
"calls in breeding colony, flight call",1
calls in colony,2
calls in competition,2
"calls in conflict, male",4
"calls in conflict, song",1
calls in display flight,1
calls in duet,1
calls in flight,57
calls in flight after flushing,1
calls in flight after taking off,1
calls in flight and after landing,1
calls in flight and landing,1
calls in flight and on ground,1
calls in flight and perched,3
calls in flight and wing whistle,2
calls in flight just after take-off,1
calls in flight of a migrant,1
calls in flight of an adult and a juvenile,1
"calls in flight, alarme",1
"calls in flight, social call",1
calls in flight.,1
calls in flight/alarm?,1
calls in flight/during migration,1
calls in response to playback,3
calls in the flight,2
"calls in the flight, flight call",1
calls including imitation of Micrastur semitorquatus,1
calls including mimicry,1
calls juv f,1
calls made at seal carcus. Held wings out and upwards whilst calling,1
calls made between probing in mud,3
"calls made whilst displaying and wing noises made by the male, male, song",2
"calls made whilst displaying, male, song",1
calls male,8
calls migrating birds,1
calls near a colony,1
calls near active nest,1
calls near nest,3
calls near young,3
calls not taped,2
calls of  female,1
calls of  two perched birds,1
calls of 10 in flight,1
calls of 100 perched birds,1
calls of 17 flushed birds,1
calls of 18 birds at roost,1
calls of 18 birds perched and taking off,1
calls of 18 birds taking off,1
calls of 18 birds taking off twice,1
calls of 2 adults and 2 juv on ground and in flight,1
calls of 2 adults in flight,1
calls of 2 birds,11
calls of 2 birds (pair?),1
calls of 2 birds and song of male,1
calls of 2 birds displaying,1
calls of 2 birds feeding,1
calls of 2 birds fighting,2
calls of 2 birds flying over,1
calls of 2 birds in flight,2
"calls of 2 birds, perched and in flight",1
calls of 2 fighting birds and song,1
calls of 2 males and 1 female,1
calls of 2 nestlings,1
calls of 3 birds,4
calls of 3 birds in chase,1
calls of 3 birds taking off,1
calls of 300+ birds at roosting site,1
calls of 4 birds near nests,2
calls of 4 perched birds,1
calls of 5 birds,3
calls of 5 birds when flushed,1
calls of 8 birds,1
calls of 9 birds at roost,1
calls of a colony,2
calls of a covey,1
calls of a drake,1
calls of a family,1
calls of a feeding flock taking flight (with Goldfinch),1
calls of a female,1
calls of a female flushed,1
calls of a female followed by quiet calls of a drake,1
calls of a female or immature male,1
calls of a female-plumaged bird,1
calls of a few birds alarmed at my presence,1
calls of a fledged juvenile,2
calls of a flock,4
calls of a flock going to roost,1
calls of a flock in flight,1
"calls of a flock of 10, most or all juv",1
calls of a flock of 150 birds,1
calls of a flock perched and taking off,1
calls of a flock when flushed,1
calls of a flock.,4
calls of a flushed bird,2
calls of a foraging flock,1
calls of a foraging pair,1
calls of a group,15
calls of a group in flight,3
calls of a group including begging calls of juv,1
calls of a group near the nest.,1
calls of a group of 3-5 males and 1 female,1
calls of a juvenile,4
calls of a juvenile female after playback,1
calls of a juvenile on migration,1
calls of a juvenile/first winter,1
calls of a large flock in flight,1
calls of a male,8
calls of a pair,16
calls of a pair after pb of song,1
calls of a pair and a pair with chicks,1
calls of a pair flying in to land,1
calls of a pair in flight,1
calls of a pair with chicks,1
calls of a passing flock,1
calls of a passing migrant,1
calls of a perched bird,5
calls of a perched female,2
calls of a perched flock,1
"calls of a perched male, in slightly windy conditions.",1
calls of a presumed juvenile,1
calls of a single perched bird,1
calls of a small family group,1
calls of a small flock in flight,1
calls of a small flock taking flight,1
calls of a small group,1
calls of a young begging and getting fed,1
calls of adult and young,1
calls of adult bird,1
calls of adult in flight,2
calls of adult male,1
calls of adult near young,1
calls of adult with young,2
calls of adults and young on ground,1
calls of adults coaxing young to fly,1
calls of adults flying to nest,1
calls of adults from perch and then taking off,1
calls of adults near nests,1
calls of an adult,1
calls of an adult & juveniles in flight,1
calls of an adult and a juvenile,1
calls of an adult female,2
calls of an adult male,1
calls of an adult male after playback,4
calls of bird in flight,2
calls of birds in flight,1
calls of birds near beach,1
calls of birds on rocks by sea,4
calls of both sexes and song of male,2
calls of chicks,2
calls of cygnets,1
calls of disputing male and female,1
calls of drakes and quaking of a duck,2
calls of excited group,1
calls of family group after pb,1
calls of feeding flock,1
calls of female,3
"calls of female during copulation, also a few male calls",1
calls of female near nest hole,1
calls of female with chicks,1
calls of fledged juvenile,1
calls of fledged juveniles,3
calls of fledged young,2
calls of fledged young and adult female,1
calls of fledgling,1
calls of fledglings,1
calls of flock,7
calls of flock in flight,1
calls of flock perched and in flight,1
calls of flocks taking off and in flight,1
calls of flushed female,1
calls of flying bird,1
calls of flying birds,3
calls of flying female,1
calls of foraging birds,1
calls of foraging flock,2
calls of group,8
calls of group in flight and perched,3
calls of group mobbing pygmy-owl,1
calls of group of 4,1
calls of group of 6-7,1
calls of individual,2
calls of juvenile,2
calls of juveniles,7
calls of juveniles and an adult,1
calls of juveniles and wing noise,2
calls of large chicks,1
calls of male (and female?),1
calls of males at lek,1
calls of nestlings,1
calls of older chicks in the nest,1
calls of pair,4
calls of pair courting,1
calls of pair in display flight,1
calls of pair in flight and landing,1
calls of pair near nest,1
calls of pair on Raven,1
calls of pair on tne nest,1
calls of pair with chicks,1
calls of passing bird,1
calls of perched adult and 2 juveniles in flight,1
calls of perched bird,3
calls of perched birds at roost,1
"calls of perched birds, and taking off.",1
calls of perched flock,2
calls of perched group,1
calls of perched pair,1
calls of several birds,2
calls of several birds going to roost,1
calls of several groups,1
calls of several individuals,1
calls of several pairs,1
calls of three different individuals,1
calls of three flushed birds,1
calls of three perched birds,2
calls of two birds,1
calls of two birds in full flight,1
calls of two birds: displaying? fighting?,1
calls of two perched birds,1
calls of young,3
calls of young and adult song,1
calls on breeding ground,1
calls on ground and in flight,1
calls on taking flight,2
calls on takling flight,1
calls on water,1
calls or a song,1
calls or alarm,1
calls or bill clapping,1
calls or song,16
calls or song of pair,2
"calls or song, begging calls",1
calls or songs,1
calls pair,3
calls pair in flight,1
calls pair trying to land,1
calls partially in flight,1
calls pearched,5
calls perched,30
calls perched and flight,2
calls perched and in flight,3
calls perched and taking flight,1
calls perched flock,1
calls perched pair,1
calls pf foraging male,1
calls recorded,1
calls several birds taking flight,1
calls taking flight,2
"calls taped, 1991 #64: 262-285.",1
"calls taped, tape #1990: 29A, 1991: 62",1
calls then song,1
"calls two birds circling, then flying off",1
calls upon landing,1
calls warning chicks,2
calls when flushed,8
calls while fighting,1
"calls while fighting, song",1
calls while fluttering at nest site,1
calls while foraging,2
calls while mating!,1
calls while running,1
calls whilst at sea,2
calls whilst displaying at rookery,1
calls whilst feeding,6
"calls whilst feeding, after dark",1
calls whilst foraging,1
calls whilst mating,1
calls whilst perched,1
calls whilst squabbling for food,1
calls young,1
"calls,  juvenile",1
"calls, ""subsong""",2
"calls, 'croaking' calls",1
"calls, (song)",1
"calls, adults, begging calls, young",1
