behavior,reps
"8 - sec., creak of - 1, flight call",1
"8 consecutive times - a great rarity, male, song",1
8 en la zona+40 aprox.en vuelo.,1
8 grandes bandos en migracion.,1
8 males seen,1
"8 nests, many other birds nesting, Royal Terns, Laughing Gulls, etc",1
"80 birds flying over, flight call",1
8m Alt,1
9,824
9 in brood,2
"9 individuals, call",1
"9 variety of phrases, male, song",2
9Khz Calls,1
9m,1
#ERROR!,1
?,971
? - flightcall,1
? and begging call,1
? female call,1
"?, alarm call",6
"?, alarm call, call",2
"?, begging call, juvenile",1
"?, call",42
"?, call, female, male, song",1
"?, call, song",14
"?, female",1
"?, female, male, song",2
"?, flight call",2
"?, life stage uncertain, sex uncertain",1
"?, male, song",1
"?, song",23
?.,1
"?., call, drumming",1
??,7
???,1
?Call,1
"?alarm calls, Song",1
"?alarm, call",1
?display calls,1
?song,1
"?song, male",1
A,1
A 1 metro de altura,1
A 10 metros de altura,1
A 5 metros de altura en arboles pequeños,1
A 8 metros de altura,1
A borde de lago,2
A fleeing bird,1
A la luz,2
"A la luz, pero metida en una pieza metálica protectora",1
A las 10:06am se escucharon monos ahulladores a 200m por el ro,1
A long-tailed cuckoo grabbed a nestling that produced a high pitch broad-band ne,1
"A male, call, tapping at ends",1
"A pair antifonal singing, song",1
A ras de dosel en bosque continuo o corredor,1
"A ras de frailejones muy callados, pegados al piso",1
A single song,3
"A soft trilling sound given in the background, call",2
"A three-syllabled note, song",1
A un metro del transecto,2
"A very windy recording sorry and some cars passing., song",1
"A young bird begging, and adults",1
"A-alarmcall, B-warning call",1
"A-warning call, B?-call(low vegetatio)",1
ABREVADERO,4
ACTIVO,4
AGUA,18
AGUA Y BORDE,1
AMPLEXUS,6
"ANMU chirrup, CAAU kut-reah, song",1
ATTACK,1
ATTACKING,13
"Abberant call ('rrr zweh zweh zweh') probably also from Willow Tit, call",1
"Abbreviated song notes, male, song",1
Aberrant song,1
"Aberrant song, song",2
Aberration call,1
Abies pichta,2
Acacia-Commiphora,1
Acer,6
Acer platanoides,4
Acicalamiento,60
Acicalamiento-Canto,1
Acicalamiento-Forrajeo,2
Acicalamiento-Percha,12
Acicalamiento-Vuelo,1
Acicalando,9
Acicalandose,1
Acicalándose,1
Acicalándose en dosel,1
Acicalándose en rama seca,1
Acicalándose perchados en rama seca,3
Aconitum sept.,1
Acoustic,1
Acrobasia en vuelo,1
Active,1
Active after dark.,1
"Active in pile of drift wood, 2ft. from shoreline.",1
Active in wooded area along back water area (flooded) by the Washita River.,1
Active on log pile - ran from log to tree base and up side of base of tree.,1
"Active, on a fence post.",1
Active.,2
Active. Flushed into brush pile below flood line.,1
Actively searching,26
Activo en el d’a,62
Activo en el la tarde,1
Activo en la noche,8
"Activos en dosel, vocalización constante en vuelo",1
"Ad calling to small juvs, adult",1
"Ad with imm, call",1
Adult Song,1
"Adult and fully fledged immature, begging call",1
"Adult and fully fledged immature, begging call, call",4
"Adult black stork is whistling, alarm call, juvenile",1
Adult call,1
"Adult calling to two begging juveniles, begging call, call",1
Adult carrying fecal sac.,144
Adult carrying food for recently fledged young.,2819
Adult carrying food for young.,5175
Adult contact call with chicks,1
"Adult contact notes, begging call, juvenile",1
Adult feeding babies,1
"Adult, call, juvenile",1
Adulto alimentado a juvenil,1
Adulto alimentando un volanton,1
"Adults and juveniles, call",1
Adults and youngs,1
Adults entering or leaving a nest site in circumstances indicating occupied nest. To be used for nests which are too high (e.g. the tops of trees) or enclosed (e.g. chimneys) for the contents to be seen.,2413
Adults feeding babies,1
Advertencia,1
Advertising,1
Advertising call,2
Advertising calls,1
Aegopodium podagraria flowers,1
Aereo,1
After playback call,1
Aggresion calls,1
"Aggresive Call, call",1
Aggression,1
Aggression Call,1
"Aggression between the juveniles, begging call, call",1
"Aggression, male",2
Aggression/defense,43
Aggression/defense; Locomotion,1
Aggression/defense; advertise; Syrinx; contact; song; call,1
Aggression/defense; advertise; call; song,1
Aggression/defense; advertise; call; song; dawn song,1
Aggression/defense; advertise; contact; call; song,1
Aggression/defense; advertise; contact; call; song; Syrinx,1
Aggression/defense; advertise; song,3
Aggression/defense; attack; be displaced,1
Aggression/defense; attack; emit alarm; emit distress calls; mob; perform distraction display; fly; call; perch,1
Aggression/defense; attack; emit alarm; fly; call,1
Aggression/defense; be displaced; emit agonistic call; forage; peck; flap; call; fly,1
Aggression/defense; bill snap; call,1
Aggression/defense; build nest,1
Aggression/defense; call,27
Aggression/defense; call; counter singing,1
Aggression/defense; call; duet; song,1
Aggression/defense; call; mechanical sound,2
Aggression/defense; call; rest,3
Aggression/defense; call; song,3
Aggression/defense; call; song; fly; perch,1
Aggression/defense; contact; call,2
Aggression/defense; displace,1
Aggression/defense; displace; fight; call,1
Aggression/defense; duet,1
Aggression/defense; eat; forage; fly; call; perch,1
Aggression/defense; emit agonistic call,2
Aggression/defense; emit agonistic call; call,1
Aggression/defense; emit agonistic call; fly; call,1
Aggression/defense; emit alarm; call,1
Aggression/defense; emit alarm; call; duet; song,1
Aggression/defense; emit alarm; duet; song,1
Aggression/defense; emit alarm; establish flock contact; perform visual display; call; song,1
Aggression/defense; emit alarm; fly; call; song,1
Aggression/defense; enter nest cavity; exit nest cavity; call; perch,1
Aggression/defense; fight; call; song,1
Aggression/defense; fight; fly,1
Aggression/defense; flight sound; call,1
Aggression/defense; fly; advertise; contact; song,1
Aggression/defense; fly; advertise; perform visual display; call,1
Aggression/defense; fly; call,3
Aggression/defense; fly; call; perch,1
Aggression/defense; fly; call; song,1
Aggression/defense; fly; contact,1
Aggression/defense; fly; land,1
Aggression/defense; fly; mechanical sound,1
Aggression/defense; fly; perform visual display; call,1
Aggression/defense; fly; swim; call; mechanical sound; song,1
Aggression/defense; forage,3
Aggression/defense; forage; advertise; call; song,1
Aggression/defense; forage; advertise; song,1
Aggression/defense; forage; contact; call,1
Aggression/defense; forage; fly; call,1
Aggression/defense; mob; fly; call,1
Aggression/defense; molt; stick out tongue,1
Aggression/defense; orient; song,1
Aggression/defense; perch,1
Aggression/defense; perform visual display,1
Aggression/defense; perform visual display; call; counter singing; song,1
Aggression/defense; rasps,1
Aggression/defense; rest,5
Aggression/defense; run; call,1
Aggression/defense; scold; call,1
Aggression/defense; sit on nest,3
Aggression/defense; slither,2
Aggression/defense; slither; rest,1
Aggression/defense; song,2
Aggression/defense; stick out tongue,1
Aggression/defense; swim,1
Aggression/defense; walk,1
Aggression/defense; watch; perch,1
Aggressive calls,2
"Aggressive chip note, song",1
Aggressive interaction.,1
"Aggressive territorial calls, call, female, male",1
Agitated Call,2
Agitated Calls,1
Agitated Song,1
Agitated behavior or anxiety calls from adult.,1396
Agitated behaviour,127120
"Agitated behaviour, begging call, call, male",1
Agitated call,1
Agitated call response to playback,1
"Agitated call, female",1
Agitated calls,5
Agitated song,1
Agitated song and calls,1
Agitated vocalization in response to playback,1
Agitated whine,1
"Agitation call of two adults (pair), call",1
"Agitation trill, Song",1
"Agitation, male, song",1
Agonistic call,1
"Agonistic call, female, male",1
"Agonistic calls, flight call, song",1
"Agonistic calls, song",1
Agreción,25
Agresion a Falco femoralis,1
Agresion a Theristicus caudatus,1
Agresion a Vanellus chilensis,1
Agresión,5
Agressive 'chuff' series and 'check' calls,1
"Agressive Call, call",1
Agressive call,1
"Agressive calls, call",2
"Agressive calls, call, female, male",1
"Aircraft noise at end, call, song",2
"Aircraft noise, alarm call",1
"Airplane and highway noises, male, song",1
"Airplane and highway noises, song",2
Al frente de piscina,1
Al lado del cultivo,1
Al vuelo,161
Al vuelo en Inga edulis,1
Al vuelo en disputa,1
Al vuelo sobre cauce de quebrada,1
Al vuelo y posados por 5 minutos en cafetal recién establecido. Vereda Bambuco Bajo,1
Alarm (take off),1
Alarm Call,7
"Alarm Call, Call",1
"Alarm Call, alarm call",1
Alarm Song,1
"Alarm Song, song",1
Alarm and flight calls,1
Alarm and song,1
Alarm cal when taking flight,1
"Alarm cal when taking flight, flight call",1
Alarm call,340
Alarm call (Female?),1
Alarm call (male alone),3
Alarm call ?,2
Alarm call and call,3
Alarm call and glight display song,1
Alarm call and low Â·gro gro...' call,1
Alarm call and song,3
Alarm call in flight,3
"Alarm call not recorded, alsp call with intervals., song",1
Alarm call of female,2
Alarm call of male and female,1
Alarm call on Sparrowhawk,1
Alarm call on human,1
Alarm call when take off,1
Alarm call when taking flight,1
"Alarm call, female",1
"Alarm call, flight call",1
"Alarm call, song",1
"Alarm call, song and wingflap",1
Alarm call; high pitched psee,1
Alarm call?,4
"Alarm call?, alarm call, call",1
"Alarm call?, song",2
Alarm call??? soft whistles at the end.,1
Alarm calls (in part),1
Alarm calls and the squeaky calls.,1
Alarm calls in flight,1
Alarm calls. Calls. Song phrases.,1
Alarm calls. Wing sounds.,1
Alarm churrr,1
Alarm flight call,1
Alarm note,1
Alarm or contact call,1
Alarm song,1
"Alarm song, song",1
Alarm squawks,1
Alarm whistle,2
Alarm whistle call,1
Alarm whistles,1
"Alarm(?) or may be courtship(?), call",1
"Alarm, alarm call",2
"Alarm, call, subsong",1
"Alarm, churr, and song",1
Alarm?,1
Alarm? call,1
Alarmcall and call,1
Alarmcall and nestlings,1
Alarmcall and wingbeats,1
Alarmcalls,1
Alarme,3
"Alarming, anxious",4
"Algumas  aves limículas  ao fundo vocalizando, call, juvenile",1
Alight call,1
Alimentación,389
Alimentación_Descanso,8
Alimentación_Paseo,6
Alimentado polluelos,1
Alimentando,1
Alimentando en Suelda,1
Alimentando pollluelos,1
Alimentando polluelos,1
Alimentando polluelos en nido,1
Alimentandose,35
Alimentandose de Manzanillo,1
Alimentandose de cascarillo Cinchona pubescens,1
Alimentandose de flores de platano,1
Alimentandose de frutos de arrayan (Myrcia popayanensis).,1
Alimentandose en níspero (Eriobotrya japonica),1
Alimentandose fruto rojo pequeño,1
Alimento y desplazamiento. Realizaron maniobras evasivas y arrojaron eses y orin,1
Alimentándose,44
Alimentándose en Cecropia angustifolia,1
Alimentándose en un siete cueros,2
Alimentándose y jugando,1
Alimentándose y luego muerto,1
"Alimentándose, Vocalizando",1
Alive on road,2
Allarm call of flock,1
"Almost sure it is a call, call",2
Alnus,16
Alnus glutinosa,1
Alnus incana,27
Alnus incana;Prunus padus,1
Alnus;Sorbus,1
Also gives trilling S2a with end note (similar to other Tswalu and Groblershoop,1
Alt song,1
Alternate Song,1
"Alternate and typical song, song",1
Alternate song,6
Alternate song and call,1
"Alternate song, call",1
"Alternate song, song",1
"Alternating songs, song",1
"Alternative call, song",1
Alternative song,2
"Alternative song (female?), song",1
"Alternative song, song",2
Alto; 5 fuera del transecto,1
"American Bull Frog, call, female, male, song",1
"American voices, Traffic, call",1
"American voices, call",1
Amplexus,2
Anidación,8
Anidando,8
"Anidando en guadual, dos individuos construyen nido",1
Animal was living with anterior portion of rostrum missing (reason was unknown).,1
Antes de iniciar el punto,1
"Antifonal Duetting, song",2
"Antifonal dueting?, song",1
"Antiphonal, Duetting, song",1
"Anxious sub-song call, call, male",1
Apidae,1
"Apparently a Local bird, but not breeding",3
Apparently a bird wintering in the locality,1158
"Appeared to be courtship call, call",1
Approaching boat,17
"Approx 500m-long song flight, male",1
"Aproximación a fuente de playback, call, male",1
Aquilegea Caerulea,1
Arbol en pepeo,4
Arbusto pequeño,1
Arbustos,2
Arbórea,31
Ardilla,1
Artamus-like fishk,1
Associated with heathland,7
Associated with hole in ground,1
Associated with plant,40
Associated with planted Pinus spp.,1
Aster bigelovii,1
Astragalus missouriensis,1
At Cephelanthus flowers,1
"At Sea - birds on boats, lightships or oil rigs",10
At call-site of A 307 M V. wilsoni who mimics song of L. rufopicta. L. rufopicta seen here too.,1
"At capture, exposure was full shade and the lizard was foraging.",18
"At capture, exposure was full shade and the lizard was lying still.",29
"At capture, exposure was full shade and the lizard was moving.",24
"At capture, exposure was full sun and the lizard was foraging.",38
"At capture, exposure was full sun and the lizard was lying still.",72
"At capture, exposure was full sun and the lizard was moving.",99
"At capture, exposure was full sun.",1
"At capture, exposure was partial sun and the lizard was foraging.",41
"At capture, exposure was partial sun and the lizard was lying still.",55
"At capture, exposure was partial sun and the lizard was moving.",83
"At capture, the lizard was lying still.",1
At dried sassafras leaves,1
At nest entrance with prey,1
"At night, flight call",1
At plant,1
At rest,1
At sassafras leaves,3
At sugar bait,1
Ataca a una Sporagra,1
Atacaban a las 11h am,1
Atacada por un Zimmerius,1
Atacan a Buteogallus anthracinus durante planeo,1
"Ate Baptisia for one feeding, then prepupal",1
Atendiendo nido,11
"Atendiendo nido, dos adultos",1
Attempting migration,97519
Attracted at dusk to female promethea,1
Attracted to calling female promethea at dusk,2
Attracted to female,1
Attracted to water,3
"Atypic call, call, monosyllabic call",1
Atypical call,1
"Atypical call, call, song",1
Atypical calls,1
"Atypical male song, male, song",1
Atypical song,3
"Atypical song, alarm call",1
"Atypical song, song",2
"Atypical, song",1
Aullidos en árbol de Yarumo.,1
"Autos, song",1
Autumn Song of male,1
Autumn drumming,1
Autumn song,1
"Autumn song, song",1
"Autumn type of cries number 1, call",1
"Autumn type of cries number 10, call",1
"Autumn type of cries number 11, call",1
"Autumn type of cries number 1a, call",1
"Autumn type of cries number 2, call",1
"Autumn type of cries number 3, call",1
"Autumn type of cries number 4, call",1
"Autumn type of cries number 4a, call",1
"Autumn type of cries number 4b, call",1
"Autumn type of cries number 4c, call",1
"Autumn type of cries number 5, call",1
"Autumn type of cries number 6, call",1
"Autumn type of cries number 7, call",1
"Autumn type of cries number 8, call",1
"Autumn type of cries number 8a, call",1
"Autumn type of cries number 9, call",1
"Autumn type of cries number 9a, call",1
"Autumn type of cries number 9b, call",1
"Autumn, call, juvenile",2
Aves carnívoras,16
Aérea,1
Aéreo,122
Aéreo con material para nido,1
"Aéreo, 3 machos y 9 hembras",1
"Aéreo, bajo",1
"Aéreo, volando bajo",1
B LOW,1
B call,1
"B, begging call, drumming, song",1
