sex,reps
00 F; 04 M; 04 total,11
00 F; 05 M; 05 total,3
00 F; 06 M; 06 total,6
00 F; 07 M; 07 total,1
00 F; 08 M; 08 total,4
00 F; 09 M; 09 total,3
00 F; 11 M; 11 total,1
00 F; 13 M; 13 total,4
00 F; 15 M; 15 total,2
00 F; 17 M; 17 total,1
00 F; 21 M; 21 total,2
00 F; 29 M; 29 total,1
00 F; 36 M; 36 total,1
00 M; 00 F; ** total,1
00 M; 00 F; 00 Adult; 00,85
00 M; 00 F; 00 total,305
00 M; 00 F; 01 Adult; 00,48
00 M; 00 F; 01 total,558
00 M; 00 F; 02 total,66
00 M; 00 F; 03 total,26
00 M; 00 F; 04 total,17
00 M; 00 F; 05 total,4
00 M; 00 F; 06 total,8
00 M; 00 F; 07 total,3
00 M; 00 F; 08 total,5
00 M; 00 F; 09 total,2
00 M; 00 F; 10 total,2
00 M; 00 F; 11 total,1
00 M; 00 F; 12 total,2
00 M; 00 F; 13 total,1
00 M; 00 F; 18 total,1
00 M; 00 F; 20 total,1
00 M; 00 F; 38 total,1
00 M; 00 F; 40 total,1
00 M; 01 F; 01 total,129
00 M; 01 F; 02 total,1
00 M; 01 F; 03 total,1
00 M; 01 F; 04 total,1
00 M; 02 F; 02 total,8
00 M; 02 F; 03 total,2
00 M; 03 F; 03 total,2
00 M; 03 F; 05 total,1
00 M; 04 F; 04 total,2
00 M; 04 F; 05 total,1
00 M; 08 F; 08 total,1
1,3
2,3
6,1
007 E,1
01 F; 00 M; 00 total,1
01 F; 00 M; 01 total,372
01 F; 00 M; 02 total,7
01 F; 00 M; 03 total,3
01 F; 00 M; 04 total,1
01 F; 00 M; 05 total,1
01 F; 00 M; 06 total,1
01 F; 00 M; 08 total,1
01 F; 01 M; 01 total,1
01 F; 01 M; 02 total,39
01 F; 01 M; 03 total,2
01 F; 01 M; 05 total,2
01 F; 01 M; 06 total,1
01 F; 02 M; 02 total,1
01 F; 02 M; 03 total,6
01 F; 02 M; 04 total,1
01 F; 03 M; 04 total,5
01 F; 04 M; 05 total,2
01 F; 12 M; 13 total,1
01 Fêmea / 06 Machos,1
01 M; 00 F; 01 total,119
01 M; 00 F; 02 total,1
01 M; 01 F; 02 total,12
01 M; 01 F; 03 total,2
01 M; 02 F; 03 total,4
01 M; 02 F; 04 total,2
01 M; 03 F; 04 total,1
01 M; 04 F; 05 total,3
01 Macho,1
01 Macho ; 01 Fêmea,1
"01 Macho, 2 imaturos",1
01 femea,1
01 fêmea,85
01 fêmea 01 macho,2
01 macho,40
01 macho terminal,1
"01 macho, 01 fêmea",6
"01 macho, 02 fêmeas",1
"01 macho, 03 fêmeas",1
01.07.,1
0107u,1
02 F; 00 M; 01 total,1
02 F; 00 M; 02 total,18
02 F; 00 M; 03 total,2
02 F; 00 M; 11 total,1
02 F; 01 M; 03 total,12
02 F; 02 M; 04 total,6
02 F; 03 M; 05 total,4
02 F; 04 M; 07 total,1
02 F; 20 M; 04 total,1
02 IMATUROS,4
02 M; 00 F; 02 total,6
02 M; 01 F; 03 total,1
02 M; 02 F; 04 total,6
02 M; 03 F; 05 total,4
02 Machos; 01 Fêmea,1
02 fêmeas,7
02 fêmeas ?,1
"02 fêmeas, 02 imaturos",1
02 machos,4
"02 machos, 01 fêmea",3
"02 machos, 01 imaturos",1
"02 machos, 02 fêmeas",3
"02 machos, 03 fêmeas",1
"02 machos, 04 fêmeas",1
"02 machos, 08 fêmeas",1
"02 machos, 09 fêmeas",1
02 machos; 01 fêmea,1
26,1
03 F; 00 M; 03 total,5
03 F; 01 M; 04 total,10
03 F; 03 M; 06 total,4
03 F; 04 M; 07 total,1
03 IMATUROS,1
03 M; 00 F; 03 total,4
03 M; 00 F; 17 total,1
03 M; 01 F; 04 total,2
03 M; 03 F; 06 total,1
03 M; 04 F; 07 total,1
03 fêmeas,1
"03 fêmeas, 1 imaturo",1
03 machos,5
"03 machos, 01 fêmea",2
"03 machos, 02 fêmeas",1
"03 machos, 08 fêmeas",1
04 F; 00 M; 04 total,3
04 F; 01 M; 05 total,6
04 F; 02 M; 06 total,5
04 F; 03 M; 07 total,1
04 F; 03 M; 08 total,1
04 F; 04 M; 08 total,2
04 F; 07 M; 11 total,1
04 M; 01 F; 05 total,2
04 M; 07 F; 11 total,1
04 fêmeas,1
05 F; 01 M; 06 total,1
05 F; 02 M; 07 total,2
05 F; 03 M; 08 total,1
05 F; 10 M; 15 total,1
05 fêmeas,1
"05 machos, 03 fêmeas",1
06 F; 00 M; 06 total,3
06 F; 01 M; 07 total,2
06 F; 02 M; 08 total,2
06 F; 04 M; 10 total,1
06 F; 07 M; 13 total,1
06 F; 08 M; 14 total,1
06 M; 01 F; 07 total,1
06 M; 02 F; 08 total,1
06 M; 05 F; 11 total,1
06 M; 08 F; 14 total,1
06 machos,1
06-Mar-21,1
07 F; 04 M; 11 total,1
07 F; 05 M; 12 total,1
07 F; 05 M; 13 total,1
07 F; 11 M; 18 total,1
07 M; 05 F; 12 total,1
07 M; 06 F; 13 total,1
07-Oct-26,1
08 F; 01 M; 09 total,1
09 F; 03 M; 12 total,1
09 F; 07 M; 16 total,1
09 F; 09 M; 18 total,1
09 M; 00 F; 09 total,1
09 M; 03 F; 12 total,1
09-Mar-32,1
0f,11
0m,12
0u,224
1,84341
1  female,2
1  hembra | 1 macho,1
1  male,1
1 1 Adult,3
1 1f,1
1 2Juveniles,6
1 3Juveniles,2
1 4Juveniles,2
1 6Juveniles,1
1 8.0 Female With Eggs,1
1 Adult,2
"1 Adult, 1 Immature",4
"1 Adult, 5 Immatures",1
1 F,599
1 F e 1 M,2
"1 F, 1 M",5
"1 F, 1 imm.",1
"1 F, 2 M",1
"1 F, 3 M",1
"1 F, 4 M",1
1 Female,3633
1 Female (ovigerous),4
1 Female (ovigerous) / 1 Male,3
1 Female (ovigerous) / 1 Male / 2 Indet,1
1 Female (ovigerous) / 2 Indet,1
1 Female (ovigerous) / 5 Indet,1
1 Female / 1 Ind,1
1 Female / 1 Indet,3
1 Female / 1 Juvenile,1
1 Female / 1 Male,74
1 Female / 1 Male / 1 Indet,1
1 Female / 2 Males,13
1 Female / 3 Males,9
1 Female / 4 Males,2
1 Female / 6 Males,2
1 Female Mature With Eggs,1
1 Female and about 16 young,1
1 Female plus egg sacs,1
1 Female plus eggs,1
1 Female | 1 Female,2
"1 Female, 1 Immature",44
"1 Female, 1 Indeterminate",2
"1 Female, 1 Male",51
"1 Female, 1 Male, 1 Indeterminate",17
"1 Female, 1 Male, 12 Indeterminate",1
"1 Female, 1 Male, 2 Indeterminate",28
"1 Female, 1 Male, 4 Indeterminate",1
"1 Female, 1 Male, 5 Immatures",1
"1 Female, 1 Penultimate Male",1
"1 Female, 1 Penultimate Male, 1 Immature",1
"1 Female, 1 Sub-Female",1
"1 Female, 1 Sub-Female, 1 Immature",1
"1 Female, 1 Sub-Female, 5 immatures",1
"1 Female, 1 Sub-Male",1
"1 Female, 1 Sub-Male, 1 Sub-Female",1
"1 Female, 1 Sub-adult Female",1
"1 Female, 1 Sub-adult Female, 2 Immatures",1
"1 Female, 1 Sub-adult Male",1
"1 Female, 1 Sub-female",2
"1 Female, 1 immature",3
"1 Female, 10 Immatures",1
"1 Female, 12 Immatures",1
"1 Female, 14 Immatures",1
"1 Female, 15 Immatures",1
"1 Female, 2 Immatures",8
"1 Female, 2 Indeterminate",16
"1 Female, 2 Male",2
"1 Female, 2 Male, 2 Indeterminate",1
"1 Female, 2 Male, 3 Indeterminate",1
"1 Female, 2 Sub-Females",1
"1 Female, 2 Sub-adult Females, 2 Immatures",1
"1 Female, 2 Sub-males",1
"1 Female, 2 Sub-males, 3 Immatures",1
"1 Female, 3 Immatures",2
"1 Female, 3 Indeterminate",5
"1 Female, 3 Male",2
"1 Female, 4 Immature Females, 3 Immature Male",1
"1 Female, 4 Immatures",1
"1 Female, 4 Indeterminate",1
"1 Female, 4 Male, 1 Indeterminate",1
"1 Female, 5 Immatures",1
"1 Female, 6 Sub-males, 1 immature",1
"1 Female, 6 egg sacs",1
"1 Female, 7 Immatures",1
"1 Female, 9 Indeterminate",1
"1 Female, I Sub-Female",1
1 Female. 1 Immature,1
1 Female. 1 Sub-male,1
"1 Females, 2 immatures",1
"1 Femenino, 3 Masculinos, el resto sin información",1
"1 Femenino, el resto sin información",3
1 Fêmea,110
1 Fêmea e 02 Machos,1
1 Fêmea | 1 Macho,1
"1 Fêmea, 1 Macho",31
"1 Fêmea, 2 Machos",7
1 HEMBRA,451
1 HEMBRA 1 JUVENIL,4
"1 HEMBRA, 1 MACHO",2
"1 HEMBRA, 1 MACHOS",1
"1 HEMBRA, 2 MACHOS",1
1 Hembra,2974
1 Hembra 1 Hembra ovígera,43
1 Hembra 1 Hembra ovígera 1Juvenil,1
1 Hembra 1 Hembra ovígera 5Juvenil,1
1 Hembra 1Juvenil,7
1 Hembra 1Macho 1 cría indeterminada,1
1 Hembra 2 Hembra ovígera,11
1 Hembra 2 Hembra ovígera 1Juvenil,1
1 Hembra 3 Hembra ovígera,1
1 Hembra 3 Hembra ovígera 1Juvenil,1
1 Hembra 7Juvenil,1
1 Hembra 9 Hembra ovígera,1
1 Hembra adulta,1
1 Hembra ovígera,419
1 Hembra ovígera 1Juvenil,1
1 Hembra ovígera 5Juvenil,1
"1 Hembra ovígera, 1 Hembra",8
"1 Hembra ovígera, 1 no sexado",2
"1 Hembra ovígera, 13 Hembras",1
"1 Hembra ovígera, 15 Hembras",1
"1 Hembra ovígera, 2 Hembras",8
"1 Hembra ovígera, 23 Hembras ovígeras",1
"1 Hembra ovígera, 3 Hembras",1
"1 Hembra ovígera, 4 Hembras",1
"1 Hembra ovígera, 7 Hembras",1
1 Hembra y 1 Macho,315
1 Hembra y 1 Sin determinar,13
1 Hembra y 10 Machos,7
1 Hembra y 11 Machos,1
1 Hembra y 12 Machos,2
1 Hembra y 13 Machos,2
1 Hembra y 14 Machos,4
1 Hembra y 15 Machos,4
1 Hembra y 16 Machos,1
1 Hembra y 17 Machos,1
1 Hembra y 18 Machos,1
1 Hembra y 2 Machos,177
1 Hembra y 2 Sin determinar,3
1 Hembra y 22 Machos,2
1 Hembra y 24 Machos,1
1 Hembra y 3 Machos,89
1 Hembra y 3 Sin determinar,2
1 Hembra y 30 Machos,1
1 Hembra y 4 Machos,51
1 Hembra y 5 Machos,28
1 Hembra y 6 Machos,23
1 Hembra y 7 Machos,13
1 Hembra y 8 Machos,12
1 Hembra y 9 Machos,10
1 Hembra | 1 Hembra,1
1 Hembra | 1 Hembra  | 1 Macho,1
1 Hembra | 1 Macho,22
1 Hembra | 1 Macho | 1 Macho,2
1 Hembra | 1 indeterminado,2
1 Hembra | 1 macho,2
1 Hembra | 2 Indeterminado,1
1 Hembra | 2 Macho,2
1 Hembra | 2 Machos,5
1 Hembra | 3 Macho,1
1 Hembra | 3 Machos,2
1 Hembra | 6 Macho,1
"1 Hembra, 1 Hembra ovígera",1
"1 Hembra, 1 Indeterminado",1
"1 Hembra, 1 Macho",201
"1 Hembra, 1 Macho, 1 No identificado",2
"1 Hembra, 1 Macho, 1 indeterminados",1
"1 Hembra, 1 Macho, 113J",1
"1 Hembra, 1 Macho, 14J",1
"1 Hembra, 1 Macho, 1J",2
"1 Hembra, 1 Macho, 2 No identificados",1
"1 Hembra, 1 Macho, 2 indeterminados",2
"1 Hembra, 1 Macho, 2J",3
"1 Hembra, 1 Macho, 3J",1
"1 Hembra, 1 Macho, 4J",1
"1 Hembra, 1 No identificado",5
"1 Hembra, 10 Macho",2
"1 Hembra, 11 Macho",3
"1 Hembra, 13 Macho",1
"1 Hembra, 13 Macho, 2J",1
"1 Hembra, 14 Macho",1
"1 Hembra, 17 Macho",1
"1 Hembra, 1J",1
"1 Hembra, 2 Machos",120
"1 Hembra, 2 Machos, 2 No identificados",1
"1 Hembra, 2 Machos, 2J",1
"1 Hembra, 2 Machos, 6J",1
"1 Hembra, 2 No identificados",7
"1 Hembra, 22 Macho",1
"1 Hembra, 2J",1
"1 Hembra, 3 Indeterminados",1
"1 Hembra, 3 Machos",47
"1 Hembra, 3 Machos, 6J",1
"1 Hembra, 3 No identificados",3
"1 Hembra, 38 Macho, 1J",1
"1 Hembra, 4 Machos",30
"1 Hembra, 4 Machos, 3 Indiferenciado",1
"1 Hembra, 4 Machos, 4J",1
"1 Hembra, 4 No identificados",1
"1 Hembra, 40 Macho",1
"1 Hembra, 4J",1
"1 Hembra, 5 Machos",11
"1 Hembra, 5 No identificados",1
"1 Hembra, 6 Machos",7
"1 Hembra, 6J",1
"1 Hembra, 7 Machos",7
"1 Hembra, 8 Machos",2
"1 Hembra, 8 Machos, 3J",1
"1 Hembra, 8 No identificados",1
"1 Hembra, 9 Machos",4
"1 Hembra, 9J",1
"1 Hembra,1 Indeterminado",1
1 Hembras,1
"1 Hembras, 1 Macho",2
"1 Hembras, 1 Machos",1
"1 Hembras, 3 Machos",1
1 Indeterminado,1897
1 Indeterminado | 1 macho,4
1 Indeterminate,162
1 JUVENIL,7
1 Juvenil,1
1 L,2
1 L e 1 P,6
1 M,708
"1 M , 2 imm.",1
1 M 1,1
1 M e 1 F,1
1 M | 1 F,2
"1 M, 1 F",9
"1 M, 2 F",2
"1 M, 3 F",8
"1 M, 4 F",1
"1 M, 6 F",1
"1 M,1 F subad, 21 U",1
1 M; 1 F,5
1 M; 2 F,1
1 MACHO,551
1 MACHO 1 HEMBRA,206
1 MACHO 1 HEMBRA 1 JUVENI,3
1 MACHO 1 HEMBRA 7 JUVENI,1
1 MACHO 1 JUVENIL,3
1 MACHO 10 HEMBRAS,1
1 MACHO 13 HEMBRAS,1
1 MACHO 2 HEMBRAS,92
1 MACHO 2 JUVENILES,2
1 MACHO 21 HEMBRAS,1
1 MACHO 23 HEMBRAS,1
1 MACHO 3 HEMBRAS,26
1 MACHO 3 JUVENILES,1
1 MACHO 4 HEMBRAS,13
1 MACHO 5 HEMBRAS,4
1 MACHO 5 HEMBRAS 3 JUVEN,1
1 MACHO 6 HEMBRAS,7
1 MACHO 7 HEMBRAS,5
1 MACHO 8 HEMBRAS,2
1 MACHO Y 1 HEMBRA,4
1 MACHO Y 6 HEMBRAS,1
1 MACHOS 1 HEMBRA,1
1 MACHOS 2 HEMBRAS,1
1 Macho,3910
1 Macho 1 Hembra,242
1 Macho 1 Hembra 1 Hembra ovígera,41
1 Macho 1 Hembra 1 Hembra ovígera 1Juvenil,1
1 Macho 1 Hembra 1 Hembra ovígera 2Juvenil,1
1 Macho 1 Hembra 1 Indeterminado,1
1 Macho 1 Hembra 11 Hembra ovígera,1
1 Macho 1 Hembra 1Juvenil,7
1 Macho 1 Hembra 2 Hembra ovígera,16
1 Macho 1 Hembra 2 Hembra ovígera 1Juvenil,1
1 Macho 1 Hembra 2Juvenil,3
1 Macho 1 Hembra 3 Hembra ovígera,3
1 Macho 1 Hembra 4 Hembra ovígera,1
1 Macho 1 Hembra 5 Hembra ovígera,1
1 Macho 1 Hembra 6 Hembra ovígera,2
1 Macho 1 Hembra ovígera,135
1 Macho 1 Hembra ovígera 1Juvenil,2
1 Macho 1 Hembra ovígera 7Juvenil,1
"1 Macho 1 Hembra, 1Juvenil",1
1 Macho 10 Hembra,3
1 Macho 11 Hembra,1
1 Macho 15 Hembra,1
1 Macho 17 Hembra,1
1 Macho 1Juvenil,10
1 Macho 2 Hembras,64
1 Macho 2 Hembras 1 Hembra ovígera,8
1 Macho 2 Hembras 1 Hembra ovígera 3Juvenil,1
1 Macho 2 Hembras 1Juvenil,1
1 Macho 2 Hembras 2 Hembras ovígera,6
1 Macho 2 Hembras 3Juvenil,1
1 Macho 2 Hembras 5 Hembras ovígera,1
1 Macho 2 Hembras 6 Hembras ovígera,2
1 Macho 2 Hembras 8Juvenil,1
1 Macho 2 Hembras ovígera,37
1 Macho 2 hembras,1
1 Macho 20 Hembra,1
1 Macho 2Juvenil,2
1 Macho 3 Hembras,29
1 Macho 3 Hembras 1 Hembra ovígera,4
1 Macho 3 Hembras 2 Hembras ovígera,1
1 Macho 3 Hembras 2 indeterminados,1
1 Macho 3 Hembras 3 Hembras ovígera,2
1 Macho 3 Hembras 3Juvenil,2
1 Macho 3 Hembras ovígera,9
1 Macho 30 Hembra,1
1 Macho 3Juvenil,1
1 Macho 4 Hembras,11
1 Macho 4 Hembras 4 Hembras ovígera,2
1 Macho 4 Hembras 5 Hembras ovígera,1
1 Macho 4 Hembras ovígera,2
1 Macho 5 Hembras,6
1 Macho 5 Hembras ovígera,1
1 Macho 6 Hembras,4
1 Macho 6 Hembras 1 Hembra ovígera,1
1 Macho 6 Hembras 1Juvenil,1
1 Macho 6 Hembras 2 Hembras ovígera 1Juvenil,1
1 Macho 6 Hembras ovígera,2
1 Macho 7 Hembras,3
1 Macho 9 Hembras,1
1 Macho 9 Hembras 13 Hembras ovígera,1
1 Macho y 1 Hembra,15
1 Macho y 1 Sin determinar,15
1 Macho y 2 Hembras,3
1 Macho y 2 Sin determinar,6
1 Macho y 3 Sin determinar,2
1 Macho | 1 Fêmea,4
1 Macho | 1 Hembra,33
1 Macho | 1 Macho,1
1 Macho | 2 Hembra,2
1 Macho | 3 Hembra,1
1 Macho | 5 Hembra,1
"1 Macho, 1 Hembra",62
"1 Macho, 1 Hembra ovígera",15
"1 Macho, 1 Hembra ovígera, 1 Hembra",2
"1 Macho, 1 Hembra ovígera, 2 Hembras",2
"1 Macho, 1 Hembra y 1 Sin determinar",1
"1 Macho, 1 Hembra, y 1 Sin determinar",1
"1 Macho, 1 Indeterminado",1
"1 Macho, 1 hembra",1
"1 Macho, 16 Hembra",1
"1 Macho, 17 Hembras ovígeras, 7 Hembras",1
"1 Macho, 19J",1
"1 Macho, 1J",2
"1 Macho, 2 Hembras",10
"1 Macho, 2 Hembras ovígeras",6
"1 Macho, 2 Hembras ovígeras, 1 Hembras",2
"1 Macho, 2J",1
"1 Macho, 3 Hembras",2
"1 Macho, 3 Hembras ovígeras, 1 Hembras",2
"1 Macho, 3 Hembras ovígeras, 2 Hembras",2
"1 Macho, 3 Hembras y 1 Indeterminado",1
"1 Macho, 33 Hembras ovígeras, 31 Hembras",1
"1 Macho, 3J",3
"1 Macho, 5J",2
"1 Macho, 6 Hembras",1
"1 Macho, 6 Indeterminados",1
"1 Macho, 6J",1
"1 Macho, 7 Hembras",1
1 Macho; 2 Hembras,1
1 Macho; 3 Hembras,1
1 Macho; 4 hembras,1
1 Macho; 5 Hembras,1
1 Male,5869
1 Male / 3 females,1
1 Male 1 Female,4
1 Male 2 Female,1
1 Male 3 Female,1
1 Male With Spawning Colours,1
1 Male and 1 Female,2
1 Male | 1 Male,1
"1 Male, 1 Female",371
"1 Male, 1 Female, 1 Immature",9
"1 Male, 1 Female, 1 Sub-Female",1
"1 Male, 1 Female, 1 Sub-Male, 1 Sub-Female",1
"1 Male, 1 Female, 1 Sub-adult Female",1
"1 Male, 1 Female, 1 Sub-adult male, 1 Immatur",1
"1 Male, 1 Female, 1 Sub-female",1
"1 Male, 1 Female, 2 Immatures",3
"1 Male, 1 Female, 3 Immatures",1
"1 Male, 1 Female, 4 Immatures",1
"1 Male, 1 Female, and eggs",2
"1 Male, 1 Immature",23
"1 Male, 1 Indeterminate",3
"1 Male, 1 Sub-Female",5
"1 Male, 1 Sub-Male",5
"1 Male, 1 Sub-adult Male",1
"1 Male, 1 Sub-female",2
"1 Male, 1 Sub-female, 1 immature",1
"1 Male, 1 Sub-male",1
"1 Male, 1 female",15
"1 Male, 1 female, egg cases",1
"1 Male, 1 sub-female",1
"1 Male, 1 sub-male",1
"1 Male, 1, Female, 2 Immatures",1
"1 Male, 11 Females",1
"1 Male, 11 Indeterminate",1
"1 Male, 2 Female",5
"1 Male, 2 Females",63
"1 Male, 2 Females, 1 Sub-adult Female",1
"1 Male, 2 Females, 1 Sub-male",1
"1 Male, 2 Females, 2 Immatures",1
"1 Male, 2 Females, 5 Immatures",1
"1 Male, 2 Immature",1
"1 Male, 2 Immatures",6
"1 Male, 2 Indeterminate",3
"1 Male, 2 Sub-Female",1
"1 Male, 2 Sub-Females",1
"1 Male, 2 Sub-Males",1
"1 Male, 2 Sub-adult Females",3
"1 Male, 2 Sub-females",1
"1 Male, 2 females, 1 immature",1
"1 Male, 3 Female",1
"1 Male, 3 Females",19
"1 Male, 3 Females, 1 immature",1
"1 Male, 3 Females, 2 Immatures",1
"1 Male, 3 Females, 3 Immatures",1
